# _root_ Šest členů prezídia proto tlačí na odvolání Tomáše Ježka a prosazuje , aby se na jeho místo dostal úředník , který na FNM udělá pořádek .
#goldHeads=10,1,2,10,10,5,6,9,7,0,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
#predictedHeads=4,1,2,0,10,5,6,9,7,4,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
(12,18),(18,11),-0.777107 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.34857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.266629 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.132655 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.105005 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.331179 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.064429 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.176953 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.358941 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.249381 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.410886 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.00366459 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.336136 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),-1.32837 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-1.15945 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-0.74333 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),-0.772475 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-1.36134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),0.279058 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),-0.145688 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),-0.136006 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.0597336 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),0.230589 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.237254 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.239662 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.431037 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.254569 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.482593 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.341976 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.451928 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.54261 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.63221 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.564136 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.249431 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.587343 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.573289 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.377434 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.372831 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.333284 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.356354 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.567559 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.27653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,15),-0.457505 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.18199 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.416008 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.440519 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.696639 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.36248 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.36467 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.226598 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.354608 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.44348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,2),-0.97256 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.909998 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.569414 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.708938 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.890344 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.713072 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.506384 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.791716 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.727532 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.282461 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.272899 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.57569 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.712607 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.518375 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.525401 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.330986 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.378379 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.27661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.481319 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.247466 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.52918 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.5923 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.47719 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.548722 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.635195 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.567121 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.254205 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.483688 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.416179 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.549179 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.365424 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.366419 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.354356 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.561606 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.27897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.0631621 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.458315 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.289677 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.182804 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.416822 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.970033 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.412335 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.687721 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.469096 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.47942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,18),-0.33398 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.563482 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.890338 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.362679 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.073078 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0662253 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.366842 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.161838 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.151401 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.212693 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.542034 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.0800709 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.0198 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.21524 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.13828 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.837721 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.06526 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.12051 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.936539 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.936118 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.728226 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.950693 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.662399 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.815871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.599945 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.109071 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.075561 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.294647 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.244804 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.286375 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.168534 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.226911 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),0.226168 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),0.0257237 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.365616 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.118723 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.152618 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.235403 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.452744 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.703127 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.557523 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.677889 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.0823912 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.402314 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.16947 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.971941 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.187313 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.155409 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.279599 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.414499 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),0.0620973 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.370667 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.139835 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.559438 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.29211 # DEPENDENCYPART_GRANDPAR
(13,24),(24,2),-1.22734 # DEPENDENCYPART_GRANDPAR
(13,24),(24,4),-0.838741 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-1.05923 # DEPENDENCYPART_GRANDPAR
(13,24),(24,11),-0.944662 # DEPENDENCYPART_GRANDPAR
(13,24),(24,12),-0.663145 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-0.816346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,14),0.508696 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),0.0767648 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),0.256787 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),0.411235 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),0.168918 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.34742 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.47855 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.434953 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.325019 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.0490139 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.432699 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.604063 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.212273 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.109464 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.559391 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.663363 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.157995 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.11163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.44426 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-1.06889 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.111229 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.253644 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.153214 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.15803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),1.43513 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),1.67105 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0545291 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.181191 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0489342 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.950683 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.22974 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.551049 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.882314 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0665581 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.80386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-2.00183 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.699897 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.900051 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.826976 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.14709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.237723 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.420029 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.238218 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.90309 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.475369 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-1.38378 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.197569 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.182668 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.666131 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-2.25948 # DEPENDENCYPART_GRANDPAR
(17,24),(24,4),-1.01403 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-2.11237 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-1.9189 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-1.59478 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.700975 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.57007 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.945061 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-1.44305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),-0.183826 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.658918 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.206587 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.271523 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.0834149 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.644439 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.799361 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.902755 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.636137 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.84011 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.0263007 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.599221 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.134296 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.790767 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.102121 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.326519 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.27532 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.147767 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.486608 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.730403 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.12332 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.130269 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.664729 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.101057 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.325818 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.0293271 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.927947 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-1.12294 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.800805 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.524144 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.643546 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-1.00117 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-1.23757 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.140385 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.566084 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.430443 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.424289 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-2.4683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,20),-0.973712 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.0888135 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.947814 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-1.14536 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.152927 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.541211 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.590129 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.934261 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-1.16873 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.134873 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.645712 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.351898 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.359399 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),0.0540696 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-2.11897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,19),0.31065 # DEPENDENCYPART_GRANDPAR
(18,5),(5,20),-0.633979 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.0961956 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.451549 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),0.0317297 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.867278 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.334392 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.211605 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.738189 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.124511 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.0852871 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.350448 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-2.02755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,2),-0.66573 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.867173 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.20333 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.336932 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.211501 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.570301 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.068053 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.697141 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.889542 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.192537 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-1.02362 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.34921 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.245706 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.579526 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.830175 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.628274 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.594656 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.429933 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.189629 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-2.60613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.129985 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-1.10548 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-1.58109 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.0787645 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.928141 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-1.12569 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.139431 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-1.03342 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.421411 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.472301 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.823133 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-1.06775 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.181554 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.323526 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.350808 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.208245 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0704948 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.0268783 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-2.11897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),0.31065 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.229425 # DEPENDENCYPART_GRANDPAR
(18,11),(11,24),-1.09358 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.0128027 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-1.21848 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.380174 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-2.38408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,24),-1.35867 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.654124 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.430535 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-1.015 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.176802 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.416696 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.602681 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.124068 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0233183 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.47234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),0.000949883 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.948534 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.500748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-1.4473 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.675495 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0903343 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.508488 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),0.0823763 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0267427 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.293108 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.382413 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),0.558222 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.034615 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.00313 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.107083 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),0.137725 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.564667 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.0536302 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.0720355 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.391736 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0944749 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.532192 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.261264 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.0930836 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.472343 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.36157 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.756073 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.58739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.752217 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.00887176 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-1.07949 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.137579 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.0792011 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.508752 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.115875 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),0.137714 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),1.06549 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.402876 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.150082 # DEPENDENCYPART_GRANDPAR
