# _root_ Návrh si klade za cíl vytvoření " demokratického , laického a decentralizovaného státu " , který by zaručil všem národům stejná práva .
#goldHeads=3,3,0,3,4,3,13,11,11,11,13,11,6,13,18,18,18,13,20,18,22,18,0,
#predictedHeads=3,3,0,3,4,5,13,11,11,11,13,11,6,13,18,18,18,13,20,18,22,18,0,
(11,8),(8,5),-0.294684 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.193473 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.281985 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0523355 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0439235 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.57825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.522802 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.492612 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.492729 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.06628 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.869734 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.262877 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.367889 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.468503 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.398916 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.298668 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.484493 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.320281 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.408268 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.911744 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.829248 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.607294 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.687399 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.931582 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.1758 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.187965 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.188863 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.856757 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.00326 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.977405 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.625243 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.888708 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.889317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.00339444 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0663517 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.652521 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.390794 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.49641 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.623908 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.926008 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0333344 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.313456 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.241897 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.506442 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.22034 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.03703 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.646822 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.114784 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.25885 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.493349 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.403562 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.857168 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.20104 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.394419 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.15866 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.915746 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.21578 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.42711 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.28107 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-1.16788 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.00003 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.877911 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.9692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0520874 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.329726 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0223265 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.232427 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.404678 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.557867 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.363346 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.278147 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.646394 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.0667207 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.283515 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.589857 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.421786 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.578105 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.1014 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.249914 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.437055 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.28913 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.0991226 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.243803 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.596998 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.428926 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.120421 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.502475 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.260744 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-2.20584 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-1.48001 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.982218 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-1.14648 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-1.5709 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.564664 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.283201 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.796069 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.253053 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.20098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.724107 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.955786 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.92835 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-1.96307 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-1.96072 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-1.57845 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-1.05424 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-1.04103 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.502371 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.524095 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.948457 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.179154 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.55479 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),1.06785 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.459713 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.07729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.695031 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.899986 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-1.83965 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-1.8373 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-1.93593 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.33861 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.79829 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.872712 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.29699 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.250922 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.909069 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),1.12965 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.929174 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.37008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.760444 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-1.00772 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-1.01065 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-2.12937 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.678395 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.305552 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-1.72518 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-1.01596 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-1.14522 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.685722 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.676562 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.07783 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.172713 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),1.2231 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.336113 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),1.46663 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.767269 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.30089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.865429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.14311 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.19357 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-2.06297 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-2.32606 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-2.06077 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.80131 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.86752 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.22928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.307094 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.543909 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.748112 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.181819 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.63158 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.906825 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.903127 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.803251 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-2.88215 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.65256 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.87651 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-1.36569 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.83398 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-2.27237 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-1.11024 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),0.192547 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.34362 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.00794511 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.979381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.029653 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.304198 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.564279 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.738139 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.435219 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.444293 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-1.14089 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.436471 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.686523 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.90178 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.357237 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.724609 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.49707 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.789751 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.273529 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.156193 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.206581 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.41888 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.354857 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.122996 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.405719 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.139388 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.337255 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.203661 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.202248 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.89714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.595732 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-1.36357 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-1.29539 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.318068 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.198064 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.381469 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.161815 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.30872 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.328493 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.388581 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.05391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.794855 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.804723 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.00821 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-1.34017 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.24828 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.990944 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.639708 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.23928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,18),-0.170909 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.412515 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.69708 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.53072 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.626048 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.518831 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.08486 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.609702 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.00546 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.974814 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.1335 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.07534 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.600906 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.943604 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.919743 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.02347 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.923573 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.4147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0972001 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.046566 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0846608 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.42246 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.576262 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.535254 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.503651 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.428299 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.769462 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.0891155 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.244285 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.209156 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.191765 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.215736 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.275065 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.190681 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.18119 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.0126755 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.0378113 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.919454 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.293962 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.00449985 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.205086 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.255738 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.273506 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.545752 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.254077 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.120993 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.249633 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.161393 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.111045 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.322192 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.44107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,20),-1.51379 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-1.51638 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.604361 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.415398 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.487138 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.493043 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.486057 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.546856 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.326184 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.561677 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.613304 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.465613 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.305766 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.53205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,18),-0.874514 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-1.63489 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.426699 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.289743 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.49956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,18),-0.80812 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.22042 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.33006 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.604627 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.09909 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.16837 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.22367 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.23373 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.864937 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.02199 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.07254 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.07362 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.08126 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.641377 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.79643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.00753254 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0132781 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.629894 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.487597 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.509619 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.484553 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.607855 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.712128 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),-0.150036 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.597808 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.550065 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.557321 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.635885 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.501199 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.559278 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.791537 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.72127 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),-0.151265 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.599037 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.520152 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.51953 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.637011 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.397675 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.59564 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.474945 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.153497 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.10886 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.717439 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.823027 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.974804 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.817126 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.16735 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.10361 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.971205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,19),-0.147312 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.274365 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0397847 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.443546 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.965527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,19),-0.141635 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.212253 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.219145 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.443314 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.162647 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),0.441024 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.167239 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.182297 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.300031 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),0.165423 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.514589 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.468677 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),0.145819 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.280551 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.99274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),-4.67417e-05 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.474762 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.532422 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.659983 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.766229 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),0.410198 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-1.03432 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),0.0983458 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.99173 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.162693 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.749094 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),0.561085 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),0.197613 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-0.0378252 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-0.107624 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.273004 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.24976 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.346626 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.0765845 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.508276 # DEPENDENCYPART_GRANDPAR
