# _root_ ( Herečky navíc údajně strávily tři týdny speciálním výcvikem na ranči , kde se učily jezdit na koních , zacházet se zbraněmi a dokonce i žvýkat tabák . )
#goldHeads=5,5,5,5,0,7,5,9,5,5,10,15,15,15,11,23,16,17,23,23,20,21,15,26,26,23,26,0,5,
#predictedHeads=5,5,5,5,0,7,5,9,5,9,10,15,15,16,11,15,16,17,15,23,20,21,19,26,26,23,26,0,5,
(20,16),(16,7),-0.119726 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.0923838 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.677752 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.266079 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.0726773 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.0575189 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0488307 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.374865 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.526116 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.385305 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.01564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),0.283529 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.252058 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.256964 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.348748 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.508725 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-0.847588 # DEPENDENCYPART_GRANDPAR
(20,16),(16,27),-0.390802 # DEPENDENCYPART_GRANDPAR
(20,16),(16,28),-0.838641 # DEPENDENCYPART_GRANDPAR
(20,16),(16,29),-0.834995 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0457674 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.162782 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.469601 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.130306 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.236708 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.208973 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.91672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),0.380685 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),0.00506164 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.28234 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.382955 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.74866 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.280793 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.76023 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.438125 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.483505 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.646907 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.305825 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.441563 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.27355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.00338658 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.700861 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.492084 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.517102 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.752854 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-1.1055 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-1.02928 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-1.02518 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.573186 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.469489 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0928117 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.10109 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.189543 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.324773 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.291529 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.601849 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.55642 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.244433 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-0.944655 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-1.05898 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-0.431449 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-1.2799 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-0.927566 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.903653 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-1.07378 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-1.48902 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-1.29611 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.616958 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.177888 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-1.00318 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.16402 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.845167 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.29246 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.907643 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.36378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.409203 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.179753 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.129516 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.140582 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.344082 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.248802 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.374428 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.260303 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.134858 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.254124 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.0627207 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.329327 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-0.590197 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-0.160819 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.777157 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-1.19721 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.794605 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-1.27161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.60397 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.482122 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.0709243 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.181753 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.369506 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.226366 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.163432 # DEPENDENCYPART_GRANDPAR
(20,26),(26,2),-0.914727 # DEPENDENCYPART_GRANDPAR
(20,26),(26,14),0.34566 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.681012 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.490633 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.85225 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-1.39237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),0.295534 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.0714234 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0676876 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.000471417 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.0193435 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.392031 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.0867178 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.126833 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.198554 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.369424 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.329425 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.284914 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),0.00308657 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.728672 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.765845 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.614334 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.662702 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.437161 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.126874 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-1.10137 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.214441 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.84486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.760041 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.314972 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.607087 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.722331 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.908637 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-1.05449 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.970213 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.337169 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.94194 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.26259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,27),-1.06995 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-1.09116 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-0.987884 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.883689 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-1.20365 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-2.15099 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-2.29165 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.788056 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-2.29406 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-1.04546 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.603778 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.808845 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-1.10051 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.873963 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.589783 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-2.07961 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.863063 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.610025 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.52263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),1.9432 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.349512 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.384788 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.3669 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.550709 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.545824 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.367323 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.295391 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.1958 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-1.01227 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.313415 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.669683 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.852869 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.612082 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-2.10025 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.841803 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.59517 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.36552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),2.09609 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.421709 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.378665 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.720022 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.475296 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.337264 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.228132 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.0832034 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.395202 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.225134 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.0835257 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.376705 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-3.28868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,13),-0.432518 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.168107 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.615306 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.0813217 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0729232 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-3.07144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.505947 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.842403 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-1.13161 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.399673 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-3.24715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.561855 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.898321 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.07282 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-2.01476 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.414428 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.317495 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.614669 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.669251 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.257425 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.0922753 # DEPENDENCYPART_GRANDPAR
(23,1),(1,5),0.047902 # DEPENDENCYPART_GRANDPAR
(23,1),(1,8),-0.227436 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.669124 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.449113 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.0227121 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.0704842 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.666254 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.443267 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.101612 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.0658275 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.581789 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.271009 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),0.139629 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),0.169115 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),0.202039 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.0363199 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.0618834 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),0.188744 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.0589574 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),-0.0893909 # DEPENDENCYPART_GRANDPAR
(23,5),(5,12),-0.196231 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),-0.153099 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),0.198956 # DEPENDENCYPART_GRANDPAR
(23,5),(5,17),0.382616 # DEPENDENCYPART_GRANDPAR
(23,5),(5,19),-0.139666 # DEPENDENCYPART_GRANDPAR
(23,5),(5,21),0.695032 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-1.28286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,24),-0.327384 # DEPENDENCYPART_GRANDPAR
(23,5),(5,29),-0.576651 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.297027 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.0935666 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.0727704 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.158693 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),0.0589355 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.0111447 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),0.268613 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.0896829 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),-0.00952143 # DEPENDENCYPART_GRANDPAR
(23,7),(7,13),-0.45201 # DEPENDENCYPART_GRANDPAR
(23,7),(7,15),0.173431 # DEPENDENCYPART_GRANDPAR
(23,7),(7,16),0.247283 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),0.0729704 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.189033 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.0872535 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.0817932 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.00224104 # DEPENDENCYPART_GRANDPAR
(23,9),(9,15),0.180692 # DEPENDENCYPART_GRANDPAR
(23,9),(9,16),0.254544 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.148939 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),0.0302936 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),0.0729704 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.0872535 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.228265 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.0109431 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),-0.450762 # DEPENDENCYPART_GRANDPAR
(23,11),(11,15),0.180692 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),0.254544 # DEPENDENCYPART_GRANDPAR
(23,11),(11,20),0.345839 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-1.2414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,12),(12,1),-0.783284 # DEPENDENCYPART_GRANDPAR
(23,12),(12,5),-0.0419941 # DEPENDENCYPART_GRANDPAR
(23,12),(12,6),-0.111936 # DEPENDENCYPART_GRANDPAR
(23,12),(12,7),-0.289703 # DEPENDENCYPART_GRANDPAR
(23,12),(12,8),-0.35865 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.0398301 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.206376 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.317965 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.635886 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),-0.0175922 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),0.0529259 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),-0.00618286 # DEPENDENCYPART_GRANDPAR
(23,12),(12,20),0.147579 # DEPENDENCYPART_GRANDPAR
(23,12),(12,23),-1.2348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,8),-0.340966 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.0971864 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.3338 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.375321 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.316071 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),-0.240709 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.581789 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.271009 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),0.139629 # DEPENDENCYPART_GRANDPAR
(23,15),(15,4),0.169115 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),0.0853667 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),0.102898 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),-0.175297 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.149081 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),0.0756825 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.0308585 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.202452 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.26264 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.287016 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),0.122642 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),0.279094 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),0.382616 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),0.0245208 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.139666 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),0.370163 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),0.695032 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),0.277393 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-1.28286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,24),-0.327384 # DEPENDENCYPART_GRANDPAR
(23,15),(15,25),-0.316782 # DEPENDENCYPART_GRANDPAR
(23,15),(15,26),-0.431166 # DEPENDENCYPART_GRANDPAR
(23,15),(15,27),-0.506774 # DEPENDENCYPART_GRANDPAR
(23,15),(15,28),-0.63267 # DEPENDENCYPART_GRANDPAR
(23,15),(15,29),-0.576651 # DEPENDENCYPART_GRANDPAR
(23,16),(16,1),-0.599552 # DEPENDENCYPART_GRANDPAR
(23,16),(16,2),-0.294825 # DEPENDENCYPART_GRANDPAR
(23,16),(16,4),0.138356 # DEPENDENCYPART_GRANDPAR
(23,16),(16,5),0.0606564 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.199113 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),0.0518668 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.226268 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.280679 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.317775 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),0.102851 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.104415 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),0.39584 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.067828 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.114488 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.416716 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.705607 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.3207 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.28286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),-0.327386 # DEPENDENCYPART_GRANDPAR
(23,16),(16,25),-0.316783 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-0.431169 # DEPENDENCYPART_GRANDPAR
(23,16),(16,27),-0.506781 # DEPENDENCYPART_GRANDPAR
(23,16),(16,28),-0.632671 # DEPENDENCYPART_GRANDPAR
(23,16),(16,29),-0.576653 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.0352313 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),0.0868585 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.21216 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.470186 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.0139412 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),0.213303 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.345839 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.656652 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.364473 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.2414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,25),-0.0370643 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.205698 # DEPENDENCYPART_GRANDPAR
(23,19),(19,1),-0.783284 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.0419941 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.344163 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.00176415 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),0.0734795 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),0.235197 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.203958 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.147579 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.315044 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.045408 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.2348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.0727187 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.201842 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),-0.252416 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.558026 # DEPENDENCYPART_GRANDPAR
(23,19),(19,29),-0.500159 # DEPENDENCYPART_GRANDPAR
(23,20),(20,2),-0.273767 # DEPENDENCYPART_GRANDPAR
(23,20),(20,5),0.0779056 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.178054 # DEPENDENCYPART_GRANDPAR
(23,20),(20,9),0.0729252 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.265126 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.294281 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),0.120583 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),0.121664 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),0.197389 # DEPENDENCYPART_GRANDPAR
