# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,8,25,24,22,21,25,26,27,30,26,30,31,34,32,0,
(25,24),(24,22),0.323301 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.603819 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-2.28027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.177043 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.135473 # DEPENDENCYPART_GRANDPAR
(25,26),(26,1),-0.865077 # DEPENDENCYPART_GRANDPAR
(25,26),(26,3),-1.47603 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-1.87211 # DEPENDENCYPART_GRANDPAR
(25,26),(26,10),-0.592707 # DEPENDENCYPART_GRANDPAR
(25,26),(26,11),-1.14541 # DEPENDENCYPART_GRANDPAR
(25,26),(26,12),-1.48053 # DEPENDENCYPART_GRANDPAR
(25,26),(26,13),-1.86683 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-1.11242 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-1.01948 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-0.447635 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-1.72803 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-1.46952 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-1.02109 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-0.824782 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.35909 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.62486 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.702525 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.79164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.239078 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.317731 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.232902 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.573762 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.342939 # DEPENDENCYPART_GRANDPAR
(25,26),(26,34),-0.627882 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),0.0996486 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),0.161021 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.17658 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),0.23409 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.0920754 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.147025 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),0.107074 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.22287 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),0.183079 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),-0.0629447 # DEPENDENCYPART_GRANDPAR
(25,28),(28,33),-0.701686 # DEPENDENCYPART_GRANDPAR
(25,28),(28,34),-0.274494 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),0.0131129 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),0.103872 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.0592642 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.361518 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),0.00849781 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.188865 # DEPENDENCYPART_GRANDPAR
(25,29),(29,34),-0.413241 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),0.149569 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),0.201957 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),0.0121065 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),0.190673 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.0543827 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),-0.694092 # DEPENDENCYPART_GRANDPAR
(25,30),(30,34),-0.245983 # DEPENDENCYPART_GRANDPAR
(25,31),(31,22),0.0131129 # DEPENDENCYPART_GRANDPAR
(25,31),(31,27),0.103875 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),-0.0592642 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),-0.127404 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),-0.336504 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.188865 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),-0.875314 # DEPENDENCYPART_GRANDPAR
(25,31),(31,34),-0.413125 # DEPENDENCYPART_GRANDPAR
(25,31),(31,35),-0.718047 # DEPENDENCYPART_GRANDPAR
(25,32),(32,30),0.042531 # DEPENDENCYPART_GRANDPAR
(25,32),(32,31),0.124999 # DEPENDENCYPART_GRANDPAR
(25,32),(32,33),-0.649727 # DEPENDENCYPART_GRANDPAR
(25,32),(32,34),-0.224899 # DEPENDENCYPART_GRANDPAR
(25,32),(32,35),-0.532523 # DEPENDENCYPART_GRANDPAR
(25,34),(34,29),0.0368529 # DEPENDENCYPART_GRANDPAR
(25,34),(34,30),-0.0380597 # DEPENDENCYPART_GRANDPAR
(25,34),(34,31),0.116428 # DEPENDENCYPART_GRANDPAR
(25,34),(34,32),0.0780027 # DEPENDENCYPART_GRANDPAR
(25,34),(34,33),-0.764655 # DEPENDENCYPART_GRANDPAR
(25,34),(34,35),-0.570549 # DEPENDENCYPART_GRANDPAR
(26,1),(1,2),-0.764176 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),-0.386416 # DEPENDENCYPART_GRANDPAR
(26,1),(1,8),-0.259163 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),-0.769163 # DEPENDENCYPART_GRANDPAR
(26,3),(3,4),-0.557336 # DEPENDENCYPART_GRANDPAR
(26,3),(3,5),-0.684842 # DEPENDENCYPART_GRANDPAR
(26,3),(3,6),-0.647322 # DEPENDENCYPART_GRANDPAR
(26,3),(3,8),-0.221967 # DEPENDENCYPART_GRANDPAR
(26,4),(4,1),-0.365238 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),-1.06666 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-0.898099 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.913212 # DEPENDENCYPART_GRANDPAR
(26,4),(4,6),-1.1922 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-0.549662 # DEPENDENCYPART_GRANDPAR
(26,4),(4,8),-0.265561 # DEPENDENCYPART_GRANDPAR
(26,4),(4,10),-0.800394 # DEPENDENCYPART_GRANDPAR
(26,4),(4,11),-0.73168 # DEPENDENCYPART_GRANDPAR
(26,4),(4,13),-1.0872 # DEPENDENCYPART_GRANDPAR
(26,4),(4,14),-0.649916 # DEPENDENCYPART_GRANDPAR
(26,4),(4,20),-0.0568817 # DEPENDENCYPART_GRANDPAR
(26,4),(4,21),-0.309016 # DEPENDENCYPART_GRANDPAR
(26,10),(10,6),-0.763463 # DEPENDENCYPART_GRANDPAR
(26,10),(10,7),-0.887743 # DEPENDENCYPART_GRANDPAR
(26,10),(10,8),-0.336759 # DEPENDENCYPART_GRANDPAR
(26,10),(10,9),0.178182 # DEPENDENCYPART_GRANDPAR
(26,10),(10,11),-0.423927 # DEPENDENCYPART_GRANDPAR
(26,10),(10,12),-0.197659 # DEPENDENCYPART_GRANDPAR
(26,10),(10,13),-0.699009 # DEPENDENCYPART_GRANDPAR
(26,10),(10,15),-1.01345 # DEPENDENCYPART_GRANDPAR
(26,10),(10,17),-0.146674 # DEPENDENCYPART_GRANDPAR
(26,10),(10,26),-2.21976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,11),(11,7),-0.879022 # DEPENDENCYPART_GRANDPAR
(26,11),(11,10),-0.332053 # DEPENDENCYPART_GRANDPAR
(26,11),(11,12),-0.106255 # DEPENDENCYPART_GRANDPAR
(26,11),(11,16),0.0207141 # DEPENDENCYPART_GRANDPAR
(26,12),(12,6),-0.740298 # DEPENDENCYPART_GRANDPAR
(26,12),(12,9),0.185176 # DEPENDENCYPART_GRANDPAR
(26,12),(12,10),-0.523528 # DEPENDENCYPART_GRANDPAR
(26,12),(12,13),-0.706238 # DEPENDENCYPART_GRANDPAR
(26,12),(12,17),-0.17587 # DEPENDENCYPART_GRANDPAR
(26,13),(13,1),-0.571829 # DEPENDENCYPART_GRANDPAR
(26,13),(13,4),-1.4444 # DEPENDENCYPART_GRANDPAR
(26,13),(13,5),-1.74221 # DEPENDENCYPART_GRANDPAR
(26,13),(13,6),-1.0876 # DEPENDENCYPART_GRANDPAR
(26,13),(13,7),-1.05555 # DEPENDENCYPART_GRANDPAR
(26,13),(13,10),-1.01768 # DEPENDENCYPART_GRANDPAR
(26,13),(13,11),-0.880285 # DEPENDENCYPART_GRANDPAR
(26,13),(13,12),-0.853265 # DEPENDENCYPART_GRANDPAR
(26,13),(13,14),-0.806391 # DEPENDENCYPART_GRANDPAR
(26,13),(13,15),-1.44468 # DEPENDENCYPART_GRANDPAR
(26,13),(13,16),-0.632118 # DEPENDENCYPART_GRANDPAR
(26,13),(13,17),-0.676764 # DEPENDENCYPART_GRANDPAR
(26,13),(13,19),-0.931889 # DEPENDENCYPART_GRANDPAR
(26,13),(13,20),-0.183807 # DEPENDENCYPART_GRANDPAR
(26,13),(13,21),-0.406127 # DEPENDENCYPART_GRANDPAR
(26,15),(15,16),0.0514519 # DEPENDENCYPART_GRANDPAR
(26,15),(15,18),-0.271629 # DEPENDENCYPART_GRANDPAR
(26,15),(15,19),-0.238443 # DEPENDENCYPART_GRANDPAR
(26,15),(15,20),-0.193751 # DEPENDENCYPART_GRANDPAR
(26,15),(15,24),0.147959 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-1.11882 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.174832 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),-0.277349 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-0.385462 # DEPENDENCYPART_GRANDPAR
(26,16),(16,21),-0.0612458 # DEPENDENCYPART_GRANDPAR
(26,16),(16,22),0.165315 # DEPENDENCYPART_GRANDPAR
(26,16),(16,24),0.0209474 # DEPENDENCYPART_GRANDPAR
(26,16),(16,25),-0.12036 # DEPENDENCYPART_GRANDPAR
(26,16),(16,26),-2.21838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,16),(16,31),-0.0855729 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),-0.946116 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),-0.294863 # DEPENDENCYPART_GRANDPAR
(26,17),(17,18),-0.428551 # DEPENDENCYPART_GRANDPAR
(26,17),(17,19),-0.451455 # DEPENDENCYPART_GRANDPAR
(26,17),(17,20),-0.387922 # DEPENDENCYPART_GRANDPAR
(26,17),(17,21),-0.144136 # DEPENDENCYPART_GRANDPAR
(26,17),(17,24),-0.0650532 # DEPENDENCYPART_GRANDPAR
(26,19),(19,9),0.185574 # DEPENDENCYPART_GRANDPAR
(26,19),(19,15),-1.11281 # DEPENDENCYPART_GRANDPAR
(26,19),(19,16),-0.222382 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),-0.376008 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),-0.370097 # DEPENDENCYPART_GRANDPAR
(26,19),(19,21),-0.0561867 # DEPENDENCYPART_GRANDPAR
(26,19),(19,22),0.167593 # DEPENDENCYPART_GRANDPAR
(26,19),(19,24),0.0355051 # DEPENDENCYPART_GRANDPAR
(26,19),(19,25),-0.114859 # DEPENDENCYPART_GRANDPAR
(26,19),(19,26),-2.21783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,19),(19,31),-0.0851011 # DEPENDENCYPART_GRANDPAR
(26,20),(20,4),-1.60975 # DEPENDENCYPART_GRANDPAR
(26,20),(20,5),-1.93594 # DEPENDENCYPART_GRANDPAR
(26,20),(20,13),-1.88995 # DEPENDENCYPART_GRANDPAR
(26,20),(20,14),-1.24342 # DEPENDENCYPART_GRANDPAR
(26,20),(20,15),-1.10676 # DEPENDENCYPART_GRANDPAR
(26,20),(20,16),-0.394928 # DEPENDENCYPART_GRANDPAR
(26,20),(20,17),-0.358108 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),-0.656624 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.726532 # DEPENDENCYPART_GRANDPAR
(26,20),(20,25),-0.780323 # DEPENDENCYPART_GRANDPAR
(26,20),(20,26),-2.57468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,1),-0.168839 # DEPENDENCYPART_GRANDPAR
(26,21),(21,4),-1.14002 # DEPENDENCYPART_GRANDPAR
(26,21),(21,5),-1.50673 # DEPENDENCYPART_GRANDPAR
(26,21),(21,7),-0.86531 # DEPENDENCYPART_GRANDPAR
(26,21),(21,8),-0.457431 # DEPENDENCYPART_GRANDPAR
(26,21),(21,10),-0.511395 # DEPENDENCYPART_GRANDPAR
(26,21),(21,11),-0.580817 # DEPENDENCYPART_GRANDPAR
(26,21),(21,12),-0.347659 # DEPENDENCYPART_GRANDPAR
(26,21),(21,13),-1.41924 # DEPENDENCYPART_GRANDPAR
(26,21),(21,14),-0.786413 # DEPENDENCYPART_GRANDPAR
(26,21),(21,15),-1.04873 # DEPENDENCYPART_GRANDPAR
(26,21),(21,16),-0.18482 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.317263 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.354033 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.507278 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.37253 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),0.0665347 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.456941 # DEPENDENCYPART_GRANDPAR
(26,21),(21,24),-0.282487 # DEPENDENCYPART_GRANDPAR
(26,21),(21,25),-0.615037 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-2.79663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,27),-0.307093 # DEPENDENCYPART_GRANDPAR
(26,21),(21,28),-1.00726 # DEPENDENCYPART_GRANDPAR
(26,21),(21,29),-0.601168 # DEPENDENCYPART_GRANDPAR
(26,21),(21,30),-0.895607 # DEPENDENCYPART_GRANDPAR
(26,21),(21,31),-0.493587 # DEPENDENCYPART_GRANDPAR
(26,21),(21,32),-0.774234 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),0.107599 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),0.178256 # DEPENDENCYPART_GRANDPAR
(26,22),(22,28),-0.771132 # DEPENDENCYPART_GRANDPAR
(26,23),(23,14),-0.565651 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.255123 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-2.19416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),0.115949 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.29565 # DEPENDENCYPART_GRANDPAR
(26,23),(23,32),-0.351192 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.369036 # DEPENDENCYPART_GRANDPAR
(26,24),(24,19),-0.515509 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),0.0223241 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.275244 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.111939 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-2.21786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),0.246527 # DEPENDENCYPART_GRANDPAR
(26,25),(25,1),-0.387614 # DEPENDENCYPART_GRANDPAR
(26,25),(25,5),-1.5776 # DEPENDENCYPART_GRANDPAR
(26,25),(25,10),-0.869929 # DEPENDENCYPART_GRANDPAR
(26,25),(25,11),-0.694465 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),-1.37539 # DEPENDENCYPART_GRANDPAR
(26,25),(25,14),-0.828507 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-1.16571 # DEPENDENCYPART_GRANDPAR
(26,25),(25,16),-0.55647 # DEPENDENCYPART_GRANDPAR
(26,25),(25,17),-0.554902 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),-0.861 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.400401 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.186846 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.578521 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.435241 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-2.37608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.054209 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.659405 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.218092 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.547755 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-0.110511 # DEPENDENCYPART_GRANDPAR
(26,25),(25,32),-0.52135 # DEPENDENCYPART_GRANDPAR
(26,25),(25,34),-0.891342 # DEPENDENCYPART_GRANDPAR
(26,27),(27,28),0.0778974 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),0.495877 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),0.195589 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),0.604964 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.293605 # DEPENDENCYPART_GRANDPAR
(26,28),(28,27),0.444689 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),0.432215 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),0.15561 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),0.544239 # DEPENDENCYPART_GRANDPAR
(26,28),(28,32),-0.138033 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-1.46152 # DEPENDENCYPART_GRANDPAR
(26,28),(28,34),-0.216872 # DEPENDENCYPART_GRANDPAR
(26,29),(29,22),-0.307166 # DEPENDENCYPART_GRANDPAR
(26,29),(29,27),0.311825 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),-0.186417 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),-0.0147834 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),0.329273 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.254699 # DEPENDENCYPART_GRANDPAR
(26,29),(29,34),-0.387363 # DEPENDENCYPART_GRANDPAR
(26,30),(30,27),0.447233 # DEPENDENCYPART_GRANDPAR
(26,30),(30,28),0.191578 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),0.532601 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),0.551833 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.12947 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),-1.45392 # DEPENDENCYPART_GRANDPAR
(26,30),(30,34),-0.188361 # DEPENDENCYPART_GRANDPAR
(26,32),(32,30),0.339375 # DEPENDENCYPART_GRANDPAR
(26,32),(32,31),0.558882 # DEPENDENCYPART_GRANDPAR
(26,32),(32,33),-1.39985 # DEPENDENCYPART_GRANDPAR
(26,32),(32,34),-0.173587 # DEPENDENCYPART_GRANDPAR
(26,32),(32,35),-0.545939 # DEPENDENCYPART_GRANDPAR
(26,34),(34,29),0.557347 # DEPENDENCYPART_GRANDPAR
(26,34),(34,30),0.345481 # DEPENDENCYPART_GRANDPAR
(26,34),(34,31),0.672942 # DEPENDENCYPART_GRANDPAR
(26,34),(34,32),0.012387 # DEPENDENCYPART_GRANDPAR
(26,34),(34,33),-1.32913 # DEPENDENCYPART_GRANDPAR
(26,34),(34,35),-0.558233 # DEPENDENCYPART_GRANDPAR
(27,28),(28,22),-0.431683 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-1.24061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),0.145 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),0.349613 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),-0.263608 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),0.103287 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.449728 # DEPENDENCYPART_GRANDPAR
(27,28),(28,34),0.458737 # DEPENDENCYPART_GRANDPAR
(27,29),(29,22),-0.511551 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-1.37499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),1.56163 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),0.430174 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),-0.665222 # DEPENDENCYPART_GRANDPAR
(27,29),(29,32),-0.0698373 # DEPENDENCYPART_GRANDPAR
(27,29),(29,34),0.53894 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-1.24015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,28),2.05456 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),-0.145989 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),-0.264246 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),0.10317 # DEPENDENCYPART_GRANDPAR
(27,30),(30,33),-0.450366 # DEPENDENCYPART_GRANDPAR
(27,30),(30,34),0.464758 # DEPENDENCYPART_GRANDPAR
(27,31),(31,22),-0.511551 # DEPENDENCYPART_GRANDPAR
(27,31),(31,27),-1.371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,31),(31,28),1.56562 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),-0.252821 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),0.326261 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),-0.0698373 # DEPENDENCYPART_GRANDPAR
(27,31),(31,33),-0.850185 # DEPENDENCYPART_GRANDPAR
(27,31),(31,34),0.539055 # DEPENDENCYPART_GRANDPAR
(27,31),(31,35),-0.544932 # DEPENDENCYPART_GRANDPAR
(28,22),(22,23),-0.355278 # DEPENDENCYPART_GRANDPAR
(28,22),(22,24),-0.544112 # DEPENDENCYPART_GRANDPAR
(28,22),(22,28),-2.70284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,28),-2.68485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),-0.694155 # DEPENDENCYPART_GRANDPAR
(28,27),(27,30),-1.2416 # DEPENDENCYPART_GRANDPAR
(28,27),(27,31),-1.1545 # DEPENDENCYPART_GRANDPAR
(28,29),(29,22),-1.07851 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-0.886795 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-1.30958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),0.368902 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),-0.333439 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),0.163545 # DEPENDENCYPART_GRANDPAR
(28,29),(29,34),0.0590853 # DEPENDENCYPART_GRANDPAR
(28,30),(30,27),-0.905458 # DEPENDENCYPART_GRANDPAR
(28,30),(30,28),-0.988626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,30),(30,29),0.373563 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),-0.167322 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),-0.190659 # DEPENDENCYPART_GRANDPAR
(28,30),(30,33),-0.572792 # DEPENDENCYPART_GRANDPAR
(28,30),(30,34),-0.461333 # DEPENDENCYPART_GRANDPAR
(28,31),(31,22),-1.07851 # DEPENDENCYPART_GRANDPAR
(28,31),(31,27),-0.886795 # DEPENDENCYPART_GRANDPAR
(28,31),(31,28),-1.30958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,31),(31,29),0.277929 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),0.133129 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),0.170679 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.730853 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),0.0663362 # DEPENDENCYPART_GRANDPAR
(28,31),(31,35),-0.408295 # DEPENDENCYPART_GRANDPAR
(28,32),(32,30),0.361135 # DEPENDENCYPART_GRANDPAR
(28,32),(32,31),-0.550973 # DEPENDENCYPART_GRANDPAR
(28,32),(32,33),-0.54813 # DEPENDENCYPART_GRANDPAR
(28,32),(32,34),0.148576 # DEPENDENCYPART_GRANDPAR
(28,32),(32,35),-0.438383 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),0.160329 # DEPENDENCYPART_GRANDPAR
(28,34),(34,29),0.370768 # DEPENDENCYPART_GRANDPAR
(28,34),(34,30),0.455683 # DEPENDENCYPART_GRANDPAR
(28,34),(34,31),-0.0971029 # DEPENDENCYPART_GRANDPAR
(28,34),(34,32),0.322387 # DEPENDENCYPART_GRANDPAR
(28,34),(34,33),-0.500756 # DEPENDENCYPART_GRANDPAR
(28,34),(34,35),-0.294318 # DEPENDENCYPART_GRANDPAR
(29,22),(22,23),-0.345616 # DEPENDENCYPART_GRANDPAR
(29,22),(22,24),0.1178 # DEPENDENCYPART_GRANDPAR
(29,22),(22,28),0.727368 # DEPENDENCYPART_GRANDPAR
(29,27),(27,28),0.797785 # DEPENDENCYPART_GRANDPAR
(29,27),(27,29),-1.9892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,27),(27,30),-1.02531 # DEPENDENCYPART_GRANDPAR
(29,27),(27,31),-0.801614 # DEPENDENCYPART_GRANDPAR
(29,28),(28,22),-0.354752 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),-0.0724421 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-2.08087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,30),-0.968696 # DEPENDENCYPART_GRANDPAR
(29,28),(28,31),-0.89328 # DEPENDENCYPART_GRANDPAR
(29,28),(28,32),-0.606227 # DEPENDENCYPART_GRANDPAR
(29,28),(28,33),-1.34269 # DEPENDENCYPART_GRANDPAR
(29,28),(28,34),-1.30895 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),-0.495191 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.30086 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-1.23367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),-0.167775 # DEPENDENCYPART_GRANDPAR
(29,30),(30,32),-0.183896 # DEPENDENCYPART_GRANDPAR
(29,30),(30,33),-0.618103 # DEPENDENCYPART_GRANDPAR
(29,30),(30,34),-0.515604 # DEPENDENCYPART_GRANDPAR
(29,31),(31,22),-0.748438 # DEPENDENCYPART_GRANDPAR
(29,31),(31,27),-0.434953 # DEPENDENCYPART_GRANDPAR
(29,31),(31,28),-0.191155 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-1.36739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
