# _root_ Předpisem , který upravuje organizování a hlavně financování soutěží a přehlídek žáků , je vyhláška č . 431 / 1992 Sb .
#goldHeads=14,4,4,1,6,4,8,6,10,6,10,11,4,0,14,15,16,16,20,18,16,21,
#predictedHeads=14,4,4,1,4,4,8,6,10,8,10,11,4,0,14,15,16,16,20,18,16,0,
(12,14),(14,20),-0.0496932 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.311617 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.359001 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.377657 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.234985 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.15607 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.397855 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.150738 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.224201 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.90974 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.65705 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.04206 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.820857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,15),0.159359 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0656872 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0689176 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.385804 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0717411 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.169362 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.11694 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.296638 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.23231 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-2.64149 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-1.77405 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-1.35077 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-1.10674 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-1.1288 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.15084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.645922 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.256045 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.171062 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.14708 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.405954 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.107931 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.118551 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0858391 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.52409 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.111446 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.106221 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.248739 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.232361 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.551725 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.175436 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.591195 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.112846 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.312978 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.0100207 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.17088 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.0573236 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.664516 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.260487 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.383761 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.294143 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.558121 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.358388 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.135096 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.226616 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.135569 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.272782 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.0877933 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.158526 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.117577 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.06964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.672381 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-1.02164 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-1.16766 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.831647 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.844237 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-1.06985 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.461615 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.579186 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.240288 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.00702601 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.452762 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.291901 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.473603 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.157678 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.368347 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.280887 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.207972 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.37819 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.184797 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.245082 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.215568 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.05923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.659796 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.929711 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-1.07574 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.700123 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.775662 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.938326 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-1.07128 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.702343 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.385423 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.757062 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.398349 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.403046 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.555903 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.175427 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.01165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.528159 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.57289 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.369057 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.172136 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.231922 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.235265 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0549828 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.109039 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0692301 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.19979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.714318 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.572673 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.358578 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.183512 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.236367 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.132198 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.11849 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.452762 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.291901 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.473603 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.157678 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.368347 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.369152 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.162162 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.138062 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.309137 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.245082 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.215568 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.05923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.659796 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.929711 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.07574 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.763502 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.700123 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.775662 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.938326 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-1.07128 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0742376 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.714287 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.07143 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.21751 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.21313 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.364346 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.240309 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.137967 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.294689 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.129284 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.165355 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.19994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.714442 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.07158 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.21767 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.932007 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.951193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.13705 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.47175 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.850376 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.17666 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.998663 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.38885 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.08056 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.801912 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.1605 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.32194 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.03325 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.18987 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.14738 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.39573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.016756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.148877 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.322082 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0257567 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.345322 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.250661 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.134332 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.280099 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.193947 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.330773 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.13637 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.35984 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.389177 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.211602 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.14035 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.30178 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.16972 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.12801 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0355118 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.267908 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.12123 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.381438 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.378177 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.209153 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.225926 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.201475 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.340212 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.398112 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.335166 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.375161 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.270504 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.339451 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.0862434 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.37765 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.232846 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.192686 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.450666 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.22635 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.589231 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.47505 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.48566 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.574936 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.726851 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.139665 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.30616 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.210228 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.845654 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.177864 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.495811 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.428807 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.66152 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-2.38222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),0.022008 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.447818 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.317367 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.714114 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.358144 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.076884 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.312549 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0575885 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.344914 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.194903 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.482813 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.333485 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.346033 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.445773 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.116187 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.168252 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.838409 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.201298 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.478572 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.425801 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.508023 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.85716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.346216 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.816045 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.584252 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-1.03422 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.625029 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-1.2661 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.262399 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.62011 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.465242 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0447116 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0477917 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.593075 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.335529 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.649817 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.27028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,3),-0.331594 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.360837 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.17906 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.187001 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.369237 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.388314 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0152237 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0506495 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.51748 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.43906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,3),-0.310751 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.316353 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.188081 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.171096 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.189386 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0352792 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.194903 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.482813 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.333485 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.346033 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.445773 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0585462 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0278018 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0609647 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.555314 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.478572 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.425801 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.508023 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.85716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.346216 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.816045 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-1.21379 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.584252 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-1.03422 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.625029 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-1.2661 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0308565 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.43902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.197167 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.272771 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.722847 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.317397 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.16927 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.188343 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.423302 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.237821 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0824978 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.511935 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.43902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.197168 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.272771 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.958393 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.783693 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.432412 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.232846 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.553459 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.727196 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.496508 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0398548 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.22844 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.019154 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.596603 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.00165518 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.250953 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.186121 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.70607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.404974 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.874804 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.08532 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.374066 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.367312 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.168673 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.102657 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.175579 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.113432 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.411222 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.03481 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.691138 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.627596 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.846979 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.308372 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.183284 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.130316 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.186002 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.113402 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.578045 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0473966 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.421649 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.688675 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.280684 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.0335726 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.766628 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.2949 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.151491 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.161723 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.321836 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.00170073 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.780348 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.979913 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.20873 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.95464 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.404636 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.998719 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.934397 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.303824 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.85005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.544725 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0758659 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.481562 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0364533 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0327143 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.341581 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.77687 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.172913 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.261531 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0350232 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0344536 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.833065 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.184027 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0997023 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.11739 # DEPENDENCYPART_GRANDPAR
