# _root_ Nakonec zůstala 1 pracovnice , která pracuje více jak 8.5 hodiny denně , ale je také lépe placena .
#goldHeads=2,0,4,2,14,14,14,7,8,9,10,11,14,4,18,18,18,14,0,
#predictedHeads=2,14,4,2,7,7,4,7,10,7,10,7,14,0,14,15,18,15,0,
(17,16),(16,17),-1.51792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.386271 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.432038 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.557937 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.611998 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-1.43812 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.331601 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.529543 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.401114 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.00742724 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.523782 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.330498 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.45555 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),0.0388638 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.00999768 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.29051 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),0.0537406 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.592892 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.26288 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.531456 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.614736 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.772979 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.0392175 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.29266 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.162648 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.298909 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),0.128931 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.307021 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.244271 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.0391941 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.152383 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.68526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,1),-0.67928 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-1.05293 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.667625 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-1.32247 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.587985 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.371536 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.011434 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-2.04209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,5),-0.599622 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.137094 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.550656 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.63056 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.714988 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-1.41062 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.607431 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-1.04491 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.37815 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.0244914 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.516729 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.322969 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.439891 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.0579154 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.000675753 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.382888 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.274851 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.0693996 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.77776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,2),-0.417195 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-1.119 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.87014 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.255268 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.126748 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.106005 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.134949 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.119862 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.0873349 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.608839 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.511875 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.63403 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.963222 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.436592 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.406535 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.235512 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.701699 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.390232 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.238719 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.0978503 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.0422561 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.196785 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.0869046 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.120867 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.817854 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.409327 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.180157 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.379398 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.27844 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.21917 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.0485113 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.159049 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.00769772 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.201599 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.68612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,4),-1.29278 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.81593 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.95122 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.045704 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.481204 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.201265 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0586618 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.0395143 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.121543 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0732063 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-1.05293 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.667625 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-1.12211 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.514718 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.433139 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.453181 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.144125 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.111999 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.04209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,1),-0.458257 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.597799 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.582131 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-1.13189 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.521989 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.912916 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.674677 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.268065 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.101936 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.400226 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0393896 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.219266 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.151525 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.30556 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.128212 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.168589 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.09854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.554912 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.568942 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.621427 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.707168 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-1.41523 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.600739 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-1.03805 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.412464 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.127007 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.565976 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.300878 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.34408 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.230274 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0869288 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.276535 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.0695753 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.94251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.465935 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.348353 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.6948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,16),-0.212425 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.22129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,1),-0.453801 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.665257 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.555538 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.893935 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.511235 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.66522 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.457557 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.513294 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.422157 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.386655 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.47263 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.641903 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.532582 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.454803 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.293331 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.304086 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.08411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
