# _root_ To má za následek , že k fixaci neutrálních mutací dochází vždy konstantní rychlostí , závislou na rychlosti vzniku nových mutací a nezávislou na velikosti populace .
#goldHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,22,22,16,17,18,21,19,14,22,23,24,25,0,
#predictedHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,16,14,16,17,18,21,19,16,22,23,24,25,0,
(16,15),(15,19),-1.21089 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.32704 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.29769 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.59471 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-1.88587 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.628838 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.143585 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0458957 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.639787 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.135024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.12405 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.22103 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.966542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.815846 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.226596 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.644001 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.301263 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0851318 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.225405 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.00624589 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.590261 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.883402 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.968239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.813504 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.244537 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.645369 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.287845 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0828848 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.226773 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.00440806 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.576844 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.869984 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.247792 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.0323556 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.507093 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.219276 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.877288 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-2.02016 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-1.36946 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.908864 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.87725 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.15784 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.744338 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.815131 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.44574 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-1.56602 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.50353 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.09801 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.699305 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-1.21866 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-1.17762 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.723867 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.29461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.634773 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.0168305 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.191803 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.828044 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.311695 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.171226 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.0619265 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.440698 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.751689 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.434253 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.288983 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.40733 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.725949 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.372624 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.512659 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.109524 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.300698 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.861881 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.351982 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.43114 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.368039 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-1.2083 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.875515 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.69849 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.26356 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-1.23353 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.5041 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-1.19545 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.290403 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.579659 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-1.38892 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-1.1147 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-1.23866 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.51579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.0706301 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.48743 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.65704 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.47616 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.25625 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-2.39784 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.95634 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.48878 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.889203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.250764 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.638555 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.223811 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.23415 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.919635 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.298317 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.0026258 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-1.12496 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.49672 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.887355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.79106 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.628559 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.19139 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.249728 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.909639 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.297572 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.0350465 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-1.09254 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.02049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),1.30388 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.266134 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.138699 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.137432 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.0880807 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),1.78902 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.200554 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.900566 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.904669 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-1.1079 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.777371 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-0.820707 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.703644 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-2.22524 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.23131 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.946563 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.662155 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-2.25048 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-2.15789 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-2.20619 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.682377 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.612196 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-2.04094 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-2.12336 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.994353 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-1.57458 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.22643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),1.11601 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.442061 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-1.32346 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.457905 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-1.0299 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.133869 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.631229 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.530661 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.548402 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.592404 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-1.04364 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.186794 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.741988 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.411681 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.597728 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.192116 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.669215 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.494385 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.484161 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.410446 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.44287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.243362 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.712674 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.60017 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.585061 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-1.77663 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-1.40851 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.711254 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.69373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.494179 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.937772 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.963606 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.762428 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.12277 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.16378 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.01364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.024751 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.12441 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0401042 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.607659 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.21253 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.929581 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.395295 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.15083 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.32274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.889105 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.638451 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.16228 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.414598 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.996701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),1.19448 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.099442 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.572369 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.383102 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-2.50674 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-2.40834 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-1.57838 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-2.53693 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-2.20986 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-0.685141 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-1.50412 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-2.19293 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-2.80578 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-2.3543 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-2.14595 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.747821 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-1.64329 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-2.08249 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.63473 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-1.29801 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.32918 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.53445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.725598 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.113424 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.181138 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.248172 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.0538609 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.566769 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.0599833 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.651071 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.169113 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.407413 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.117977 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.580104 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.988547 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.291711 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.191311 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.611928 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.0757495 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.545426 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.303271 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.386652 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.45426 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-1.0102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),1.18098 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),0.717563 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.527075 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),0.308866 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.34579 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.462154 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.339567 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.124889 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-1.6925 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.589433 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.293332 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.235683 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.758905 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.02597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.318219 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.294463 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.358161 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-1.33112 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-1.10063 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.534128 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.528507 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.28049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.115111 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.572852 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.458572 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-1.52992 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-1.0979 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.562747 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.06315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.0764923 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.355723 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.377229 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.62265 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.376838 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-1.36787 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-1.29701 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.97628 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.87741 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.89792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),1.02762 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.389425 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.0256269 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.91313 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.58539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.9485 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.64282 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.399309 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-2.32257 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-2.42607 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.38871 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-2.72306 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-2.01175 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-0.796604 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.24186 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-2.36498 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-2.66177 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.94099 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-2.18448 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.67403 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-2.66177 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-2.17539 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.44508 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-2.22991 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.1562 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-2.09916 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.05086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.721642 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.582026 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.313883 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.174558 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.118043 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0646587 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.34067 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.39626 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.0328144 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.104804 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.271374 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-1.04721 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.133144 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.162766 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.316185 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.924808 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.58675 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.540293 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.402859 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.143824 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-1.90614 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-0.598888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,21),1.11505 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.568399 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.545888 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),0.102762 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.151717 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.50597 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0789995 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.100893 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.22441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.824279 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.419285 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.853332 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.791361 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.425852 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0377328 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.31158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.768002 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.463284 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.581368 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.544105 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.06717 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.45367 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.792729 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.436506 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.382835 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.31158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.768006 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.463268 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.581371 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.54412 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-1.06718 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-1.45368 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.18314 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.00671 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.46828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),0.151565 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.65119 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.0818448 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0887303 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.502734 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.229692 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-1.47385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,23),0.261191 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.171542 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.635782 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.207628 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.85071 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.35758 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.604843 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.125673 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.512151 # DEPENDENCYPART_GRANDPAR
