# _root_ Tuto sumu obdržely dvakrát : jednorázově po volbách a pak , na základě roční zprávy o hospodaření , rozdělenou do čtyřletých částek .
#goldHeads=2,3,0,5,3,8,9,7,5,9,13,13,19,15,13,15,16,13,10,19,22,20,0,
#predictedHeads=2,3,9,5,3,9,3,7,0,9,13,13,9,15,13,15,16,19,15,19,22,20,0,
(11,14),(14,12),0.261985 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.160074 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.269723 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.21418 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.380078 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.529182 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.382762 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.345252 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.229218 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0389045 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.106627 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0176263 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.161665 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.29615 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.15902 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.10148 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0874045 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.29778 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.189576 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.26517 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0211083 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0492444 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.199798 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.172926 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.291362 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.38449 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.148485 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.629708 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.955089 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.48015 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.456107 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.710073 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.931672 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.417103 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.337203 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.25012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0454911 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.162962 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.402109 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.291947 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.313673 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.328694 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.305983 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.423203 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.517827 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.376965 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.827502 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.0230439 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0918324 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.0244168 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.00770445 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.378287 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.639302 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.388417 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.709161 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.197559 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.355884 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.384701 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.20663 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.638899 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),-0.0186297 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),0.0729619 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.148816 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.163969 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.360314 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.624854 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.0880654 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.72026 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.533691 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.135495 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.133231 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-1.11453 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.240013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.5831 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.246913 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-1.03437 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.457387 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0244202 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.77038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.146133 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.897327 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-1.16872 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.519153 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.734508 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.655904 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.354198 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-1.08853 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.542796 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0864504 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.93419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.335642 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.49017 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.88264 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.765742 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.26556 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.994253 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-2.16889 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.919591 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-2.54894 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-1.16441 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.711329 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.497741 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-2.09343 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.779624 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.202873 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.842068 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.11872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.647368 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.992639 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.289616 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.377578 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.574559 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-1.33431 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.384212 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-1.61511 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-1.6619 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.262425 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.43851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.539636 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.272798 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.077325 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.353734 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.594793 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.0863365 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.30476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.36952 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.737458 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0570737 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.000370595 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-1.10543 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.171648 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-1.28469 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.630522 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-1.0912 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-1.6599 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.366441 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.458314 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-1.23331 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.267859 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.148643 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.210053 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.33229 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.4528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.325406 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.822218 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.462261 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0247284 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.940707 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.245486 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.267189 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.72997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,3),-1.56957 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.413045 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.0640168 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.525924 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.738274 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.385478 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.900615 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.61746 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.0490823 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.29049 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.150424 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.550187 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.957492 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0708292 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.106021 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.327769 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.74237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.477897 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.614297 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.717784 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-1.78081 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-1.29355 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-1.60602 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.825241 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-1.17578 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-1.64203 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-1.10543 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-1.6687 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.020936 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.608119 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-1.16228 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.203514 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.249245 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.340763 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.45356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),-0.414731 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-1.00989 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-1.74531 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.231407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.137486 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.524008 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-1.06676 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.306252 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.246838 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.153955 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.80931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.330289 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.681909 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.651276 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.84874 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.15773 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.45835 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.773812 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.24371 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.55793 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.756985 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.163955 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.313081 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.77165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.331541 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.644237 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.136763 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.911207 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.980636 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.251436 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.186601 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.244985 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),0.00135328 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),0.113908 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.884402 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.09745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.700326 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.108655 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.70644 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.445365 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0275687 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.106981 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.862133 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.107278 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.349688 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.486179 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.488172 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.720118 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.270649 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.265459 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.446363 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.00812465 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.79926 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.0819069 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.475125 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-2.4103 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-2.40641 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.15703 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-1.20014 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-2.46225 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.415109 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.166914 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.08963 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-1.06377 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.3928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.70859 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.747588 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.234194 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.423285 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.363159 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0253609 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.716495 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.152992 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.653036 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.627069 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.252571 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.439032 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0683963 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.24807 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.989944 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.416209 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.617884 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.378799 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.879539 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.870838 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.220924 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.651221 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.618804 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),0.72181 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.120235 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.388524 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.203669 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.740624 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.471129 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-1.4046 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.854602 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.163552 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.615322 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.747004 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.1919 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.111569 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.243712 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.00628911 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.489237 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.223253 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.333923 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.35425 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.11203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.78775 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.526741 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.624029 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.79293 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.732561 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.36677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.00854329 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0510229 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.390518 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0688186 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.366993 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.305734 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0102247 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.168385 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.465563 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.327366 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.35988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.213688 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.153757 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.39912 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.0752549 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.912043 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.355445 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.158229 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.039436 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.467589 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.909185 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.185331 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.143581 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.662869 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-1.29166 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-1.91453 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.828935 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.533598 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-1.31219 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.161376 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.430893 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.550625 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.533887 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.563981 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.76822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,2),-1.30589 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-1.92332 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.871984 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.727089 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.26034 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.207208 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.589817 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.542359 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.573083 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.820085 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.406028 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.696863 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.173463 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0882467 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.08747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,6),-0.830331 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.698449 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-1.44515 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.152168 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.493458 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.621104 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.713857 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.349016 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.87125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.106078 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.0714 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.470718 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.2278 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.542341 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-1.69062 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.96571 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.35301 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.40602 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.83326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.139099 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.03357 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.569416 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.539239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.490733 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.314784 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.238332 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.586106 # DEPENDENCYPART_GRANDPAR
