# _root_ " Turnaj je zařazen do nejnižší kategorie , a proto jsme museli sehnat bydlení do 80 dolarů za noc , což znamenalo v Praze velký problém .
#goldHeads=9,4,4,9,4,7,5,9,0,9,12,20,12,13,14,17,15,17,18,9,22,20,22,23,26,22,0,
#predictedHeads=20,3,9,3,4,7,5,9,0,9,12,9,12,13,13,17,15,17,18,0,22,20,22,23,26,22,0,
(16,22),(22,19),0.078194 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.325113 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.00280707 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.156701 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.0114755 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.471548 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.0598281 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.0473936 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.202623 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.329554 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.146928 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.105149 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.347706 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.75513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.44086 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.85093 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-1.22504 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.666339 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-2.24139 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.899605 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.610312 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.53823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.409538 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.63229 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.152 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.579748 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.58495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.438849 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.171075 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-1.00482 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.955971 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.353532 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.29882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.396611 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.249718 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.512308 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.174249 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-1.57916 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-1.2941 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-1.60499 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-1.59474 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-3.05428 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.494888 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.50626 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-1.20532 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-2.10858 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-1.23986 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-1.72757 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.03261 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.339918 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.62383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.169405 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.698097 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.679236 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.486054 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.0015836 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-1.01517 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-1.25045 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-1.0353 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.391646 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.0772656 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-1.28622 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-1.05063 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),0.311143 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.981781 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-1.20045 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.358442 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-1.05755 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.479086 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.29634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.854793 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.449058 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.994579 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.473575 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.332828 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.904911 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.61293 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.11085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.139733 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0715894 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.134843 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.694983 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.164992 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),0.143265 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.44315 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.993412 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.24306 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.830624 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.27595 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-1.30626 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.12923 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-1.02767 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.11546 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.03958 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-2.14762 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.721914 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.07786 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-2.10055 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.28932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.57285 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.26797 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0683878 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.458355 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.410246 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),0.367961 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.537211 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.102684 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.162668 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.180333 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.379418 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.161792 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.25421 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.32177 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.70211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.229645 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.483672 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.625483 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.48989 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.418107 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.29148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,22),-0.356627 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.398863 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.526557 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.145886 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.237947 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.51065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,22),-0.430188 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-1.3594 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-1.57804 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.176252 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.70003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.230798 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.93449 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.89623 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-2.48018 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-3.01057 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.301 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-2.01294 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.596305 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.587134 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.95005 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-3.05663 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.63743 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.63472 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.09402 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.703914 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.82125 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.17764 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.33722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),0.108012 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.00834631 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.672392 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.336897 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.532295 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.442486 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.84791 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-2.75703 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.52291 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.56864 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-1.85259 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-2.97623 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.55717 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.3132 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.03961 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.722172 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.49952 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.14213 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.38034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),1.04205 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.54985 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.1802 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.312744 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.370768 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.157305 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.287429 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.238732 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.379001 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.126252 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.468928 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.413665 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.709003 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.257847 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.249516 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.587806 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.182834 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.484709 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.282716 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.317365 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.245756 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.363099 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.0829879 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),0.0546957 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.200085 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),0.0380447 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),0.309092 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),0.0525158 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),0.501466 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),0.044236 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.086071 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.127213 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),0.0744117 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),0.247035 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.377428 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),0.21014 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),0.0257088 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),0.0366317 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.0813846 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),0.394049 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.0152577 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),0.0565945 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.166481 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.0395539 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),0.152977 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),0.213162 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),0.342188 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.8988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,6),0.269163 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.00360692 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.0315942 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.332288 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),0.165693 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.0769978 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),0.101224 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.231466 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.375347 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.241404 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.0943051 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),0.261305 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.0606622 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),0.0138156 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.225717 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.0800674 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),0.566621 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.0312862 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.0521369 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.0563787 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.00525634 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),0.230482 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.337307 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.363355 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.0712743 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),0.137494 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.066193 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.88839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,22),-0.341074 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),0.209748 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.178063 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.0896083 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),0.116285 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.157649 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),0.425886 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.152023 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.0669801 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.364836 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.0481296 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.256868 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),0.373456 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.301159 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.00890009 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),0.19844 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.84325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,22),-0.298361 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),0.0590723 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),0.212439 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),0.0748051 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.0275968 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),0.0659637 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),0.231599 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.36065 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.491045 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.229898 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.426334 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.265127 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.138435 # DEPENDENCYPART_GRANDPAR
(20,11),(11,26),-0.822788 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),0.225264 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),0.0384724 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),0.070753 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),0.202832 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),0.0295258 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),0.536202 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),0.0542052 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.029549 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.159517 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),0.00213081 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.0844924 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.322793 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.441899 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.215193 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.314112 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.377188 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.252682 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.0892894 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.90073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.373756 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.88884 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.945482 # DEPENDENCYPART_GRANDPAR
(20,12),(12,26),-0.82245 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),0.0270705 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),0.033891 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),0.16734 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.00022438 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),0.0428033 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.162686 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.00885555 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.0357956 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.109883 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.455442 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.205783 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.318015 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.390731 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.238385 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.102832 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.8988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,22),-0.370217 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.888496 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.941566 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-0.818534 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.154069 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.173024 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.423184 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.238073 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.140246 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.369953 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.763869 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.920252 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.404425 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.120375 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.412748 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.117584 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.81835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,14),0.51892 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0202703 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.449664 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.252704 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.161038 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.107122 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.510636 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.449993 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.143086 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.229999 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.127156 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.369965 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.920267 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.867385 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.347464 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0729855 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.81983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,24),-0.824108 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.0110854 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.156556 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.434953 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.113209 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.02895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.369958 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.763989 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.991378 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.920252 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.867387 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.152398 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-1.00559 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-1.07897 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.959184 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.713187 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.629327 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.511728 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.506116 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.797561 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.556554 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.559966 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.726083 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.867131 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.25176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.51914 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.135584 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.0733813 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.0997841 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.229767 # DEPENDENCYPART_GRANDPAR
