# _root_ Ženy , které byly donuceny poskytovat sexuální služby japonským vojákům za války , budou odškodněny formou zřízení center pro vzdělávání žen v jednotlivých zemích .
#goldHeads=15,5,5,5,1,5,8,6,10,6,6,11,5,15,0,15,16,17,18,19,20,18,24,22,0,
#predictedHeads=15,5,5,5,1,5,8,6,10,6,10,11,5,15,0,15,16,17,18,19,20,20,24,22,0,
(14,16),(16,19),-0.426226 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.406837 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.414443 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.580439 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-1.91883 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0111474 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.337847 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.440831 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.41664 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.424245 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.595188 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-1.93733 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.691556 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.00614275 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.20198 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.43831 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.434257 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.441863 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.594431 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-1.94117 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.614546 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0956293 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.52342 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.504772 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.696204 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.15406 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.280953 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.436536 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.580931 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-1.93113 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.609219 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.0126844 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.208522 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.151176 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.233256 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.607479 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-1.94671 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.62235 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.922352 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0884189 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0743534 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-1.69832 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.396489 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.207355 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.277975 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.23209 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.185373 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-1.7847 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.92352 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.553815 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.348503 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.129075 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.271763 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.364954 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.136076 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.118782 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-2.27019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,1),-0.378375 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.782967 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.91676 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-1.0109 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.289808 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-2.62704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,2),-0.533236 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.307445 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.463561 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.111673 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.484654 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.613495 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.735686 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.849053 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.944759 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.371775 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.488593 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.64454 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.368266 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.544969 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.311638 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.39165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.396349 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.557993 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.682572 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.802564 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.974286 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.375382 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.471319 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.648147 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.350993 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.498632 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.528611 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.331139 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.59531 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),0.223751 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-1.01335 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.998921 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.666563 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-1.19243 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-1.33961 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.709988 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-1.22512 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.341235 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.883148 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.403927 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.408495 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.577632 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.493506 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.454495 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.613743 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.701513 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0457751 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.101502 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0809555 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.160544 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0723124 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.062046 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.141974 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.27022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,19),-0.435307 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.420909 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.34228 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.147487 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.33113 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.283666 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.322749 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.457782 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.538342 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.491678 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.616153 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.0750095 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.167612 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.214963 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.155418 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0661044 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0656463 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.140551 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.27019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,19),-0.435118 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.00132134 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0946195 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.128732 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.416128 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),0.0129181 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.167041 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.22022 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.054246 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.299389 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.14463 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.2702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.481227 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.754822 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.378375 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.728348 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.27764 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-1.4142 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-1.50196 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.219157 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.35857 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.500412 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.258454 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.341283 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.425041 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.799692 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.62704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.224639 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.46069 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.44628 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.548087 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.657682 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.818566 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.9228 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-1.09452 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-1.1668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.540977 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.521408 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.431582 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.500363 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.614661 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0348096 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.37759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.2029 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.03421 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.01977 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.674302 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.21329 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.36047 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.717945 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.24597 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.18534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.361463 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.344436 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.293008 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.537494 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.703502 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.0910942 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-1.68154 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.987364 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.354239 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.307613 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.547297 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.713304 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.105843 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-1.70004 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.594667 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.992369 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.251675 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.305092 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.564914 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.730922 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.105086 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-1.70388 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.60792 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.15015 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.648657 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.788412 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.684159 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.240742 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.247454 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.725595 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.0915857 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-1.69385 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.602593 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.985827 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.258217 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.237858 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.434204 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.118134 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-1.70943 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.615725 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.520229 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.253573 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.39791 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-1.47159 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.363283 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.25705 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.244476 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.433037 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.544723 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-1.58033 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.521397 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-1.22071 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.683445 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.405343 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.43526 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.363063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-1.17942 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.00446625 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-1.65856 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.282828 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.194151 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.102244 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.083749 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.751769 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.42619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.163887 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.367501 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.610614 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.41825 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.839597 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.50367 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.44065 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.0157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.446733 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0531964 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.599024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0520168 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.125037 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-1.11437 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.54078 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.988354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.26931 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0519648 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.614428 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0674215 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.121702 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-1.11936 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.621961 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.833226 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0505715 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.52139 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.0323728 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),1.05094 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.375395 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0561937 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.15154 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-1.10874 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.610733 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.02945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),1.22822 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),1.02715 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0192127 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.0803835 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-1.13979 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.638838 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.507455 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.255266 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.309453 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-1.06786 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.0082589 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-1.22102 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.33178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.705252 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.676897 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.69198 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.24522 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.602897 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-2.14772 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-2.05455 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.90323 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.832165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0909155 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.828281 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.414957 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0728782 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-1.20091 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.685797 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.556126 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.263498 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.174781 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0952835 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.779703 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.243613 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.403729 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0430402 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-1.19029 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.67457 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.90315 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.873261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.755911 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.227115 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.114197 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-1.22134 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.702675 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.557113 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.469033 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0379957 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-1.15093 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.0547597 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.670403 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-1.30912 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.834122 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.641261 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.172443 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.192647 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.171379 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.0820005 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.571631 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0682573 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.275956 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.44461 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-1.18534 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.574327 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-2.10015 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.786344 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.13397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.275963 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.44458 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.18531 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.574333 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-2.10015 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.868748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.00133855 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.24946 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.0767874 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.649569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.64343 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.337169 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0367275 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-1.15152 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.510618 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.65792 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.39811 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.673361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.0197342 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.107884 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-1.18257 # DEPENDENCYPART_GRANDPAR
