# _root_ Erica Cantonu , francouzského fotbalového reprezentanta a hráče Manchesteru United , čeká v tomto týdnu velmi nepříjemný program .
#goldHeads=2,3,12,6,6,7,3,7,8,9,3,0,12,15,13,17,18,12,0,
#predictedHeads=2,7,7,6,6,7,11,7,8,9,12,0,12,15,13,17,18,12,0,
(15,13),(13,14),-0.337057 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.87606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.463023 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.35064 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.72165 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-1.40667 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.41935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.271369 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.17177 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.26494 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.28319 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.973376 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.66057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.544894 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.449083 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.299477 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.24485 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.995639 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.48331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.251772 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0975926 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.39305 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-2.22485 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.49215 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.30328 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.0415 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.15738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.00546556 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.286006 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.267765 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.451478 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.137441 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0847042 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.78066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.453461 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.694102 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.33365 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.123232 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.73672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.421704 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.450042 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.324305 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.058867 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.310386 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.67458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.497884 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.569639 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.605689 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.450854 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.680942 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.647067 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.22193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.052496 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.256463 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.960056 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.823122 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.489633 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.724611 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.67685 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.48267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.145954 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.163156 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.516917 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.556123 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.409696 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0338672 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.48575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-1.10392 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-1.11821 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.119649 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.103859 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.44138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.835449 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-1.07655 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.368363 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.82796 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.106473 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.5788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-1.04482 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.694015 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.411861 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.894161 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0681062 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.43029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.906211 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.585169 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.80328 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.12618 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.861068 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.28633 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.620736 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.348147 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.7337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.107705 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.714749 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.979117 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-1.01281 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-1.66852 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-2.08872 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.428743 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.17762 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0272762 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.924557 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.102335 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.73597 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0331104 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.350213 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.510706 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-2.41393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,1),-1.05382 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-1.31819 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-1.21065 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-1.86288 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.767813 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.296695 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.36764 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-1.26153 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.905136 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.692911 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0519258 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.53716 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.197799 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.770713 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.349223 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.490034 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.432828 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.431262 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.324756 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.68578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,10),-1.11198 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.621665 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.192459 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.429944 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.22907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,10),-0.972047 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.262055 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.694411 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.211868 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.836461 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.45056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-1.0571 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.251231 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.681489 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.59052 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.461062 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.35019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.983498 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.0135713 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.443744 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.233157 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.00374855 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.41393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-1.00613 # DEPENDENCYPART_GRANDPAR
