# _root_ Pro tento školní rok není změněno nic , uvažuje se však o systému školného a půjček u vysokoškoláků , zazněly úvahy o podílu na placení středního odborného školství .
#goldHeads=5,4,4,1,11,5,5,11,19,9,0,9,12,15,13,15,15,17,11,19,20,21,22,23,24,28,28,25,0,
#predictedHeads=5,4,4,1,11,5,5,11,11,9,0,9,12,15,13,15,16,17,9,11,20,21,22,23,24,28,28,25,0,
(20,5),(5,15),0.108535 # DEPENDENCYPART_GRANDPAR
(20,5),(5,19),0.858743 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),0.0643575 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.360059 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.691875 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-1.01574 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.391562 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.0536218 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.535945 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.218979 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.300907 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.687265 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.809291 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),0.0677455 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),-0.474424 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),0.714249 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),0.0725646 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.363173 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.692736 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-1.01841 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.393131 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.645839 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.0387021 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.328249 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.048879 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.221798 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.292051 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.68658 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.808606 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.0645567 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.543306 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.4681 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.78377 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.712414 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-2.48172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,21),0.145804 # DEPENDENCYPART_GRANDPAR
(20,9),(9,22),0.144505 # DEPENDENCYPART_GRANDPAR
(20,9),(9,23),-0.568579 # DEPENDENCYPART_GRANDPAR
(20,9),(9,24),-0.255929 # DEPENDENCYPART_GRANDPAR
(20,9),(9,25),-0.821188 # DEPENDENCYPART_GRANDPAR
(20,9),(9,26),-1.52381 # DEPENDENCYPART_GRANDPAR
(20,9),(9,28),-1.12331 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.0484684 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.369655 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-1.1896 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.446264 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.666117 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.121421 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.543566 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.702619 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.241863 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.242082 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.857017 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.959283 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.0112673 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.692553 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.337691 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.776675 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-2.82819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,8),-0.423815 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.359523 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.339726 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.454566 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.247656 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.187287 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.428513 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),0.135039 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.350534 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.212049 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.38066 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.329618 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.116464 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.169154 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.355067 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.439634 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-2.38869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,22),0.234223 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.0560477 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-1.55037 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.131978 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.210587 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.364713 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.110308 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.161193 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),0.22772 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.0943459 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.440251 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.725231 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.382009 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.613202 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.324137 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.643801 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),0.00875227 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.345984 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.151691 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.343426 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.510725 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.419702 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.208626 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.665585 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.509434 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-2.96745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.293358 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.374696 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-1.0077 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.609623 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-1.26019 # DEPENDENCYPART_GRANDPAR
(20,15),(15,28),-1.55941 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.161127 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.348715 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.38866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),0.234261 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.0559838 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-1.55018 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.209428 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.108969 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.324467 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.492217 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.50392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.0438935 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.364126 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.508524 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.242206 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.250917 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.38866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),0.39725 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.814668 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-1.0722 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.488448 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-1.11733 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.440123 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.192536 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.573819 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.716616 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.128477 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.449337 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.290766 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.691118 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.7455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.308662 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-1.02301 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.850681 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.0896985 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0495556 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0190254 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.201921 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.907456 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-1.1057 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.50325 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.32423 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.828751 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0313159 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.284684 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.591715 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.906471 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.297057 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.0604531 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.195932 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.916145 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-1.11439 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.497261 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-1.32534 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.943498 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.244717 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.220475 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.143427 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.847116 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.447457 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.294592 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.170037 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.138663 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.919277 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-1.11752 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.481999 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.549037 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.272788 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.191747 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.0092969 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.438921 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-1.33405 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.680444 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.438921 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-1.11557 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.680444 # DEPENDENCYPART_GRANDPAR
(20,28),(28,21),0.907352 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),0.17081 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),0.147062 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),-0.0752252 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.818373 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-1.01461 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.561719 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.679877 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-1.21041 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.933651 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.430485 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.49155 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-2.45125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,18),-2.10886 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.14456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.0725646 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.227443 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),0.206887 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.987176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.515065 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0658381 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.822911 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.414252 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.724264 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.380812 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-2.11945 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.06919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.0981785 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0273545 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.248359 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.412624 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),0.189513 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.519697 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.0481125 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.362637 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.424513 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.734524 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.361583 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.323568 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.508781 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.260578 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.206798 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.554913 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.900304 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.12067 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.554913 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.447661 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),0.12067 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.987439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,23),0.0402827 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),0.36304 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.259746 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.359359 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.681733 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.342646 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-1.4758 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-1.33634 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-1.45551 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.0180194 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.115873 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.519925 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-1.31275 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.06101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),0.663524 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),0.21067 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.253408 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.39595 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-1.57595 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-1.40471 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.77656 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.837457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.865657 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.577603 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.554092 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.734175 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.571325 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.83848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),1.91432 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.474136 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.549464 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.729547 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.554516 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.378219 # DEPENDENCYPART_GRANDPAR
(22,28),(28,21),-1.77677 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),1.90255 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.468483 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.984397 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.910121 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-1.08811 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.397571 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-1.05525 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.443953 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-2.56528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.322448 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-1.61288 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-1.11519 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-1.3834 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.830016 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.378439 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.920953 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.77225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,25),-1.81951 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-1.03699 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-2.15755 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-2.69988 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.35767 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.1698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.0638875 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.104755 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.733424 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-1.22769 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.09024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.593609 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.156643 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.420212 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.117362 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.139038 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-1.2611 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.40465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.431964 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.461989 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.584993 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.59649 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.46199 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.176239 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.59649 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-2.48268 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-1.09807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.594012 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.161102 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.0791884 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.35512 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.158116 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-1.61662 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-1.49571 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-1.63519 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.336475 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.30305 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.955654 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-1.52167 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.262474 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.85201 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.18442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),0.431535 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.877209 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-1.48887 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-1.07816 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-1.30547 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-1.18996 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-1.17944 # DEPENDENCYPART_GRANDPAR
(24,22),(22,25),0.220277 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-1.28954 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-1.39458 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.180829 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.18448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),0.431505 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.877277 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.48894 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-1.07819 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.50523 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-2.11577 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.909941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.0301081 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.641848 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.212475 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.547603 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.665599 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-2.07623 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.03927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),1.21616 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-1.05104 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.171394 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-2.22599 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-2.11601 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.915376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),1.68265 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.335485 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.945127 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.565637 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.813248 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-1.22638 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.756755 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-2.7227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,28),-0.70039 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-1.85489 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.746537 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.387666 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-2.51612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.0533209 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.696335 # DEPENDENCYPART_GRANDPAR
