# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(16,21),(21,12),-0.94557 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.589347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),0.163667 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.11309 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.327162 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.0784386 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.233502 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.895124 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.285297 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.0390148 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.857894 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.823093 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.107017 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.107856 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.767986 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.438417 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.39775 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.195273 # DEPENDENCYPART_GRANDPAR
(16,27),(27,17),0.818203 # DEPENDENCYPART_GRANDPAR
(16,27),(27,21),-0.11669 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),-0.112543 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.773214 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.369528 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.133898 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.187475 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.554778 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.291133 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.491922 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.488743 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.21135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,22),-0.679482 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-1.08793 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.317603 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.317233 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.672712 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.268903 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.508215 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.728595 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.247225 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.27535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.562572 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.680314 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.775056 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-1.15409 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.919346 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.58176 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.31372 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.72927 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.924584 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.903212 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.613821 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.763517 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.680175 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.621249 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.09802 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.596398 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.17613 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.01769 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.313615 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.659869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.182831 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0632433 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0973877 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.276168 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.0464553 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.36736 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.74581 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.898863 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.878043 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.617193 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-1.11808 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.03775 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.708087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,22),-0.217758 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.470403 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.232131 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.301426 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-1.27869 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.450577 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.214746 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.994188 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.392288 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.168179 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.201949 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-1.12868 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.908038 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.642576 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.370605 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-0.392073 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.177852 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.206635 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-1.13391 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.465794 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.580993 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.409823 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.365195 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.0933672 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.914255 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),0.121823 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.942084 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.481394 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.147473 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.784607 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),0.0319191 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),0.204701 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.798477 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.0365007 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),0.348663 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.137119 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.120423 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.0597217 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),0.083202 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-1.05457 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.166589 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),0.108869 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.0136563 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.28283 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),0.171453 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.277731 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),-0.0519707 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.87038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,21),-0.130758 # DEPENDENCYPART_GRANDPAR
(20,4),(4,24),-0.2321 # DEPENDENCYPART_GRANDPAR
(20,4),(4,27),-0.500396 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.336887 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.254714 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.875412 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),0.213546 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.997753 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),0.111467 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),0.110087 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.20537 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-2.00406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,3),-0.24332 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.864597 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.044946 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.990164 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),0.117988 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),0.119505 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.179518 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.14522 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.87085 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),0.0613742 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.225023 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.154395 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),0.0445792 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.00535518 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.291374 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),0.107163 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),0.149974 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.286274 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.0604315 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.87769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,21),-0.138429 # DEPENDENCYPART_GRANDPAR
(20,7),(7,22),-0.0694771 # DEPENDENCYPART_GRANDPAR
(20,7),(7,27),-0.537839 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.208519 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.166022 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),0.228605 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-2.1623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,2),-0.334316 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.298729 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-1.16122 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.116504 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),0.0405047 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-1.17077 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.181752 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.0700863 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.185923 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.0979603 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.0872237 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.17972 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.0423313 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-2.03914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,7),-0.810541 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.0896678 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.60285 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.0666956 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),0.0850637 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.0610206 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),0.164414 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.010348 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.0211229 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.393611 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.0955235 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.465171 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.4039 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.0252729 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.262398 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-2.10081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.267369 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.298729 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-1.16122 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.116504 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),0.0405047 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-1.17077 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.181752 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.0592741 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.111219 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.278175 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.0872237 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.17972 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.0423313 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-2.03914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.240771 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.214775 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.201085 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.0368543 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.511145 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.0586942 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.166714 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.175254 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.429862 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.0230764 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.395696 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.0697146 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.05164 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.633998 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.421203 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.757555 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.263064 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.10081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.288022 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.267369 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.527424 # DEPENDENCYPART_GRANDPAR
(20,16),(16,27),-0.796332 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.395912 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.633936 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.422598 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0692067 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.696215 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.10081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.288024 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.26737 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.525801 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.794709 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.61648 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.422822 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.270627 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.393331 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.62832 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.623144 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.399834 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.251377 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0310623 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.228397 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.157559 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.218869 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.109566 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.152707 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.146155 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-1.44706 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.273962 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.361907 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0509624 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.164414 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.744885 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.121164 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-1.44629 # DEPENDENCYPART_GRANDPAR
(20,27),(27,21),0.245539 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.345519 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.0784179 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.23236 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.14017 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.754966 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),-0.0407425 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.309828 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.299711 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.0779032 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),0.0092521 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.350934 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.360109 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.109229 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.210293 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.277999 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.350364 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),-0.245329 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),-0.274536 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.213188 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),-0.198246 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),0.0118426 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.07608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,24),-0.346106 # DEPENDENCYPART_GRANDPAR
(21,4),(4,27),-0.560392 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.282405 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.20791 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.299834 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.32485 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.140509 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.321634 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.330477 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.324394 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),-0.0192976 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.206174 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.298383 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.370305 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.139868 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.321264 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.328953 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.238472 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.366369 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.519263 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.259468 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.392309 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.226755 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.212099 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.359278 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.373463 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.492935 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.40815 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.500573 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.232574 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.239844 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.21766 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.0112881 # DEPENDENCYPART_GRANDPAR
(21,12),(12,22),-0.281961 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.373463 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.493064 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.323601 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.354457 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.427163 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.230776 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.48838 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.217133 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.0112022 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.07185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.281961 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.442584 # DEPENDENCYPART_GRANDPAR
(21,16),(16,27),-0.657426 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.49631 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.430257 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.232559 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.302141 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.531808 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0138873 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.07185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.281961 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.44096 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.655802 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.699327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.0357902 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.217153 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.00313991 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.947258 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.01161 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.683961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.138431 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.00892008 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0513739 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.200792 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.177255 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-1.0114 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.685935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),0.141452 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.0145653 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.0929146 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.0842776 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.192404 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.437191 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.237728 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.319718 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.366593 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.372261 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.37652 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.297121 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.945486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),0.0452247 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.420638 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.977985 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.950472 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.506932 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.49598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.915012 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.0344961 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.355689 # DEPENDENCYPART_GRANDPAR
