# _root_ Επίσης , μέσα στο Κάστρο υπήρχαν οι απαραίτητες δεξαμενές για νερό , ενώ το Νεκροταφείο βρισκόταν έξω από την πόλη .
#goldHeads=13,13,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,17,20,18,0,
#predictedHeads=6,6,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,16,20,18,0,
(17,3),(3,1),-0.392774 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.515529 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.275273 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.292119 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.028271 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.319158 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.300566 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.181793 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.317439 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.192821 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),-0.0432561 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.20768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,1),-0.354063 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.308616 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.0837879 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.412515 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.193773 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.341708 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.136986 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.408659 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.183162 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0831119 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.0204055 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.21266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.422842 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.381895 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.131264 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.376142 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.191454 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0773907 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0659795 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.19722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,7),-0.412515 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.193773 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.332485 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.28904 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.408815 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.183326 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.0832755 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.0205694 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.463194 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.489516 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.459428 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.409184 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.312177 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.288101 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.434274 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.438445 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.296236 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.163697 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.125576 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.104109 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.408475 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.542974 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.412515 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.28904 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.194456 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.345166 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.178287 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.311171 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0204055 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.21266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.422842 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.557953 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.557788 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.835078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0815516 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0800819 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.207305 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.827349 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.832983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.00727971 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.140433 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.226439 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.544214 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),-0.0144756 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.101701 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.395282 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.171967 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.322519 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.252781 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.162162 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.285339 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0275484 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.00329036 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.957602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.0434208 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.247323 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.404198 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.285804 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.391963 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.376339 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.372363 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.347661 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.40683 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.277272 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.905815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),0.0423018 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.406718 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.907749 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.491934 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.466762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.867122 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.00404629 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.672508 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.546935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.482581 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.430919 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.53695 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.385648 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.918495 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.461594 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.481303 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.469817 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-1.01632 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.626176 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0325176 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.26158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.230682 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.587037 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.168382 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.1199 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.27738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.231151 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.09096 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.526519 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.797087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,1),-0.365517 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.215542 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.324933 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.405952 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.533739 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.354281 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.216362 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.439573 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.435095 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.433629 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.261555 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.153819 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.383632 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.325549 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.319542 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.212381 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.270468 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.02644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,15),-0.368273 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.34956 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.394391 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.301734 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.04006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,14),-0.343822 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.346538 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.274863 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.332283 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.05222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
