# _root_ Από τότε , η Κέρκυρα έχει γεννήσει δύο Έλληνες πρωθυπουργούς και διάφορους άλλους πρωταγωνιστές της πολιτικής , κοινωνικής και πολιτιστικής ζωής της χώρας .
#goldHeads=7,1,7,5,7,7,0,10,10,11,7,14,14,11,16,19,19,19,21,19,14,23,21,0,
#predictedHeads=7,1,7,5,7,7,0,9,7,11,7,14,14,11,16,14,19,19,21,19,16,23,21,0,
(16,13),(13,14),-0.80119 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.17092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-0.389795 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.565543 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.704591 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-1.05358 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-1.01308 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.854841 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.248886 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.902845 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.801221 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.186311 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.27535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.255205 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.345124 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.429316 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.739439 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.674799 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.90194 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.600297 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.860275 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.47886 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.45872 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.52439 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.36615 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.32958 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.1083 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.2668 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.649522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.276024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0454536 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.117814 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0519771 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.256947 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.125116 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.38578 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.28642 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.382378 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.656025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.263965 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.220646 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.00546022 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.218987 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.841846 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.991124 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.904187 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.54104 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-2.02009 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.55961 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.58656 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.42833 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.713343 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.43059 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.20155 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.32897 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.404172 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.621975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.297896 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.214208 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.140179 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.152894 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0762903 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.0731134 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.656015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.263967 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.259436 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0071068 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.217341 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.753156 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.450546 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.623201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.259019 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.29177 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.161829 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.10347 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.279326 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.304873 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.145581 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.450547 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.274523 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.120717 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.11912 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.148263 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.397726 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.138904 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.273268 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.296326 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.0275895 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.274691 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.0150227 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.0486029 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.0802798 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.214815 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.0589983 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.243356 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.155805 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0325832 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.298046 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.216931 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0825186 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0322858 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.0606986 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.0830095 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.209476 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.0322277 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.0450739 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.949562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,19),-0.373 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.438555 # DEPENDENCYPART_GRANDPAR
(17,7),(7,23),-0.497284 # DEPENDENCYPART_GRANDPAR
(17,7),(7,24),-0.327528 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.223241 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.105596 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.344417 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.0533075 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.0140761 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.0283779 # DEPENDENCYPART_GRANDPAR
(17,9),(9,18),-0.293323 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.349774 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.517739 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.263877 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.0368371 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.282115 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.0351074 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.00220377 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.223241 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.105596 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.344417 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.204649 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.0140761 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.0283779 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.166211 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.117821 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0242952 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.10036 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.200073 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0536674 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.0665139 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.365562 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0550156 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0678659 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.363111 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.0368371 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.0351074 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.105596 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.204649 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.0898443 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.120408 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.035179 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.248001 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0411778 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.127559 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.994388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.293323 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.349774 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.517739 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.476303 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.535056 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.340441 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.036121 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.248238 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.159869 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.00378416 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.994388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.293323 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.349774 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.517739 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.476303 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.535056 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.476857 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.412343 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.513662 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.399323 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.53429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.0489967 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0402686 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.0174521 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.723804 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.486216 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.657205 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.597489 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.713497 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.596055 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.394462 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.509266 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.511931 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.52604 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.692991 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.444753 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.516218 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.431569 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.325399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.167102 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.00451738 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.166837 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.105369 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.109804 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.399323 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.53429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.174949 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0415128 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0162078 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.523863 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.541225 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.418938 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.577354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.257941 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.188 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0318792 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0837545 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.0527015 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.0492678 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.541225 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.275917 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.0498554 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0297841 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.050734 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.359753 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.644595 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.1197 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.101284 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.157003 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.29062 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.0336686 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.138041 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.317106 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.0879804 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-1.21463 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.510151 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.154133 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.355511 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.0719238 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.237462 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.242454 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.15866 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.0336686 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.317106 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.510151 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.355511 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0180719 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.068043 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.37571 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.371722 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.082003 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.189326 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.131499 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.23051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.197422 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.640936 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.717783 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.792046 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.615502 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.376475 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.371761 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.284496 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.066358 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.131315 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.23051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.197422 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.640936 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.717783 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.792046 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.0804008 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.0673464 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.623615 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.342572 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.00513213 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.359232 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.381437 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.277245 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.073522 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.1976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.216743 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.608029 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.710511 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.784748 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.619418 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.349201 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.275828 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.733053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.232942 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.306554 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.463956 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.478505 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.374838 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.285674 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.671536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.337707 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0836102 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.727109 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.351544 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.252882 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.478505 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.675184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,20),-0.0872588 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.575832 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.253661 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.422584 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.107806 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.38101 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.285473 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.131637 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.199647 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.283819 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.64674 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.0531573 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.418202 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.243141 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.650619 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.549832 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.532542 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.419842 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.473343 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.123147 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.114546 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.188077 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.0260281 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.464881 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.411823 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.194144 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.208065 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.430346 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.0184822 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.25532 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.157247 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.198957 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.262299 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.263218 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.308873 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.443894 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.384422 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.181843 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.204838 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.45385 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.340295 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.239948 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.144287 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.185997 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.249612 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.243078 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.448742 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.160749 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.173842 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),-0.308245 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.12928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,21),-0.316771 # DEPENDENCYPART_GRANDPAR
(19,7),(7,23),-0.590773 # DEPENDENCYPART_GRANDPAR
(19,7),(7,24),-0.639757 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.400684 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.235123 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.293315 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.172556 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.245258 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.228586 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.0172293 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.18368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.666875 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.50307 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.467702 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.115681 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.104422 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.428358 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.400684 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.235123 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.293315 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.253044 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.245258 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.228586 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.497306 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.147307 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.592358 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.522398 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.264015 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.534441 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.396545 # DEPENDENCYPART_GRANDPAR
