# _root_ Η Κέρκυρα περιήλθε σε Βρετανική κυριαρχία το 1815 , μετά το Βατερλώ , και από τότε άρχισε να διαμορφώνεται ο σημερινός χαρακτήρας του νησιού .
#goldHeads=2,3,14,3,6,4,8,3,3,3,12,10,3,0,17,15,14,19,17,22,22,19,24,22,0,
#predictedHeads=2,3,0,3,6,4,8,3,12,12,12,14,14,0,17,17,14,19,17,22,22,19,24,22,0,
(17,3),(3,25),-0.381322 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.216356 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.747481 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.294052 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.257731 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.162338 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.0232554 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.429253 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.263678 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.068739 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.112474 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),0.0409332 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),0.293823 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),0.276493 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.272717 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.0749112 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.463998 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.512615 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.107095 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.000331538 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.172158 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.115922 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.333639 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.170994 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.23963 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.371812 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.85616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,19),-0.677582 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.415661 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.102451 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.155133 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.142669 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.457821 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.551773 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.504248 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.693249 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.481461 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.273551 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.207899 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.708843 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.119662 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.164914 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.537596 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0933875 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0340038 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.367959 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.78063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,2),-0.318802 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.285541 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.271617 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.536226 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.315104 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.163977 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.149796 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.217397 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.216067 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0886853 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0687625 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0620205 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0425457 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.261814 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.64088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.462265 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.362803 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.76919 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.457821 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.551773 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.504248 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.693249 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.481461 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.273551 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.390337 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.724856 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.111557 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.80219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,2),-0.283481 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.415192 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.334352 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.616286 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.272712 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.156957 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.294596 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.202854 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.113238 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.588275 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.199203 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.230408 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.316921 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.01482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.836202 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.676583 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.703549 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-1.10992 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.656911 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.420801 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0391729 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.112968 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.30133 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.79206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.61345 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.539949 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.184488 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0317719 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.76809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.589539 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.509556 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.915924 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.175863 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.883127 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.672453 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.989264 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.682454 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.485146 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.45716 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.537668 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.05621 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.361767 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.180774 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.0391102 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.18466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.67094 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0369879 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0540637 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.00453599 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.399575 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.126266 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.122402 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0343474 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0842368 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.488319 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.183472 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.267893 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.0324757 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0878524 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.655053 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.340343 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.106681 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.0215383 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.0874448 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.149717 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.634848 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.107732 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.132921 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.548227 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.627138 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.632254 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.644199 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.482226 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.575228 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.523707 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.577489 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.576312 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.47336 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.504585 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.520379 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.367168 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.386144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.103153 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.120659 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0159013 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.074562 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.0951353 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.104512 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.442663 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.586528 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-1.00252 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.84428 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.425273 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.357393 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.464693 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.520979 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.24782 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.202664 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.130705 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.0652014 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),-0.711996 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.63326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,22),0.338822 # DEPENDENCYPART_GRANDPAR
(19,3),(3,24),-0.285608 # DEPENDENCYPART_GRANDPAR
(19,3),(3,25),-0.457349 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.988541 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.985345 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.644279 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.451175 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.341602 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.117412 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.572262 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.614869 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.267799 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.307684 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.100348 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.120042 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),0.0276182 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.394621 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.847452 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.608429 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.7525 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.652852 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.204774 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.371575 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.316516 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.260551 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.0239429 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.0604644 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.038879 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.451568 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.85554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,6),-0.762992 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.63854 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.349171 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.33788 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.581076 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-1.32161 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.64695 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.931406 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.827882 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.4729 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.402121 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.628391 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.314597 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.685298 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.458522 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.272651 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.106663 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.0410037 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.649539 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.442662 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-1.05693 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.414922 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.774983 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.66213 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.69976 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.349747 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.411134 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.410087 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.607988 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.247818 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.202663 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.130703 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.0652 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.711995 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.63326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,22),0.338823 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.285607 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.581076 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-1.32161 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.64695 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.931406 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.827882 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.4729 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.583754 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.64327 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0612356 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.819408 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.342254 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.22062 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.274072 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0254177 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.691484 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.78445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,22),0.161653 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.364444 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.140926 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.663173 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.76059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,22),0.192033 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.432379 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.441545 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-1.05695 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.412703 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.775266 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.661013 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.34981 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.411148 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.407868 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.378596 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.301575 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.25047 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0311801 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0380033 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0890786 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.63326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.1187 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),0.338823 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.285607 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.457348 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.75154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,16),-0.449957 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.716742 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.619657 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.00246826 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.5144 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.904409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.706922 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.363885 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.633135 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.14749 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.18347 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.71786 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.363478 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.841721 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.615859 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.184521 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.567329 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.0660206 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.326356 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.403628 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.382939 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.571305 # DEPENDENCYPART_GRANDPAR
(21,16),(16,22),-0.582155 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.633957 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.615155 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.07962 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.925682 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.523995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.561489 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.245824 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.26857 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.925682 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.525176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0739349 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.358081 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.26895 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.435279 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.315018 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.448776 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.667624 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.02231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,24),-0.215676 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.543373 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.225639 # DEPENDENCYPART_GRANDPAR
(22,19),(19,5),-0.542499 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.316833 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.19482 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.276866 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.202959 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.802997 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.278638 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.184148 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.168478 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.515726 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.291089 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.236748 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.0797107 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.00192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.195301 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.524222 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.32504 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.292629 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.05656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),-0.251311 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.795639 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.51561 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.453149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.981225 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.163186 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.551997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),0.241156 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.426027 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.452934 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.583699 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.22325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,16),-0.426492 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-1.2462 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.459991 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.681377 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.086911 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.2871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.463994 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.11449 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.730784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,16),-0.353465 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.281019 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.0759553 # DEPENDENCYPART_GRANDPAR
