# _root_ Οι επεμβατική αντιμετώπιση της διέγερσης των πυρήνων , που γίνεται και στην Ελλάδα , γίνεται στις περιπτώσεις που οι ασθενείς έχουν κορεστεί από τα φάρμακα .
#goldHeads=3,3,15,5,3,7,5,10,10,3,13,10,12,10,0,15,16,22,20,22,22,17,22,25,23,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,12,10,12,15,0,15,16,22,20,22,22,17,22,25,23,0,
(18,21),(21,22),-0.0884322 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.290944 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.161622 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.510331 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.65538 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-0.654927 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.704852 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.604881 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.741003 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.563442 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.48655 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.682425 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.626474 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.537752 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.517934 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.611352 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.563334 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.57241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.196248 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.121414 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0705991 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.272122 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.602373 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.175533 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.193007 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.0314549 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.621394 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.173233 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.174409 # DEPENDENCYPART_GRANDPAR
(18,25),(25,19),0.142674 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.0886082 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.38812 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.67513 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.499751 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.513918 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.157406 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.42171 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.12846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.249265 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.335363 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.651461 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.594462 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.814025 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.465482 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.427216 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.373818 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.480785 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.07999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.209221 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.295493 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.621303 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.536565 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.28211 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.927315 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-1.00747 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.16249 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.646207 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.16531 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.47637 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.72035 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.81764 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.867196 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.6705 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.37443 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.808219 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.798586 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.521605 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.891696 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.628584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.110834 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.19587 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0102155 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.240142 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-1.04103 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.0742909 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.256851 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.938919 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.568014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,23),-0.159817 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.968865 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.304527 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.37044 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.623359 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.789011 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.167871 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.473308 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-2.10562 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.554191 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.719843 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.365645 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.386749 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),0.00426168 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.177097 # DEPENDENCYPART_GRANDPAR
(21,3),(3,15),-0.153613 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),0.510814 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),-0.278593 # DEPENDENCYPART_GRANDPAR
(21,3),(3,22),-0.666001 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.16787 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.473307 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.372067 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-2.04204 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-1.71215 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.71984 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.365643 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.386746 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.177095 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.15361 # DEPENDENCYPART_GRANDPAR
(21,5),(5,22),-0.666001 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.16787 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.473307 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-2.04204 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.624312 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-1.72306 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.365643 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-1.01895 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.386746 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.685041 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.59704 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.849293 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-1.01495 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-1.17882 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.772675 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.097022 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.315048 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.344768 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),-0.178987 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),0.350928 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),-0.244789 # DEPENDENCYPART_GRANDPAR
(21,8),(8,18),-0.360085 # DEPENDENCYPART_GRANDPAR
(21,8),(8,20),0.11707 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-1.93753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,22),-0.605886 # DEPENDENCYPART_GRANDPAR
(21,8),(8,23),-0.604118 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.401277 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.571884 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.87196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.540946 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.542792 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.445664 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.697912 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-1.83392 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.863565 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.468972 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-1.07339 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.228644 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.370455 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.457523 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.167764 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.438061 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),0.320285 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.181082 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.578989 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.332884 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.585136 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-1.82932 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.750789 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.491332 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-1.04803 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.633747 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.180015 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.299661 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.100472 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.382314 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),0.515733 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.187018 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),-0.200231 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-2.14045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),-0.818951 # DEPENDENCYPART_GRANDPAR
(21,11),(11,23),-0.760549 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.205024 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.232429 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.176886 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.366795 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.995013 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.185487 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.17454 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.154548 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.45004 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.59704 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.849293 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-1.01495 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.223304 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.454877 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.433903 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.539539 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.350928 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.244789 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.11707 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.542792 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.445664 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.697912 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.863565 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.468972 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-1.07339 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.535172 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.262573 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.27813 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.283827 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.276933 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.320285 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.357748 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.181082 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.184761 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.77542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.443732 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.462803 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.785425 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-0.628959 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.229897 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.124149 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.211353 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.363093 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.278639 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.287826 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.447003 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.99769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.666003 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.651235 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-1.04915 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-1.03116 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.465229 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.298276 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.287451 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.188617 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.323147 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.90701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.574975 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.592214 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.937423 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.245302 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.23144 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.303233 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.86567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),-0.563765 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.951056 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.986399 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.805155 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-1.05807 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-1.22373 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.662184 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-1.0529 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.12771 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.508355 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.58603 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.636321 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.470145 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.894578 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),0.0869561 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.54457 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.366464 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.134583 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.0330991 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.2985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.141764 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.741807 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.432451 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.391886 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.3019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.819635 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.423017 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.368624 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.363208 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.236648 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0279374 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.678652 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.372315 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.686684 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.465187 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.725973 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.236556 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.480951 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-1.4453 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.378191 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.638977 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.439562 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-1.44123 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.0490345 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.969054 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-1.30476 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),-0.605448 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),-0.673263 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-2.39122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,1),-0.236555 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.48095 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.688638 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-1.37817 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-1.07947 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.638973 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.439559 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-1.44123 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.969051 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-1.30475 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-2.39122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,1),-0.236555 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.48095 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-1.37817 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.466468 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-1.08424 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.439559 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-1.25232 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-1.44123 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.677609 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.900587 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.678424 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.93921 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-1.40218 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-1.82018 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.149205 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-1.09881 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.739618 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.298706 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),-0.755447 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.589064 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),-0.754172 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),-0.687378 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),-1.33589 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-2.33056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,23),0.00304924 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.442693 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-1.62618 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),-1.14273 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-2.26695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,2),-0.524917 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.73681 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.514643 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-1.17954 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.775428 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.496559 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-1.29293 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.279469 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-1.15215 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.850534 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.293219 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-1.58067 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.783613 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),-0.573877 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.598756 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.69117 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.469007 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-1.21304 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.729792 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.556626 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-1.30585 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-1.70103 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.991226 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.743253 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.229025 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-1.54613 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.622976 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.580034 # DEPENDENCYPART_GRANDPAR
(22,11),(11,18),-0.614742 # DEPENDENCYPART_GRANDPAR
(22,11),(11,21),-1.18982 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-2.54299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,23),-0.152846 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.275601 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.637793 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.307782 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-1.51553 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-1.23793 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.273177 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.299424 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-1.30569 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.365926 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.900587 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.678424 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.93921 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.299207 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-1.23987 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.834699 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-1.6837 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.755447 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.589064 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.687378 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.524917 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.73681 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.514643 # DEPENDENCYPART_GRANDPAR
