# _root_ * Πάρτε το ποτό σας και καθίστε κάπου κοντά στο Pierro's , ένα από τα διασημότερα και παλαιότερα gay μπαρ του κόσμου , για να δείτε τον κόσμο που πηγαινοέρχεται τα βράδυα .
#goldHeads=6,6,4,2,4,0,6,9,7,9,12,10,12,13,20,17,20,17,20,14,22,20,24,6,26,24,28,26,30,28,32,30,0,
#predictedHeads=0,6,4,2,4,0,6,9,7,9,10,7,12,13,16,14,20,20,20,14,22,20,24,20,26,24,28,26,30,28,32,30,0,
(22,28),(28,29),-0.401071 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.275683 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),-0.605992 # DEPENDENCYPART_GRANDPAR
(22,30),(30,1),-0.943131 # DEPENDENCYPART_GRANDPAR
(22,30),(30,4),-1.27201 # DEPENDENCYPART_GRANDPAR
(22,30),(30,8),-0.920121 # DEPENDENCYPART_GRANDPAR
(22,30),(30,9),-0.90811 # DEPENDENCYPART_GRANDPAR
(22,30),(30,10),-1.07877 # DEPENDENCYPART_GRANDPAR
(22,30),(30,16),-1.26186 # DEPENDENCYPART_GRANDPAR
(22,30),(30,18),-0.872725 # DEPENDENCYPART_GRANDPAR
(22,30),(30,20),-1.10695 # DEPENDENCYPART_GRANDPAR
(22,30),(30,22),-0.750697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,30),(30,23),0.270347 # DEPENDENCYPART_GRANDPAR
(22,30),(30,24),0.118695 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),-0.922808 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-0.738543 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),0.421791 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.951156 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.310227 # DEPENDENCYPART_GRANDPAR
(22,30),(30,33),-0.360324 # DEPENDENCYPART_GRANDPAR
(22,32),(32,27),-0.919473 # DEPENDENCYPART_GRANDPAR
(22,32),(32,28),-0.670785 # DEPENDENCYPART_GRANDPAR
(22,32),(32,29),0.0655313 # DEPENDENCYPART_GRANDPAR
(22,32),(32,30),-0.0159135 # DEPENDENCYPART_GRANDPAR
(22,32),(32,31),-0.972543 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.169351 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),0.100582 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.304126 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.269226 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),0.0316191 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.0980633 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.0584629 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.0243545 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),0.0877999 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.05022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,14),-0.0879493 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.250405 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.0463286 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.0557249 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.00286149 # DEPENDENCYPART_GRANDPAR
(23,16),(16,24),-0.118755 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.233672 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.224741 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.0461305 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.108235 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.151477 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0651653 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.131115 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.06862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.146407 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.40717 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.852473 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.45195 # DEPENDENCYPART_GRANDPAR
(23,20),(20,32),-1.07771 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.226623 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.219448 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.10404 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0831843 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.06855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.14634 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.446785 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.407103 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.852406 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.451883 # DEPENDENCYPART_GRANDPAR
(23,22),(22,32),-1.07764 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.387807 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.629292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.0614953 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.00687232 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.297153 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.0379082 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.522755 # DEPENDENCYPART_GRANDPAR
(23,26),(26,1),-0.658954 # DEPENDENCYPART_GRANDPAR
(23,26),(26,2),-0.602425 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-0.571944 # DEPENDENCYPART_GRANDPAR
(23,26),(26,7),-0.511585 # DEPENDENCYPART_GRANDPAR
(23,26),(26,8),-0.558353 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-0.569892 # DEPENDENCYPART_GRANDPAR
(23,26),(26,10),-0.641614 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-0.503783 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.691276 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-0.46757 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.582157 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.561784 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.444629 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.582543 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.382742 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.6019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.336547 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.0781901 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.238186 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.292508 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.093582 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.517258 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.277677 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.60246 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.118172 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.333768 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.0244999 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.491165 # DEPENDENCYPART_GRANDPAR
(23,32),(32,27),-0.118835 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),-0.302466 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.224189 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),0.162932 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.200317 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.307473 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.261417 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.161509 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.233795 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.165204 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.690727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),0.590148 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.0119146 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.394003 # DEPENDENCYPART_GRANDPAR
(24,22),(22,30),-0.243127 # DEPENDENCYPART_GRANDPAR
(24,22),(22,32),-0.779013 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.157871 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.319481 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.145223 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.0482459 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.648198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,26),0.0340791 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.344781 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-0.729791 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.450894 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),0.175097 # DEPENDENCYPART_GRANDPAR
(24,26),(26,1),-0.575679 # DEPENDENCYPART_GRANDPAR
(24,26),(26,2),-0.682543 # DEPENDENCYPART_GRANDPAR
(24,26),(26,4),-0.800659 # DEPENDENCYPART_GRANDPAR
(24,26),(26,7),-0.617497 # DEPENDENCYPART_GRANDPAR
(24,26),(26,8),-0.544304 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-0.556629 # DEPENDENCYPART_GRANDPAR
(24,26),(26,10),-0.643149 # DEPENDENCYPART_GRANDPAR
(24,26),(26,14),-0.623272 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.792523 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-0.348151 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-0.513893 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-0.578763 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.617014 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.716384 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.523196 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.241216 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.288462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),1.35489 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.174448 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.270334 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),0.261307 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.110559 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.191964 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-0.812625 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.0831433 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.172974 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),0.29882 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.217139 # DEPENDENCYPART_GRANDPAR
(24,30),(30,1),-0.575679 # DEPENDENCYPART_GRANDPAR
(24,30),(30,4),-0.800658 # DEPENDENCYPART_GRANDPAR
(24,30),(30,8),-0.544304 # DEPENDENCYPART_GRANDPAR
(24,30),(30,9),-0.556629 # DEPENDENCYPART_GRANDPAR
(24,30),(30,10),-0.646978 # DEPENDENCYPART_GRANDPAR
(24,30),(30,16),-0.792523 # DEPENDENCYPART_GRANDPAR
(24,30),(30,18),-0.513893 # DEPENDENCYPART_GRANDPAR
(24,30),(30,20),-0.617014 # DEPENDENCYPART_GRANDPAR
(24,30),(30,22),-0.523196 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-0.241216 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.292573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,27),-0.19974 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),0.105149 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),0.00588408 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.499632 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.111934 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.187186 # DEPENDENCYPART_GRANDPAR
(24,32),(32,27),-0.0884625 # DEPENDENCYPART_GRANDPAR
(24,32),(32,28),0.296845 # DEPENDENCYPART_GRANDPAR
(24,32),(32,29),-0.0915149 # DEPENDENCYPART_GRANDPAR
(24,32),(32,30),0.4392 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),-0.331015 # DEPENDENCYPART_GRANDPAR
(25,26),(26,1),-0.672604 # DEPENDENCYPART_GRANDPAR
(25,26),(26,2),-0.728836 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-0.625525 # DEPENDENCYPART_GRANDPAR
(25,26),(26,7),-0.684985 # DEPENDENCYPART_GRANDPAR
(25,26),(26,8),-0.646935 # DEPENDENCYPART_GRANDPAR
(25,26),(26,9),-0.697682 # DEPENDENCYPART_GRANDPAR
(25,26),(26,10),-0.692482 # DEPENDENCYPART_GRANDPAR
(25,26),(26,14),-0.689991 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-0.703425 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-0.58533 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-0.63753 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-0.669235 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.486281 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-0.62935 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.439405 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.509211 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.430615 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.448939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),0.0353536 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.0171522 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.153979 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.20233 # DEPENDENCYPART_GRANDPAR
(25,26),(26,33),-0.226963 # DEPENDENCYPART_GRANDPAR
(25,28),(28,21),-0.6952 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.108364 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.389241 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.127402 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),-0.258933 # DEPENDENCYPART_GRANDPAR
(26,1),(1,2),-1.84787 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),-0.240569 # DEPENDENCYPART_GRANDPAR
(26,1),(1,7),-1.80436 # DEPENDENCYPART_GRANDPAR
(26,2),(2,1),-0.43637 # DEPENDENCYPART_GRANDPAR
(26,2),(2,3),-1.39258 # DEPENDENCYPART_GRANDPAR
(26,2),(2,4),-0.322558 # DEPENDENCYPART_GRANDPAR
(26,2),(2,6),-0.294865 # DEPENDENCYPART_GRANDPAR
(26,2),(2,7),-1.74147 # DEPENDENCYPART_GRANDPAR
(26,2),(2,8),-0.441568 # DEPENDENCYPART_GRANDPAR
(26,2),(2,9),-0.295048 # DEPENDENCYPART_GRANDPAR
(26,2),(2,10),-0.912905 # DEPENDENCYPART_GRANDPAR
(26,2),(2,12),-0.256264 # DEPENDENCYPART_GRANDPAR
(26,2),(2,14),-0.371142 # DEPENDENCYPART_GRANDPAR
(26,2),(2,17),-0.220932 # DEPENDENCYPART_GRANDPAR
(26,2),(2,18),0.0291948 # DEPENDENCYPART_GRANDPAR
(26,2),(2,23),-0.0765152 # DEPENDENCYPART_GRANDPAR
(26,2),(2,24),-0.088503 # DEPENDENCYPART_GRANDPAR
(26,2),(2,33),-0.564399 # DEPENDENCYPART_GRANDPAR
(26,4),(4,1),-0.419878 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),-1.41955 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-1.12476 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.610232 # DEPENDENCYPART_GRANDPAR
(26,4),(4,6),-0.0646696 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-1.47726 # DEPENDENCYPART_GRANDPAR
(26,4),(4,8),-0.336809 # DEPENDENCYPART_GRANDPAR
(26,4),(4,9),-0.189994 # DEPENDENCYPART_GRANDPAR
(26,4),(4,11),-0.325748 # DEPENDENCYPART_GRANDPAR
(26,4),(4,30),-1.58435 # DEPENDENCYPART_GRANDPAR
(26,7),(7,1),-0.43637 # DEPENDENCYPART_GRANDPAR
(26,7),(7,2),-1.64145 # DEPENDENCYPART_GRANDPAR
(26,7),(7,3),-1.27504 # DEPENDENCYPART_GRANDPAR
(26,7),(7,4),-0.147104 # DEPENDENCYPART_GRANDPAR
(26,7),(7,6),-0.329432 # DEPENDENCYPART_GRANDPAR
(26,7),(7,8),-0.441568 # DEPENDENCYPART_GRANDPAR
(26,7),(7,9),-0.295048 # DEPENDENCYPART_GRANDPAR
(26,7),(7,10),-0.912905 # DEPENDENCYPART_GRANDPAR
(26,7),(7,11),-0.521323 # DEPENDENCYPART_GRANDPAR
(26,7),(7,12),-0.256264 # DEPENDENCYPART_GRANDPAR
(26,7),(7,14),-0.371142 # DEPENDENCYPART_GRANDPAR
(26,7),(7,17),-0.220932 # DEPENDENCYPART_GRANDPAR
(26,7),(7,18),0.0291948 # DEPENDENCYPART_GRANDPAR
(26,7),(7,20),0.121375 # DEPENDENCYPART_GRANDPAR
(26,7),(7,22),-0.17158 # DEPENDENCYPART_GRANDPAR
(26,7),(7,23),-0.0765152 # DEPENDENCYPART_GRANDPAR
(26,7),(7,24),-0.088503 # DEPENDENCYPART_GRANDPAR
(26,7),(7,26),-1.66501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,7),(7,28),0.152675 # DEPENDENCYPART_GRANDPAR
(26,7),(7,32),-0.151268 # DEPENDENCYPART_GRANDPAR
(26,8),(8,1),-0.499913 # DEPENDENCYPART_GRANDPAR
(26,8),(8,2),-1.6234 # DEPENDENCYPART_GRANDPAR
(26,8),(8,4),-0.256542 # DEPENDENCYPART_GRANDPAR
(26,8),(8,6),-0.297365 # DEPENDENCYPART_GRANDPAR
(26,8),(8,7),-1.57989 # DEPENDENCYPART_GRANDPAR
(26,8),(8,9),-0.186669 # DEPENDENCYPART_GRANDPAR
(26,8),(8,10),-0.755163 # DEPENDENCYPART_GRANDPAR
(26,8),(8,12),-0.185551 # DEPENDENCYPART_GRANDPAR
(26,8),(8,14),-0.164748 # DEPENDENCYPART_GRANDPAR
(26,8),(8,17),-0.126383 # DEPENDENCYPART_GRANDPAR
(26,8),(8,18),0.134086 # DEPENDENCYPART_GRANDPAR
(26,9),(9,1),-0.479479 # DEPENDENCYPART_GRANDPAR
(26,9),(9,2),-1.60425 # DEPENDENCYPART_GRANDPAR
(26,9),(9,4),-0.235283 # DEPENDENCYPART_GRANDPAR
(26,9),(9,6),-0.279615 # DEPENDENCYPART_GRANDPAR
(26,9),(9,7),-1.56074 # DEPENDENCYPART_GRANDPAR
(26,9),(9,8),-0.418235 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),-0.739194 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),-0.167588 # DEPENDENCYPART_GRANDPAR
(26,9),(9,14),-0.154203 # DEPENDENCYPART_GRANDPAR
(26,9),(9,17),-0.117732 # DEPENDENCYPART_GRANDPAR
(26,9),(9,18),0.162319 # DEPENDENCYPART_GRANDPAR
(26,10),(10,8),-0.353639 # DEPENDENCYPART_GRANDPAR
(26,10),(10,9),-0.212788 # DEPENDENCYPART_GRANDPAR
(26,10),(10,11),-0.442385 # DEPENDENCYPART_GRANDPAR
(26,10),(10,12),-0.287288 # DEPENDENCYPART_GRANDPAR
(26,14),(14,12),-0.230157 # DEPENDENCYPART_GRANDPAR
(26,14),(14,13),-0.682185 # DEPENDENCYPART_GRANDPAR
(26,14),(14,15),-0.907675 # DEPENDENCYPART_GRANDPAR
(26,14),(14,16),-0.60033 # DEPENDENCYPART_GRANDPAR
(26,14),(14,17),-0.147348 # DEPENDENCYPART_GRANDPAR
(26,14),(14,18),0.0488919 # DEPENDENCYPART_GRANDPAR
(26,14),(14,19),-0.323324 # DEPENDENCYPART_GRANDPAR
(26,14),(14,20),0.304828 # DEPENDENCYPART_GRANDPAR
(26,14),(14,22),0.0124692 # DEPENDENCYPART_GRANDPAR
(26,14),(14,23),-0.100399 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.314487 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.773478 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),0.19717 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-0.234538 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),0.34803 # DEPENDENCYPART_GRANDPAR
(26,16),(16,24),0.0717192 # DEPENDENCYPART_GRANDPAR
(26,17),(17,1),-0.527369 # DEPENDENCYPART_GRANDPAR
(26,17),(17,2),-1.76746 # DEPENDENCYPART_GRANDPAR
(26,17),(17,4),-0.107017 # DEPENDENCYPART_GRANDPAR
(26,17),(17,6),-0.351182 # DEPENDENCYPART_GRANDPAR
(26,17),(17,7),-1.72396 # DEPENDENCYPART_GRANDPAR
(26,17),(17,8),-0.385798 # DEPENDENCYPART_GRANDPAR
(26,17),(17,9),-0.242968 # DEPENDENCYPART_GRANDPAR
(26,17),(17,10),-0.846221 # DEPENDENCYPART_GRANDPAR
(26,17),(17,11),-0.400455 # DEPENDENCYPART_GRANDPAR
(26,17),(17,12),-0.386391 # DEPENDENCYPART_GRANDPAR
(26,17),(17,13),-0.676869 # DEPENDENCYPART_GRANDPAR
(26,17),(17,14),-0.231318 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),-0.846442 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),-0.468569 # DEPENDENCYPART_GRANDPAR
(26,17),(17,18),0.0756719 # DEPENDENCYPART_GRANDPAR
(26,17),(17,19),-0.334457 # DEPENDENCYPART_GRANDPAR
(26,17),(17,20),0.230798 # DEPENDENCYPART_GRANDPAR
(26,17),(17,22),-0.0656764 # DEPENDENCYPART_GRANDPAR
(26,17),(17,23),-0.0245277 # DEPENDENCYPART_GRANDPAR
(26,17),(17,24),0.0299813 # DEPENDENCYPART_GRANDPAR
(26,17),(17,26),-2.03787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,17),(17,30),-1.73612 # DEPENDENCYPART_GRANDPAR
(26,18),(18,8),-0.442431 # DEPENDENCYPART_GRANDPAR
(26,18),(18,9),-0.302537 # DEPENDENCYPART_GRANDPAR
(26,18),(18,10),-1.00411 # DEPENDENCYPART_GRANDPAR
(26,18),(18,15),-0.824875 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),-0.542315 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),-0.226713 # DEPENDENCYPART_GRANDPAR
(26,18),(18,20),0.217898 # DEPENDENCYPART_GRANDPAR
(26,18),(18,22),-0.0750894 # DEPENDENCYPART_GRANDPAR
(26,18),(18,23),-0.00139652 # DEPENDENCYPART_GRANDPAR
(26,18),(18,24),0.0186315 # DEPENDENCYPART_GRANDPAR
(26,18),(18,26),-1.79034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,19),(19,6),-0.270283 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),-0.19635 # DEPENDENCYPART_GRANDPAR
(26,19),(19,20),0.340153 # DEPENDENCYPART_GRANDPAR
(26,19),(19,22),0.0472414 # DEPENDENCYPART_GRANDPAR
(26,20),(20,15),-0.666787 # DEPENDENCYPART_GRANDPAR
(26,20),(20,16),-0.351311 # DEPENDENCYPART_GRANDPAR
(26,20),(20,17),-0.20687 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),0.0904218 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.271223 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-1.35764 # DEPENDENCYPART_GRANDPAR
(26,20),(20,22),0.147577 # DEPENDENCYPART_GRANDPAR
(26,20),(20,23),-0.0877623 # DEPENDENCYPART_GRANDPAR
(26,20),(20,24),0.0704996 # DEPENDENCYPART_GRANDPAR
(26,20),(20,26),-1.8861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,20),(20,28),-0.105272 # DEPENDENCYPART_GRANDPAR
(26,20),(20,30),-1.58435 # DEPENDENCYPART_GRANDPAR
(26,20),(20,32),-0.409314 # DEPENDENCYPART_GRANDPAR
(26,22),(22,15),-0.664394 # DEPENDENCYPART_GRANDPAR
(26,22),(22,16),-0.350642 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),0.341051 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-1.35951 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.0874976 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),0.0707138 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),-0.00959602 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.8861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,28),-0.105272 # DEPENDENCYPART_GRANDPAR
(26,22),(22,30),-1.58435 # DEPENDENCYPART_GRANDPAR
(26,22),(22,32),-0.409314 # DEPENDENCYPART_GRANDPAR
(26,23),(23,14),-0.428033 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.546178 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),0.130833 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.167837 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.0358894 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.82544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,28),-0.0461465 # DEPENDENCYPART_GRANDPAR
(26,23),(23,32),-0.350189 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),0.0497884 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.0938893 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.0837388 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.81441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,28),-0.0312439 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-1.51266 # DEPENDENCYPART_GRANDPAR
(26,24),(24,32),-0.335286 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.78368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,28),0.0270191 # DEPENDENCYPART_GRANDPAR
(26,28),(28,21),-2.06837 # DEPENDENCYPART_GRANDPAR
(26,28),(28,27),1.16762 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.195492 # DEPENDENCYPART_GRANDPAR
