# _root_ Τη Μύκονο την λατρεύεις ή τη μισείς : όχι μόνο δεν υπάρχει ενδιάμεση αντίδραση , αλλά συνήθως , το αρχικό συναίσθημα διαρκεί για πάντα .
#goldHeads=2,5,4,5,8,7,5,0,10,12,12,16,14,12,16,8,22,16,21,21,22,16,22,23,0,
#predictedHeads=2,5,4,5,8,7,5,9,12,12,12,16,14,12,16,0,22,22,21,21,22,16,22,23,0,
(17,8),(8,5),-0.221482 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.296034 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.27622 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.114945 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.131117 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.0152117 # DEPENDENCYPART_GRANDPAR
(17,8),(8,18),-0.211347 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.460962 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-0.349454 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.253846 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.212999 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.297092 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.415128 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.264922 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.0793551 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0769178 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.285159 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.142157 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.407661 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.252646 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.141365 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0949621 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.354149 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0108663 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.04293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,20),-0.500339 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.375694 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.409866 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.318323 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.192442 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.396582 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.00349937 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.21695 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.462158 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.492907 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.279747 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.185687 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.196846 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.227354 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.376431 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.291041 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.272022 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.315455 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.148824 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.101472 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.259104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.347522 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.04052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.207435 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.475914 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.478664 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.392051 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.697577 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.674914 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.585321 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.764972 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.640241 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.539726 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.752992 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.696341 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.661095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.114873 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.140268 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.131968 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.36563 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.340845 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.574378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.19328 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0390361 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.00696028 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.259348 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.246969 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.460313 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.661877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.125242 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.0308873 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0328189 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0976427 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.216204 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.236692 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.591136 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.613563 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.652401 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.692544 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.693263 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.54918 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.52652 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.684844 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.592011 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.441779 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.614619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.192813 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.0114765 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.0243008 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0261621 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.166703 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.14211 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.174122 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.0266321 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.319562 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.282687 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.193398 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),0.105081 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),0.11191 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.0319434 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.276639 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.0203071 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.414505 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.0333485 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.335419 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.142156 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.117814 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.018612 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),0.0639331 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.0476979 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.0317102 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-0.522002 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0708455 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.104988 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0640966 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0704126 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0401849 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.085862 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.457414 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.0398195 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.192766 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.00334549 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0404775 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0197486 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.00277754 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0921512 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0374964 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.363252 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.429732 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.179082 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.190015 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0788802 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.152537 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0617355 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0687287 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.89273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.331368 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.47047 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.157284 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.195182 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0469838 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0576696 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0945554 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.003027 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.885936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.332988 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.437732 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.416405 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.473157 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.414972 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.42229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.132612 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0437392 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.101881 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.12042 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.402624 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.404769 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.465192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.205961 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.185336 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.00184791 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.00842186 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.0436655 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.495782 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-0.415155 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.5649 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.525242 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.478355 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.445329 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.453765 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.518465 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.375087 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.421476 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.449358 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.415425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.133062 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.0750125 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0124921 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0115349 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.0578597 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.0632834 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0519142 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.0759359 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.0350397 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.00294386 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0791935 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.0298157 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-1.50178 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.353874 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.180766 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.138757 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.337543 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.241147 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.198866 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.23446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.423838 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.768807 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.541723 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.251898 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-1.6427 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.946128 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.183595 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.303793 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.204734 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.24847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.474464 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.805087 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.563441 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.662854 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.687793 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.575312 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.649243 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.893558 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.724215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.37957 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.176998 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.278761 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.0150134 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.252058 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.391779 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),-0.0424269 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.083594 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.384395 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.61911 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.661279 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.415471 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.599175 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.249731 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.43087 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.291158 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.438023 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.848212 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.206535 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.71017 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.373395 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.196722 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.19313 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.181781 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.23337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.754459 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.622143 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.695524 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.84487 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.770797 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.309607 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.328814 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.770992 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.432569 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.251356 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.232181 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.169117 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.19605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.693165 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.602657 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.747585 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.90361 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.32368 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.841948 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.389522 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.263334 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.215755 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.21112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.689348 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.582228 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.661854 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.257925 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.291319 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.389257 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.23074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),-0.547618 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.686713 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-1.15019 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.921201 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-1.25202 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.680892 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.782044 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-1.33289 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.859381 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-1.33807 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.745591 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.705771 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.674079 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.604354 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.809269 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.307213 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.704901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0496545 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.12963 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.325378 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.704505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.242081 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.397844 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.748483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),-0.115806 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.436573 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-1.10754 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.421125 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-1.50741 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.143907 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-1.11336 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.213353 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.081292 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.144989 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),-0.344938 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.0876811 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),-0.156736 # DEPENDENCYPART_GRANDPAR
(22,4),(4,24),-0.206381 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-1.09672 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.371183 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-1.45495 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.174295 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-1.14853 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.186728 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.0847925 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.0364737 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.199864 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.47342 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),0.0717282 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.00304078 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),-0.00659657 # DEPENDENCYPART_GRANDPAR
(22,5),(5,18),0.0802016 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-2.03514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,23),-0.0656238 # DEPENDENCYPART_GRANDPAR
(22,5),(5,25),-0.543972 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.0893413 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.935444 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.0106139 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),0.0373507 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),-0.237145 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.537097 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-1.542 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.39881 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.115035 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.115952 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.135981 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.397319 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.512034 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),-0.111817 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),-0.034152 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),0.091029 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.86116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,4),-0.300473 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.140229 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.150954 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.144662 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.150855 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.30946 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.385765 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.00321937 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.412518 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-1.50799 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.303321 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.0910713 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),0.0115154 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.0278533 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.230053 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.0260982 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.416842 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.504012 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.0780441 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.0899253 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.163164 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.0638285 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.0066829 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.0990487 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.179553 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.74349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
