# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(14,7),(7,5),0.385664 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.366117 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.0201984 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.310265 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.231275 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.211617 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.24767 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.0886374 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.744016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),-0.149171 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.116251 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.603315 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.124807 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-0.498369 # DEPENDENCYPART_GRANDPAR
(14,7),(7,25),-0.392228 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.296852 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.271623 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.267245 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.3903 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.372904 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.125729 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0238622 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.257757 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.231354 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.274152 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.112535 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.746508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.152589 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.110737 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.128056 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.606916 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.126002 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.501978 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.260106 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0677173 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0624707 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0620476 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.139886 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.173532 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.000199103 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.832968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,1),-0.00559547 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.0727229 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.00136561 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),0.155551 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.0261427 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0306441 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.207925 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0834893 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.00633358 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.00747038 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0310366 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.809366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.181493 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.23509 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.280117 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.42584 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.663809 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-0.502219 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.260106 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0624707 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0620476 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0356524 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.103198 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.000199103 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.832968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.187749 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.27496 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.260833 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.095535 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.0639922 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.00342069 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0290478 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0417971 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0126524 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.819848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.17758 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.239976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.237469 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.405876 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.244306 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.316105 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.287912 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.316995 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.368783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.471336 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.121912 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.136438 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0372355 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.332949 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.108748 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0323955 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.391838 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.375442 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.347443 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.369744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.458314 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.271071 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.140413 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.00527027 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.190295 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.151508 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.142592 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.121545 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.353415 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.269876 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.115602 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.170382 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.338588 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.221699 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.203858 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.250437 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.187463 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.179666 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.270142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.55745 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.402338 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.410349 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.295943 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0346765 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.139165 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.454446 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.132951 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.312501 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),0.0277932 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.315418 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.235024 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.282752 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.206135 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.10795 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.176462 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0646159 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.0353187 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.250869 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0591244 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.103051 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.230734 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.0895909 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.121676 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0575454 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.106668 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.176462 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0646159 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.0353187 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),0.461325 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.271416 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0566328 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.131593 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.100146 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.113298 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.000905055 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.145541 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.118415 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.0305252 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.147554 # DEPENDENCYPART_GRANDPAR
(14,24),(24,15),0.463586 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),0.0575878 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.0991907 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),0.262995 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.0142352 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.144759 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.120911 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.0251099 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.638098 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.715684 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.63044 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.484549 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.710005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.131565 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.475724 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.128102 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.248071 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.224331 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.227593 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.422206 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.311942 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.523616 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.61057 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.342937 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.281599 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.394976 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.203098 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.255934 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.278314 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.30787 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.252937 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.0593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.06212 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.324389 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.576587 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.640328 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),-0.61047 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.541915 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.275842 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.191453 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.31119 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.245428 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.448373 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.265174 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.0612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.0865267 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.302321 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.468474 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.520368 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.499426 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.412418 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.375057 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.420581 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.245778 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.06126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.0714053 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.296325 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.56238 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.453942 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.348083 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.506523 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.379078 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.246179 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.166124 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.292076 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.319708 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.300239 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.437523 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.522603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.0599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0612222 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.322861 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.57681 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.641949 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.752404 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.648979 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.575641 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.721117 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.611088 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.05764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,10),-0.785288 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.793451 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.788854 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.710988 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.918537 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.663253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.162228 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.121165 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.166836 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.296759 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.196547 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.157339 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.859204 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.743873 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.761934 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.776142 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.69436 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.606145 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.687866 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.717106 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.696029 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.692934 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.695356 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.853747 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.652555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.473014 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.000821204 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.139916 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.174772 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0433049 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.0324848 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.116189 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.188248 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.592058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.44896 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.215237 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.201489 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.302717 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.154375 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.111411 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.226513 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.44167 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.148459 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.316041 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.214775 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.286914 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.273269 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.918525 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.439771 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.133253 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.212199 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.308847 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.150609 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.272557 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.199807 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.918526 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.133254 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.308847 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.147466 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.138441 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.199807 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.655972 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.754225 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.992928 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.626289 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.254826 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.361984 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.256778 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.139367 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.655972 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.992928 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.626289 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.53672 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.36412 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.256778 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.139367 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.0538254 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.38835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.775994 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.560893 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.448606 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.714373 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.497272 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.37922 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.403215 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.132469 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.035111 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.3034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.698189 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.484372 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.459226 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.440279 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.42189 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.593801 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.831168 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.481838 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.376707 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.300369 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.282649 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.268299 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.390528 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0258869 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.32866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.763289 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.546321 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.687324 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-1.19597 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.965486 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.558762 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-1.14104 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.851397 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0203217 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.317438 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.322677 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.323829 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.187313 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.303167 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.28842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.701702 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.510611 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.667586 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.925239 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-1.10079 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.945044 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.05295 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.811431 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.20134 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.38576 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.01357 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.982358 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.789301 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.8883 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.65784 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.659684 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.741372 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.427534 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.805515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.125139 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.19504 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.524511 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.156375 # DEPENDENCYPART_GRANDPAR
