# _root_ Επομένως όταν οι άνθρωποι βρίσκονται κοντά σε πηγές , ο οργανισμός τους αντιδρά , αυξάνοντας τον καρδιακό παλμό και την αρτηριακή πίεση ή προκαλώντας ορμονικές αλλαγές .
#goldHeads=13,13,4,5,2,5,6,7,2,11,13,11,0,23,23,18,18,19,15,22,22,19,13,23,26,24,0,
#predictedHeads=13,13,4,5,2,5,5,7,13,11,13,11,0,13,13,18,18,19,15,22,22,19,22,23,26,24,0,
(22,17),(17,16),-0.49829 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.313168 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.50123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,10),-0.796109 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.583958 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.514949 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.33142 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.0417358 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.032359 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.392937 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.56647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,1),-0.334405 # DEPENDENCYPART_GRANDPAR
(22,19),(19,2),-0.258109 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.633789 # DEPENDENCYPART_GRANDPAR
(22,19),(19,5),-0.896832 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.269123 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),-0.156955 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.347123 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.207725 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.51739 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.947767 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.136783 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.505291 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.408616 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.00591184 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.120979 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.172535 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.343367 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.54378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.512342 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.86575 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-1.08913 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-1.25725 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.256425 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0221174 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0861623 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.50123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),-0.760372 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.21471 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-0.826016 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-0.764067 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-1.39876 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.42806 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-0.763958 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-0.618878 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-1.1118 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.664865 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-1.27855 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.49341 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.593923 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.05059 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.819336 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.882142 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.503148 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.530258 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.172079 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.934767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.223666 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.28093 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.463222 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-0.832543 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-0.75647 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-0.596791 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-1.21475 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.510117 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.97547 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.786478 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.818339 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.502938 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.51913 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.139221 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.978537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.00958851 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.380976 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.393781 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.34463 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.94146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),-0.165932 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.597975 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-0.983999 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.581326 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.225958 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.906319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.0298801 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.104652 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.484637 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.293224 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.286915 # DEPENDENCYPART_GRANDPAR
(23,1),(1,5),0.00863797 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.213557 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),0.0107118 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),0.121298 # DEPENDENCYPART_GRANDPAR
(23,2),(2,6),-0.065295 # DEPENDENCYPART_GRANDPAR
(23,2),(2,9),-0.0681435 # DEPENDENCYPART_GRANDPAR
(23,2),(2,13),0.131302 # DEPENDENCYPART_GRANDPAR
(23,2),(2,14),-0.157949 # DEPENDENCYPART_GRANDPAR
(23,2),(2,15),0.183758 # DEPENDENCYPART_GRANDPAR
(23,2),(2,19),-0.159596 # DEPENDENCYPART_GRANDPAR
(23,2),(2,23),-0.854369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,2),(2,24),-0.0793528 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.19101 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),0.223774 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),0.091242 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),0.0405797 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),0.0799772 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.209433 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.100176 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.244385 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),0.187398 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.228617 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),0.0369249 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),0.00394461 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.29369 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.138772 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),-0.0712146 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),0.0563024 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),-0.228578 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),0.104318 # DEPENDENCYPART_GRANDPAR
(23,5),(5,18),0.00781856 # DEPENDENCYPART_GRANDPAR
(23,5),(5,19),-0.0990484 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-0.792402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,6),(6,1),-0.216728 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),0.139116 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.361057 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.131928 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),0.0117494 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.35918 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),-0.0297102 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.13756 # DEPENDENCYPART_GRANDPAR
(23,6),(6,13),0.0210494 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),-0.119516 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.252552 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.0218716 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.284153 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),-0.103221 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),-0.0591834 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),0.224593 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.0323325 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.0910141 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.0905658 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),0.0863448 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),0.00799021 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),0.097449 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.412535 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.253622 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.102849 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.180641 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.486229 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.234445 # DEPENDENCYPART_GRANDPAR
(23,11),(11,3),0.224679 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.387477 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),0.135896 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.297805 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),0.0986786 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.179143 # DEPENDENCYPART_GRANDPAR
(23,11),(11,15),0.151875 # DEPENDENCYPART_GRANDPAR
(23,11),(11,17),-0.14776 # DEPENDENCYPART_GRANDPAR
(23,11),(11,18),0.0915008 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-0.879372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,1),-0.0865321 # DEPENDENCYPART_GRANDPAR
(23,13),(13,2),-0.236309 # DEPENDENCYPART_GRANDPAR
(23,13),(13,4),-0.212631 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.0491688 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),0.0765859 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),0.062562 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.291751 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.0594956 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),0.111492 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.0689958 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.361107 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.224635 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),0.10958 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.216084 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),0.0252981 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.0934042 # DEPENDENCYPART_GRANDPAR
(23,13),(13,21),-0.0782454 # DEPENDENCYPART_GRANDPAR
(23,13),(13,22),0.349301 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-0.791884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,26),-0.196534 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.242278 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.0713338 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.346601 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.0868087 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.237447 # DEPENDENCYPART_GRANDPAR
(23,15),(15,4),-0.208024 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.0502455 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),0.0763093 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),0.062291 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.287144 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.0676403 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),0.111221 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.0643889 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.0380187 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.157446 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.0134835 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.216585 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),0.0219913 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.093905 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),-0.0787462 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),0.345994 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.7919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,24),0.0618499 # DEPENDENCYPART_GRANDPAR
(23,15),(15,26),-0.19655 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.0457215 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.00368792 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.316801 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),0.135896 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.0342597 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),0.0602354 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.206273 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.0403709 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.0558487 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.00994706 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.411821 # DEPENDENCYPART_GRANDPAR
(23,19),(19,1),-0.146194 # DEPENDENCYPART_GRANDPAR
(23,19),(19,2),-0.313118 # DEPENDENCYPART_GRANDPAR
(23,19),(19,4),-0.300148 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.042552 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),0.00697225 # DEPENDENCYPART_GRANDPAR
(23,19),(19,7),-0.0674918 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.374082 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.073143 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.153028 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.021181 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.162949 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.0325094 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.00419538 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.162437 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.0739949 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.341178 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.20487 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.166014 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.849296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.106812 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.324036 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),-0.336115 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.0844029 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.122009 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.124017 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.316801 # DEPENDENCYPART_GRANDPAR
(23,21),(21,24),-0.00591792 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.30094 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),0.0499584 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.20973 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.0908704 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.131019 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.178454 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0718934 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.879384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.071603 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.351387 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.361873 # DEPENDENCYPART_GRANDPAR
(23,24),(24,1),-0.577123 # DEPENDENCYPART_GRANDPAR
(23,24),(24,2),-0.651472 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-0.494074 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-0.44096 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-0.392056 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-0.353499 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.588715 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.361927 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.501877 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.549562 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.450875 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.0436925 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.403845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.261735 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.1844 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.0857305 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.148073 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.490276 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.0822528 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.519744 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.665344 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.579905 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.209042 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.343938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.565984 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.212428 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),-0.570504 # DEPENDENCYPART_GRANDPAR
(24,1),(1,4),-1.34694 # DEPENDENCYPART_GRANDPAR
(24,1),(1,5),-1.95615 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.829859 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-1.2845 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),-1.81626 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),-0.805828 # DEPENDENCYPART_GRANDPAR
(24,2),(2,9),-0.576371 # DEPENDENCYPART_GRANDPAR
(24,2),(2,13),-1.97796 # DEPENDENCYPART_GRANDPAR
(24,2),(2,14),-0.460586 # DEPENDENCYPART_GRANDPAR
(24,2),(2,15),-0.94536 # DEPENDENCYPART_GRANDPAR
(24,2),(2,19),-0.447354 # DEPENDENCYPART_GRANDPAR
(24,2),(2,23),-0.298719 # DEPENDENCYPART_GRANDPAR
(24,2),(2,24),-2.22074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,7),(7,4),-1.15658 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.806933 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),-1.57286 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.782713 # DEPENDENCYPART_GRANDPAR
(24,7),(7,11),-0.908049 # DEPENDENCYPART_GRANDPAR
(24,11),(11,3),-0.947702 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-1.54565 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.802539 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),-1.25617 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-1.90731 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.584457 # DEPENDENCYPART_GRANDPAR
(24,11),(11,15),-0.873454 # DEPENDENCYPART_GRANDPAR
(24,11),(11,17),-0.948913 # DEPENDENCYPART_GRANDPAR
(24,11),(11,18),-1.03947 # DEPENDENCYPART_GRANDPAR
(24,11),(11,23),-0.161485 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-2.29395 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-1.23152 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-1.27318 # DEPENDENCYPART_GRANDPAR
(24,15),(15,1),-0.820726 # DEPENDENCYPART_GRANDPAR
(24,15),(15,2),-0.584763 # DEPENDENCYPART_GRANDPAR
(24,15),(15,4),-1.26346 # DEPENDENCYPART_GRANDPAR
(24,15),(15,5),-1.87704 # DEPENDENCYPART_GRANDPAR
(24,15),(15,6),-0.75608 # DEPENDENCYPART_GRANDPAR
(24,15),(15,7),-0.736494 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-1.58858 # DEPENDENCYPART_GRANDPAR
(24,15),(15,9),-0.760422 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.963073 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),-0.924422 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-2.03456 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.644638 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-1.61338 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-1.21471 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-1.36373 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),-0.509711 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),-1.25766 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),-1.25494 # DEPENDENCYPART_GRANDPAR
(24,15),(15,23),-0.395452 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-1.93329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,26),0.765754 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-1.48771 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-1.12755 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-1.01999 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.802539 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.775464 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-1.37998 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.943708 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.27369 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-1.37473 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.990299 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),-0.932094 # DEPENDENCYPART_GRANDPAR
(24,19),(19,1),-0.874787 # DEPENDENCYPART_GRANDPAR
(24,19),(19,2),-0.68867 # DEPENDENCYPART_GRANDPAR
(24,19),(19,4),-1.22503 # DEPENDENCYPART_GRANDPAR
(24,19),(19,5),-2.00899 # DEPENDENCYPART_GRANDPAR
(24,19),(19,6),-0.823214 # DEPENDENCYPART_GRANDPAR
(24,19),(19,7),-0.7933 # DEPENDENCYPART_GRANDPAR
(24,19),(19,8),-1.54789 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.816827 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.88416 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-2.15481 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.701042 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-1.12281 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-1.55314 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-1.06084 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-1.13282 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-1.70085 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-1.2912 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-1.14434 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),-0.337263 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-2.30631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.224408 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),0.425672 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-1.2655 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.478927 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-1.45299 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-1.01999 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-2.02398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,26),0.604936 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-1.38238 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.942622 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-1.12957 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.501394 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-1.41773 # DEPENDENCYPART_GRANDPAR
