# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,3,8,6,6,11,13,13,19,13,17,17,13,19,0,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(22,20),(20,1),-0.62899 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),-0.575146 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-0.106265 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.379007 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.355375 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.232096 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.206075 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.174253 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.159704 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.285267 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.409418 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.300904 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.0223601 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.09345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.507789 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.262619 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.469629 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.472916 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.619939 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.779298 # DEPENDENCYPART_GRANDPAR
(22,20),(20,32),-0.814308 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.323566 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.162232 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.10924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.54076 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.31156 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.509446 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.457486 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.626563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.112726 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.0555457 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.25139 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.842508 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.550845 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.590212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.012048 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.235757 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.14009 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.239447 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.439868 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.46348 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),-0.227126 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.00093886 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.273794 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.379264 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.542188 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.573383 # DEPENDENCYPART_GRANDPAR
(22,26),(26,1),-1.17333 # DEPENDENCYPART_GRANDPAR
(22,26),(26,3),-0.979621 # DEPENDENCYPART_GRANDPAR
(22,26),(26,6),-0.809447 # DEPENDENCYPART_GRANDPAR
(22,26),(26,8),-0.919471 # DEPENDENCYPART_GRANDPAR
(22,26),(26,11),-0.622837 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-0.749289 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-0.712663 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.697187 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.549616 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.774401 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.589034 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.437336 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.5954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),-0.0392588 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.230478 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.268861 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.256053 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.584767 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.426815 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.424943 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.452232 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.550831 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),-0.015209 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.242013 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.0598243 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.570975 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.45954 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.422146 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.438068 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.520441 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.398474 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),-0.425251 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-0.385051 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.46956 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.64577 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.450893 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.363638 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.763021 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.177014 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.24811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.37122 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.393922 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.367107 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),-1.23824 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.50982 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.244629 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-0.36516 # DEPENDENCYPART_GRANDPAR
(23,22),(22,9),-0.489577 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.266083 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.476568 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.998171 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.282468 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.606162 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.956115 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.258439 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.449156 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.419532 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.752669 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.63151 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.28086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.399103 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.596453 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.482988 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.870009 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-1.1704 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-1.0711 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.840154 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.16481 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.632887 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.717701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.232408 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.00550721 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.432974 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.740595 # DEPENDENCYPART_GRANDPAR
(23,26),(26,1),-0.789776 # DEPENDENCYPART_GRANDPAR
(23,26),(26,3),-1.65382 # DEPENDENCYPART_GRANDPAR
(23,26),(26,6),-0.647093 # DEPENDENCYPART_GRANDPAR
(23,26),(26,8),-0.791745 # DEPENDENCYPART_GRANDPAR
(23,26),(26,11),-0.763686 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-0.724526 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-1.44509 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-0.763784 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.765398 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.828152 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.17315 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-1.12049 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.625891 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.79509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.0697006 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.136373 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.295086 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.413189 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.64803 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.49839 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.505104 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-1.1648 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.71881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,25),-0.176173 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.167413 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.458371 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.742489 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.632856 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.634165 # DEPENDENCYPART_GRANDPAR
(24,19),(19,1),-0.205117 # DEPENDENCYPART_GRANDPAR
(24,19),(19,3),-0.80504 # DEPENDENCYPART_GRANDPAR
(24,19),(19,4),-0.16009 # DEPENDENCYPART_GRANDPAR
(24,19),(19,6),-0.345832 # DEPENDENCYPART_GRANDPAR
(24,19),(19,8),-0.0885575 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.114003 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.220009 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),-0.219698 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.77345 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.00288091 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.576275 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),0.0559998 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.516829 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.205795 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.0994865 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.135383 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),0.140768 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.434706 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.37191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.491174 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),-0.609673 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),-0.84884 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.580875 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.45263 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.187789 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.466173 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.36929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,26),-0.540331 # DEPENDENCYPART_GRANDPAR
(24,22),(22,1),-0.189039 # DEPENDENCYPART_GRANDPAR
(24,22),(22,3),-0.825515 # DEPENDENCYPART_GRANDPAR
(24,22),(22,4),-0.177768 # DEPENDENCYPART_GRANDPAR
(24,22),(22,6),-0.366869 # DEPENDENCYPART_GRANDPAR
(24,22),(22,8),-0.0700027 # DEPENDENCYPART_GRANDPAR
(24,22),(22,9),-0.110023 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.15882 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),-0.208236 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.805449 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),0.020602 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.531621 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),0.182062 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.450514 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.206647 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),0.00585963 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.357901 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.425419 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.431231 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.41183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.509904 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.645699 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.888758 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.935208 # DEPENDENCYPART_GRANDPAR
(24,22),(22,30),-0.801101 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),0.0845682 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.17142 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.36929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,26),-0.540331 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.84622 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.319447 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.0223021 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.799381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.272413 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.273968 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.180682 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.27219 # DEPENDENCYPART_GRANDPAR
(24,26),(26,1),-0.673531 # DEPENDENCYPART_GRANDPAR
(24,26),(26,3),-1.29813 # DEPENDENCYPART_GRANDPAR
(24,26),(26,6),-0.831364 # DEPENDENCYPART_GRANDPAR
(24,26),(26,8),-0.558294 # DEPENDENCYPART_GRANDPAR
(24,26),(26,11),-0.85536 # DEPENDENCYPART_GRANDPAR
(24,26),(26,14),-0.488471 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.594262 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-1.14554 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-0.560026 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-0.502596 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.837526 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.350906 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.312761 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.0537355 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.840171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.115009 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.056443 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.31203 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.247832 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),0.028284 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.0593666 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.43566 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.138796 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),-0.00174716 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.117268 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.396864 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.395755 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.241748 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.321732 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.286742 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.135684 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.222085 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.330581 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.213775 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.197771 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.188702 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),-0.127695 # DEPENDENCYPART_GRANDPAR
(25,21),(21,26),-0.34169 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.172919 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.208641 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.129099 # DEPENDENCYPART_GRANDPAR
(25,23),(23,26),-0.34169 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.732153 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),-0.166054 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.154679 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.232095 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.17282 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.1238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.366667 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.752332 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.776553 # DEPENDENCYPART_GRANDPAR
(25,26),(26,1),-0.587149 # DEPENDENCYPART_GRANDPAR
(25,26),(26,3),-0.754053 # DEPENDENCYPART_GRANDPAR
(25,26),(26,6),-0.704074 # DEPENDENCYPART_GRANDPAR
(25,26),(26,8),-0.68053 # DEPENDENCYPART_GRANDPAR
(25,26),(26,11),-0.758256 # DEPENDENCYPART_GRANDPAR
(25,26),(26,14),-0.730667 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-0.690487 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-0.807671 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-0.656831 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-0.604147 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.591891 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-0.625348 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.655359 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.641274 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.57573 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.655964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.191476 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.332373 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.269904 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.312421 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.315421 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.640982 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.657217 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.70666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.248075 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.265105 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.281545 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.287433 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.284777 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.192123 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.227693 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.294586 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.292234 # DEPENDENCYPART_GRANDPAR
(25,32),(32,28),-0.221605 # DEPENDENCYPART_GRANDPAR
(25,32),(32,30),-0.324575 # DEPENDENCYPART_GRANDPAR
(25,32),(32,31),-0.241277 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),-2.17396 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),-0.287756 # DEPENDENCYPART_GRANDPAR
(26,1),(1,6),-0.729713 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-0.562492 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),-0.484106 # DEPENDENCYPART_GRANDPAR
(26,3),(3,4),-0.353458 # DEPENDENCYPART_GRANDPAR
(26,3),(3,6),-0.786451 # DEPENDENCYPART_GRANDPAR
(26,3),(3,9),-0.129432 # DEPENDENCYPART_GRANDPAR
(26,3),(3,11),-0.952713 # DEPENDENCYPART_GRANDPAR
(26,3),(3,13),-1.34569 # DEPENDENCYPART_GRANDPAR
(26,3),(3,16),-0.645337 # DEPENDENCYPART_GRANDPAR
(26,3),(3,19),-0.119874 # DEPENDENCYPART_GRANDPAR
(26,3),(3,23),-0.576297 # DEPENDENCYPART_GRANDPAR
(26,6),(6,1),-0.544633 # DEPENDENCYPART_GRANDPAR
(26,6),(6,2),-0.450501 # DEPENDENCYPART_GRANDPAR
(26,6),(6,3),-2.07107 # DEPENDENCYPART_GRANDPAR
(26,6),(6,4),-0.325948 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),-0.547528 # DEPENDENCYPART_GRANDPAR
(26,6),(6,7),-1.81941 # DEPENDENCYPART_GRANDPAR
(26,6),(6,8),-0.575207 # DEPENDENCYPART_GRANDPAR
(26,6),(6,9),-0.159461 # DEPENDENCYPART_GRANDPAR
(26,6),(6,11),-0.908399 # DEPENDENCYPART_GRANDPAR
(26,6),(6,13),-1.34744 # DEPENDENCYPART_GRANDPAR
(26,6),(6,14),-0.451459 # DEPENDENCYPART_GRANDPAR
(26,6),(6,17),-0.520328 # DEPENDENCYPART_GRANDPAR
(26,6),(6,18),-0.0953666 # DEPENDENCYPART_GRANDPAR
(26,6),(6,19),-0.119924 # DEPENDENCYPART_GRANDPAR
(26,6),(6,24),-0.450815 # DEPENDENCYPART_GRANDPAR
(26,6),(6,25),0.148741 # DEPENDENCYPART_GRANDPAR
(26,6),(6,30),0.0478352 # DEPENDENCYPART_GRANDPAR
(26,6),(6,32),-0.234696 # DEPENDENCYPART_GRANDPAR
(26,8),(8,1),-0.658413 # DEPENDENCYPART_GRANDPAR
(26,8),(8,4),-0.344155 # DEPENDENCYPART_GRANDPAR
(26,8),(8,6),-0.631369 # DEPENDENCYPART_GRANDPAR
(26,8),(8,7),-1.73202 # DEPENDENCYPART_GRANDPAR
(26,8),(8,9),-0.118946 # DEPENDENCYPART_GRANDPAR
(26,8),(8,11),-0.819324 # DEPENDENCYPART_GRANDPAR
(26,11),(11,7),-1.554 # DEPENDENCYPART_GRANDPAR
(26,11),(11,8),-0.519323 # DEPENDENCYPART_GRANDPAR
(26,11),(11,9),-0.113236 # DEPENDENCYPART_GRANDPAR
(26,11),(11,10),-1.20106 # DEPENDENCYPART_GRANDPAR
(26,11),(11,13),-1.11029 # DEPENDENCYPART_GRANDPAR
(26,11),(11,14),-0.35126 # DEPENDENCYPART_GRANDPAR
(26,11),(11,16),-0.39839 # DEPENDENCYPART_GRANDPAR
(26,14),(14,13),-1.21178 # DEPENDENCYPART_GRANDPAR
(26,14),(14,16),-0.532139 # DEPENDENCYPART_GRANDPAR
(26,14),(14,17),-0.458057 # DEPENDENCYPART_GRANDPAR
(26,14),(14,18),-0.065188 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.447273 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.638224 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.296723 # DEPENDENCYPART_GRANDPAR
(26,17),(17,7),-1.51908 # DEPENDENCYPART_GRANDPAR
(26,17),(17,10),-1.16614 # DEPENDENCYPART_GRANDPAR
(26,17),(17,14),-0.379711 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),-0.558981 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),-0.385214 # DEPENDENCYPART_GRANDPAR
(26,17),(17,18),-0.0959636 # DEPENDENCYPART_GRANDPAR
(26,17),(17,20),-0.807824 # DEPENDENCYPART_GRANDPAR
(26,17),(17,21),-0.749677 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),-0.574307 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),-0.505747 # DEPENDENCYPART_GRANDPAR
(26,18),(18,20),-1.18669 # DEPENDENCYPART_GRANDPAR
(26,19),(19,1),-0.592636 # DEPENDENCYPART_GRANDPAR
(26,19),(19,3),-1.92694 # DEPENDENCYPART_GRANDPAR
(26,19),(19,4),-0.302002 # DEPENDENCYPART_GRANDPAR
(26,19),(19,6),-0.541682 # DEPENDENCYPART_GRANDPAR
(26,19),(19,8),-0.505813 # DEPENDENCYPART_GRANDPAR
(26,19),(19,9),-0.146048 # DEPENDENCYPART_GRANDPAR
(26,19),(19,11),-0.72882 # DEPENDENCYPART_GRANDPAR
(26,19),(19,12),-0.414579 # DEPENDENCYPART_GRANDPAR
(26,19),(19,13),-1.08502 # DEPENDENCYPART_GRANDPAR
(26,19),(19,14),-0.354805 # DEPENDENCYPART_GRANDPAR
(26,19),(19,15),-0.662615 # DEPENDENCYPART_GRANDPAR
