# _root_ Αφού έλαβαν υπόψη και άλλους παράγοντες επικινδυνότητας για την ασθένεια , όπως η ηλικία και το φύλο , οι επιστήμονες βρήκαν ότι ο διαβήτης αυξάνει τις πιθανότητες ανάπτυξης καρκίνου του ήπατος .
#goldHeads=21,1,2,6,6,2,6,7,10,8,6,6,14,15,6,17,15,6,20,21,0,21,24,25,22,27,25,27,28,29,29,0,
#predictedHeads=0,1,2,2,6,4,6,7,10,8,15,21,14,15,8,17,15,21,20,21,0,21,24,25,22,27,25,27,28,31,29,0,
(22,18),(18,22),-0.810283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,24),0.0305579 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.247628 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.188804 # DEPENDENCYPART_GRANDPAR
(22,18),(18,28),-0.524595 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.416073 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-0.618998 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.529627 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-0.662523 # DEPENDENCYPART_GRANDPAR
(22,25),(25,6),-0.535977 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.545497 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-0.454969 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-0.480406 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.604459 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.334449 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.50828 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.350794 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.41756 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.15162 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.430535 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.355217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.220082 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.622047 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.177685 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.389605 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.0404326 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.0137353 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),0.138346 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.149988 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.77395 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.696035 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.44153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.258793 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.398546 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.248101 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.21001 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.198782 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.273337 # DEPENDENCYPART_GRANDPAR
(24,20),(20,13),-0.90689 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.987489 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.774379 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.589294 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.514435 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.478155 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.23666 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.17834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.871239 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.961621 # DEPENDENCYPART_GRANDPAR
(24,20),(20,29),-0.895554 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.0784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,1),-1.14563 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-1.27207 # DEPENDENCYPART_GRANDPAR
(24,25),(25,3),-1.13952 # DEPENDENCYPART_GRANDPAR
(24,25),(25,6),-1.01436 # DEPENDENCYPART_GRANDPAR
(24,25),(25,7),-1.10401 # DEPENDENCYPART_GRANDPAR
(24,25),(25,10),-1.23108 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-0.943054 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-1.00193 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-1.30553 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-1.05846 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-1.24729 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.944812 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.962679 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-1.12818 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.743236 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.727565 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.600511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.510066 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.086653 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),0.133978 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.0264908 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.0971603 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.321262 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.299605 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.0812549 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-1.02506 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.804044 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.526869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,26),-0.478014 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.164457 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.296873 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.382644 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.804044 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.529031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,26),-0.487902 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.310993 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.308092 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.459588 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.393863 # DEPENDENCYPART_GRANDPAR
(24,29),(29,23),-0.804044 # DEPENDENCYPART_GRANDPAR
(24,29),(29,24),-0.534834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,29),(29,26),-0.485969 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),-0.316795 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.0996386 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.459025 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.360197 # DEPENDENCYPART_GRANDPAR
(24,31),(31,24),-0.524515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,31),(31,26),-0.47406 # DEPENDENCYPART_GRANDPAR
(24,31),(31,27),-0.306477 # DEPENDENCYPART_GRANDPAR
(24,31),(31,28),-0.08932 # DEPENDENCYPART_GRANDPAR
(24,31),(31,29),-0.238647 # DEPENDENCYPART_GRANDPAR
(24,31),(31,30),-0.249653 # DEPENDENCYPART_GRANDPAR
(25,1),(1,2),-0.74058 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),0.512482 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),-0.0277309 # DEPENDENCYPART_GRANDPAR
(25,1),(1,5),-0.588753 # DEPENDENCYPART_GRANDPAR
(25,1),(1,11),0.243552 # DEPENDENCYPART_GRANDPAR
(25,1),(1,18),0.253854 # DEPENDENCYPART_GRANDPAR
(25,1),(1,21),-0.172883 # DEPENDENCYPART_GRANDPAR
(25,1),(1,25),-1.90951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,2),(2,1),-0.113905 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),0.429345 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.126283 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),-0.619554 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),-0.444901 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),-0.474389 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),-0.122077 # DEPENDENCYPART_GRANDPAR
(25,2),(2,10),-0.51355 # DEPENDENCYPART_GRANDPAR
(25,2),(2,11),0.103175 # DEPENDENCYPART_GRANDPAR
(25,2),(2,12),0.687795 # DEPENDENCYPART_GRANDPAR
(25,2),(2,15),0.00682563 # DEPENDENCYPART_GRANDPAR
(25,2),(2,17),0.0102235 # DEPENDENCYPART_GRANDPAR
(25,2),(2,18),0.113477 # DEPENDENCYPART_GRANDPAR
(25,2),(2,20),0.0530925 # DEPENDENCYPART_GRANDPAR
(25,2),(2,21),-0.347041 # DEPENDENCYPART_GRANDPAR
(25,2),(2,22),-0.0549808 # DEPENDENCYPART_GRANDPAR
(25,3),(3,2),-0.75818 # DEPENDENCYPART_GRANDPAR
(25,3),(3,4),-0.0314684 # DEPENDENCYPART_GRANDPAR
(25,3),(3,6),-0.351766 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),-0.546162 # DEPENDENCYPART_GRANDPAR
(25,6),(6,3),0.523767 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),-0.107585 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.467257 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),-0.186725 # DEPENDENCYPART_GRANDPAR
(25,6),(6,8),0.0252799 # DEPENDENCYPART_GRANDPAR
(25,6),(6,10),-0.226368 # DEPENDENCYPART_GRANDPAR
(25,6),(6,15),0.22435 # DEPENDENCYPART_GRANDPAR
(25,7),(7,2),-0.546825 # DEPENDENCYPART_GRANDPAR
(25,7),(7,3),0.524701 # DEPENDENCYPART_GRANDPAR
(25,7),(7,4),-0.108295 # DEPENDENCYPART_GRANDPAR
(25,7),(7,5),-0.467967 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-0.194582 # DEPENDENCYPART_GRANDPAR
(25,7),(7,8),0.0230738 # DEPENDENCYPART_GRANDPAR
(25,7),(7,9),-0.911276 # DEPENDENCYPART_GRANDPAR
(25,7),(7,10),-0.228544 # DEPENDENCYPART_GRANDPAR
(25,7),(7,12),0.710735 # DEPENDENCYPART_GRANDPAR
(25,7),(7,15),0.222181 # DEPENDENCYPART_GRANDPAR
(25,10),(10,9),-0.936729 # DEPENDENCYPART_GRANDPAR
(25,10),(10,11),0.0782274 # DEPENDENCYPART_GRANDPAR
(25,10),(10,12),0.710723 # DEPENDENCYPART_GRANDPAR
(25,10),(10,14),0.141281 # DEPENDENCYPART_GRANDPAR
(25,10),(10,15),0.222172 # DEPENDENCYPART_GRANDPAR
(25,10),(10,17),0.295242 # DEPENDENCYPART_GRANDPAR
(25,11),(11,2),-1.03557 # DEPENDENCYPART_GRANDPAR
(25,11),(11,5),-0.688359 # DEPENDENCYPART_GRANDPAR
(25,11),(11,6),-0.412688 # DEPENDENCYPART_GRANDPAR
(25,11),(11,7),-0.441253 # DEPENDENCYPART_GRANDPAR
(25,11),(11,8),-0.186219 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),-0.478093 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),0.609777 # DEPENDENCYPART_GRANDPAR
(25,11),(11,14),-0.0366794 # DEPENDENCYPART_GRANDPAR
(25,11),(11,17),0.117284 # DEPENDENCYPART_GRANDPAR
(25,11),(11,20),0.159667 # DEPENDENCYPART_GRANDPAR
(25,11),(11,25),-1.78569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,12),(12,3),0.445873 # DEPENDENCYPART_GRANDPAR
(25,12),(12,4),-0.13656 # DEPENDENCYPART_GRANDPAR
(25,12),(12,8),-0.264452 # DEPENDENCYPART_GRANDPAR
(25,12),(12,9),-1.04429 # DEPENDENCYPART_GRANDPAR
(25,12),(12,10),-0.45022 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),-0.0283953 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),0.203268 # DEPENDENCYPART_GRANDPAR
(25,12),(12,14),-0.0478677 # DEPENDENCYPART_GRANDPAR
(25,12),(12,15),0.0955448 # DEPENDENCYPART_GRANDPAR
(25,12),(12,17),0.106078 # DEPENDENCYPART_GRANDPAR
(25,12),(12,18),0.152451 # DEPENDENCYPART_GRANDPAR
(25,12),(12,20),0.149363 # DEPENDENCYPART_GRANDPAR
(25,12),(12,21),-0.300885 # DEPENDENCYPART_GRANDPAR
(25,12),(12,25),-1.75172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,14),(14,9),-0.927029 # DEPENDENCYPART_GRANDPAR
(25,14),(14,12),0.70757 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),0.480056 # DEPENDENCYPART_GRANDPAR
(25,14),(14,16),0.438777 # DEPENDENCYPART_GRANDPAR
(25,14),(14,17),0.298796 # DEPENDENCYPART_GRANDPAR
(25,14),(14,20),0.342099 # DEPENDENCYPART_GRANDPAR
(25,14),(14,22),0.167572 # DEPENDENCYPART_GRANDPAR
(25,15),(15,1),-0.158531 # DEPENDENCYPART_GRANDPAR
(25,15),(15,2),-0.846419 # DEPENDENCYPART_GRANDPAR
(25,15),(15,3),0.595753 # DEPENDENCYPART_GRANDPAR
(25,15),(15,4),-0.126825 # DEPENDENCYPART_GRANDPAR
(25,15),(15,5),-0.580823 # DEPENDENCYPART_GRANDPAR
(25,15),(15,6),-0.136655 # DEPENDENCYPART_GRANDPAR
(25,15),(15,7),-0.165049 # DEPENDENCYPART_GRANDPAR
(25,15),(15,8),0.000947324 # DEPENDENCYPART_GRANDPAR
(25,15),(15,9),-0.97704 # DEPENDENCYPART_GRANDPAR
(25,15),(15,10),-0.20139 # DEPENDENCYPART_GRANDPAR
(25,15),(15,11),0.00703928 # DEPENDENCYPART_GRANDPAR
(25,15),(15,12),0.729319 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),0.316887 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),0.155169 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),0.0975521 # DEPENDENCYPART_GRANDPAR
(25,15),(15,17),0.140193 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),0.176435 # DEPENDENCYPART_GRANDPAR
(25,15),(15,20),0.165703 # DEPENDENCYPART_GRANDPAR
(25,15),(15,21),-0.307552 # DEPENDENCYPART_GRANDPAR
(25,15),(15,22),0.113279 # DEPENDENCYPART_GRANDPAR
(25,15),(15,24),0.553744 # DEPENDENCYPART_GRANDPAR
(25,15),(15,25),-1.99946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,17),(17,9),-0.937878 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),0.460442 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),0.109415 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),0.0248177 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),0.548882 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),0.088323 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),0.267844 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),0.338332 # DEPENDENCYPART_GRANDPAR
(25,17),(17,21),-0.0976359 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),0.163886 # DEPENDENCYPART_GRANDPAR
(25,18),(18,5),-0.688359 # DEPENDENCYPART_GRANDPAR
(25,18),(18,6),-0.412688 # DEPENDENCYPART_GRANDPAR
(25,18),(18,7),-0.441253 # DEPENDENCYPART_GRANDPAR
(25,18),(18,8),-0.186219 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),-0.108693 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),0.0428892 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),0.159667 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),-0.451854 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.0329442 # DEPENDENCYPART_GRANDPAR
(25,18),(18,24),0.528907 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-1.78569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,27),-0.00403637 # DEPENDENCYPART_GRANDPAR
(25,18),(18,28),-0.560444 # DEPENDENCYPART_GRANDPAR
(25,20),(20,13),0.478181 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),0.566592 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),0.271742 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),0.0579923 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),0.45227 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.0949647 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),0.16965 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),0.714953 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.84643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,27),-0.0632006 # DEPENDENCYPART_GRANDPAR
(25,20),(20,29),-0.597463 # DEPENDENCYPART_GRANDPAR
(25,21),(21,1),-0.113905 # DEPENDENCYPART_GRANDPAR
(25,21),(21,2),-0.771654 # DEPENDENCYPART_GRANDPAR
(25,21),(21,3),0.586001 # DEPENDENCYPART_GRANDPAR
(25,21),(21,4),-0.157883 # DEPENDENCYPART_GRANDPAR
(25,21),(21,6),-0.247282 # DEPENDENCYPART_GRANDPAR
(25,21),(21,7),-0.276615 # DEPENDENCYPART_GRANDPAR
(25,21),(21,8),-0.0405709 # DEPENDENCYPART_GRANDPAR
(25,21),(21,10),-0.313642 # DEPENDENCYPART_GRANDPAR
(25,21),(21,11),0.035281 # DEPENDENCYPART_GRANDPAR
(25,21),(21,12),0.750125 # DEPENDENCYPART_GRANDPAR
(25,21),(21,14),0.0554248 # DEPENDENCYPART_GRANDPAR
(25,21),(21,15),-0.0247745 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),0.412657 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),0.207416 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),0.0455825 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),0.267571 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),0.242513 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.0549808 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.474572 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.428611 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.62449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,27),0.194969 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.361431 # DEPENDENCYPART_GRANDPAR
(25,21),(21,29),-0.339286 # DEPENDENCYPART_GRANDPAR
(25,21),(21,31),-0.532687 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),0.0811672 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.37276 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.95471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,24),0.59311 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),0.439743 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),0.299753 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.817139 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.84643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),0.0198284 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.0631968 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.620647 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.59746 # DEPENDENCYPART_GRANDPAR
(25,24),(24,31),-0.790861 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.525267 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.0345076 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-0.357216 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),0.0161955 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.0134433 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),0.709771 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),0.0574016 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),0.132764 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.100107 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),0.016368 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-0.0129259 # DEPENDENCYPART_GRANDPAR
(25,28),(28,26),0.716292 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.66081 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),0.125669 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.505845 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.107202 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),0.0163613 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-0.0129427 # DEPENDENCYPART_GRANDPAR
(25,29),(29,26),0.659553 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),0.600734 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),0.0391365 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.520984 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.110294 # DEPENDENCYPART_GRANDPAR
(25,31),(31,24),-0.0129259 # DEPENDENCYPART_GRANDPAR
(25,31),(31,26),0.720417 # DEPENDENCYPART_GRANDPAR
(25,31),(31,27),0.661548 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),0.0999496 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),0.126517 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),-0.529846 # DEPENDENCYPART_GRANDPAR
(25,32),(32,27),0.415901 # DEPENDENCYPART_GRANDPAR
(25,32),(32,28),-0.143504 # DEPENDENCYPART_GRANDPAR
(25,32),(32,29),-0.121023 # DEPENDENCYPART_GRANDPAR
(25,32),(32,31),-0.314321 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-0.922218 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.871335 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.735544 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.745007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.0462926 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),0.170682 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-0.0863724 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.871335 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.735372 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.74896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.177806 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),0.166895 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.567384 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.09016 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.640575 # DEPENDENCYPART_GRANDPAR
(27,24),(24,19),-0.847958 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.829075 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.855239 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.57766 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),0.0964281 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.17007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),0.0728798 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),-0.126575 # DEPENDENCYPART_GRANDPAR
(27,24),(24,31),-0.269437 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.06902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),0.174968 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-1.35413 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-1.22403 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.508612 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.516139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),0.454426 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.285794 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),0.306182 # DEPENDENCYPART_GRANDPAR
(27,29),(29,23),-1.35413 # DEPENDENCYPART_GRANDPAR
(27,29),(29,24),-1.22404 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.508611 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-0.521942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),0.727981 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.285231 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),0.339848 # DEPENDENCYPART_GRANDPAR
(27,31),(31,24),-1.22403 # DEPENDENCYPART_GRANDPAR
(27,31),(31,26),-0.508611 # DEPENDENCYPART_GRANDPAR
(27,31),(31,27),-0.511623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,31),(31,28),0.738299 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),0.533634 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),-0.0642819 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.506626 # DEPENDENCYPART_GRANDPAR
(28,24),(24,19),-0.652698 # DEPENDENCYPART_GRANDPAR
(28,24),(24,20),-0.721048 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),-0.377687 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),-0.893243 # DEPENDENCYPART_GRANDPAR
(28,24),(24,26),0.052768 # DEPENDENCYPART_GRANDPAR
(28,24),(24,27),-0.104067 # DEPENDENCYPART_GRANDPAR
(28,24),(24,28),-1.18746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,24),(24,29),-0.379231 # DEPENDENCYPART_GRANDPAR
(28,24),(24,31),-0.552968 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),-0.177443 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.08547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,19),-0.653715 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),-0.38077 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.506708 # DEPENDENCYPART_GRANDPAR
