# _root_ Σε ποσοστό 76,73% οι Ισπανοί είπαν ηχηρό " ναι " υπέρ του Ευρωπαϊκού Συντάγματος , στο δημοψήφισμα που διενεργήθηκε την Κυριακή .
#goldHeads=6,1,2,5,6,0,9,9,6,9,9,14,14,11,6,6,16,19,17,21,19,0,
#predictedHeads=6,1,2,5,6,0,6,9,6,9,6,14,14,11,11,6,16,19,17,21,19,0,
(19,13),(13,17),-0.631712 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.722254 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.582251 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.91431 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.639508 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.843737 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-1.73124 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-1.29466 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.712065 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.66444 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.544699 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.33208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,2),-1.0838 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-1.37768 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-1.55106 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-1.32721 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.682694 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.73995 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.907847 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-1.4832 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-1.03883 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.788507 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.752778 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.27142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,22),-0.449275 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.710524 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.638903 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.25207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,12),-1.7313 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.29468 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.826907 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.7552 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.885583 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.126893 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.33208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.173228 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.496532 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.20781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.11848 # DEPENDENCYPART_GRANDPAR
