# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,12,17,18,23,23,23,19,25,23,0,
(22,23),(23,20),-0.72208 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.757632 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.833684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.164571 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.469491 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.26222 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.72208 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.757632 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.8337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.0114706 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0499464 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.262232 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.355858 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-1.10538 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.528923 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.396847 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.773291 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-1.00595 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.274903 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.188223 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.220702 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.122855 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.116251 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.225177 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.29324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,25),-0.344351 # DEPENDENCYPART_GRANDPAR
(23,17),(17,2),-0.268656 # DEPENDENCYPART_GRANDPAR
(23,17),(17,3),-0.969401 # DEPENDENCYPART_GRANDPAR
(23,17),(17,4),-0.594713 # DEPENDENCYPART_GRANDPAR
(23,17),(17,6),-0.286243 # DEPENDENCYPART_GRANDPAR
(23,17),(17,7),-0.328525 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.559855 # DEPENDENCYPART_GRANDPAR
(23,17),(17,10),-0.280899 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),-0.449499 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.235128 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.447162 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.923216 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.16126 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.489102 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.210166 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.19611 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.0609457 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.177546 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.2706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,25),-0.32171 # DEPENDENCYPART_GRANDPAR
(23,17),(17,26),-0.589316 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-1.10552 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.773719 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-1.00609 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.275046 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.721748 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.27145 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.122986 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.129686 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.114951 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.223876 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.29324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,25),-0.344351 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.567996 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.284148 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.143153 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.29992 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.0709751 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.0395454 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.20816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,25),-0.259272 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.624275 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.199724 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.1606 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.237883 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.209611 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.22806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,25),-0.279167 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.624267 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.199716 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.160597 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.237881 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.0152574 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.22805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,25),-0.279164 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.733698 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.50317 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.39418 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.636242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.604061 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.156388 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-1.31417 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-1.27931 # DEPENDENCYPART_GRANDPAR
(23,26),(26,11),-0.922075 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.723492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,25),0.225398 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),-0.777744 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.394985 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.290936 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.289406 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.347464 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.342785 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.09112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,16),-0.777735 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.394977 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.290933 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.289404 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.361157 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.342785 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.09112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,14),-0.872694 # DEPENDENCYPART_GRANDPAR
(25,23),(23,16),-0.875078 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.345043 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),-0.492027 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.420651 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.325537 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.340227 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.411517 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.0202331 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.15644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.350354 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-1.38034 # DEPENDENCYPART_GRANDPAR
(25,26),(26,9),-1.48688 # DEPENDENCYPART_GRANDPAR
(25,26),(26,11),-1.35989 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.874034 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.586558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,4),(4,1),-0.805304 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),-0.592286 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-0.310883 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.665328 # DEPENDENCYPART_GRANDPAR
(26,4),(4,6),-0.663753 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-0.373044 # DEPENDENCYPART_GRANDPAR
(26,4),(4,9),-0.585787 # DEPENDENCYPART_GRANDPAR
(26,4),(4,10),-0.419093 # DEPENDENCYPART_GRANDPAR
(26,4),(4,11),-0.224235 # DEPENDENCYPART_GRANDPAR
(26,4),(4,12),-0.292523 # DEPENDENCYPART_GRANDPAR
(26,4),(4,17),-0.170824 # DEPENDENCYPART_GRANDPAR
(26,4),(4,19),-0.194126 # DEPENDENCYPART_GRANDPAR
(26,9),(9,5),-0.704651 # DEPENDENCYPART_GRANDPAR
(26,9),(9,7),-0.433387 # DEPENDENCYPART_GRANDPAR
(26,9),(9,8),-0.439795 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),-0.419093 # DEPENDENCYPART_GRANDPAR
(26,9),(9,11),-0.224235 # DEPENDENCYPART_GRANDPAR
(26,9),(9,13),-0.281431 # DEPENDENCYPART_GRANDPAR
(26,11),(11,2),-0.568185 # DEPENDENCYPART_GRANDPAR
(26,11),(11,3),-0.250259 # DEPENDENCYPART_GRANDPAR
(26,11),(11,4),-0.722227 # DEPENDENCYPART_GRANDPAR
(26,11),(11,6),-0.641911 # DEPENDENCYPART_GRANDPAR
(26,11),(11,7),-0.381589 # DEPENDENCYPART_GRANDPAR
(26,11),(11,8),-0.502633 # DEPENDENCYPART_GRANDPAR
(26,11),(11,9),-0.563945 # DEPENDENCYPART_GRANDPAR
(26,11),(11,10),-0.427638 # DEPENDENCYPART_GRANDPAR
(26,11),(11,12),-0.366841 # DEPENDENCYPART_GRANDPAR
(26,11),(11,13),-0.337422 # DEPENDENCYPART_GRANDPAR
(26,11),(11,15),-0.172481 # DEPENDENCYPART_GRANDPAR
(26,11),(11,16),-0.51337 # DEPENDENCYPART_GRANDPAR
(26,11),(11,17),-0.210531 # DEPENDENCYPART_GRANDPAR
(26,11),(11,18),-0.441227 # DEPENDENCYPART_GRANDPAR
(26,11),(11,19),-0.268444 # DEPENDENCYPART_GRANDPAR
(26,11),(11,23),-0.396499 # DEPENDENCYPART_GRANDPAR
(26,11),(11,25),-0.290548 # DEPENDENCYPART_GRANDPAR
(26,11),(11,26),-1.02022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,14),-0.308793 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.506974 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),-0.265006 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.434823 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.320604 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.501906 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.268488 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.220572 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.337278 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.230194 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,20),-0.501906 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.268489 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.220572 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.390104 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.416574 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
