# _root_ Κύριε Πρόεδρε , στο πλαίσιο της προπαρασκευαστικής συζήτησης για την εκλογή του Προέδρου του Κοινοβουλίου , μου δόθηκε η ευκαιρία να διατυπώσω τις προσδοκίες που είχα από τον νέο Πρόεδρο .
#goldHeads=2,0,4,18,4,8,8,5,8,11,9,13,11,15,13,4,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
#predictedHeads=2,0,2,18,4,8,8,5,8,11,9,13,11,15,13,18,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
(20,22),(22,20),-0.577139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.667622 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.618845 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.0776965 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.00286253 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.101629 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.446282 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),0.108399 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.708203 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.511134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,23),-0.584947 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.177175 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.087814 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.179101 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.632231 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.192628 # DEPENDENCYPART_GRANDPAR
(20,26),(26,1),-1.07745 # DEPENDENCYPART_GRANDPAR
(20,26),(26,2),-1.06224 # DEPENDENCYPART_GRANDPAR
(20,26),(26,3),-0.835991 # DEPENDENCYPART_GRANDPAR
(20,26),(26,4),-0.877369 # DEPENDENCYPART_GRANDPAR
(20,26),(26,5),-0.984204 # DEPENDENCYPART_GRANDPAR
(20,26),(26,9),-0.771873 # DEPENDENCYPART_GRANDPAR
(20,26),(26,11),-1.02529 # DEPENDENCYPART_GRANDPAR
(20,26),(26,13),-0.832117 # DEPENDENCYPART_GRANDPAR
(20,26),(26,15),-0.779696 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.738173 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-1.03853 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.577139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,23),-0.633267 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.21023 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.635799 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.101629 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.916704 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.446282 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),0.108399 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.250252 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-1.06549 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.543337 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.0558257 # DEPENDENCYPART_GRANDPAR
(20,30),(30,23),-0.586322 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),-0.144505 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),0.282884 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),-0.00772325 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.927317 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.558834 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.444271 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.45922 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.466704 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.548095 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.472668 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.608009 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.426584 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.548699 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.390206 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.356423 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.375647 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.427871 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.45094 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.416336 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.485806 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.0670266 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.370552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.110854 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.0691535 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0760327 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.0845213 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.294244 # DEPENDENCYPART_GRANDPAR
(21,22),(22,30),-0.123727 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.557368 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.176545 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.212458 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.306464 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0467846 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.196146 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.334332 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.178864 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.0613487 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.225142 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.665374 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),0.15233 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.559422 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.33512 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.224334 # DEPENDENCYPART_GRANDPAR
(22,1),(1,18),-0.411493 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.328215 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.178113 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.657487 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),0.172013 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.551662 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),-0.216446 # DEPENDENCYPART_GRANDPAR
(22,2),(2,18),-0.404491 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.595595 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.344248 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.786348 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.0548528 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.878095 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.537237 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.502129 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),-0.264641 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.215626 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),0.0787513 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.42337 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.363285 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.156959 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.26459 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.900299 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-1.65847 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.567067 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.349021 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.233468 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.313632 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.389219 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.365147 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),-0.275655 # DEPENDENCYPART_GRANDPAR
(22,5),(5,18),-0.422151 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-2.05785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,26),-1.42277 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.507145 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.273034 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-1.67898 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.416158 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.220838 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-0.381046 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.362875 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.15655 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.260277 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),0.0861252 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-1.56743 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.544017 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.2213 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-1.07305 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.294052 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.369639 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.345567 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),-0.40849 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-2.0572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,26),-1.42213 # DEPENDENCYPART_GRANDPAR
(22,8),(8,27),-0.637665 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.415032 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-1.22844 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.424629 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.499298 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.479352 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.24475 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-1.57611 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.550772 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-1.10969 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-1.28997 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.370538 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.346466 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.265481 # DEPENDENCYPART_GRANDPAR
(22,11),(11,18),-0.409398 # DEPENDENCYPART_GRANDPAR
(22,11),(11,20),-0.164549 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-2.0572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,24),-0.221051 # DEPENDENCYPART_GRANDPAR
(22,11),(11,26),-1.42212 # DEPENDENCYPART_GRANDPAR
(22,11),(11,27),-0.637665 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-1.57376 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.546529 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-1.10735 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-1.28175 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-1.08883 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.345561 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.260419 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.408492 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.163644 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-2.0572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,24),-0.221053 # DEPENDENCYPART_GRANDPAR
(22,13),(13,26),-1.42213 # DEPENDENCYPART_GRANDPAR
(22,13),(13,27),-0.637666 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-1.57324 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-1.10682 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-1.28068 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.468272 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-1.08065 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.264447 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.408517 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.163824 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-2.0572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,1),-0.595595 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.344248 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.312104 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.139735 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.630803 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.455587 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.593176 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.675104 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.655617 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.779251 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.371834 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.99654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,24),-0.161921 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.29688 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-0.415991 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-0.183943 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.265442 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.785258 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),0.0169839 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.586314 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.46403 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.303188 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.427309 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.507356 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-1.17355 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.488849 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.312697 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.684974 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.564854 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.478212 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.0937531 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.83522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,24),0.0372903 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-1.20015 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.439858 # DEPENDENCYPART_GRANDPAR
(22,18),(18,30),-0.559826 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-1.08524 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.24878 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0888191 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.05752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,24),-0.221672 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.42245 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.637996 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.818793 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.9535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),-0.0886459 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.05595 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.92586 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.900173 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.723763 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.370194 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.208295 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.148716 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.145272 # DEPENDENCYPART_GRANDPAR
(22,26),(26,1),-0.792239 # DEPENDENCYPART_GRANDPAR
(22,26),(26,2),-0.54963 # DEPENDENCYPART_GRANDPAR
(22,26),(26,3),-0.499697 # DEPENDENCYPART_GRANDPAR
(22,26),(26,4),-1.1023 # DEPENDENCYPART_GRANDPAR
(22,26),(26,5),-0.356372 # DEPENDENCYPART_GRANDPAR
(22,26),(26,9),-0.621577 # DEPENDENCYPART_GRANDPAR
(22,26),(26,11),-0.798488 # DEPENDENCYPART_GRANDPAR
(22,26),(26,13),-0.876206 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-0.854748 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-0.546952 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.899836 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.667808 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.673768 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.231306 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.701039 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.120146 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.265492 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.191661 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.192164 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.399248 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.324852 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.257575 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.187413 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),0.0317812 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.224435 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.28557 # DEPENDENCYPART_GRANDPAR
(22,30),(30,23),0.897458 # DEPENDENCYPART_GRANDPAR
(22,30),(30,24),0.543744 # DEPENDENCYPART_GRANDPAR
(22,30),(30,25),-0.740455 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),-0.0215464 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-0.184512 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.155257 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),-1.17076 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.921575 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.27512 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.036607 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.34056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,26),-0.648859 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.437731 # DEPENDENCYPART_GRANDPAR
(24,20),(20,30),-0.592818 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),-0.18525 # DEPENDENCYPART_GRANDPAR
(24,26),(26,1),-1.2829 # DEPENDENCYPART_GRANDPAR
(24,26),(26,2),-1.25032 # DEPENDENCYPART_GRANDPAR
(24,26),(26,3),-0.974594 # DEPENDENCYPART_GRANDPAR
(24,26),(26,4),-0.872324 # DEPENDENCYPART_GRANDPAR
(24,26),(26,5),-0.900749 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-0.788526 # DEPENDENCYPART_GRANDPAR
(24,26),(26,11),-0.906451 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-1.14545 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-1.02618 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.871005 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-0.712964 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-1.1745 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.573345 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.747478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),1.36675 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.249111 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.611578 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.0490964 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),0.294675 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.787918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,28),-0.754619 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.140403 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),0.145771 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.185639 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.598547 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),0.088185 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-0.649388 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.682432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),1.00446 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),0.127894 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.623576 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.162788 # DEPENDENCYPART_GRANDPAR
(25,26),(26,1),-0.964942 # DEPENDENCYPART_GRANDPAR
(25,26),(26,2),-0.967025 # DEPENDENCYPART_GRANDPAR
(25,26),(26,3),-0.549 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-0.888074 # DEPENDENCYPART_GRANDPAR
(25,26),(26,5),-0.963356 # DEPENDENCYPART_GRANDPAR
(25,26),(26,9),-0.732514 # DEPENDENCYPART_GRANDPAR
(25,26),(26,11),-0.889375 # DEPENDENCYPART_GRANDPAR
(25,26),(26,13),-0.94403 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-0.99529 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-0.577395 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-0.729403 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.841372 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.689377 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.562696 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.536267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.142168 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.524358 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.515652 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.481043 # DEPENDENCYPART_GRANDPAR
(26,1),(1,2),-0.69936 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),-0.939489 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),-1.05115 # DEPENDENCYPART_GRANDPAR
(26,1),(1,5),-0.657147 # DEPENDENCYPART_GRANDPAR
(26,1),(1,7),-1.57792 # DEPENDENCYPART_GRANDPAR
(26,1),(1,8),-1.07056 # DEPENDENCYPART_GRANDPAR
(26,1),(1,9),-0.588569 # DEPENDENCYPART_GRANDPAR
(26,1),(1,18),-0.747176 # DEPENDENCYPART_GRANDPAR
(26,2),(2,1),-0.835942 # DEPENDENCYPART_GRANDPAR
(26,2),(2,3),-0.892459 # DEPENDENCYPART_GRANDPAR
(26,2),(2,4),-1.04326 # DEPENDENCYPART_GRANDPAR
(26,2),(2,5),-0.637464 # DEPENDENCYPART_GRANDPAR
(26,2),(2,7),-1.57016 # DEPENDENCYPART_GRANDPAR
(26,2),(2,9),-0.580681 # DEPENDENCYPART_GRANDPAR
(26,2),(2,18),-0.740174 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-1.10332 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),-0.982259 # DEPENDENCYPART_GRANDPAR
(26,3),(3,4),-1.17212 # DEPENDENCYPART_GRANDPAR
(26,3),(3,5),-0.864329 # DEPENDENCYPART_GRANDPAR
(26,3),(3,7),-1.8966 # DEPENDENCYPART_GRANDPAR
(26,3),(3,8),-1.27267 # DEPENDENCYPART_GRANDPAR
(26,3),(3,11),-1.16959 # DEPENDENCYPART_GRANDPAR
(26,3),(3,16),-0.911868 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-0.929972 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.730725 # DEPENDENCYPART_GRANDPAR
(26,4),(4,8),-1.15881 # DEPENDENCYPART_GRANDPAR
(26,5),(5,1),-0.871012 # DEPENDENCYPART_GRANDPAR
(26,5),(5,2),-0.79497 # DEPENDENCYPART_GRANDPAR
(26,5),(5,3),-0.978936 # DEPENDENCYPART_GRANDPAR
(26,5),(5,4),-1.28607 # DEPENDENCYPART_GRANDPAR
(26,5),(5,6),-2.3905 # DEPENDENCYPART_GRANDPAR
(26,5),(5,7),-1.58557 # DEPENDENCYPART_GRANDPAR
(26,5),(5,8),-1.08446 # DEPENDENCYPART_GRANDPAR
(26,5),(5,9),-0.597703 # DEPENDENCYPART_GRANDPAR
(26,5),(5,11),-0.981096 # DEPENDENCYPART_GRANDPAR
(26,5),(5,13),-1.14523 # DEPENDENCYPART_GRANDPAR
(26,5),(5,15),-1.25709 # DEPENDENCYPART_GRANDPAR
(26,5),(5,16),-0.922883 # DEPENDENCYPART_GRANDPAR
(26,5),(5,18),-0.757834 # DEPENDENCYPART_GRANDPAR
(26,5),(5,22),-0.264263 # DEPENDENCYPART_GRANDPAR
(26,5),(5,26),-2.4752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,9),(9,8),-1.15047 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),-2.02742 # DEPENDENCYPART_GRANDPAR
(26,9),(9,11),-1.09209 # DEPENDENCYPART_GRANDPAR
(26,9),(9,13),-1.25531 # DEPENDENCYPART_GRANDPAR
(26,9),(9,15),-1.3713 # DEPENDENCYPART_GRANDPAR
(26,9),(9,16),-0.891978 # DEPENDENCYPART_GRANDPAR
(26,11),(11,6),-2.30813 # DEPENDENCYPART_GRANDPAR
(26,11),(11,7),-1.56927 # DEPENDENCYPART_GRANDPAR
(26,11),(11,10),-1.90867 # DEPENDENCYPART_GRANDPAR
