# _root_ Το παράδειγμα που ανέφερε μόλις ο κ. Bolkestein αποτελεί βέβαια ένα κατάφωρο , ίσως μάλιστα και εξαιρετικό , παράδειγμα των καταχρήσεων που γίνονται στον τομέα των μεταφορών .
#goldHeads=2,9,4,2,4,8,8,4,0,9,19,16,17,17,17,19,16,17,9,21,19,23,21,23,24,27,25,0,
#predictedHeads=2,9,4,2,4,8,8,9,0,9,12,16,14,15,16,19,16,19,9,21,19,23,21,23,24,27,25,0,
(16,4),(4,9),0.0984297 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.121779 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.214241 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.25973 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.0544568 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.0934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,18),-0.432752 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.479947 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.581905 # DEPENDENCYPART_GRANDPAR
(16,4),(4,24),-0.947347 # DEPENDENCYPART_GRANDPAR
(16,4),(4,27),-0.774678 # DEPENDENCYPART_GRANDPAR
(16,4),(4,28),-0.553159 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.593064 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.637825 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.285666 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.174185 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.332334 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.0153988 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0787863 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.379692 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0223409 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.433704 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.603391 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.179347 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.33467 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.112192 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.410357 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.350766 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.137708 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.236619 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.286099 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0703854 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.0372414 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.09452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.339694 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.434187 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.480897 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.582855 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.500893 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),-0.948888 # DEPENDENCYPART_GRANDPAR
(16,9),(9,25),-0.786775 # DEPENDENCYPART_GRANDPAR
(16,9),(9,27),-0.775628 # DEPENDENCYPART_GRANDPAR
(16,9),(9,28),-0.554369 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.593042 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.637825 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.284832 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.476578 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.363449 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.164245 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.203344 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.166768 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.145021 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.09924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-0.546579 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.252009 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.199559 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.200601 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.225966 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.105431 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0252626 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.531839 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.610892 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.375693 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.500452 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.258015 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.328473 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.326889 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.295293 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.200507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.12398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.364848 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.569882 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.558786 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.660205 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.563618 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.638726 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.477524 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.305604 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.321796 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.352126 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.00551644 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.09924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.350822 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.546579 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.492858 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.594905 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.531244 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.206648 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.240706 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.144108 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.358854 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.531839 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.633936 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.928404 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.582175 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.515141 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.623228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.206917 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.110821 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.213589 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.430984 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.928253 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.647743 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.526072 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.718906 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.598683 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.59009 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.521135 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.65313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.045188 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.241425 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.341962 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.288965 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.607809 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.536274 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.608505 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.594205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.153575 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.210021 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.47298 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.223313 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.522621 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.17576 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.485174 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.427808 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.424842 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.608505 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.155936 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.334736 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.5138 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.164585 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.466212 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.418328 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.415361 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.849328 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.584055 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.863623 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.462586 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.693907 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.692952 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.461743 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.616298 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.495227 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.603369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.138755 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.226439 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.0147198 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.402259 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.111011 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0935515 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.443646 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.421305 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.410884 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.294168 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.407369 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.413636 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.336002 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.310564 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.336034 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.721646 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.429168 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.253106 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.553978 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.205588 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.182992 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.796954 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.417045 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.989209 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.170373 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.16733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.357087 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.446621 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.635579 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.929255 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.233414 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.429731 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.27626 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.18088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.478042 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.667091 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.590702 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.284155 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.578873 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-1.12252 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.233082 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.513499 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-1.48062 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.21046 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-1.00623 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.717481 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.420729 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.259551 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.971293 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.21352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.375392 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.505806 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.694849 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-1.0209 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.625586 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-1.14424 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.862348 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.56925 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.94919 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.218 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.820912 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.674056 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.4586 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.636382 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.744637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0573545 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.243518 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.653484 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.229846 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.523326 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.49151 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.617095 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.653665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0441557 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.298397 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.255721 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.228798 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.540089 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.289456 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.696578 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.54275 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.49151 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.654377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,20),-0.0801682 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.228803 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.537728 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.279958 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.695913 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.542084 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.50328 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.37865 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.116363 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.311133 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),0.136353 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.00963495 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.177711 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),0.0788866 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.158661 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.0329862 # DEPENDENCYPART_GRANDPAR
(18,2),(2,23),-0.44002 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.243345 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.0101785 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.392192 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.0167496 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.0651119 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.0572615 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.0320228 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.0682669 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.0475127 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),0.00577347 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.00286845 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.0573714 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.00936015 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.95627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.249104 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.504523 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-0.527098 # DEPENDENCYPART_GRANDPAR
(18,4),(4,27),-0.956896 # DEPENDENCYPART_GRANDPAR
(18,4),(4,28),-0.655846 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.0185031 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.396473 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.115123 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.0332771 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.0257269 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.0383854 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.118615 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0509555 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.000760279 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.014962 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.0608142 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.0349785 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.00618306 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.0977589 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.956621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.249138 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.504557 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-0.426197 # DEPENDENCYPART_GRANDPAR
(18,9),(9,24),-0.527422 # DEPENDENCYPART_GRANDPAR
(18,9),(9,25),-0.842696 # DEPENDENCYPART_GRANDPAR
(18,9),(9,27),-0.95693 # DEPENDENCYPART_GRANDPAR
(18,9),(9,28),-0.656066 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.109975 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.0609855 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.00665677 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.000383686 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.074181 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.266583 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.166456 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.285671 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.115619 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.254394 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.145067 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.039666 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.162746 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0615533 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0817486 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.000888966 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.01144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.280316 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.535197 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.443918 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.36001 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.0593959 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0889882 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0182731 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.128737 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.136495 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0286958 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.19975 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.00464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.247538 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.503046 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.426977 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.120401 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.105851 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.137332 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.136613 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.266784 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.522343 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.507643 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),0.0762492 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.32409 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.0789302 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),0.0208019 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),0.00857852 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.026009 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.00876477 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.103695 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0920741 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.00179464 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0319408 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.117873 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.129923 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.01145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.298997 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.554551 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.502256 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.541233 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.892687 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.126905 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0747403 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0278201 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.998531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.266583 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.522142 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.507442 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.393981 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.451386 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.329328 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.584915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0788608 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0408901 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0883563 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0171794 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0901681 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.297442 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.428101 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.393952 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.329299 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.169556 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0854021 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.0118089 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.077312 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.293773 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.424432 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-0.525315 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-0.462937 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.490238 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.439087 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-0.520236 # DEPENDENCYPART_GRANDPAR
