# _root_ Οι βακτηριακές αποικίες , που παραμένουν στο ίζημα εκατομμύρια χρόνια , φαίνονται μάλιστα να αναπτύσσονται με ρυθμό παρόμοιο με των βακτηρίων της επιφάνειας .
#goldHeads=3,3,12,6,6,3,6,7,10,6,6,0,12,15,12,15,16,17,18,21,19,23,21,0,
#predictedHeads=3,3,12,6,6,3,6,7,10,7,12,0,12,15,12,15,16,17,18,21,19,23,21,0,
(15,6),(6,11),-0.154518 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.314844 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.168367 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.87775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),0.347685 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),0.00246199 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.840582 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.758849 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.42858 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.374361 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.149143 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.267741 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.182588 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.101611 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.375704 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.143 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.533244 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.377155 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0684653 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.193284 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.156819 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0492682 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0583695 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.09998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),0.152726 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.192498 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.265265 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.492176 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.276259 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.106642 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.203576 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.0139411 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),0.230243 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.11498 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),0.0969432 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.138861 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.360563 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.531818 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.059254 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.365771 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0973855 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.140332 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0426669 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0534707 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.10015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,3),-0.354768 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.4144 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.545288 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.498007 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.581678 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.109311 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.484351 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.419598 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.21637 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.592124 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.415776 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.189402 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.361811 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.586359 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.28238 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.283349 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.416312 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0562359 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.296429 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.198733 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.162176 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.199168 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.87775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.347685 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),0.0165846 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.474644 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),0.00246199 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.840582 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.758849 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.42858 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.40947 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.547598 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.266907 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.426179 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.527431 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.435123 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.246392 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.156008 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.00444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.206682 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.129949 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.138541 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.987206 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.99603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.109187 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.40427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.432879 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0887101 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.171063 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.424278 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.340821 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.803163 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0187359 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.212593 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.424555 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.33767 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.863397 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.543104 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.791055 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.434029 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.196649 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.559348 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.476034 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.671448 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.338904 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.259769 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-1.09561 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.424278 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.340821 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.186779 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.803163 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.520599 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.00815755 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.929598 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.532759 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.341384 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.156615 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.0106191 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.930889 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.334561 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.591897 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.152901 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.609338 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.530547 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.513146 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.395506 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.381072 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.567707 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.429782 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.31005 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.347966 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.456392 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.357042 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.383702 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.317882 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.219083 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.269764 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.986992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.210601 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.14952 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.678071 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.519685 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.749812 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.405347 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.497059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.427408 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.204179 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0209221 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.247693 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.904729 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.690912 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.548771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.700565 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.204942 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0427478 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.185859 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.57592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.734638 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.26428 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.502741 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.075499 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.303963 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.139897 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.495565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.853663 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.393169 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.326392 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.629999 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.247693 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.032501 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.394873 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.334598 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.121778 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.722204 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.032501 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-1.12152 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.23188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.204912 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.17837 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.265312 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.346219 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.17388 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.571677 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.518891 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.25173 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.310579 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.229389 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.54678 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.753466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.169304 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0105909 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.41653 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.335626 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.114279 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.59966 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.67727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.330711 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.105523 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.195254 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.133994 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.128898 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.34107 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.108194 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.292787 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0371238 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.128901 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.217791 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.159227 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.226128 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.342847 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.626756 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0879631 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.812843 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.174036 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.190557 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.0472972 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.0750328 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.19654 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.191375 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.596417 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.205885 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.0330519 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0362852 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.208451 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.332655 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.166745 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0566148 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.0164842 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.297979 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.399869 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.249629 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0700869 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.1287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.309823 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.392358 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.516102 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.228374 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.16801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.323161 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.457722 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.581465 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.537765 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.357468 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.71661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0680465 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.127652 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0039446 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.14804 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.551103 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.422832 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.610841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.254015 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.25395 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.141901 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.176811 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.607644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,20),0.253093 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.109859 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0981318 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.176814 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.349715 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.148415 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.300066 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.879742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),0.131454 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.213166 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.220082 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.172671 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.92159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),0.0349768 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.309643 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.307467 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.230661 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.220845 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.108393 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.861908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),0.102816 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.241803 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.741006 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.76602 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.784389 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.930154 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.105295 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.286044 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.0138891 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.784389 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.921948 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.770008 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.1975 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0138891 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.563549 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.218929 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-1.48806 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.494917 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.6602 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.18749 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.878883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),-0.216917 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.428024 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.498768 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.0972317 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.981296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,23),-0.31933 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.571769 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.64214 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.328528 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.397405 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.078665 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.916108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,23),-0.254143 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.11813 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.677557 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.320784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.607397 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.182338 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.411547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),0.249873 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.684808 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.507375 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.23458 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.493088 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.0265107 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.299884 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.1961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,16),-0.334072 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.590422 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.576289 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.233857 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.233114 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.26129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.349024 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.831072 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.692204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,16),-0.456108 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.50089 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.42307 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.44447 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.349409 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.27843 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.04994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,18),-0.424616 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.44082 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.424049 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.388034 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.04994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
