# _root_ " Βάζουμε τον εξεταζόμενο στην εξεταστική τράπεζα , με τη βοήθεια των τριών κεφαλών παίρνουμε λήψη σπεκτ , δηλαδή λήψη σε τρία επίπεδα .
#goldHeads=8,8,4,2,2,7,5,0,15,11,9,14,14,11,8,19,16,19,15,19,20,23,21,0,
#predictedHeads=2,0,4,2,2,7,5,2,2,11,9,14,14,11,0,15,16,19,15,19,20,23,21,0,
(17,18),(18,9),-0.754237 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.684327 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.6981 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.657408 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.495798 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.60222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0705149 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.11029 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.133536 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.185215 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.0601343 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.882643 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.511997 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.315324 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0263271 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0792139 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.160109 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0918094 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.0116701 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.300208 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0145555 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0658909 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.1634 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.0231593 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.0132565 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.203418 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.288802 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.460504 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.450432 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.380631 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.245375 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.442219 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.259721 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.222979 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.180488 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.334477 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.089465 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.112125 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),0.045776 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.064307 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.0337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.290931 # DEPENDENCYPART_GRANDPAR
(18,2),(2,20),-0.510104 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.553617 # DEPENDENCYPART_GRANDPAR
(18,2),(2,23),-0.59049 # DEPENDENCYPART_GRANDPAR
(18,2),(2,24),-0.477362 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.455497 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.207876 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.268678 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.196287 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.420119 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.210633 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.230904 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.168 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.00278147 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.0876679 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.135806 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.540423 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.443138 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.293234 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.559842 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.30758 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.285071 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.369534 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.234165 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.259036 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.109082 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.0588103 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.177412 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.324036 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.249132 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0458208 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.0760286 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.0407578 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.0222458 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.04578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,24),-0.475841 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.456648 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.212069 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.26701 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.211486 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.105819 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.2852 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.123693 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.150564 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.0862583 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0266689 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.136494 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.0210192 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.145762 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.246249 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.547551 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.546861 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.628183 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.293623 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.261861 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.060498 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.207876 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.102272 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.263642 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.127698 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.033793 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.231186 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.133751 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.135106 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0179633 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.145857 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.246249 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.209537 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.129924 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.0397545 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.232426 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.133582 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0392408 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0525661 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.145967 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.07852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.246249 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.54755 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.546861 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.588164 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.628182 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.490275 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0549966 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.018505 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.08226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.510933 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.537087 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.874549 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.622743 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.712141 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.535466 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.48705 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.512779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0427556 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.164114 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.123832 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.138054 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.732882 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.529484 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.661916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.18385 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.139181 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0875925 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0358679 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.0986901 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.681512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.199819 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.021518 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.141423 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.065325 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.114624 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.529483 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.661452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.183631 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.00356793 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0132939 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.114245 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.101556 # DEPENDENCYPART_GRANDPAR
(18,24),(24,1),-0.876549 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.42106 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.195957 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.25596 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.338656 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),0.0937854 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.144129 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.0330292 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.0508224 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),0.147506 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.12144 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.265386 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),0.0322434 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.0953392 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.0758981 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),0.0523036 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),0.0195897 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),0.337186 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),0.0902183 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),0.142202 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.00442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,20),0.0752108 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.225832 # DEPENDENCYPART_GRANDPAR
(19,2),(2,23),-0.228783 # DEPENDENCYPART_GRANDPAR
(19,2),(2,24),-0.319502 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.0790419 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.0831171 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.114627 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),0.0735617 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.0332734 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.291903 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.11025 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.124277 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),-0.350805 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),0.358792 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.014852 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.0269515 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.0428965 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.00798319 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.106117 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.174774 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.342553 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.087427 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.143449 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.00103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,2),0.3573 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.0447005 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.0141135 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.10702 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.174774 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0211712 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.264912 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.143449 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0831012 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.00103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.0070207 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.257689 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.299345 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.311261 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.379758 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.155984 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),0.107029 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.152525 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.16731 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.155228 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.129685 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0638906 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.16585 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0945253 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0294316 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.00107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.00796142 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.245823 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.29628 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.378465 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.608935 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.455858 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.263769 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.617709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.170761 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.176721 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.194014 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.0643132 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.230041 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.570296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.611732 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.161718 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.25298 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.0199742 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.455858 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.263769 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.618819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.53881 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.198405 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.161939 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0632675 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.515937 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.340265 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.153608 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.152195 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.784314 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.401757 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.355375 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.359329 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.0963658 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.455199 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.631029 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0366027 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.0546414 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.315088 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.23735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.273443 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.483622 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.610477 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.616664 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.214211 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.939687 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.408675 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.338795 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.152318 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.335537 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.14226 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.431208 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.254029 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.187786 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.304849 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.15254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.196064 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.525667 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.556186 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.24606 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.805128 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.057532 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.347796 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.171317 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.122051 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.1345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.21489 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.507717 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.569402 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.505444 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.146146 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.627968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0187573 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.140427 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.179472 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.138462 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.306427 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.870218 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.562615 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.187461 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.577394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.342311 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0758466 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.161636 # DEPENDENCYPART_GRANDPAR
(20,24),(24,1),-0.658228 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.560033 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.0606993 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0412376 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.246234 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.420971 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.34575 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.242746 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.253036 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.281134 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.204041 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.27581 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.226149 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.140926 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.144965 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0305926 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.921696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,23),0.108589 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.433366 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.324631 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.362182 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.249831 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.300859 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.251551 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.251508 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.00708903 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.917685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,23),0.14819 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.426695 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.410245 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.215939 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.201367 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.056455 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.960764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.0557814 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),0.0641097 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.463022 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.53494 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.480542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,16),-0.759588 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.587408 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.56871 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.537544 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.433409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.644765 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0454875 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-0.654412 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.659162 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.598031 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.607777 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-0.433783 # DEPENDENCYPART_GRANDPAR
(22,19),(19,2),-0.503728 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.38752 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.448791 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.355594 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.323273 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.252012 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.0393294 # DEPENDENCYPART_GRANDPAR
(22,19),(19,23),-0.40259 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.473487 # DEPENDENCYPART_GRANDPAR
