# _root_ Πιστεύω ότι το ένταλμα για το οποίο εργαζόμαστε μπορεί να είναι , τουλάχιστον , πρακτικό και να μας οδηγήσει σε θετικά αποτελέσματα .
#goldHeads=0,1,4,16,8,7,5,4,2,11,16,13,11,13,11,9,19,19,16,19,22,20,0,
#predictedHeads=0,1,4,9,8,7,5,4,2,11,9,13,11,16,16,11,19,19,16,19,22,20,0,
(16,23),(23,18),0.125138 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.147036 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0748895 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.871114 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.803522 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.717508 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.83213 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.809801 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.843263 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.799035 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.803703 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.701726 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.798707 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.671646 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.743705 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.581966 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.498277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.185531 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0828206 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.297833 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.168101 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.231361 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.0849418 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.0509434 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.493514 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.272728 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-1.04685 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-1.30086 # DEPENDENCYPART_GRANDPAR
(19,1),(1,13),-0.14714 # DEPENDENCYPART_GRANDPAR
(19,1),(1,16),0.0662086 # DEPENDENCYPART_GRANDPAR
(19,1),(1,23),-0.458038 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.164188 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.987931 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-1.23271 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.825743 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.0801794 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.0555225 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),0.0575093 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-2.19659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,23),-0.698836 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-1.26482 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.216914 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.115807 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),0.00532607 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.0598278 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.785241 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-1.03108 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-2.09946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,1),-1.29703 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.014077 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.262052 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.126758 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.202956 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.989747 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-1.23359 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.869767 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.231537 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.0800157 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.939742 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-1.18362 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-1.48153 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.0713492 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.0678796 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.311627 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.191519 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0304598 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.084902 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-1.29922 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.0401377 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.919843 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.0116525 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.136434 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),0.0130044 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.508313 # DEPENDENCYPART_GRANDPAR
(19,8),(8,20),0.0822442 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),-0.457407 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-1.49177 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),0.0679856 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.328907 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.224283 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.0481098 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.0993086 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.913558 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.00717995 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.927246 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.0363171 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.161239 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.0116602 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.525657 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.0483052 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.88246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),0.0766053 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.145731 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-0.462756 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-1.48162 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),0.0793434 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.286353 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.247371 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.028938 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0587202 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.903407 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-1.1461 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.445676 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0503157 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.176551 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.0749727 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.487642 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0533176 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.365114 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.87016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),0.0918201 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.0996129 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-1.74571 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.347917 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.4837 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-1.06483 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.198246 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.00108995 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.571991 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.336269 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.446628 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.434443 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.100122 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.778415 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.123098 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.0764028 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.373936 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.157399 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.00381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.05396 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-1.74571 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.476236 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.347917 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-1.06483 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.120352 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.231408 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.571991 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.19695 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.0388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,22),-0.336269 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.0869334 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.167021 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0622765 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.169517 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.96906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.029843 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.298155 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-1.60627 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.032604 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.267061 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.203621 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.140126 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-1.02125 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-1.2466 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.904095 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.142916 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.105273 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.118259 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.353804 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.120248 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.24632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.213264 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-1.02825 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.47748 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.732792 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.99575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.323002 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.34363 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.156906 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.471227 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.138511 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.208505 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.594831 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.503167 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.274089 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.175744 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.836564 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.0014757 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.317052 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0868859 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.322115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.746485 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.10387 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.72506 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.275676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.888921 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0776223 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.850109 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.75533 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.371137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),0.655289 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.47103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.372901 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.618312 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.609579 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.612761 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.959022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.275925 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-1.05452 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.678481 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.602609 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.0311695 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.543762 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.487341 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.343294 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.908609 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.340116 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.211765 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),0.00247973 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.230213 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.280043 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.0720654 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.113275 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.16697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.201142 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.187984 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.18047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.194223 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.449835 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.02304 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.573468 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.679482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,12),-0.479083 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.537759 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.557246 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.311346 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.232325 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),-0.344511 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),-0.375716 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.347928 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.383361 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.03377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,13),-0.515983 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.467253 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.287563 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.0462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
