# _root_ Τα νέα κτίσματα των τελευταίων ετών , που ανεγέρθηκαν κυρίως κοντά στις παραλίες , είναι μονόροφα ή διώροφα κυκλαδίτικα σπίτια τα περισσότερα με ιδιωτικές πισίνες .
#goldHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,9,0,17,20,17,20,15,22,20,20,25,23,0,
#predictedHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,15,0,17,15,17,20,15,22,20,22,25,23,0,
(15,11),(11,9),-0.0716491 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0112268 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.757734 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0600019 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.425197 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.1515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,10),-0.0323822 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0556797 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.158286 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.279289 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.1604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.27557 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.717991 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.324458 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0811802 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.177666 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.686893 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.363209 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.24238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.24901 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.250287 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.268439 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),0.154846 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0676492 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0244801 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.605616 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0329075 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.19108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.331736 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.167561 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.185714 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.273699 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.322441 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.405488 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.122204 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.42212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.255444 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.348126 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.329974 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0809529 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.125681 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.429255 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.358619 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.652548 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.9138 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.540747 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.839863 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.06636 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.534539 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.432872 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),0.118289 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.533849 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.243726 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.43228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.671059 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.415386 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.397233 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.208603 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.314631 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.00642839 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.10329 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.0952233 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.323 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.835017 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.235687 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.329974 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0809529 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.125681 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.223027 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.235687 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.33572 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0809529 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.247414 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.125681 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.223027 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.981358 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.380899 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.482062 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.463909 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.062504 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.408087 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.0602802 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.024511 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.0719141 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.296879 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.108152 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.105449 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.168381 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.218309 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.151743 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.294565 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.0215581 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.24635 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.23103 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.405992 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),0.382053 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),0.470624 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),0.417644 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.0356287 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),0.376339 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.167722 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.0321668 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.262112 # DEPENDENCYPART_GRANDPAR
(15,26),(26,18),0.124474 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),0.0740935 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),0.0162773 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.232035 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.402165 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.416961 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.304816 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.529014 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.730952 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0383785 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.187287 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.244391 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.113129 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.860382 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.743425 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.684082 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.107338 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.127258 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.342578 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.169033 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.787407 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.41006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.673467 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.791979 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.449423 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.116195 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.144228 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.298237 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.241366 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.868302 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.37715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.640559 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.759071 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.603225 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.941648 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.322065 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.632734 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.337758 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.276801 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.570574 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.749104 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.00823776 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0240023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.227957 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.100908 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.16626 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.36332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.234712 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.62673 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.745242 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.488813 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.589723 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.651251 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.803327 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-0.643702 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.46415 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.886246 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.1576 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.911004 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.695513 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.00304 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.21704 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.492331 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.521363 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.669301 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.672463 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.584973 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.40753 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.929326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.168715 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.287227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0480989 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.131404 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.248146 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.488198 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.362514 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.294175 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.912598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.208454 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.358183 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0976645 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.27549 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.412171 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.208454 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.176008 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0976645 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.202338 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.27549 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.412171 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.857933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.28076 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.121342 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.239854 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-1.00259 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.207442 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.35361 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.571285 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.460847 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.0923158 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.969714 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.184746 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.51218 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.313249 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.293408 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.380286 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.230009 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.304703 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.270612 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.203303 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.397574 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.325657 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.553919 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.25283 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.17887 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.35264 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.0855905 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.319377 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.264221 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.182997 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.106824 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.0372007 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.02421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,3),-0.308705 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.663767 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.268705 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.344929 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.163385 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.389296 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.317243 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.307811 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.735472 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.305591 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.354172 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.535203 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.0871203 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.32147 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.418118 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.410451 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.392652 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.449098 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.68877 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.314533 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.474222 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.432501 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.388468 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.344202 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.386994 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.161844 # DEPENDENCYPART_GRANDPAR
(17,7),(7,18),-0.293148 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.430632 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.675924 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.297535 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.171328 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.232581 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.214264 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.673376 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.205286 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.248671 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.321662 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.570868 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.324769 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.26783 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.227836 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.174942 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.41082 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0576884 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.031327 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.936514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,20),-0.237698 # DEPENDENCYPART_GRANDPAR
(17,9),(9,23),-0.787805 # DEPENDENCYPART_GRANDPAR
(17,9),(9,25),-0.428318 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.400337 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.421409 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.610355 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.305689 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.291342 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.232836 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.255531 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.327447 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0953684 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.359183 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.392869 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.408357 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.605652 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.303704 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.418241 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.225241 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.254356 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.305701 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.0946818 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.366001 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.317795 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.169446 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.339128 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.10009 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.938667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,4),-0.725072 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.707678 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.386317 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.327777 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.271368 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.369313 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0383536 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0248211 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.356923 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.494407 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.410451 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.458196 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.407621 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.392801 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.378744 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.230517 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.161844 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.293148 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.430632 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.675924 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.21395 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.222174 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.186091 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.253649 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.296019 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.56072 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.250637 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.306357 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.242265 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.26364 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.167726 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.309844 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0202863 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.929461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.213716 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.3512 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.212325 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.597121 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.774315 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.402945 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-0.55766 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.328147 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.27253 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.348441 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.165921 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.996731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.289061 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.426544 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.342104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.813004 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.464422 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.547506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.027443 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0440883 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.362812 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.150793 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.547506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.167479 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0440883 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.218467 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.362812 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.150793 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.532284 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.487557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.209278 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0717941 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.3028 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.208622 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.353683 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.378189 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.145981 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.117544 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.284781 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.355228 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.384192 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.150867 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.137717 # DEPENDENCYPART_GRANDPAR
