# _root_ Κύριε Πρόεδρε , καταρχάς θα ήθελα να συγχαρώ τους τρεις εισηγητές - τον κ. Χατζηδάκη , τον κ. van Dam και τον κ. Grosch - για το έργο τους .
#goldHeads=2,6,2,6,6,0,8,6,11,11,12,8,15,15,21,21,20,20,20,21,12,24,24,21,12,8,28,26,28,0,
#predictedHeads=2,6,4,6,6,0,8,6,11,11,8,21,15,15,21,21,20,20,20,21,8,24,24,21,21,8,28,26,28,0,
(23,21),(21,16),-0.264436 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.443881 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.293505 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.255503 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.224069 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.05257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.282871 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.398192 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.559059 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.534498 # DEPENDENCYPART_GRANDPAR
(23,21),(21,30),-0.494266 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-0.696676 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-0.738469 # DEPENDENCYPART_GRANDPAR
(23,25),(25,11),-0.682484 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.668944 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.615473 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.148135 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.18088 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.128508 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.130416 # DEPENDENCYPART_GRANDPAR
(24,21),(21,1),-0.236006 # DEPENDENCYPART_GRANDPAR
(24,21),(21,2),-0.245795 # DEPENDENCYPART_GRANDPAR
(24,21),(21,3),-0.281355 # DEPENDENCYPART_GRANDPAR
(24,21),(21,4),-0.244488 # DEPENDENCYPART_GRANDPAR
(24,21),(21,6),-0.263946 # DEPENDENCYPART_GRANDPAR
(24,21),(21,8),-0.285548 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.212521 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.229384 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.226978 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.294617 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.553916 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.397254 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.3535 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.498224 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.176125 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.00038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.11358 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.401906 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.549929 # DEPENDENCYPART_GRANDPAR
(24,21),(21,30),-0.416736 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.290506 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.486717 # DEPENDENCYPART_GRANDPAR
(24,23),(23,25),-0.110353 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-0.761065 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-0.771811 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-0.738102 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-0.752558 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.673023 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.562765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.0233486 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.143437 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.0518884 # DEPENDENCYPART_GRANDPAR
(25,1),(1,2),0.00774533 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),-0.0237695 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),0.085318 # DEPENDENCYPART_GRANDPAR
(25,1),(1,6),-0.0524081 # DEPENDENCYPART_GRANDPAR
(25,1),(1,8),0.0133634 # DEPENDENCYPART_GRANDPAR
(25,1),(1,21),0.084026 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),0.156328 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),0.00146753 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),0.101083 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),-0.0516106 # DEPENDENCYPART_GRANDPAR
(25,11),(11,3),-0.075777 # DEPENDENCYPART_GRANDPAR
(25,11),(11,4),0.0243823 # DEPENDENCYPART_GRANDPAR
(25,11),(11,6),-0.190112 # DEPENDENCYPART_GRANDPAR
(25,11),(11,8),-0.124434 # DEPENDENCYPART_GRANDPAR
(25,11),(11,9),-0.312865 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),0.0580968 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.0442695 # DEPENDENCYPART_GRANDPAR
(25,11),(11,13),-0.091683 # DEPENDENCYPART_GRANDPAR
(25,11),(11,14),0.056354 # DEPENDENCYPART_GRANDPAR
(25,11),(11,15),0.153573 # DEPENDENCYPART_GRANDPAR
(25,11),(11,16),-0.0336828 # DEPENDENCYPART_GRANDPAR
(25,11),(11,21),0.0857897 # DEPENDENCYPART_GRANDPAR
(25,11),(11,26),-0.218072 # DEPENDENCYPART_GRANDPAR
(25,15),(15,12),-0.138456 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),-0.0870075 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.0662057 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.0336849 # DEPENDENCYPART_GRANDPAR
(25,21),(21,1),0.239068 # DEPENDENCYPART_GRANDPAR
(25,21),(21,2),0.0666608 # DEPENDENCYPART_GRANDPAR
(25,21),(21,3),0.00228643 # DEPENDENCYPART_GRANDPAR
(25,21),(21,4),0.143844 # DEPENDENCYPART_GRANDPAR
(25,21),(21,6),-0.189748 # DEPENDENCYPART_GRANDPAR
(25,21),(21,8),-0.126233 # DEPENDENCYPART_GRANDPAR
(25,21),(21,11),0.206565 # DEPENDENCYPART_GRANDPAR
(25,21),(21,12),-0.0875328 # DEPENDENCYPART_GRANDPAR
(25,21),(21,15),0.210451 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),-0.0127088 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),0.0151443 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),0.0311467 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),0.0426935 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.101941 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.117839 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.132709 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.06877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.235299 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.716031 # DEPENDENCYPART_GRANDPAR
(25,21),(21,30),-0.553457 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),0.011395 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),0.013782 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.0294504 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.06806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,25),-0.619074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.13102 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.188935 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.195277 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.495312 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.592431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),0.310963 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.090652 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.134553 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.156642 # DEPENDENCYPART_GRANDPAR
(25,30),(30,15),-0.386485 # DEPENDENCYPART_GRANDPAR
(25,30),(30,26),0.234785 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.294445 # DEPENDENCYPART_GRANDPAR
(26,25),(25,1),-0.319235 # DEPENDENCYPART_GRANDPAR
(26,25),(25,2),-0.336244 # DEPENDENCYPART_GRANDPAR
(26,25),(25,11),-0.235186 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-0.212466 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),0.0287033 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.0563502 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-0.881561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,28),0.0193384 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.532755 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.815763 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.308113 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.429895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.879429 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),0.163764 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.143418 # DEPENDENCYPART_GRANDPAR
(26,30),(30,15),-0.760917 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.498802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,28),0.475488 # DEPENDENCYPART_GRANDPAR
(28,25),(25,1),-0.840659 # DEPENDENCYPART_GRANDPAR
(28,25),(25,2),-0.835952 # DEPENDENCYPART_GRANDPAR
(28,25),(25,11),-0.813762 # DEPENDENCYPART_GRANDPAR
(28,25),(25,15),-0.666067 # DEPENDENCYPART_GRANDPAR
(28,25),(25,21),-0.367825 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),-0.406754 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.108764 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-1.358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,30),-0.477415 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.243743 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),-0.419861 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.37529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,30),-0.488206 # DEPENDENCYPART_GRANDPAR
(28,30),(30,15),-1.18721 # DEPENDENCYPART_GRANDPAR
(28,30),(30,26),-0.612871 # DEPENDENCYPART_GRANDPAR
(28,30),(30,28),-0.883925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,15),(15,12),-0.422596 # DEPENDENCYPART_GRANDPAR
(30,15),(15,13),-0.439555 # DEPENDENCYPART_GRANDPAR
(30,15),(15,14),-0.386452 # DEPENDENCYPART_GRANDPAR
(30,15),(15,16),-0.213629 # DEPENDENCYPART_GRANDPAR
(30,26),(26,25),-0.484813 # DEPENDENCYPART_GRANDPAR
(30,26),(26,27),-0.393655 # DEPENDENCYPART_GRANDPAR
(30,26),(26,28),-0.303711 # DEPENDENCYPART_GRANDPAR
(30,26),(26,30),-1.00422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,28),(28,22),-0.353782 # DEPENDENCYPART_GRANDPAR
(30,28),(28,25),-0.474565 # DEPENDENCYPART_GRANDPAR
(30,28),(28,26),-0.307198 # DEPENDENCYPART_GRANDPAR
(30,28),(28,27),-0.264384 # DEPENDENCYPART_GRANDPAR
(30,28),(28,29),-0.216452 # DEPENDENCYPART_GRANDPAR
(30,28),(28,30),-1.01647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
