# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,21,22,25,22,25,26,0,
(17,25),(25,27),-0.798568 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.37096 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),-0.205001 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.641074 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.967155 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.489834 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.883724 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),-0.000367623 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),-0.522183 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.972535 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.284366 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.251757 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.494729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.564822 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.071853 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0413991 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.597901 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.703743 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.108734 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.587741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),0.0804673 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0218533 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.48648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0499825 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.386358 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.029133 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.596948 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.0994493 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.706832 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.213011 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),0.0676665 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.460542 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),0.0617319 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.528836 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.0563923 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.23369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.0664185 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.57864 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.745074 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.0132021 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.112152 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.107654 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.099548 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.626747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.57245 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.10015 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.290789 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.848124 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.214498 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.233977 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.701751 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-0.649637 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.32394 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-1.03433 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.08007 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.34111 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.4456 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.70888 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.71062 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.954223 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.638536 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.467872 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.38157 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.0842952 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.624592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.547036 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0373528 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0455724 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.121172 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.148944 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.0116692 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0197076 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.731241 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.209312 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.236076 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.135039 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-0.688162 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-1.21343 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-0.933315 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.0149796 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.719535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.581666 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.0602948 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.235566 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.0199053 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.0806085 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),0.0504356 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.195483 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),-0.097395 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.265923 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.419004 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.0406959 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.115126 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.149745 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.818397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),0.170902 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.426132 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.0942 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.739001 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.385984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.348059 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.316244 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.395192 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.116114 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.114145 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.609162 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-0.671017 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.984456 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-1.05978 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-1.00346 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-1.3786 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.13724 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.769979 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.19887 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.971831 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.648799 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.571176 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.886404 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.05327 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.700866 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.490964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.664664 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.333606 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.23305 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.309553 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.372362 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.315921 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.254674 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,27),-0.647645 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.398675 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.272788 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.39624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.340101 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.646277 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.739684 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.777014 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.307407 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.31317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.30872 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.863418 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.937118 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-1.4643 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-1.27871 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-1.3893 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-1.82871 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.64904 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.921626 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-1.28081 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.18317 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.943592 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.714878 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.6089 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.914081 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.915812 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.862194 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.731375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.214801 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.197915 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.27305 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.0988491 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.774492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.0480395 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.264401 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.340207 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.0279172 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.277264 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.849834 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-1.35379 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-1.1777 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.844774 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.814737 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.80481 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.811526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,23),-0.0507327 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.671592 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.22153 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.120658 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.200708 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.740489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,23),-0.0220712 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.308757 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.00523967 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.275998 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),0.117154 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.246707 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.29672 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.0972096 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.664935 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.41111 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.482237 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.0245412 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.425668 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.183581 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.573975 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.0115897 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.104555 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.232142 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.160286 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.383091 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.192196 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.145568 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.180768 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),0.0922806 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),-0.113007 # DEPENDENCYPART_GRANDPAR
(22,3),(3,20),0.0617979 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.0078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,26),-0.636852 # DEPENDENCYPART_GRANDPAR
(22,3),(3,27),-0.336159 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.577349 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),0.0449716 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.387654 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.345716 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.709302 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.0351877 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.103537 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.222193 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.150845 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.361638 # DEPENDENCYPART_GRANDPAR
(22,5),(5,20),0.0558131 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-1.06221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,1),-0.484295 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.0266009 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.325367 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.414306 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.30559 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.580017 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.107088 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.234676 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.162819 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-0.386571 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),-0.204945 # DEPENDENCYPART_GRANDPAR
(22,7),(7,13),-0.194729 # DEPENDENCYPART_GRANDPAR
(22,7),(7,14),-0.148102 # DEPENDENCYPART_GRANDPAR
(22,7),(7,15),-0.183302 # DEPENDENCYPART_GRANDPAR
(22,7),(7,17),0.0856291 # DEPENDENCYPART_GRANDPAR
(22,7),(7,19),-0.11554 # DEPENDENCYPART_GRANDPAR
(22,7),(7,22),-1.0078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,26),-0.636852 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.107218 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.210248 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.375697 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.2123 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.24213 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.347608 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.301669 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.242664 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.120588 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.223797 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.35382 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.169135 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.178699 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.118405 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.236132 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),0.0447548 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),0.0636316 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.203234 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.280184 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.223834 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.221763 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.0840294 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.271933 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.0479159 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.138896 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-0.94493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,15),-0.224285 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.346429 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.119432 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.22251 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.273798 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.205189 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.124041 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.239708 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.298143 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),0.0391238 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.0672106 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.0384092 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.51129 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.425038 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.347446 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.402112 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.608236 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.325229 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.435392 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.402288 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.18664 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.271675 # DEPENDENCYPART_GRANDPAR
(22,14),(14,23),-0.0311746 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.638633 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.0771317 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.244239 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.203618 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.605988 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.319824 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.422308 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.245275 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.0148962 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.0775578 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.2181 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.0181443 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.0658266 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.01365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,25),-0.444831 # DEPENDENCYPART_GRANDPAR
(22,15),(15,26),-0.591789 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.522422 # DEPENDENCYPART_GRANDPAR
(22,17),(17,2),-0.0539597 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.364803 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.330839 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.21837 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-0.218523 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.192671 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.30854 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.44727 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.170911 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.342088 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.222103 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.20312 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.197514 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.0749091 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.111521 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.0545344 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.0547993 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.999135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.00357813 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.411843 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.635682 # DEPENDENCYPART_GRANDPAR
(22,17),(17,27),-0.337611 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.159322 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.0415745 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.00783354 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.388542 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.075534 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0572102 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.0493045 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.06221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.118531 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.524831 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.635387 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.0827107 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.00302885 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.945773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,18),-0.0528728 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.211749 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.00493426 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.06258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.118539 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.429181 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.524854 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.477115 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.491837 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.10692 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0206637 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.14774 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.0318041 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-1.02031 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-0.722187 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.667525 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.566068 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.586578 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.542428 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.438323 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.459738 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.301225 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.121409 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.000404682 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.235706 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.452465 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.480957 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.101486 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.0703503 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.0798921 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.580225 # DEPENDENCYPART_GRANDPAR
