# _root_ Το πάρτυ διαρκεί μέχρι τις 10 ή 11 το βράδυ , όταν οι περισσότεροι πάνε για ντουζ , ένα εσπρέσο και μετά δείπνο και περισσότερη διασκέδαση.Μέχρι πρωίας .
#goldHeads=2,3,0,3,7,7,10,7,10,4,3,10,14,15,12,15,18,21,20,18,16,21,24,21,26,24,26,0,
#predictedHeads=2,3,0,3,6,4,3,7,10,8,12,3,14,15,12,15,16,21,20,21,15,21,22,23,24,25,24,0,
(22,26),(26,28),-0.33976 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-1.03018 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.591003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.66474 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.188769 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.0975595 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.321055 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.265987 # DEPENDENCYPART_GRANDPAR
(23,21),(21,2),-0.590128 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.962921 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.192165 # DEPENDENCYPART_GRANDPAR
(23,21),(21,7),-0.41789 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.276756 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.36037 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.358419 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.789678 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-1.06208 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.265041 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.218059 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.287603 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.351789 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.423191 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.0224882 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.37439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.288678 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.983923 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.562606 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.47842 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.681141 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.468903 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0791617 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.31182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.296564 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.912835 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.526963 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.415849 # DEPENDENCYPART_GRANDPAR
(23,24),(24,2),-1.38483 # DEPENDENCYPART_GRANDPAR
(23,24),(24,3),-1.5521 # DEPENDENCYPART_GRANDPAR
(23,24),(24,4),-0.739512 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-0.91723 # DEPENDENCYPART_GRANDPAR
(23,24),(24,10),-1.07348 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-0.834893 # DEPENDENCYPART_GRANDPAR
(23,24),(24,12),-0.875452 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-1.64414 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-1.64357 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-0.789925 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.01478 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.762125 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.916427 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.21991 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.557842 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.527631 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.729618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.131283 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.0464171 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.318302 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.184525 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.972254 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-1.17739 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.443594 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.773564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.209442 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.127775 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.181978 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.247052 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-0.688196 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.740797 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-0.937545 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.14268 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.476031 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.848875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.139412 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.438439 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.19189 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.250422 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-1.24255 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.535537 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.740997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.25497 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.383237 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0675567 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.244798 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),0.103946 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.1732 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.395982 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),-0.227113 # DEPENDENCYPART_GRANDPAR
(24,2),(2,8),-0.227688 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),0.0136596 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.560765 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.398611 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.362887 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-0.286851 # DEPENDENCYPART_GRANDPAR
(24,3),(3,7),-0.0479382 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),-0.283279 # DEPENDENCYPART_GRANDPAR
(24,3),(3,10),-0.255763 # DEPENDENCYPART_GRANDPAR
(24,3),(3,11),-0.312578 # DEPENDENCYPART_GRANDPAR
(24,3),(3,12),-0.0995126 # DEPENDENCYPART_GRANDPAR
(24,3),(3,15),-0.0621818 # DEPENDENCYPART_GRANDPAR
(24,3),(3,16),0.0677092 # DEPENDENCYPART_GRANDPAR
(24,3),(3,18),-0.217399 # DEPENDENCYPART_GRANDPAR
(24,3),(3,22),0.0180951 # DEPENDENCYPART_GRANDPAR
(24,3),(3,26),-0.369849 # DEPENDENCYPART_GRANDPAR
(24,3),(3,28),-0.44078 # DEPENDENCYPART_GRANDPAR
(24,4),(4,2),-0.576032 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),-0.37203 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),-0.440736 # DEPENDENCYPART_GRANDPAR
(24,4),(4,6),-0.314677 # DEPENDENCYPART_GRANDPAR
(24,4),(4,7),-0.0989982 # DEPENDENCYPART_GRANDPAR
(24,4),(4,10),-0.270333 # DEPENDENCYPART_GRANDPAR
(24,4),(4,11),-0.237896 # DEPENDENCYPART_GRANDPAR
(24,4),(4,12),-0.15396 # DEPENDENCYPART_GRANDPAR
(24,4),(4,21),-0.124373 # DEPENDENCYPART_GRANDPAR
(24,7),(7,1),-0.100996 # DEPENDENCYPART_GRANDPAR
(24,7),(7,2),-0.707345 # DEPENDENCYPART_GRANDPAR
(24,7),(7,3),-0.400577 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.590735 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.502298 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.375886 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),-0.376917 # DEPENDENCYPART_GRANDPAR
(24,7),(7,10),-0.477723 # DEPENDENCYPART_GRANDPAR
(24,7),(7,11),-0.323613 # DEPENDENCYPART_GRANDPAR
(24,7),(7,12),-0.210648 # DEPENDENCYPART_GRANDPAR
(24,7),(7,14),-0.503308 # DEPENDENCYPART_GRANDPAR
(24,7),(7,15),-0.108299 # DEPENDENCYPART_GRANDPAR
(24,7),(7,16),-0.0680709 # DEPENDENCYPART_GRANDPAR
(24,7),(7,17),-0.415173 # DEPENDENCYPART_GRANDPAR
(24,7),(7,18),-0.228433 # DEPENDENCYPART_GRANDPAR
(24,10),(10,1),0.110683 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.380339 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-0.516919 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.312193 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.0637288 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.281183 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.416349 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.291392 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.116179 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),-0.337144 # DEPENDENCYPART_GRANDPAR
(24,10),(10,15),-0.0783729 # DEPENDENCYPART_GRANDPAR
(24,11),(11,2),-0.698801 # DEPENDENCYPART_GRANDPAR
(24,11),(11,3),-0.502698 # DEPENDENCYPART_GRANDPAR
(24,11),(11,4),-0.637268 # DEPENDENCYPART_GRANDPAR
(24,11),(11,6),-0.398376 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),-0.183483 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-0.411874 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.493205 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),-0.211944 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.529832 # DEPENDENCYPART_GRANDPAR
(24,11),(11,15),-0.306517 # DEPENDENCYPART_GRANDPAR
(24,11),(11,25),0.0550188 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.467561 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),-0.436537 # DEPENDENCYPART_GRANDPAR
(24,12),(12,15),-0.0553874 # DEPENDENCYPART_GRANDPAR
(24,12),(12,18),-0.197742 # DEPENDENCYPART_GRANDPAR
(24,12),(12,21),-0.207316 # DEPENDENCYPART_GRANDPAR
(24,12),(12,24),-0.925557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,12),(12,28),-0.521321 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.358209 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.28546 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.119127 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.152879 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.146221 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),0.0112649 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.242697 # DEPENDENCYPART_GRANDPAR
(24,15),(15,2),-0.575091 # DEPENDENCYPART_GRANDPAR
(24,15),(15,3),-0.313057 # DEPENDENCYPART_GRANDPAR
(24,15),(15,4),-0.437243 # DEPENDENCYPART_GRANDPAR
(24,15),(15,6),-0.260749 # DEPENDENCYPART_GRANDPAR
(24,15),(15,7),-0.0394453 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-0.274181 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.363525 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),-0.360044 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),-0.10565 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.247036 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.299184 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),0.0668188 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.192164 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.2147 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.136854 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),-0.106469 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),0.0172047 # DEPENDENCYPART_GRANDPAR
(24,15),(15,23),0.0569526 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-0.915582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,26),-0.369849 # DEPENDENCYPART_GRANDPAR
(24,15),(15,27),-0.229814 # DEPENDENCYPART_GRANDPAR
(24,15),(15,28),-0.44078 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-0.234396 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),-0.191373 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),-0.106309 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.136062 # DEPENDENCYPART_GRANDPAR
(24,16),(16,21),-0.090475 # DEPENDENCYPART_GRANDPAR
(24,16),(16,23),0.0583476 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-0.857807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,13),-0.172553 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.339734 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.0293049 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.19621 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.128792 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.0142836 # DEPENDENCYPART_GRANDPAR
(24,18),(18,2),-0.698801 # DEPENDENCYPART_GRANDPAR
(24,18),(18,3),-0.502698 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.464589 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.250305 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.434431 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.425259 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.358016 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.166651 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),-0.16778 # DEPENDENCYPART_GRANDPAR
(24,18),(18,25),0.0550188 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-0.344457 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.308465 # DEPENDENCYPART_GRANDPAR
(24,18),(18,28),-0.521026 # DEPENDENCYPART_GRANDPAR
(24,20),(20,13),-0.172553 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),-0.339734 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.0293049 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.306301 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.201622 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.270748 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.104652 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.0142836 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.0651192 # DEPENDENCYPART_GRANDPAR
(24,20),(20,25),-0.0323317 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.368429 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.370582 # DEPENDENCYPART_GRANDPAR
(24,21),(21,2),-0.666839 # DEPENDENCYPART_GRANDPAR
(24,21),(21,3),-0.367357 # DEPENDENCYPART_GRANDPAR
(24,21),(21,4),-0.582732 # DEPENDENCYPART_GRANDPAR
(24,21),(21,7),-0.192 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.463214 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.445135 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.258805 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.378288 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.278496 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.158185 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.404438 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.349956 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.372674 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.349128 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.166561 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.163274 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.91276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),0.0155327 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.355273 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.323101 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.524501 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.297286 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.241395 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.00868173 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.853031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),0.138603 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.234549 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.144118 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.174627 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.274539 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.12135 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.107131 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.969983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.0323317 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.368429 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.370584 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-0.72641 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.6711 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.605384 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.475954 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.445411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.124087 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.137918 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.11004 # DEPENDENCYPART_GRANDPAR
(24,26),(26,4),-0.974493 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.573158 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-0.686787 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.631476 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.616004 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.436331 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.485063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.570581 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.0254824 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.241287 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.759481 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.679079 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.564335 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.413315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.570714 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.135416 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.132614 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.430623 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.0579148 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),-0.137577 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),-0.914174 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.515803 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),-0.342399 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),-0.47036 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),-0.300985 # DEPENDENCYPART_GRANDPAR
(25,20),(20,13),-0.137577 # DEPENDENCYPART_GRANDPAR
(25,20),(20,14),-0.914174 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),-0.515803 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.440029 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.400905 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.630678 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.201562 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.300985 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.181797 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.00428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),-0.240199 # DEPENDENCYPART_GRANDPAR
(25,20),(20,27),-0.60494 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.464085 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.333153 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.237541 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.0725031 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-0.964104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-0.23002 # DEPENDENCYPART_GRANDPAR
(25,22),(22,27),-0.560071 # DEPENDENCYPART_GRANDPAR
(25,23),(23,13),-0.139641 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.634459 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.340961 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.46748 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.0281874 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.00428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.240199 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.604943 # DEPENDENCYPART_GRANDPAR
(25,24),(24,2),-0.531927 # DEPENDENCYPART_GRANDPAR
(25,24),(24,3),-1.43782 # DEPENDENCYPART_GRANDPAR
(25,24),(24,4),-0.538749 # DEPENDENCYPART_GRANDPAR
(25,24),(24,7),-0.457821 # DEPENDENCYPART_GRANDPAR
(25,24),(24,10),-0.385567 # DEPENDENCYPART_GRANDPAR
(25,24),(24,11),-0.383384 # DEPENDENCYPART_GRANDPAR
(25,24),(24,12),-0.401924 # DEPENDENCYPART_GRANDPAR
(25,24),(24,14),-0.795298 # DEPENDENCYPART_GRANDPAR
(25,24),(24,15),-1.07688 # DEPENDENCYPART_GRANDPAR
(25,24),(24,16),-0.41602 # DEPENDENCYPART_GRANDPAR
(25,24),(24,17),-0.289674 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.366007 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),-0.574936 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.450578 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.334037 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.362024 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.161452 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.00357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.249946 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.606894 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.504426 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-0.958141 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-0.880324 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-0.817897 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.978801 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.778629 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.68967 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.562094 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.501965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.112843 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.109635 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-1.0367 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.807085 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.747573 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.563998 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.451533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.194948 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.140318 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.532648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,27),-0.160939 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),-0.190276 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-0.178557 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.548849 # DEPENDENCYPART_GRANDPAR
(26,4),(4,6),-0.131568 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-0.222676 # DEPENDENCYPART_GRANDPAR
(26,4),(4,10),-0.105669 # DEPENDENCYPART_GRANDPAR
(26,4),(4,11),-0.354915 # DEPENDENCYPART_GRANDPAR
(26,4),(4,12),-0.187488 # DEPENDENCYPART_GRANDPAR
(26,4),(4,21),-0.117064 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.17102 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.120994 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),-0.320258 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),-0.204256 # DEPENDENCYPART_GRANDPAR
(26,16),(16,21),-0.114496 # DEPENDENCYPART_GRANDPAR
(26,16),(16,23),-0.0753002 # DEPENDENCYPART_GRANDPAR
