# _root_ Έτσι απαγορεύουμε με κοινοτικό νόμο σε ένα δημοκρατικά εκλεγμένο όργανο , σε έναν δήμο ή μια κοινότητα , να αποφασίσει τη συνέχιση ή την καθιέρωση μιας πολιτικής προμηθειών φιλικής προς το περιβάλλον .
#goldHeads=2,0,2,5,3,11,10,9,10,6,2,11,14,15,12,17,15,20,20,2,22,23,20,25,23,27,25,27,27,29,32,30,0,
#predictedHeads=2,0,2,5,3,2,9,9,6,9,2,2,14,15,12,17,15,20,20,17,22,23,20,25,23,28,28,25,28,29,32,30,0,
(20,30),(30,31),-0.0565782 # DEPENDENCYPART_GRANDPAR
(20,30),(30,32),-0.135895 # DEPENDENCYPART_GRANDPAR
(20,32),(32,24),0.095758 # DEPENDENCYPART_GRANDPAR
(20,32),(32,26),-0.580343 # DEPENDENCYPART_GRANDPAR
(20,32),(32,27),-0.199138 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),0.0368653 # DEPENDENCYPART_GRANDPAR
(20,32),(32,29),-0.243418 # DEPENDENCYPART_GRANDPAR
(20,32),(32,30),0.0256598 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),0.0407743 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.404719 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.82268 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),0.0347234 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-1.19886 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.318849 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.0782175 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-1.09455 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.312161 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.0930307 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.216663 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.276973 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.108704 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.2083 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.231358 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0147311 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.46136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.415042 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.929912 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.766414 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.810091 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.535788 # DEPENDENCYPART_GRANDPAR
(22,20),(20,32),-1.16251 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-0.981089 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-1.37312 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.58781 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-1.87198 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.13083 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-0.705915 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-1.76819 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-1.12431 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-1.38708 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.867875 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.720729 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.02788 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.806718 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.892107 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.912907 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.764015 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.724964 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.0734 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.495185 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.952639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.788407 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.245755 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.0167746 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.125294 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.039782 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),0.0425397 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.475965 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.562374 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.923356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.114314 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.733386 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.287983 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.33926 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.307944 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.1491 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.692426 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.95355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,24),-0.741542 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.421783 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.518897 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.241241 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.337702 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.0996241 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.591158 # DEPENDENCYPART_GRANDPAR
(22,28),(28,21),-0.562374 # DEPENDENCYPART_GRANDPAR
(22,28),(28,22),-0.931896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,28),(28,24),-0.744023 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.400135 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.564549 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.245457 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.302838 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.147924 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),-0.691234 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-0.348318 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.395217 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-1.08383 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.503645 # DEPENDENCYPART_GRANDPAR
(22,32),(32,24),-0.732291 # DEPENDENCYPART_GRANDPAR
(22,32),(32,26),-0.552817 # DEPENDENCYPART_GRANDPAR
(22,32),(32,27),-0.241156 # DEPENDENCYPART_GRANDPAR
(22,32),(32,28),-0.271991 # DEPENDENCYPART_GRANDPAR
(22,32),(32,29),-0.237056 # DEPENDENCYPART_GRANDPAR
(22,32),(32,30),0.0159246 # DEPENDENCYPART_GRANDPAR
(22,32),(32,31),-0.995579 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.254436 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),0.146971 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.156825 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.225256 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),0.064576 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.193023 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.349288 # DEPENDENCYPART_GRANDPAR
(23,2),(2,6),-0.0874543 # DEPENDENCYPART_GRANDPAR
(23,2),(2,8),-0.173307 # DEPENDENCYPART_GRANDPAR
(23,2),(2,9),-0.233886 # DEPENDENCYPART_GRANDPAR
(23,2),(2,10),-0.298635 # DEPENDENCYPART_GRANDPAR
(23,2),(2,11),-0.319574 # DEPENDENCYPART_GRANDPAR
(23,2),(2,12),-0.131612 # DEPENDENCYPART_GRANDPAR
(23,2),(2,14),-0.170833 # DEPENDENCYPART_GRANDPAR
(23,2),(2,15),-0.126154 # DEPENDENCYPART_GRANDPAR
(23,2),(2,17),-0.0859922 # DEPENDENCYPART_GRANDPAR
(23,2),(2,18),-0.365658 # DEPENDENCYPART_GRANDPAR
(23,2),(2,20),0.090945 # DEPENDENCYPART_GRANDPAR
(23,2),(2,23),-0.806718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,3),(3,1),-0.336376 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.385967 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.188886 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.359097 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.0885032 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.243797 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),-0.308148 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.214443 # DEPENDENCYPART_GRANDPAR
(23,3),(3,15),-0.110568 # DEPENDENCYPART_GRANDPAR
(23,3),(3,18),-0.260527 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.321042 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),0.0721411 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.378176 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.0679559 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.330396 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.362422 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),0.0753583 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.183164 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.00544987 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.104983 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.167685 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.232048 # DEPENDENCYPART_GRANDPAR
(23,5),(5,12),-0.0496077 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),-0.0684617 # DEPENDENCYPART_GRANDPAR
(23,5),(5,20),0.127996 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-0.894206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,6),(6,3),0.0327615 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.401199 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),0.487058 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.166627 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),-0.239335 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-0.303686 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.287967 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),-0.176281 # DEPENDENCYPART_GRANDPAR
(23,6),(6,15),-0.148997 # DEPENDENCYPART_GRANDPAR
(23,6),(6,18),-0.334051 # DEPENDENCYPART_GRANDPAR
(23,6),(6,23),-0.806293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,6),-0.151635 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),0.588401 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.262872 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.327245 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.112112 # DEPENDENCYPART_GRANDPAR
(23,8),(8,17),-0.114815 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),0.557797 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.163496 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.232047 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.274083 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-0.330417 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.364256 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.184263 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.462512 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.17195 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),0.557758 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.164597 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.346574 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.27437 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),-0.0497157 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),-0.100822 # DEPENDENCYPART_GRANDPAR
(23,11),(11,1),-0.394258 # DEPENDENCYPART_GRANDPAR
(23,11),(11,2),-0.516511 # DEPENDENCYPART_GRANDPAR
(23,11),(11,3),-0.0541691 # DEPENDENCYPART_GRANDPAR
(23,11),(11,4),-0.266152 # DEPENDENCYPART_GRANDPAR
(23,11),(11,5),-0.560583 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.266323 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.246486 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.445327 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.512885 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.285764 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.351543 # DEPENDENCYPART_GRANDPAR
(23,11),(11,17),-0.266541 # DEPENDENCYPART_GRANDPAR
(23,11),(11,18),-0.341832 # DEPENDENCYPART_GRANDPAR
(23,11),(11,20),-0.102167 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.35339 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.22224 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),0.409696 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.176281 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),-0.148997 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.0775428 # DEPENDENCYPART_GRANDPAR
(23,12),(12,18),-0.334051 # DEPENDENCYPART_GRANDPAR
(23,12),(12,23),-0.806293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,7),0.557797 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.163496 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.219144 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),0.452755 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.0684613 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.0196276 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.127996 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.34501 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.356553 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),0.0405719 # DEPENDENCYPART_GRANDPAR
(23,15),(15,4),-0.201686 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.516027 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),-0.174264 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.182019 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.400769 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.468271 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.338181 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.218422 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),0.364419 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.337716 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),0.10626 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.266367 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.326264 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),0.118288 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),0.111048 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.869735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,25),-0.0179992 # DEPENDENCYPART_GRANDPAR
(23,15),(15,30),-0.684391 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),0.446771 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.286787 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.150382 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.259515 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.314933 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.132496 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.13315 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.361917 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.894206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,2),-0.516511 # DEPENDENCYPART_GRANDPAR
(23,18),(18,5),-0.560583 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.445327 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.310481 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.382273 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.304321 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.102167 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.109842 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-0.879374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,25),-0.0209968 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),-0.368721 # DEPENDENCYPART_GRANDPAR
(23,18),(18,28),-0.37162 # DEPENDENCYPART_GRANDPAR
(23,18),(18,29),-0.54781 # DEPENDENCYPART_GRANDPAR
(23,18),(18,30),-0.673643 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.246121 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),-0.225256 # DEPENDENCYPART_GRANDPAR
(23,20),(20,2),-0.314074 # DEPENDENCYPART_GRANDPAR
(23,20),(20,3),0.178206 # DEPENDENCYPART_GRANDPAR
(23,20),(20,4),-0.0787865 # DEPENDENCYPART_GRANDPAR
(23,20),(20,5),-0.364388 # DEPENDENCYPART_GRANDPAR
(23,20),(20,6),-0.0231203 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.0591199 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.244373 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.0672781 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.18684 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.0991381 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.110434 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.290457 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.0263538 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.337886 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.290401 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.806718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,25),0.106833 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.304169 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.24379 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.62296 # DEPENDENCYPART_GRANDPAR
(23,20),(20,32),-0.281356 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),0.271681 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.0571042 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.424004 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.894206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.262882 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.0584947 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.432496 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.409118 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.702342 # DEPENDENCYPART_GRANDPAR
(23,22),(22,32),-0.446687 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.184593 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.261998 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.354683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.877373 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.0811088 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.0332407 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.0983167 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.205034 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-0.0051011 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.201082 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.811302 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.464281 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.0796047 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.0442872 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.0863728 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.200729 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),0.00609086 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.184593 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.261998 # DEPENDENCYPART_GRANDPAR
(23,28),(28,24),0.869457 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.558368 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),0.115919 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.135367 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.0988514 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.207534 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.00758499 # DEPENDENCYPART_GRANDPAR
(23,29),(29,22),-0.20108 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),0.465072 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),0.0925521 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),0.114449 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.21396 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.00446164 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),0.121039 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.11068 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.312716 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),0.0537982 # DEPENDENCYPART_GRANDPAR
(23,32),(32,24),0.873947 # DEPENDENCYPART_GRANDPAR
(23,32),(32,26),0.12041 # DEPENDENCYPART_GRANDPAR
(23,32),(32,27),0.134908 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),0.209102 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.0427624 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.0971851 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.311762 # DEPENDENCYPART_GRANDPAR
(25,22),(22,16),-0.553902 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.672137 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.35715 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.0450874 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.0546249 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.1546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,27),-0.20371 # DEPENDENCYPART_GRANDPAR
(25,22),(22,28),-0.303218 # DEPENDENCYPART_GRANDPAR
(25,22),(22,30),-0.481448 # DEPENDENCYPART_GRANDPAR
(25,22),(22,32),-0.544456 # DEPENDENCYPART_GRANDPAR
(25,23),(23,1),-0.486739 # DEPENDENCYPART_GRANDPAR
(25,23),(23,2),-0.799999 # DEPENDENCYPART_GRANDPAR
(25,23),(23,3),-0.00157788 # DEPENDENCYPART_GRANDPAR
(25,23),(23,4),-1.24546 # DEPENDENCYPART_GRANDPAR
(25,23),(23,5),-0.406164 # DEPENDENCYPART_GRANDPAR
(25,23),(23,6),-0.0837351 # DEPENDENCYPART_GRANDPAR
(25,23),(23,8),-1.08341 # DEPENDENCYPART_GRANDPAR
(25,23),(23,9),-0.429036 # DEPENDENCYPART_GRANDPAR
(25,23),(23,10),-0.676458 # DEPENDENCYPART_GRANDPAR
(25,23),(23,11),-0.337475 # DEPENDENCYPART_GRANDPAR
(25,23),(23,12),-0.117215 # DEPENDENCYPART_GRANDPAR
(25,23),(23,14),-0.354033 # DEPENDENCYPART_GRANDPAR
(25,23),(23,15),-0.312569 # DEPENDENCYPART_GRANDPAR
(25,23),(23,16),-0.420478 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.231535 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),-0.312522 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.325112 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.530335 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.247355 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.103067 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.0670846 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.0986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,27),-0.151927 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.247218 # DEPENDENCYPART_GRANDPAR
(25,23),(23,29),-0.408748 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),-0.444765 # DEPENDENCYPART_GRANDPAR
(25,23),(23,32),-0.488451 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.860107 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.497668 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.524368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.544 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),0.396217 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),0.0611306 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),0.00508569 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),0.157489 # DEPENDENCYPART_GRANDPAR
(25,28),(28,21),-0.842691 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.925294 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-0.557204 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.506239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),0.491377 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.398406 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),0.0843187 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.0665579 # DEPENDENCYPART_GRANDPAR
