# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,15,10,15,10,14,14,11,0,17,15,19,17,19,22,19,22,22,26,24,29,29,26,29,30,33,31,33,0,
(22,27),(27,33),-0.222473 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.311727 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.111094 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.759441 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.401561 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.104727 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),0.038423 # DEPENDENCYPART_GRANDPAR
(22,28),(28,33),-0.223771 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),-0.261406 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),0.198182 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),-0.648776 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.803791 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),0.00157198 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),0.0428416 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),-0.6221 # DEPENDENCYPART_GRANDPAR
(22,29),(29,33),-0.0944636 # DEPENDENCYPART_GRANDPAR
(22,30),(30,1),-0.99234 # DEPENDENCYPART_GRANDPAR
(22,30),(30,23),0.350475 # DEPENDENCYPART_GRANDPAR
(22,30),(30,24),0.493498 # DEPENDENCYPART_GRANDPAR
(22,30),(30,26),-0.0273443 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),-0.775467 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-0.93438 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.40092 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),0.0699761 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.799835 # DEPENDENCYPART_GRANDPAR
(22,30),(30,33),-0.24677 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),-0.0269139 # DEPENDENCYPART_GRANDPAR
(22,31),(31,32),-0.70849 # DEPENDENCYPART_GRANDPAR
(22,31),(31,33),-0.0707999 # DEPENDENCYPART_GRANDPAR
(22,33),(33,25),-0.269133 # DEPENDENCYPART_GRANDPAR
(22,33),(33,26),0.193185 # DEPENDENCYPART_GRANDPAR
(22,33),(33,27),-0.666121 # DEPENDENCYPART_GRANDPAR
(22,33),(33,28),-0.823472 # DEPENDENCYPART_GRANDPAR
(22,33),(33,29),-0.182538 # DEPENDENCYPART_GRANDPAR
(22,33),(33,31),0.19703 # DEPENDENCYPART_GRANDPAR
(22,33),(33,32),-0.647485 # DEPENDENCYPART_GRANDPAR
(22,33),(33,34),-0.344195 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.24707 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.414936 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.377449 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.200953 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.120107 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.0695583 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.121589 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),-0.0288783 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.0703422 # DEPENDENCYPART_GRANDPAR
(23,3),(3,14),-0.0660777 # DEPENDENCYPART_GRANDPAR
(23,3),(3,15),0.0521271 # DEPENDENCYPART_GRANDPAR
(23,3),(3,17),-0.012388 # DEPENDENCYPART_GRANDPAR
(23,3),(3,22),0.152669 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.269187 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.236903 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.198152 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.0726911 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.0825043 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.193862 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.152669 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.17941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.341184 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),-0.817136 # DEPENDENCYPART_GRANDPAR
(23,19),(19,29),-0.882887 # DEPENDENCYPART_GRANDPAR
(23,19),(19,31),-0.61462 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0666971 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.196736 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),-0.0934374 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.13228 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-0.0584371 # DEPENDENCYPART_GRANDPAR
(23,22),(22,9),-0.371859 # DEPENDENCYPART_GRANDPAR
(23,22),(22,10),-0.284204 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.109355 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.232967 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.249718 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.0524656 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.0929691 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.311697 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.266139 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.175786 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.0300661 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.22308 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.13458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.348219 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.779388 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.757791 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.748134 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.845139 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.631348 # DEPENDENCYPART_GRANDPAR
(23,22),(22,31),-0.61628 # DEPENDENCYPART_GRANDPAR
(23,22),(22,33),-0.830978 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.453707 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.733111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.193959 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.305794 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.314803 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.305826 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.371547 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.213861 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.651942 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.0878588 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.285962 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.276994 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.29666 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.133721 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.167861 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.239768 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.279752 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.171136 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.179333 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.331345 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.2957 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.362864 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.222568 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.199792 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.340282 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.180365 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.331445 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.305149 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.36507 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.222568 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.199792 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.34158 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),-0.0890998 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),-0.270293 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.226673 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.216246 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.135197 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.169338 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.241244 # DEPENDENCYPART_GRANDPAR
(23,29),(29,33),-0.278695 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.099316 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.340282 # DEPENDENCYPART_GRANDPAR
(23,32),(32,34),-0.220589 # DEPENDENCYPART_GRANDPAR
(23,33),(33,25),-0.0898077 # DEPENDENCYPART_GRANDPAR
(23,33),(33,26),-0.268197 # DEPENDENCYPART_GRANDPAR
(23,33),(33,27),-0.230845 # DEPENDENCYPART_GRANDPAR
(23,33),(33,28),-0.222211 # DEPENDENCYPART_GRANDPAR
(23,33),(33,29),-0.33649 # DEPENDENCYPART_GRANDPAR
(23,33),(33,31),-0.0829756 # DEPENDENCYPART_GRANDPAR
(23,33),(33,32),-0.184651 # DEPENDENCYPART_GRANDPAR
(23,33),(33,34),-0.239789 # DEPENDENCYPART_GRANDPAR
(24,22),(22,1),-0.194775 # DEPENDENCYPART_GRANDPAR
(24,22),(22,3),-0.289822 # DEPENDENCYPART_GRANDPAR
(24,22),(22,6),-0.213254 # DEPENDENCYPART_GRANDPAR
(24,22),(22,8),-0.238207 # DEPENDENCYPART_GRANDPAR
(24,22),(22,9),-0.272193 # DEPENDENCYPART_GRANDPAR
(24,22),(22,10),-0.264083 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.111888 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),-0.304854 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.346566 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),-0.218951 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.108768 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.225117 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.223242 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.333554 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.122173 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.104233 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.0679511 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.897044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,26),0.119275 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.417635 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.561883 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.178438 # DEPENDENCYPART_GRANDPAR
(24,22),(22,30),-0.546649 # DEPENDENCYPART_GRANDPAR
(24,22),(22,31),-0.700501 # DEPENDENCYPART_GRANDPAR
(24,22),(22,33),-0.599095 # DEPENDENCYPART_GRANDPAR
(24,23),(23,3),-0.35367 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.186246 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.0792087 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.205891 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.909263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,26),0.0668716 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.419847 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.564095 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.230841 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-0.713178 # DEPENDENCYPART_GRANDPAR
(24,23),(23,33),-0.651498 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-0.831197 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.879173 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.159205 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.0149543 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),0.323178 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),0.0279622 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-0.204244 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.134126 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.0987961 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.458822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.777388 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.609239 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.060239 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.386453 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.0505157 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.212301 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.0300287 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.776355 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.609139 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.0663051 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.384247 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.0505157 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.212301 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.0313267 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.881886 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),0.760831 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.125883 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.0144662 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),0.0280503 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.204157 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.134038 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.0956609 # DEPENDENCYPART_GRANDPAR
(24,30),(30,1),-0.712925 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-0.281567 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.462701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,26),0.558781 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),0.0412461 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.103001 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),0.261069 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.274593 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.285539 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.185313 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.585238 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.545021 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.66098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),0.114609 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),0.350408 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),-0.0125705 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),0.0350295 # DEPENDENCYPART_GRANDPAR
(26,27),(27,33),-0.333012 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.545109 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.661281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.328773 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),0.347911 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.012855 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),0.034745 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-0.334597 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.605114 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.630097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),0.345424 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.223153 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),0.0161663 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.076096 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.369132 # DEPENDENCYPART_GRANDPAR
(26,29),(29,33),-0.432582 # DEPENDENCYPART_GRANDPAR
(26,30),(30,1),-0.702686 # DEPENDENCYPART_GRANDPAR
(26,30),(30,23),-0.730856 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.608902 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.730815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,27),0.293277 # DEPENDENCYPART_GRANDPAR
(26,30),(30,28),0.168151 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),0.228963 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),0.0988597 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.308528 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),-0.320206 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),-0.0312321 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.276557 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),-0.26426 # DEPENDENCYPART_GRANDPAR
(26,32),(32,30),0.10901 # DEPENDENCYPART_GRANDPAR
(26,32),(32,33),-0.333012 # DEPENDENCYPART_GRANDPAR
(26,32),(32,34),-0.412081 # DEPENDENCYPART_GRANDPAR
(26,33),(33,25),-0.604591 # DEPENDENCYPART_GRANDPAR
(26,33),(33,26),-0.629227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,33),(33,27),0.339432 # DEPENDENCYPART_GRANDPAR
(26,33),(33,28),0.215296 # DEPENDENCYPART_GRANDPAR
(26,33),(33,29),0.328302 # DEPENDENCYPART_GRANDPAR
(26,33),(33,31),0.159029 # DEPENDENCYPART_GRANDPAR
(26,33),(33,32),-0.285641 # DEPENDENCYPART_GRANDPAR
(26,33),(33,34),-0.4216 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-1.34899 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.162781 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.660924 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),0.0706674 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.2998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.529986 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),-0.549697 # DEPENDENCYPART_GRANDPAR
(27,24),(24,30),-0.580613 # DEPENDENCYPART_GRANDPAR
(27,26),(26,18),-0.978036 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.717722 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.3391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.569292 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-0.61506 # DEPENDENCYPART_GRANDPAR
(27,26),(26,30),-0.598067 # DEPENDENCYPART_GRANDPAR
(27,26),(26,31),-0.491968 # DEPENDENCYPART_GRANDPAR
(27,26),(26,32),-0.898815 # DEPENDENCYPART_GRANDPAR
(27,26),(26,33),-1.06629 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-1.06375 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.396538 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.841646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.131687 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.204149 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),-0.0851558 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.576096 # DEPENDENCYPART_GRANDPAR
(27,29),(29,25),-1.08974 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.422251 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-0.779615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),-0.00590473 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.199117 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),-0.170606 # DEPENDENCYPART_GRANDPAR
(27,29),(29,32),-0.477214 # DEPENDENCYPART_GRANDPAR
(27,29),(29,33),-0.625414 # DEPENDENCYPART_GRANDPAR
(27,30),(30,1),-0.7417 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),-0.537691 # DEPENDENCYPART_GRANDPAR
(27,30),(30,24),-0.585082 # DEPENDENCYPART_GRANDPAR
(27,30),(30,26),-0.364381 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-0.836942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,28),-0.0671292 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),-0.177571 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),-0.0536719 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),-0.442519 # DEPENDENCYPART_GRANDPAR
(27,30),(30,33),-0.575719 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),-0.194841 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),-0.407693 # DEPENDENCYPART_GRANDPAR
(27,31),(31,33),-0.46773 # DEPENDENCYPART_GRANDPAR
(27,33),(33,25),-1.08974 # DEPENDENCYPART_GRANDPAR
(27,33),(33,26),-0.422251 # DEPENDENCYPART_GRANDPAR
(27,33),(33,27),-0.786946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,33),(33,28),-0.0155711 # DEPENDENCYPART_GRANDPAR
(27,33),(33,29),-0.0511327 # DEPENDENCYPART_GRANDPAR
(27,33),(33,31),0.00995722 # DEPENDENCYPART_GRANDPAR
(27,33),(33,32),-0.346657 # DEPENDENCYPART_GRANDPAR
(27,33),(33,34),-0.621879 # DEPENDENCYPART_GRANDPAR
(28,26),(26,18),-0.976751 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.743298 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),0.0456156 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.40444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),-0.563034 # DEPENDENCYPART_GRANDPAR
(28,26),(26,30),-0.597891 # DEPENDENCYPART_GRANDPAR
(28,26),(26,31),-0.483702 # DEPENDENCYPART_GRANDPAR
(28,26),(26,32),-0.96534 # DEPENDENCYPART_GRANDPAR
(28,26),(26,33),-1.10779 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.226149 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),-0.655301 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.0638 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.37109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),-0.537234 # DEPENDENCYPART_GRANDPAR
(28,27),(27,30),-0.600938 # DEPENDENCYPART_GRANDPAR
(28,27),(27,31),-0.459033 # DEPENDENCYPART_GRANDPAR
(28,27),(27,33),-1.08199 # DEPENDENCYPART_GRANDPAR
(28,29),(29,25),-1.11531 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-0.550288 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-0.510745 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.841854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),-0.198941 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),-0.16234 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),-0.543738 # DEPENDENCYPART_GRANDPAR
(28,29),(29,33),-0.666906 # DEPENDENCYPART_GRANDPAR
(28,30),(30,1),-0.721178 # DEPENDENCYPART_GRANDPAR
(28,30),(30,23),-0.534719 # DEPENDENCYPART_GRANDPAR
(28,30),(30,24),-0.599384 # DEPENDENCYPART_GRANDPAR
(28,30),(30,26),-0.492419 # DEPENDENCYPART_GRANDPAR
(28,30),(30,27),-0.463887 # DEPENDENCYPART_GRANDPAR
(28,30),(30,28),-0.902273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,30),(30,29),-0.127156 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),-0.0454057 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),-0.509043 # DEPENDENCYPART_GRANDPAR
(28,30),(30,33),-0.617211 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),-0.194665 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-0.474218 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.509222 # DEPENDENCYPART_GRANDPAR
(28,33),(33,25),-1.11531 # DEPENDENCYPART_GRANDPAR
(28,33),(33,26),-0.550288 # DEPENDENCYPART_GRANDPAR
(28,33),(33,27),-0.510745 # DEPENDENCYPART_GRANDPAR
(28,33),(33,28),-0.851521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,33),(33,29),-0.003134 # DEPENDENCYPART_GRANDPAR
(28,33),(33,31),0.0174178 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),-0.413987 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),-0.703309 # DEPENDENCYPART_GRANDPAR
(29,26),(26,18),-0.658657 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-0.460067 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),0.0673055 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),0.307893 # DEPENDENCYPART_GRANDPAR
(29,26),(26,29),-1.01 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,30),-0.243787 # DEPENDENCYPART_GRANDPAR
(29,26),(26,31),-0.491229 # DEPENDENCYPART_GRANDPAR
(29,26),(26,32),-1.12287 # DEPENDENCYPART_GRANDPAR
(29,26),(26,33),-0.74979 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-0.193057 # DEPENDENCYPART_GRANDPAR
