# _root_ * Επισκεφθείτε τις ερημικές παραλίες της νότιας Ρόδου , από το Πρασονήσι έως το Πλυμήρι , που προσφέρονται για απομόνωση και ηρεμία .
#goldHeads=0,0,5,5,2,8,8,5,2,5,12,10,5,15,13,18,18,5,18,21,19,21,0,
#predictedHeads=0,0,5,5,2,8,8,5,2,2,12,10,12,15,13,18,18,15,18,21,19,21,0,
(18,13),(13,15),-0.810222 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.550443 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.25058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.328688 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.338015 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.542936 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-2.40309 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-1.18869 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.843522 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.559752 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-1.03586 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.577872 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.223675 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.33259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.0279224 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.41315 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.544159 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.78537 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-1.03016 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-1.06579 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-1.17856 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.842055 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.607106 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-1.05548 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.656518 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-1.03938 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.373534 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.27193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.0134809 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.354019 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.485028 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.607585 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.581006 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.20831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.267033 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.104041 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.136024 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.181231 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.634482 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.565883 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.086812 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.130355 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.28336 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-1.74246 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.88461 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-1.60032 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-2.06264 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.72254 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-1.34276 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-1.07516 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-1.60006 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.12155 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-1.58396 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.17351 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.751698 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.61533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.530241 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.149987 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.127817 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.270052 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-1.80858 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.634482 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.565883 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.349645 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.308601 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.175959 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-1.14918 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-1.49001 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.0738535 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0571557 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.923654 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.444311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.156474 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.284261 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.816628 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.965634 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.17769 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.07438 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.12416 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.06495 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.807239 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.910613 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.98858 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.888418 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.942687 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.739357 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.893738 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.730446 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.50335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.783101 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.752667 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0506119 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.03508 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.923654 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.444311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.853316 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.340382 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0919141 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-0.83072 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.896613 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.69065 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.250913 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.351886 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.773136 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.51338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.470319 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.891718 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.748374 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.821642 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.07214 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.6893 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-1.2356 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.1124 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.07062 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.933275 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.750237 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-1.01147 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.793357 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.973239 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.798375 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.09378 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.3957 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.508947 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.922002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.15431 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.286279 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-1.31282 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.09423 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.514204 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.932425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.085168 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.346249 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.327626 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.251038 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.422041 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.534108 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.323472 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.587173 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.134282 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.262098 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.178223 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.368532 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.241172 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),-0.258894 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.254467 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),-0.20508 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),-0.225451 # DEPENDENCYPART_GRANDPAR
(21,2),(2,16),-0.184173 # DEPENDENCYPART_GRANDPAR
(21,2),(2,18),-0.00102638 # DEPENDENCYPART_GRANDPAR
(21,2),(2,19),0.0736183 # DEPENDENCYPART_GRANDPAR
(21,2),(2,20),-0.0472856 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,22),-0.176837 # DEPENDENCYPART_GRANDPAR
(21,2),(2,23),-0.40669 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.261662 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.521704 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.305323 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.189857 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.201031 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.259535 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.360291 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.501655 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.0886726 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.660917 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.180426 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.367522 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.221893 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.216722 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.249321 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),-0.175321 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.220305 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),-0.164894 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.0203159 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),0.0344169 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-1.05743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,5),-0.355435 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.715312 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.416346 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.207748 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.201031 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.302457 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),-0.206208 # DEPENDENCYPART_GRANDPAR
(21,7),(7,15),-0.273441 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.819944 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.170521 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.216949 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.217824 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.357764 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.499239 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.248798 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.488277 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.292739 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.604733 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.419798 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.473661 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.408295 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),-0.444645 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.167378 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.245192 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),-0.171884 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.240775 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.516699 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.326812 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.276044 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.297796 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.15443 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-0.931406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,2),-0.376245 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.533571 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.357223 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.809886 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.167663 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.472912 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.22222 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.369722 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.176513 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.364387 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.215421 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.0170428 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.0332312 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.0574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.317605 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.374621 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.473647 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.367355 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.432028 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.266544 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.135214 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.115216 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),-0.0883781 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.940493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,2),-0.376245 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.809886 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.369722 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.366636 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.271123 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.293792 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.159809 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.384591 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0170428 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.0332312 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.0372555 # DEPENDENCYPART_GRANDPAR
(21,15),(15,22),-0.317605 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.357764 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.499239 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.488277 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.604733 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.299328 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.450303 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.494765 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.427087 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.465749 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.528067 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.245192 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.171884 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.26648 # DEPENDENCYPART_GRANDPAR
(21,16),(16,22),-0.255488 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.486936 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.130839 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.0955049 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.321946 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.308235 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.0763192 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.348713 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.12026 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.483737 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.28546 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.270391 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.373616 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.235483 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.338797 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.3446 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.228462 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.448988 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0744055 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.0453137 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.176837 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.40669 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0445258 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.945228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.101487 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.377687 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.5913 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0218549 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.0574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.317605 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.917895 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.909273 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.624661 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.667944 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.500736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0985243 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-0.675692 # DEPENDENCYPART_GRANDPAR
(21,23),(23,2),-0.752456 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.584161 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.110892 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.594594 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.93609 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.395553 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.0148112 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.2899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.355437 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.967773 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.446648 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.004687 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,1),-0.494741 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.589463 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.933673 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.618337 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.404563 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.51203 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.598963 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.329293 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.477128 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.413781 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.492419 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.566513 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.767143 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.976998 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.328147 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.17347 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.34336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.389981 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-0.958896 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-1.06204 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.89293 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.79625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,1),(1,2),-0.491972 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.409146 # DEPENDENCYPART_GRANDPAR
(23,1),(1,5),-0.835397 # DEPENDENCYPART_GRANDPAR
(23,1),(1,8),-0.831115 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.607946 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),-0.882561 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.376463 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.780106 # DEPENDENCYPART_GRANDPAR
(23,2),(2,7),-0.411118 # DEPENDENCYPART_GRANDPAR
(23,2),(2,8),-0.768717 # DEPENDENCYPART_GRANDPAR
(23,2),(2,9),-0.349138 # DEPENDENCYPART_GRANDPAR
(23,2),(2,10),-0.538068 # DEPENDENCYPART_GRANDPAR
(23,2),(2,12),-0.65506 # DEPENDENCYPART_GRANDPAR
(23,2),(2,13),-0.502587 # DEPENDENCYPART_GRANDPAR
(23,2),(2,15),-0.587636 # DEPENDENCYPART_GRANDPAR
(23,2),(2,16),-0.376111 # DEPENDENCYPART_GRANDPAR
(23,2),(2,18),-0.210648 # DEPENDENCYPART_GRANDPAR
(23,2),(2,19),-0.388096 # DEPENDENCYPART_GRANDPAR
(23,2),(2,20),-0.450978 # DEPENDENCYPART_GRANDPAR
(23,2),(2,21),-0.302524 # DEPENDENCYPART_GRANDPAR
(23,2),(2,22),-0.324237 # DEPENDENCYPART_GRANDPAR
(23,2),(2,23),-1.08829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,17),-0.708047 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.422643 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.262812 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.263467 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.526599 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.708047 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.422643 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.444177 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.356995 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.11407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
