# _root_ Στις διάφορες δράσεις κατέστη δυνατόν , όπως επιθυμούσαμε , να γίνει ισόρροπη κατανομή πόρων μεταξύ ανταλλαγής νέων και εθελοντικής υπηρεσίας .
#goldHeads=4,3,1,0,4,8,8,4,8,11,4,13,11,13,13,18,16,15,20,18,0,
#predictedHeads=4,3,1,0,4,8,8,4,8,11,8,13,11,13,14,15,18,20,18,16,0,
(17,14),(14,18),-0.170943 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.622312 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.255611 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.216862 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.408834 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0791952 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.17011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.16994 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.629279 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.604867 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.292186 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.292311 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.486558 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.117421 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.21746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.17093 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.622312 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.687126 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.621498 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.8664 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.944169 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.779286 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.50238 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.867915 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.609408 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.436959 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.69728 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.549139 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.25875 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.7115 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.727433 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.919231 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.308209 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.512498 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.7399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0888878 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0978497 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.2304 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.30154 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.719808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.203767 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.22214 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.917272 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.298665 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.510539 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.66132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.365062 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0654965 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.259641 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.299583 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.302678 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.041826 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.303585 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.26332 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.254271 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.314027 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.237472 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.196459 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.232329 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.0673221 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.515209 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.189704 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.255238 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.376515 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.226446 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.086362 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.429186 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.165738 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.251431 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.0573659 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.209964 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.109745 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.114982 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.218676 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0639637 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),0.00841944 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.08298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.507082 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.264646 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.513628 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.364484 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.0579551 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.483993 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.256807 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.151096 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.461886 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.366617 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.485572 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.524772 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.360031 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.653934 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.41741 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.239518 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.313183 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.406477 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.463351 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.363256 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.21069 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.26356 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.207267 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.15842 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.245607 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.199571 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.367325 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.335713 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.1963 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.140001 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.469133 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.258506 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.273571 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.0700095 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.222762 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.117882 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.123119 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.229028 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.0721011 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.08349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,21),-0.514134 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.461886 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.366617 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.485572 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.524772 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.360031 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.1494 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.6429 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.516169 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.313183 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.406477 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.336483 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.187999 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.533225 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.202447 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.143615 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.312669 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.279418 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.140344 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.0725125 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.444672 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.271821 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.237582 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.208167 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.221857 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.1136 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.118837 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.215187 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.0678193 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.00347324 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.08339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.50748 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.266418 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.514013 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.509895 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.232642 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.190908 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.165279 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.168773 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.117752 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.394049 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.237979 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.284257 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.210971 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.112385 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.288814 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0597315 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.00978236 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.13738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.620575 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.405529 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.246507 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.218413 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.238994 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.297831 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0651292 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-4.38176e-05 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.1374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.620576 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.316867 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.306735 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.314777 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.202976 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0113019 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.08978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.27778 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.572408 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.209064 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.229852 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.24017 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.334732 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0089835 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.13738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.620575 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.405529 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.629925 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.238144 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.327077 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.182354 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.09637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.52723 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.317022 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.767423 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.501157 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.103387 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.182091 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.746171 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.799447 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.69042 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.594974 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.578387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0125257 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.209589 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),-0.157441 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.0200096 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.693571 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.333844 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.609975 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.370776 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.304391 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.175174 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.44796 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.584239 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.635144 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.25245 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.315961 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.163464 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.24343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.479946 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.12133 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.644448 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.802144 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.805179 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.618979 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.719608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.237441 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.803329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0592227 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.115924 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.373688 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.697028 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.101172 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.072432 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.418755 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.329028 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.856397 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.2876 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.517346 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.213021 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.196657 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.35518 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.206842 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.12767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.357489 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.372214 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.696466 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.395728 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0945903 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.418385 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.328847 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.856027 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.22697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.404087 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.298057 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.146285 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0586564 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.287547 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.843194 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.16173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,1),-0.27598 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.580102 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.444884 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.722079 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.122869 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.0660143 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.221586 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.751652 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.0879227 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.741262 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.0462413 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.464163 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.16009 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0584813 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0798647 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.646705 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.808392 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.20427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.392363 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.143463 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.318934 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.16173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.350904 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),0.343385 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.6572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,15),-0.531293 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.327404 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.366446 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.11578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,14),-0.449724 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.443644 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.421746 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.297247 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.321958 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.319988 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.12534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
