# _root_ Επίσης , η περιοχή έχει χαρακτηριστεί μόνιμο καταφύγιο άγριων ζώων , ενώ ανάλογης ποικιλότητας και σημασίας είναι και η πανίδα της .
#goldHeads=12,12,4,6,6,12,8,6,10,8,12,0,15,15,17,15,12,20,20,17,20,0,
#predictedHeads=6,6,4,6,6,12,8,6,10,8,12,0,14,15,17,15,12,20,20,17,20,0,
(15,17),(17,12),-0.652691 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.468512 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.489819 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.509526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.268921 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.121554 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.234531 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.198101 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.252541 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.853518 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.325844 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.830326 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.709958 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.601404 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.551472 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.69717 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.596591 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.780351 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.542798 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.668613 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.540293 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.600058 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.629357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0295747 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.250412 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.301006 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.280332 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.407181 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.341875 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.00508865 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.202674 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.398566 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.211413 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.152147 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0643848 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.262188 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.528378 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.433217 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.416333 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.130084 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.29819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.69239 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-1.26673 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.914708 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.448419 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.23454 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0991298 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.36343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.776748 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.795646 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.735562 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.578326 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.934894 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-1.65224 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-1.01984 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.714041 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.617461 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.588359 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.580989 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.46678 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.363539 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0918093 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.224599 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.34074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.804495 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.755783 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.30927 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.947086 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.23223 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.962458 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.62363 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-2.1076 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.49608 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.4968 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.31231 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.37111 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.29 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.850912 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.867353 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.690946 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.918089 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.643661 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.772598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.25513 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-1.07733 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.450937 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.422721 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.24114 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.05272 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.73413 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-2.21534 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.60146 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.56442 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.41969 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.43874 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.39738 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.941178 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.875616 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.758569 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.02547 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.63644 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.697137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0657701 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-1.04801 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.508406 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.430366 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.450616 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.218472 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-1.09626 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.516844 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.510901 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.21343 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.194333 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.427367 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.100595 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.159751 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.588483 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.0490542 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.0263646 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.671505 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.140695 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.0958779 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.0160323 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.0185674 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.0217898 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.416868 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.131194 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.26485 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.348906 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.361595 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.378417 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.0653947 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),0.0751112 # DEPENDENCYPART_GRANDPAR
(17,5),(5,22),-0.36056 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),0.064477 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.007022 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.440791 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.118427 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.289275 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.343246 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.349907 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.43721 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.366729 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.0758249 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.0425321 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.525423 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.247272 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.12744 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.0509014 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.59747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),0.379482 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),0.0523094 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-0.365749 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.0048656 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0563919 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.241942 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0734098 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),0.665079 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.0586559 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.0146097 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.204256 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.0203714 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.0890314 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.0359918 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.00330472 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.223789 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.177244 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.156666 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.416595 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.470222 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.81439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),0.217701 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.135571 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.273998 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0734098 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.0535208 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.66831 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.211512 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.019635 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.116667 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.074329 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.00345029 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.223017 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.17113 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.156801 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.41484 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),0.0264187 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.316879 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.267806 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.336462 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0877438 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.563517 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.10651 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.191371 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.0148234 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.00459824 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.144732 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.182522 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.054572 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.102212 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.198517 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.196176 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.217773 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.152957 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.568088 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.21845 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.137789 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.0798377 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.91409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),0.183701 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.232344 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.604927 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.142178 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.109296 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0460486 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.269517 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.342658 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.68374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,20),-0.105604 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.073549 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.137393 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.161762 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.416996 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.470369 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.81439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),0.217701 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.0258918 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.0957045 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.0991752 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.499005 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.262561 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.105841 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.151515 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.199805 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.167686 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.25326 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0293776 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.288018 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0538101 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.152516 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.00633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.156877 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.310353 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.659119 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.146491 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.017605 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.248773 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.81463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.217593 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.207527 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.603224 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.506668 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.851684 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-1.3319 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.10963 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.829536 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.906171 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.9235 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.922748 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.664223 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.506935 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.01171 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.804133 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.330239 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.51295 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.12724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.140544 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.43997 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.154671 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.242011 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.904112 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.305392 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0877714 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0940821 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.21517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.721127 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.307119 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),0.16567 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.0535474 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.0281083 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.472933 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.167868 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.203259 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.391314 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.0810396 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.559772 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.0265046 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),0.164517 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.00482704 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.319075 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),0.00875255 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.459985 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.0334235 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),0.166776 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.0321989 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),0.0762486 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),0.0400348 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.164808 # DEPENDENCYPART_GRANDPAR
(18,5),(5,20),-0.0238101 # DEPENDENCYPART_GRANDPAR
(18,5),(5,22),-0.537318 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.290235 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),0.0239746 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.464647 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.0535952 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.122326 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.0095216 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),0.0953907 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.0238794 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),0.0591768 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.157181 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.103316 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.0182755 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),0.0834089 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.0135067 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),0.166513 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.137053 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.978616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,20),-0.0366641 # DEPENDENCYPART_GRANDPAR
(18,6),(6,22),-0.536847 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0566443 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.0448309 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.0363008 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.00841517 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.563124 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.0508389 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.18505 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0398846 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.000252478 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0133958 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.0627713 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.135941 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.107199 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.00779191 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.0903718 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.0121132 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.181111 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.0996934 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.03302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,7),0.0390338 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.0190353 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.00841517 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.373904 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.583946 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.0139905 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.00866574 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.00853007 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.00569208 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.136363 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.109327 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.00224421 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.0899406 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.0158853 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),0.0101066 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.147408 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.139183 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.182506 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.199276 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.205935 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.138556 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.0556091 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.467998 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.0655616 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.19468 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.150196 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),0.00393353 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.0971084 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.161316 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.111466 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.194516 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.293833 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.1595 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.123571 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0985488 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0402704 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.176352 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.989056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.110395 # DEPENDENCYPART_GRANDPAR
