# _root_ Αποτελεί έναν από τους αγαπημένους προορισμούς των Κερκυραίων , καθώς συνδυάζει αστείρευτη φυσική ομορφιά με τη μαγεία της θάλασσας , ενώ απέχει ελάχιστα από την πόλη .
#goldHeads=21,1,2,6,6,3,8,6,10,1,10,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
#predictedHeads=21,1,2,6,6,3,8,6,11,11,21,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
(20,22),(22,15),-0.479226 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.486268 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.585711 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.44397 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.504189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.302381 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0434815 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.100599 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.22704 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.00786105 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-0.539781 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.483601 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.484555 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.442257 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.434469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,24),-0.150491 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.289804 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.0357565 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.603364 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.0217804 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.00900719 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.228145 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.0034811 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),0.112895 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),0.164619 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),0.132215 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),0.242928 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),0.140767 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),0.0673259 # DEPENDENCYPART_GRANDPAR
(21,1),(1,10),-0.0159 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),0.344845 # DEPENDENCYPART_GRANDPAR
(21,1),(1,15),0.515043 # DEPENDENCYPART_GRANDPAR
(21,1),(1,20),0.0650573 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-0.741766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,23),-0.269323 # DEPENDENCYPART_GRANDPAR
(21,1),(1,27),-0.32936 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.106823 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.0608739 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.343409 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),0.0206156 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),0.0944049 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.00776298 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.00323156 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.173077 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),0.0811413 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.264538 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),0.114266 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),0.0120976 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),0.0969811 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.000967392 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.265636 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.00905626 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.525342 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),0.0463921 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.0383633 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.154714 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),0.243485 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),0.0825816 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),0.12229 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),0.489437 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-0.830318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,24),-0.492628 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.261295 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.0024136 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),0.0291929 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.669386 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.0376579 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.154006 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),0.24419 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.0192001 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.0607829 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.0518818 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.0355083 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.137679 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.239183 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),0.0759725 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.0543942 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.127085 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.0357138 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),0.134666 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.00727841 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.00559358 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.62427 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.107765 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.108563 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),0.232058 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),0.114008 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),0.0413512 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),0.0555676 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),0.512479 # DEPENDENCYPART_GRANDPAR
(21,10),(10,22),0.0467729 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),0.301177 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),0.12485 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),0.273259 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),0.248506 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),0.323853 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.453735 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),0.221683 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),0.150606 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),0.0968486 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),0.163735 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),0.0910776 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),0.214568 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.515043 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.26955 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.219132 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.0650573 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.741766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),0.129909 # DEPENDENCYPART_GRANDPAR
(21,11),(11,23),-0.269323 # DEPENDENCYPART_GRANDPAR
(21,11),(11,24),-0.418011 # DEPENDENCYPART_GRANDPAR
(21,11),(11,26),-0.273337 # DEPENDENCYPART_GRANDPAR
(21,11),(11,27),-0.32936 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.036755 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.0076918 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.144203 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.141674 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.00628856 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),0.0886842 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.492589 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.140884 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.0904626 # DEPENDENCYPART_GRANDPAR
(21,12),(12,22),0.0598326 # DEPENDENCYPART_GRANDPAR
(21,12),(12,24),-0.439004 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.145751 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.0660393 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0861197 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.490055 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),0.138319 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.087898 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.257912 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.666002 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.0324897 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.0413465 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.492196 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0931963 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.178833 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.128414 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.0387862 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.830318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.00360677 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.306823 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.492628 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0469459 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.124657 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.137727 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.0873057 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.0382946 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.72013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),0.127505 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.669402 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),0.0290906 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.0447457 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0692051 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.200612 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.126865 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.0399299 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.830318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.00360677 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.306823 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.492628 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),-0.435333 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.0447299 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.0691893 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.055818 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.325002 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0399265 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.830318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.00360677 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.306823 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.0192001 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.0355083 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.0203619 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.0942533 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.0599179 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.277985 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.0088808 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0593139 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.817197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.0235808 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.296667 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.400491 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.183726 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.379502 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.349278 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.235609 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.337781 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.213088 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.531235 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.21102 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.317758 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.391554 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.260645 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.0299726 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.208992 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.638022 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.259416 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.215357 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.267146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.335145 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.236523 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.282726 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.0742542 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-0.263913 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-0.414737 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.284042 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.334465 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.356705 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0472916 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.0405458 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.128213 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0964309 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.500443 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.02571 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.0727558 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-0.761699 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.13168 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.0423224 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.401281 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.0742738 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.0345273 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.0418384 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.239962 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.401073 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.86977 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.738643 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-1.02884 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.260234 # DEPENDENCYPART_GRANDPAR
(22,1),(1,10),-0.186167 # DEPENDENCYPART_GRANDPAR
(22,1),(1,11),-0.716226 # DEPENDENCYPART_GRANDPAR
(22,1),(1,15),-0.31971 # DEPENDENCYPART_GRANDPAR
(22,1),(1,20),-0.264025 # DEPENDENCYPART_GRANDPAR
(22,1),(1,21),-0.205907 # DEPENDENCYPART_GRANDPAR
(22,1),(1,23),-0.206444 # DEPENDENCYPART_GRANDPAR
(22,1),(1,27),-0.399674 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.67961 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.214806 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-1.57049 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.864631 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.568651 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.858851 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.292227 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.146417 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.346169 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-1.41992 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.513147 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.803347 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.494693 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.397253 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-1.27085 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.604061 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-2.11596 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.717091 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.271919 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.069911 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.452913 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.816185 # DEPENDENCYPART_GRANDPAR
(22,6),(6,14),-0.303016 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),-0.0876285 # DEPENDENCYPART_GRANDPAR
(22,6),(6,21),-0.00634797 # DEPENDENCYPART_GRANDPAR
(22,6),(6,24),-0.24871 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-1.26991 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.601968 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.514884 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-2.12363 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.271882 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.0698707 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.452876 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.981678 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.459713 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.798627 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.72684 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-1.0157 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.216593 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.823641 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-1.14304 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-1.15501 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.509333 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.578652 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.358495 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.643991 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-2.19794 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.932849 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.378002 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.638448 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.925396 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.937335 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.508086 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.0765544 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-1.90991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,1),-0.717041 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.192488 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.3067 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.642228 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.561476 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-2.2149 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.850332 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.31423 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.0488459 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-1.0788 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-1.09074 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.615126 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.31971 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.62195 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.797338 # DEPENDENCYPART_GRANDPAR
(22,11),(11,20),-0.264025 # DEPENDENCYPART_GRANDPAR
(22,11),(11,21),-0.205907 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-1.77828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,23),-0.206444 # DEPENDENCYPART_GRANDPAR
(22,11),(11,24),-0.050903 # DEPENDENCYPART_GRANDPAR
(22,11),(11,26),-0.308309 # DEPENDENCYPART_GRANDPAR
(22,11),(11,27),-0.399674 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.938722 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.33339 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.179753 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.524257 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.941652 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.388242 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.100461 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.396454 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),-0.571845 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.8697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,24),-0.156908 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.179753 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.952989 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.388257 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.100461 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.39647 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.571861 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-1.27172 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-2.12544 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.812813 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.823901 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.0938586 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.909344 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.316059 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.491448 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.282587 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),-0.0144491 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-2.00026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.355917 # DEPENDENCYPART_GRANDPAR
(22,14),(14,24),-0.24871 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.381727 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-1.04816 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.492868 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.668259 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.284302 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.156311 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.93168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,7),-2.12381 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.811178 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.822265 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.786123 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-1.48947 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.484857 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.27568 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.00631825 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-2.00026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.355918 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.248711 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.566021 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.822085 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.785943 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.396861 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-1.42232 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.275673 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.00631092 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-2.00026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.355917 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.981678 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.72684 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-1.00766 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-1.01877 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.59505 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.4403 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.608815 # DEPENDENCYPART_GRANDPAR
