# _root_ Το Κάστρο βρίσκεται πάνω σε ένα γιγαντιαίο βράχο , κρεμασμένο πάνω από το πέλαγος , με πανοραμική θέα και αποτελεί ένα φυσικό φρούριο .
#goldHeads=2,19,19,3,4,8,8,5,10,3,10,11,14,12,10,2,18,16,0,19,23,23,20,0,
#predictedHeads=2,3,0,3,3,8,8,5,3,19,10,11,14,12,10,10,18,16,0,19,23,23,20,0,
(18,19),(19,15),-0.617846 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.575429 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.324731 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.827184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.349762 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.347804 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.2327 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.323384 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.33545 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.714072 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.592634 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-1.21726 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.0065 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.10629 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.582243 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.56885 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.779611 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.517305 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.521579 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.255085 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.901719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.139943 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.496279 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.135179 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.273226 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.899697 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.368017 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-1.10485 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.579756 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.339682 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.818993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,21),-0.865309 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.580857 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.38967 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.281569 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.0906154 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.139978 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.186694 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.161729 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.127813 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.101096 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),0.111831 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),0.110699 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.0431143 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),0.00114385 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.0432052 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),0.192477 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-0.847374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-0.0624135 # DEPENDENCYPART_GRANDPAR
(19,3),(3,23),-0.32946 # DEPENDENCYPART_GRANDPAR
(19,3),(3,24),-0.376212 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.240616 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.221664 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.220911 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.160991 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.208243 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.0380439 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),0.0311717 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),0.00380315 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.206866 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.296358 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.0929678 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.207057 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.148939 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.12656 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.0203124 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.0143445 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.771963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,4),-0.216529 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.255398 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.0894916 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.14678 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.0913502 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),0.0303706 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),0.0158159 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),0.38339 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.173868 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.240995 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.296167 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),0.0153622 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.153877 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.10041 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.0976489 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.0547314 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.190481 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.307822 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.346987 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.428451 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.278954 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.339088 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.130501 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.0705684 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.114953 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.170441 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.191103 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.106474 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.217938 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.169063 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.123791 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.0412604 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.0321387 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.0640555 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.187536 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.0384495 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.332357 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.841006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.058218 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.319944 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.372024 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.221664 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.326495 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.385329 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.329231 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.229508 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.145021 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.00380315 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0792869 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.0198468 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.229152 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.224375 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.846847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.0893767 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.124378 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0385034 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.168068 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.0421783 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.0371403 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.261164 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.769409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,11),0.00968225 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0788819 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0210917 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0425191 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.3012 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0509423 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.34385 # DEPENDENCYPART_GRANDPAR
(19,14),(14,20),-0.170369 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.190481 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.307822 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.428451 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.278954 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.339088 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0963098 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.233456 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.210131 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0331732 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.149171 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.114077 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.871592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.121954 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.419701 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.398595 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.160533 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0737058 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.070766 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.00845777 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.296252 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.714011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),0.0388771 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.108781 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.253028 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0819446 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.176311 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.285516 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.0840347 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.372347 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.00679169 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0252491 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0848859 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0508737 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.157292 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0386925 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.895408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.170369 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.507052 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.460715 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.520789 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.707454 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.790117 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.645817 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.57998 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.441529 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.456776 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.587812 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.451024 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.270482 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.355412 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.443652 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.147013 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.35708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),0.117932 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.100688 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.113167 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.195754 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0513911 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.645195 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.396414 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.556162 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.286173 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.216581 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.103029 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0625286 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0448404 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0322259 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.595348 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.653505 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.685944 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.811298 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.827612 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.768283 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.343052 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-1.3833 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.543258 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.458616 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.857243 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.288949 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.347774 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),-0.226572 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.67085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,23),0.0661394 # DEPENDENCYPART_GRANDPAR
(20,3),(3,24),-0.42639 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.613688 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.490319 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.6357 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.695433 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.654832 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.288012 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-1.32485 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.240615 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.472507 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.617698 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-1.27529 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.80787 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.5412 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.446455 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-1.36176 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.498552 # DEPENDENCYPART_GRANDPAR
(20,5),(5,19),-0.131184 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.691792 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.793319 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-1.14234 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.5319 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.332043 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-1.28133 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.204456 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.406648 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.260931 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.550846 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.753406 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-1.03017 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.527922 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.29606 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-1.04218 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.345578 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.633262 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.523105 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.575603 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.628194 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.601051 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.592494 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.42649 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.533407 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.451779 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.838224 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.304508 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.345373 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.915281 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.716961 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.22384 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.67079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,23),0.0682902 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.426331 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.490319 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.663585 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.733451 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.68644 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.443289 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-1.21083 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.240615 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.743792 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.233909 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.121305 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.619294 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.132388 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.79695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,9),-0.354738 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.503548 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.9302 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.657596 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.330419 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.533735 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.151143 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.40816 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.380205 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.61708 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.242091 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0443492 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.59157 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.334591 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.89419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,2),-0.79036 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.78506 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.852328 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.752038 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.753047 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.606285 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.48981 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.840621 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.240494 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.97336 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.595471 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0857227 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.83194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.135305 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.130971 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.459929 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.654454 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.368323 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.915647 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.56912 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.123333 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.82357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,23),-0.0912716 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.567897 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.771362 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.368468 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.496451 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.76146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,23),-0.0921825 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.404413 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.612304 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.59887 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.324773 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.27944 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.611009 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0910297 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.89419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.221317 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.190621 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.668576 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.653478 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.702768 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.694668 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.579782 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.51068 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-1.38877 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.510792 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.314417 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.84965 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.667356 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.456578 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.255697 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.779373 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.543896 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.04902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.297959 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.276388 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.704643 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.700919 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.321603 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-1.43731 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.755494 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-1.33499 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.15911 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.889476 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.530898 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.115506 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.168937 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.303213 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.18233 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.778375 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.05352 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.545406 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.885555 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.710815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
