# _root_ Πρότεινα να ξεκινήσει ο Πρόεδρός μας , παράλληλα με τις εργασίες της Συνέλευσης και σε συνεργασία με τα εθνικά κοινοβούλια , εκστρατεία με θέμα " Ας μιλήσουμε ανοιχτά " .
#goldHeads=0,3,1,5,3,5,14,14,8,11,9,13,11,3,14,15,16,20,20,17,14,3,22,23,27,27,24,27,27,0,
#predictedHeads=0,3,1,5,3,5,8,3,8,11,9,13,11,3,14,15,16,20,20,17,3,21,22,23,27,27,24,27,27,0,
(22,25),(25,5),-1.07272 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.634191 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.689692 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.738916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.271767 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.000694419 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.605463 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.269185 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.341871 # DEPENDENCYPART_GRANDPAR
(22,27),(27,1),-0.638703 # DEPENDENCYPART_GRANDPAR
(22,27),(27,3),-0.918353 # DEPENDENCYPART_GRANDPAR
(22,27),(27,5),-1.04057 # DEPENDENCYPART_GRANDPAR
(22,27),(27,7),-0.650427 # DEPENDENCYPART_GRANDPAR
(22,27),(27,8),-0.782208 # DEPENDENCYPART_GRANDPAR
(22,27),(27,9),-0.46275 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-0.971302 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-0.810846 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-0.663056 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-0.632644 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-0.884689 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.537134 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.655969 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.663304 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.391718 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.729324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.269219 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.0113809 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.181927 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.0569243 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.0846666 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.213236 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.285682 # DEPENDENCYPART_GRANDPAR
(22,28),(28,1),-0.65242 # DEPENDENCYPART_GRANDPAR
(22,28),(28,3),-0.932069 # DEPENDENCYPART_GRANDPAR
(22,28),(28,8),-0.756954 # DEPENDENCYPART_GRANDPAR
(22,28),(28,9),-0.464236 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),-0.0295453 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.23373 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.351073 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.350747 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.392822 # DEPENDENCYPART_GRANDPAR
(22,29),(29,1),-0.640736 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),-0.350076 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.191521 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.379622 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),-0.493596 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.450593 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.410243 # DEPENDENCYPART_GRANDPAR
(23,21),(21,7),-0.377006 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.356812 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.353838 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.315333 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.338054 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.39622 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.272756 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.0905722 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.08838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),0.306262 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.309032 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.405386 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.334818 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.296545 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.21504 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.236528 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.12319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.265093 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.336704 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.582777 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.763158 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.654427 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.945394 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.944002 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.6172 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.14404 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.0499651 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.213169 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-0.885547 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.871909 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.748065 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.556039 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.690578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.795501 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.124112 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.303994 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.238967 # DEPENDENCYPART_GRANDPAR
(23,27),(27,1),-0.832753 # DEPENDENCYPART_GRANDPAR
(23,27),(27,3),-0.789462 # DEPENDENCYPART_GRANDPAR
(23,27),(27,5),-0.847806 # DEPENDENCYPART_GRANDPAR
(23,27),(27,7),-0.644858 # DEPENDENCYPART_GRANDPAR
(23,27),(27,8),-0.722233 # DEPENDENCYPART_GRANDPAR
(23,27),(27,9),-0.793304 # DEPENDENCYPART_GRANDPAR
(23,27),(27,11),-0.800237 # DEPENDENCYPART_GRANDPAR
(23,27),(27,13),-0.798192 # DEPENDENCYPART_GRANDPAR
(23,27),(27,14),-0.527926 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-0.735552 # DEPENDENCYPART_GRANDPAR
(23,27),(27,16),-0.771036 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-0.751849 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.874083 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.716082 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.527545 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.524056 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.80446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.743207 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.0523327 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.155309 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.260651 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.240174 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.261669 # DEPENDENCYPART_GRANDPAR
(23,28),(28,1),-0.850426 # DEPENDENCYPART_GRANDPAR
(23,28),(28,3),-0.807134 # DEPENDENCYPART_GRANDPAR
(23,28),(28,8),-0.702568 # DEPENDENCYPART_GRANDPAR
(23,28),(28,9),-0.800212 # DEPENDENCYPART_GRANDPAR
(23,28),(28,24),0.797245 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.143327 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.059438 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.292485 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.283215 # DEPENDENCYPART_GRANDPAR
(23,29),(29,1),-0.850531 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.0809963 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.329061 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.225599 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.644382 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.581866 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.595966 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.0658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,12),-0.650443 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.658509 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.76285 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.624363 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.405643 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.0217016 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.13125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.197672 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.597723 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.506078 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.541173 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-1.47879 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.20906 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-1.11805 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.13215 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.567065 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.542593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,27),-0.212135 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.0954709 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.0611181 # DEPENDENCYPART_GRANDPAR
(24,27),(27,1),-0.727909 # DEPENDENCYPART_GRANDPAR
(24,27),(27,3),-1.19734 # DEPENDENCYPART_GRANDPAR
(24,27),(27,5),-1.44664 # DEPENDENCYPART_GRANDPAR
(24,27),(27,7),-0.820653 # DEPENDENCYPART_GRANDPAR
(24,27),(27,8),-0.815683 # DEPENDENCYPART_GRANDPAR
(24,27),(27,9),-0.637988 # DEPENDENCYPART_GRANDPAR
(24,27),(27,11),-1.29382 # DEPENDENCYPART_GRANDPAR
(24,27),(27,13),-1.12797 # DEPENDENCYPART_GRANDPAR
(24,27),(27,14),-0.916783 # DEPENDENCYPART_GRANDPAR
(24,27),(27,15),-0.819714 # DEPENDENCYPART_GRANDPAR
(24,27),(27,16),-1.07398 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-0.778514 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-1.23084 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-1.09166 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.758312 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-1.10576 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.579828 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.530239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.315732 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.337912 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.0900883 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.0686223 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.0121539 # DEPENDENCYPART_GRANDPAR
(24,28),(28,1),-0.741625 # DEPENDENCYPART_GRANDPAR
(24,28),(28,3),-1.21106 # DEPENDENCYPART_GRANDPAR
(24,28),(28,8),-0.790428 # DEPENDENCYPART_GRANDPAR
(24,28),(28,9),-0.639474 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.57267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),0.262664 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.040969 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.0725282 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.122934 # DEPENDENCYPART_GRANDPAR
(25,5),(5,1),-0.340689 # DEPENDENCYPART_GRANDPAR
(25,5),(5,3),-0.293547 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),-0.302309 # DEPENDENCYPART_GRANDPAR
(25,5),(5,6),-0.506027 # DEPENDENCYPART_GRANDPAR
(25,5),(5,7),-0.32624 # DEPENDENCYPART_GRANDPAR
(25,5),(5,8),-0.306536 # DEPENDENCYPART_GRANDPAR
(25,5),(5,9),-0.267145 # DEPENDENCYPART_GRANDPAR
(25,5),(5,11),-0.334419 # DEPENDENCYPART_GRANDPAR
(25,5),(5,13),-0.317289 # DEPENDENCYPART_GRANDPAR
(25,5),(5,14),-0.205875 # DEPENDENCYPART_GRANDPAR
(25,5),(5,15),-0.25618 # DEPENDENCYPART_GRANDPAR
(25,5),(5,17),-0.138468 # DEPENDENCYPART_GRANDPAR
(25,5),(5,23),-0.152377 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.367125 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.300813 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),-0.179091 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),-0.102553 # DEPENDENCYPART_GRANDPAR
(25,20),(20,10),-0.653376 # DEPENDENCYPART_GRANDPAR
(25,20),(20,12),-0.36905 # DEPENDENCYPART_GRANDPAR
(25,20),(20,13),-0.388311 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.379894 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.136991 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.296973 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.1407 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.152287 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),-0.0650323 # DEPENDENCYPART_GRANDPAR
(25,22),(22,12),-0.36905 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.379894 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.136991 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.335078 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.364625 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.152287 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.0650323 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.17179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,27),-0.617952 # DEPENDENCYPART_GRANDPAR
(25,22),(22,28),-0.697203 # DEPENDENCYPART_GRANDPAR
(25,22),(22,29),-0.684981 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.368629 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.193347 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.112548 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.15022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,27),-0.601274 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.683196 # DEPENDENCYPART_GRANDPAR
(25,23),(23,29),-0.663407 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.383661 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),-0.139695 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.216552 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.17179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,27),-0.618577 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.697203 # DEPENDENCYPART_GRANDPAR
(25,27),(27,1),-0.732584 # DEPENDENCYPART_GRANDPAR
(25,27),(27,3),-0.685012 # DEPENDENCYPART_GRANDPAR
(25,27),(27,5),-0.889298 # DEPENDENCYPART_GRANDPAR
(25,27),(27,7),-0.677107 # DEPENDENCYPART_GRANDPAR
(25,27),(27,8),-0.744126 # DEPENDENCYPART_GRANDPAR
(25,27),(27,9),-0.760424 # DEPENDENCYPART_GRANDPAR
(25,27),(27,11),-0.819815 # DEPENDENCYPART_GRANDPAR
(25,27),(27,13),-0.801802 # DEPENDENCYPART_GRANDPAR
(25,27),(27,14),-0.709517 # DEPENDENCYPART_GRANDPAR
(25,27),(27,15),-0.757132 # DEPENDENCYPART_GRANDPAR
(25,27),(27,16),-0.753989 # DEPENDENCYPART_GRANDPAR
(25,27),(27,17),-0.631747 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-0.56944 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.747856 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.647908 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.626135 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.645656 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.549512 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.727773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.00455846 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.250293 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.260488 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.347399 # DEPENDENCYPART_GRANDPAR
(25,28),(28,1),-0.740421 # DEPENDENCYPART_GRANDPAR
(25,28),(28,3),-0.692849 # DEPENDENCYPART_GRANDPAR
(25,28),(28,8),-0.713324 # DEPENDENCYPART_GRANDPAR
(25,28),(28,9),-0.758052 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-0.557625 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.678384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,27),-0.0594746 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.320065 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.376252 # DEPENDENCYPART_GRANDPAR
(25,29),(29,1),-0.741813 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),-0.169558 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.285811 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.363054 # DEPENDENCYPART_GRANDPAR
(27,1),(1,2),-0.139841 # DEPENDENCYPART_GRANDPAR
(27,1),(1,3),-0.681297 # DEPENDENCYPART_GRANDPAR
(27,1),(1,5),-0.645741 # DEPENDENCYPART_GRANDPAR
(27,1),(1,7),-0.234339 # DEPENDENCYPART_GRANDPAR
(27,1),(1,8),-0.195329 # DEPENDENCYPART_GRANDPAR
(27,1),(1,9),-0.261495 # DEPENDENCYPART_GRANDPAR
(27,1),(1,11),-0.975598 # DEPENDENCYPART_GRANDPAR
(27,1),(1,14),-0.183841 # DEPENDENCYPART_GRANDPAR
(27,1),(1,15),-0.34007 # DEPENDENCYPART_GRANDPAR
(27,1),(1,17),-0.210583 # DEPENDENCYPART_GRANDPAR
(27,1),(1,21),-0.162835 # DEPENDENCYPART_GRANDPAR
(27,1),(1,25),0.106923 # DEPENDENCYPART_GRANDPAR
(27,1),(1,28),-0.220517 # DEPENDENCYPART_GRANDPAR
(27,1),(1,29),-0.39816 # DEPENDENCYPART_GRANDPAR
(27,1),(1,30),-0.488513 # DEPENDENCYPART_GRANDPAR
(27,3),(3,1),-1.22053 # DEPENDENCYPART_GRANDPAR
(27,3),(3,2),-0.619095 # DEPENDENCYPART_GRANDPAR
(27,3),(3,4),-1.27863 # DEPENDENCYPART_GRANDPAR
(27,3),(3,5),-0.644951 # DEPENDENCYPART_GRANDPAR
(27,3),(3,7),-0.236376 # DEPENDENCYPART_GRANDPAR
(27,3),(3,8),-0.198492 # DEPENDENCYPART_GRANDPAR
(27,3),(3,9),-0.265496 # DEPENDENCYPART_GRANDPAR
(27,3),(3,11),-0.974808 # DEPENDENCYPART_GRANDPAR
(27,3),(3,13),-0.782488 # DEPENDENCYPART_GRANDPAR
(27,3),(3,14),-0.185914 # DEPENDENCYPART_GRANDPAR
(27,3),(3,15),-0.344056 # DEPENDENCYPART_GRANDPAR
(27,3),(3,16),-0.469821 # DEPENDENCYPART_GRANDPAR
(27,3),(3,17),-0.214584 # DEPENDENCYPART_GRANDPAR
(27,3),(3,21),-0.164873 # DEPENDENCYPART_GRANDPAR
(27,3),(3,23),-0.0618507 # DEPENDENCYPART_GRANDPAR
(27,3),(3,25),0.104885 # DEPENDENCYPART_GRANDPAR
(27,3),(3,28),-0.222214 # DEPENDENCYPART_GRANDPAR
(27,3),(3,29),-0.399857 # DEPENDENCYPART_GRANDPAR
(27,3),(3,30),-0.490209 # DEPENDENCYPART_GRANDPAR
(27,5),(5,1),-0.999701 # DEPENDENCYPART_GRANDPAR
(27,5),(5,3),-0.320218 # DEPENDENCYPART_GRANDPAR
(27,5),(5,4),-0.95117 # DEPENDENCYPART_GRANDPAR
(27,5),(5,6),-0.682911 # DEPENDENCYPART_GRANDPAR
(27,5),(5,7),-0.245677 # DEPENDENCYPART_GRANDPAR
(27,5),(5,8),-0.0907097 # DEPENDENCYPART_GRANDPAR
(27,5),(5,9),-0.0293101 # DEPENDENCYPART_GRANDPAR
(27,5),(5,11),-0.660475 # DEPENDENCYPART_GRANDPAR
(27,5),(5,13),-0.471705 # DEPENDENCYPART_GRANDPAR
(27,5),(5,14),0.0458146 # DEPENDENCYPART_GRANDPAR
(27,5),(5,15),-0.161791 # DEPENDENCYPART_GRANDPAR
(27,5),(5,17),0.0216018 # DEPENDENCYPART_GRANDPAR
(27,5),(5,23),0.174335 # DEPENDENCYPART_GRANDPAR
(27,7),(7,1),-1.48606 # DEPENDENCYPART_GRANDPAR
(27,7),(7,3),-0.806095 # DEPENDENCYPART_GRANDPAR
(27,7),(7,5),-0.626959 # DEPENDENCYPART_GRANDPAR
(27,7),(7,8),-0.252278 # DEPENDENCYPART_GRANDPAR
(27,7),(7,9),-0.165682 # DEPENDENCYPART_GRANDPAR
(27,7),(7,11),-0.868963 # DEPENDENCYPART_GRANDPAR
(27,8),(8,1),-1.20158 # DEPENDENCYPART_GRANDPAR
(27,8),(8,3),-0.521617 # DEPENDENCYPART_GRANDPAR
(27,8),(8,5),-0.567087 # DEPENDENCYPART_GRANDPAR
(27,8),(8,7),-0.342342 # DEPENDENCYPART_GRANDPAR
(27,8),(8,9),-0.0483559 # DEPENDENCYPART_GRANDPAR
(27,8),(8,11),-0.88417 # DEPENDENCYPART_GRANDPAR
(27,8),(8,13),-0.694338 # DEPENDENCYPART_GRANDPAR
(27,8),(8,14),-0.0936041 # DEPENDENCYPART_GRANDPAR
(27,8),(8,15),-0.173365 # DEPENDENCYPART_GRANDPAR
(27,8),(8,16),-0.393112 # DEPENDENCYPART_GRANDPAR
(27,8),(8,17),0.00255598 # DEPENDENCYPART_GRANDPAR
(27,8),(8,21),-0.114341 # DEPENDENCYPART_GRANDPAR
(27,8),(8,27),-1.86279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,9),(9,7),-0.281792 # DEPENDENCYPART_GRANDPAR
(27,9),(9,8),-0.188231 # DEPENDENCYPART_GRANDPAR
(27,9),(9,10),-1.08607 # DEPENDENCYPART_GRANDPAR
(27,9),(9,11),-0.850144 # DEPENDENCYPART_GRANDPAR
(27,9),(9,13),-0.660042 # DEPENDENCYPART_GRANDPAR
(27,9),(9,14),-0.099008 # DEPENDENCYPART_GRANDPAR
(27,9),(9,16),-0.366653 # DEPENDENCYPART_GRANDPAR
(27,9),(9,21),-0.189093 # DEPENDENCYPART_GRANDPAR
(27,11),(11,4),-0.95558 # DEPENDENCYPART_GRANDPAR
(27,11),(11,5),-0.416336 # DEPENDENCYPART_GRANDPAR
(27,11),(11,7),-0.291882 # DEPENDENCYPART_GRANDPAR
(27,11),(11,8),-0.126226 # DEPENDENCYPART_GRANDPAR
(27,11),(11,9),-0.276137 # DEPENDENCYPART_GRANDPAR
(27,11),(11,10),-0.881122 # DEPENDENCYPART_GRANDPAR
(27,11),(11,12),-1.81076 # DEPENDENCYPART_GRANDPAR
(27,11),(11,13),-0.473051 # DEPENDENCYPART_GRANDPAR
(27,11),(11,14),0.0444325 # DEPENDENCYPART_GRANDPAR
(27,11),(11,15),-0.163156 # DEPENDENCYPART_GRANDPAR
(27,11),(11,16),-0.171118 # DEPENDENCYPART_GRANDPAR
(27,11),(11,17),0.0202424 # DEPENDENCYPART_GRANDPAR
(27,11),(11,20),-0.462361 # DEPENDENCYPART_GRANDPAR
(27,11),(11,23),0.172975 # DEPENDENCYPART_GRANDPAR
(27,11),(11,28),-0.369969 # DEPENDENCYPART_GRANDPAR
(27,11),(11,29),-0.620111 # DEPENDENCYPART_GRANDPAR
(27,13),(13,4),-0.952379 # DEPENDENCYPART_GRANDPAR
(27,13),(13,10),-0.877921 # DEPENDENCYPART_GRANDPAR
(27,13),(13,11),-0.746375 # DEPENDENCYPART_GRANDPAR
(27,13),(13,12),-1.74249 # DEPENDENCYPART_GRANDPAR
(27,13),(13,14),0.0446383 # DEPENDENCYPART_GRANDPAR
(27,13),(13,15),-0.162951 # DEPENDENCYPART_GRANDPAR
(27,13),(13,16),-0.170915 # DEPENDENCYPART_GRANDPAR
(27,13),(13,17),0.0204482 # DEPENDENCYPART_GRANDPAR
(27,14),(14,1),-1.34751 # DEPENDENCYPART_GRANDPAR
(27,14),(14,3),-0.668454 # DEPENDENCYPART_GRANDPAR
(27,14),(14,5),-0.418248 # DEPENDENCYPART_GRANDPAR
(27,14),(14,7),-0.362561 # DEPENDENCYPART_GRANDPAR
(27,14),(14,8),-0.128095 # DEPENDENCYPART_GRANDPAR
(27,14),(14,9),-0.168338 # DEPENDENCYPART_GRANDPAR
(27,14),(14,10),-1.03269 # DEPENDENCYPART_GRANDPAR
(27,14),(14,11),-0.751203 # DEPENDENCYPART_GRANDPAR
(27,14),(14,12),-1.93218 # DEPENDENCYPART_GRANDPAR
(27,14),(14,13),-0.561271 # DEPENDENCYPART_GRANDPAR
(27,14),(14,15),-0.248349 # DEPENDENCYPART_GRANDPAR
(27,14),(14,16),-0.378154 # DEPENDENCYPART_GRANDPAR
(27,14),(14,17),-0.00520314 # DEPENDENCYPART_GRANDPAR
(27,14),(14,19),-0.748877 # DEPENDENCYPART_GRANDPAR
(27,14),(14,20),-0.666329 # DEPENDENCYPART_GRANDPAR
