# _root_ Υποστήριξη στις ΗΠΑ ως προς την πρόταση παραπομπής του Ιράν στο Συμβούλιο Ασφαλείας , εφόσον επαναληφθεί ο εμπλουτισμός ουρανίου ή παραβιαστούν καίριες δεσμεύσεις , πρόκειται να παράσχει η ΕΕ.
#goldHeads=27,1,2,1,4,7,5,7,10,8,8,11,12,15,27,20,18,16,18,15,20,23,21,25,0,27,25,29,27,
#predictedHeads=0,1,2,20,4,7,5,7,10,7,10,11,12,15,25,15,18,16,18,25,20,23,21,25,0,27,25,29,27,
(21,20),(20,1),-0.470887 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.401912 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.112745 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-0.452994 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.851621 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.620038 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.398972 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.795886 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.637086 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.682182 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.472145 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.28989 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.262122 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.198914 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.44878 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.292264 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.03763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.132307 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),0.122185 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.425895 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-1.26065 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-1.16224 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.869077 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.17925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.67323 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.0597768 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.31787 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.827949 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.12597 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.966322 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.01422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.830991 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0784447 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.147656 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.0339214 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.0425819 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-1.06684 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.907191 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.508611 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.688499 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.639935 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.89003 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-0.765181 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-0.536183 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.801864 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-1.26788 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-1.13874 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.602983 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.989861 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.867923 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.708274 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.434959 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.28059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.577804 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.585379 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.16558 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.00821034 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.258526 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.10231 # DEPENDENCYPART_GRANDPAR
(21,27),(27,1),-0.889733 # DEPENDENCYPART_GRANDPAR
(21,27),(27,2),-0.76493 # DEPENDENCYPART_GRANDPAR
(21,27),(27,4),-0.535968 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-0.602757 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-0.867626 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.707978 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-1.28561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),0.5718 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.580952 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.132018 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.502557 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),0.473761 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.37484 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.105143 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.821082 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.739972 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.556184 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.03347 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.36575 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.38387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.517009 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.43286 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.417739 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),0.0682553 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.239546 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.300644 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.327064 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.255633 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.342287 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.995834 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.723986 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.423062 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.316274 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0904041 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.33955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.432933 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.47103 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.625601 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.616923 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.17983 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.994018 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.887229 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.966562 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.826701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.1892 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.248648 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.40841 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.23672 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.986746 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.879957 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.914276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.0374016 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.36648 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-0.922076 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.873681 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-0.470496 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.703849 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.795709 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-0.722433 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.624182 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-1.39961 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.912278 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.805489 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.547016 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.915039 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.897303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.0567027 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.0663238 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.283663 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.20782 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.307965 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.244007 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.81101 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.76902 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.170601 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.118854 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.0260143 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.248863 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.3279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,25),-0.931428 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),-0.950978 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.811087 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.769098 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.552527 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.124373 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.0204954 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.243344 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.3279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,1),-0.501239 # DEPENDENCYPART_GRANDPAR
(23,21),(21,2),-0.211242 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.442207 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),0.257195 # DEPENDENCYPART_GRANDPAR
(23,21),(21,7),-0.211443 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.394834 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.315002 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.242122 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.273643 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.68856 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.253926 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.0539679 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.117438 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.226724 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.20577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.353805 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.839926 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.859622 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.147216 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.240217 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.26271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.416886 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.845349 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.04787 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.74273 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.254231 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.696199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.595302 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-1.2602 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-0.772248 # DEPENDENCYPART_GRANDPAR
(23,25),(25,4),-1.05614 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-0.339264 # DEPENDENCYPART_GRANDPAR
(23,25),(25,7),-0.980589 # DEPENDENCYPART_GRANDPAR
(23,25),(25,11),-0.92088 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.759908 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.755683 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-1.01288 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.707748 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.644839 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.624031 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.285799 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.741471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.160852 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.320681 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.36542 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.23527 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.472741 # DEPENDENCYPART_GRANDPAR
(23,27),(27,1),-1.26012 # DEPENDENCYPART_GRANDPAR
(23,27),(27,2),-0.772153 # DEPENDENCYPART_GRANDPAR
(23,27),(27,4),-1.05608 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-0.759832 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-1.01281 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.707674 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.623902 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.285799 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.736587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.139144 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.201369 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0708178 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.718556 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.239366 # DEPENDENCYPART_GRANDPAR
(24,18),(18,9),-0.381347 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.0100753 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.164363 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.112834 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),0.0659668 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),-0.0823371 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),-0.0427645 # DEPENDENCYPART_GRANDPAR
(24,18),(18,25),-0.290693 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.583973 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.381348 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.0100756 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.0854494 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.112834 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.0659668 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.0823371 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),-0.0460088 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.193373 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.151745 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.106916 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.05912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.265963 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.00981215 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.0854488 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.127383 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.120759 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.143461 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.06169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.290693 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.600489 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.583973 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-0.774095 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-1.01777 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-0.691849 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-0.864565 # DEPENDENCYPART_GRANDPAR
(24,25),(25,7),-0.639411 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-0.85922 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-0.663312 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.643881 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.634365 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.676741 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.640114 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.535143 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.615402 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.552881 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.57229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.180244 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.229486 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.300951 # DEPENDENCYPART_GRANDPAR
(25,1),(1,2),-0.0389398 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),-0.0314388 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),-0.0718572 # DEPENDENCYPART_GRANDPAR
(25,1),(1,5),0.0637716 # DEPENDENCYPART_GRANDPAR
(25,1),(1,11),-0.161155 # DEPENDENCYPART_GRANDPAR
(25,1),(1,20),0.365056 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.142189 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),-0.0306721 # DEPENDENCYPART_GRANDPAR
(25,4),(4,1),0.174382 # DEPENDENCYPART_GRANDPAR
(25,4),(4,2),-0.151757 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),-0.0817849 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),0.000302243 # DEPENDENCYPART_GRANDPAR
(25,4),(4,7),-0.511817 # DEPENDENCYPART_GRANDPAR
(25,4),(4,8),-0.422459 # DEPENDENCYPART_GRANDPAR
(25,4),(4,12),-0.566776 # DEPENDENCYPART_GRANDPAR
(25,4),(4,14),0.0076217 # DEPENDENCYPART_GRANDPAR
(25,4),(4,16),0.332388 # DEPENDENCYPART_GRANDPAR
(25,4),(4,27),-0.645235 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),0.0227861 # DEPENDENCYPART_GRANDPAR
(25,5),(5,6),-1.24661 # DEPENDENCYPART_GRANDPAR
(25,5),(5,7),-0.401861 # DEPENDENCYPART_GRANDPAR
(25,5),(5,8),-0.311419 # DEPENDENCYPART_GRANDPAR
(25,5),(5,12),-0.458535 # DEPENDENCYPART_GRANDPAR
(25,5),(5,14),-0.114435 # DEPENDENCYPART_GRANDPAR
(25,5),(5,15),0.209825 # DEPENDENCYPART_GRANDPAR
(25,5),(5,24),0.249612 # DEPENDENCYPART_GRANDPAR
(25,7),(7,5),-0.0822927 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-1.12407 # DEPENDENCYPART_GRANDPAR
(25,7),(7,8),-0.184149 # DEPENDENCYPART_GRANDPAR
(25,7),(7,9),-1.44919 # DEPENDENCYPART_GRANDPAR
(25,7),(7,10),-0.0140571 # DEPENDENCYPART_GRANDPAR
(25,7),(7,11),-0.154955 # DEPENDENCYPART_GRANDPAR
(25,7),(7,12),-0.328573 # DEPENDENCYPART_GRANDPAR
(25,7),(7,13),-0.331681 # DEPENDENCYPART_GRANDPAR
(25,7),(7,15),0.331887 # DEPENDENCYPART_GRANDPAR
(25,7),(7,16),0.551314 # DEPENDENCYPART_GRANDPAR
(25,7),(7,20),0.372847 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.437864 # DEPENDENCYPART_GRANDPAR
(25,11),(11,13),-0.436451 # DEPENDENCYPART_GRANDPAR
(25,11),(11,14),-0.13739 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.110069 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),0.468471 # DEPENDENCYPART_GRANDPAR
(25,15),(15,20),0.243877 # DEPENDENCYPART_GRANDPAR
(25,15),(15,21),0.838487 # DEPENDENCYPART_GRANDPAR
(25,15),(15,24),0.442368 # DEPENDENCYPART_GRANDPAR
(25,15),(15,25),-2.01249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,15),(15,27),-0.802155 # DEPENDENCYPART_GRANDPAR
(25,16),(16,1),0.0966666 # DEPENDENCYPART_GRANDPAR
(25,16),(16,2),-0.110237 # DEPENDENCYPART_GRANDPAR
(25,16),(16,4),0.123782 # DEPENDENCYPART_GRANDPAR
(25,16),(16,5),-0.0281849 # DEPENDENCYPART_GRANDPAR
(25,16),(16,7),-0.381313 # DEPENDENCYPART_GRANDPAR
(25,16),(16,8),-0.299276 # DEPENDENCYPART_GRANDPAR
(25,16),(16,10),-0.132697 # DEPENDENCYPART_GRANDPAR
(25,16),(16,11),-0.269616 # DEPENDENCYPART_GRANDPAR
(25,16),(16,12),-0.446818 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.443897 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.126652 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),0.207225 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),0.141652 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),0.153229 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),-0.408015 # DEPENDENCYPART_GRANDPAR
(25,16),(16,20),0.147892 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),0.658338 # DEPENDENCYPART_GRANDPAR
(25,16),(16,22),-0.186574 # DEPENDENCYPART_GRANDPAR
(25,16),(16,23),0.284754 # DEPENDENCYPART_GRANDPAR
(25,16),(16,24),0.281555 # DEPENDENCYPART_GRANDPAR
(25,16),(16,25),-1.7199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,16),(16,27),-0.509375 # DEPENDENCYPART_GRANDPAR
(25,18),(18,9),-1.44675 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),0.455386 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),-0.103332 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),0.365056 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),0.911554 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.0596242 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),0.591624 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-1.94718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,27),-0.736376 # DEPENDENCYPART_GRANDPAR
(25,19),(19,9),-1.44675 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),0.455386 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),0.381438 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),0.365056 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),0.911554 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),0.059624 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),0.58838 # DEPENDENCYPART_GRANDPAR
(25,20),(20,1),0.119157 # DEPENDENCYPART_GRANDPAR
(25,20),(20,2),-0.0969077 # DEPENDENCYPART_GRANDPAR
(25,20),(20,4),0.0570142 # DEPENDENCYPART_GRANDPAR
(25,20),(20,5),-0.02452 # DEPENDENCYPART_GRANDPAR
(25,20),(20,7),-0.365427 # DEPENDENCYPART_GRANDPAR
(25,20),(20,8),-0.276785 # DEPENDENCYPART_GRANDPAR
(25,20),(20,10),-0.0688292 # DEPENDENCYPART_GRANDPAR
(25,20),(20,11),-0.270528 # DEPENDENCYPART_GRANDPAR
(25,20),(20,12),-0.393381 # DEPENDENCYPART_GRANDPAR
(25,20),(20,13),-0.425302 # DEPENDENCYPART_GRANDPAR
(25,20),(20,14),-0.162192 # DEPENDENCYPART_GRANDPAR
(25,20),(20,15),0.151041 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),0.532119 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),0.291374 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),0.375891 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.188485 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),0.782378 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.177258 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),0.412062 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),0.338552 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-2.01812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,27),-0.807792 # DEPENDENCYPART_GRANDPAR
(25,21),(21,1),0.0966666 # DEPENDENCYPART_GRANDPAR
(25,21),(21,2),-0.110237 # DEPENDENCYPART_GRANDPAR
(25,21),(21,4),0.123782 # DEPENDENCYPART_GRANDPAR
(25,21),(21,5),-0.0281849 # DEPENDENCYPART_GRANDPAR
(25,21),(21,7),-0.381313 # DEPENDENCYPART_GRANDPAR
(25,21),(21,10),-0.132697 # DEPENDENCYPART_GRANDPAR
(25,21),(21,11),-0.269616 # DEPENDENCYPART_GRANDPAR
(25,21),(21,13),-0.443897 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),0.433934 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),0.311575 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),0.353401 # DEPENDENCYPART_GRANDPAR
