# _root_ Η περιοχή ( ανάμεσα στη Σαγιάδα , το Ράγιο και την Ηγουμενίτσα ) φιλοξενεί έναν από τους σημαντικότερους υγροβιότοπους της Ελλάδας , στον οποίο βρίσκουν προστασία σπάνια είδη πουλιών και λουλουδιών .
#goldHeads=2,14,4,2,4,10,10,9,10,5,12,10,4,0,14,15,19,19,16,21,19,25,25,23,15,25,28,25,30,28,30,0,
#predictedHeads=2,10,4,2,4,5,10,9,10,14,12,10,14,0,14,15,19,19,16,21,19,25,25,23,19,25,28,26,30,28,30,0,
(26,21),(21,25),-0.479521 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.255766 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.632674 # DEPENDENCYPART_GRANDPAR
(26,25),(25,2),-0.535366 # DEPENDENCYPART_GRANDPAR
(26,25),(25,4),-0.228157 # DEPENDENCYPART_GRANDPAR
(26,25),(25,5),-0.00637754 # DEPENDENCYPART_GRANDPAR
(26,25),(25,7),-0.223803 # DEPENDENCYPART_GRANDPAR
(26,25),(25,9),-0.415673 # DEPENDENCYPART_GRANDPAR
(26,25),(25,10),-0.336539 # DEPENDENCYPART_GRANDPAR
(26,25),(25,12),-0.137233 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),-0.118683 # DEPENDENCYPART_GRANDPAR
(26,25),(25,14),-0.913974 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),0.0393051 # DEPENDENCYPART_GRANDPAR
(26,25),(25,16),0.0346718 # DEPENDENCYPART_GRANDPAR
(26,25),(25,18),-0.628716 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),-0.257917 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.257651 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),0.0421715 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.117936 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.15507 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.0894814 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.13714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.187635 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.446336 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.361914 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.353807 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-0.441229 # DEPENDENCYPART_GRANDPAR
(26,25),(25,32),-0.619395 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-0.656429 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.74286 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.341319 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.709204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),0.112785 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),0.199993 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),0.143953 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),0.120677 # DEPENDENCYPART_GRANDPAR
(26,28),(28,20),-0.836652 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.41389 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.602566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.316391 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),0.0937879 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),0.130293 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),0.0144726 # DEPENDENCYPART_GRANDPAR
(26,29),(29,20),-0.836642 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-0.41389 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.599857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),0.304369 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.0912184 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),0.10871 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),0.0190771 # DEPENDENCYPART_GRANDPAR
(26,30),(30,2),-1.39101 # DEPENDENCYPART_GRANDPAR
(26,30),(30,4),-0.823704 # DEPENDENCYPART_GRANDPAR
(26,30),(30,6),-1.02732 # DEPENDENCYPART_GRANDPAR
(26,30),(30,7),-0.795629 # DEPENDENCYPART_GRANDPAR
(26,30),(30,9),-1.26885 # DEPENDENCYPART_GRANDPAR
(26,30),(30,10),-0.862037 # DEPENDENCYPART_GRANDPAR
(26,30),(30,13),-0.714257 # DEPENDENCYPART_GRANDPAR
(26,30),(30,14),-1.50275 # DEPENDENCYPART_GRANDPAR
(26,30),(30,16),-0.636144 # DEPENDENCYPART_GRANDPAR
(26,30),(30,18),-1.33922 # DEPENDENCYPART_GRANDPAR
(26,30),(30,19),-1.1111 # DEPENDENCYPART_GRANDPAR
(26,30),(30,21),-0.809808 # DEPENDENCYPART_GRANDPAR
(26,30),(30,22),-0.689762 # DEPENDENCYPART_GRANDPAR
(26,30),(30,23),-0.79642 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.413009 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-1.25853 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.589575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,27),0.288218 # DEPENDENCYPART_GRANDPAR
(26,30),(30,28),0.0950311 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),0.185694 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),0.251485 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.189206 # DEPENDENCYPART_GRANDPAR
(26,31),(31,24),-0.41389 # DEPENDENCYPART_GRANDPAR
(26,31),(31,26),-0.599857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,31),(31,27),0.304369 # DEPENDENCYPART_GRANDPAR
(26,31),(31,28),0.0912184 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),0.175365 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),0.191878 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.249082 # DEPENDENCYPART_GRANDPAR
(27,22),(22,2),-0.519648 # DEPENDENCYPART_GRANDPAR
(27,22),(22,3),-0.485074 # DEPENDENCYPART_GRANDPAR
(27,22),(22,12),-0.460637 # DEPENDENCYPART_GRANDPAR
(27,22),(22,16),-0.401954 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.264993 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),-0.442371 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),-0.424177 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.278075 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),-0.0918532 # DEPENDENCYPART_GRANDPAR
(27,22),(22,26),-0.14575 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-1.20958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,28),-0.24674 # DEPENDENCYPART_GRANDPAR
(27,22),(22,29),-0.319151 # DEPENDENCYPART_GRANDPAR
(27,22),(22,31),-0.403357 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.30651 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.255139 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.0491454 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),-0.0775815 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.320657 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.0249852 # DEPENDENCYPART_GRANDPAR
(27,26),(26,17),-0.389833 # DEPENDENCYPART_GRANDPAR
(27,26),(26,20),-0.513872 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),-0.314067 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.333469 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.0888349 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.2095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.261705 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-0.334117 # DEPENDENCYPART_GRANDPAR
(27,26),(26,30),-0.511366 # DEPENDENCYPART_GRANDPAR
(27,26),(26,31),-0.418322 # DEPENDENCYPART_GRANDPAR
(27,28),(28,20),-0.997522 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-0.818637 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.63219 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.804892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),0.113413 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.0521252 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),0.0292076 # DEPENDENCYPART_GRANDPAR
(27,29),(29,20),-0.997512 # DEPENDENCYPART_GRANDPAR
(27,29),(29,24),-0.818637 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.63219 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-0.816914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),0.266655 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.0679615 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),0.0436469 # DEPENDENCYPART_GRANDPAR
(27,30),(30,2),-0.866912 # DEPENDENCYPART_GRANDPAR
(27,30),(30,4),-0.79922 # DEPENDENCYPART_GRANDPAR
(27,30),(30,6),-0.867186 # DEPENDENCYPART_GRANDPAR
(27,30),(30,7),-0.782943 # DEPENDENCYPART_GRANDPAR
(27,30),(30,9),-0.68081 # DEPENDENCYPART_GRANDPAR
(27,30),(30,10),-0.546554 # DEPENDENCYPART_GRANDPAR
(27,30),(30,13),-0.74185 # DEPENDENCYPART_GRANDPAR
(27,30),(30,14),-0.599549 # DEPENDENCYPART_GRANDPAR
(27,30),(30,16),-0.742056 # DEPENDENCYPART_GRANDPAR
(27,30),(30,18),-0.642026 # DEPENDENCYPART_GRANDPAR
(27,30),(30,19),-0.801372 # DEPENDENCYPART_GRANDPAR
(27,30),(30,21),-0.782085 # DEPENDENCYPART_GRANDPAR
(27,30),(30,22),-0.696295 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),-0.721974 # DEPENDENCYPART_GRANDPAR
(27,30),(30,24),-0.828502 # DEPENDENCYPART_GRANDPAR
(27,30),(30,25),-0.598403 # DEPENDENCYPART_GRANDPAR
(27,30),(30,26),-0.624442 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-0.794519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,28),0.277906 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),0.212187 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),0.119997 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),-0.323098 # DEPENDENCYPART_GRANDPAR
(27,31),(31,24),-0.818637 # DEPENDENCYPART_GRANDPAR
(27,31),(31,26),-0.63219 # DEPENDENCYPART_GRANDPAR
(27,31),(31,27),-0.816914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,31),(31,28),0.266655 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),0.194427 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),-0.0400764 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),-0.239677 # DEPENDENCYPART_GRANDPAR
(28,24),(24,22),-0.475899 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),-0.807158 # DEPENDENCYPART_GRANDPAR
(28,26),(26,17),-0.592386 # DEPENDENCYPART_GRANDPAR
(28,26),(26,20),-0.749186 # DEPENDENCYPART_GRANDPAR
(28,26),(26,21),-0.49363 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),-0.353669 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.933505 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),0.245853 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.12024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),0.106209 # DEPENDENCYPART_GRANDPAR
(28,26),(26,30),-0.254399 # DEPENDENCYPART_GRANDPAR
(28,26),(26,31),-0.107588 # DEPENDENCYPART_GRANDPAR
(28,27),(27,22),-0.498314 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),-0.569434 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.296328 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.0608525 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.02039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),0.206056 # DEPENDENCYPART_GRANDPAR
(28,27),(27,30),-0.218337 # DEPENDENCYPART_GRANDPAR
(28,27),(27,31),-0.00774055 # DEPENDENCYPART_GRANDPAR
(28,29),(29,20),-1.21882 # DEPENDENCYPART_GRANDPAR
(28,29),(29,24),-0.73742 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-0.745986 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-0.263999 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.459559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),0.239135 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),0.474991 # DEPENDENCYPART_GRANDPAR
(28,30),(30,2),-1.50764 # DEPENDENCYPART_GRANDPAR
(28,30),(30,4),-0.913469 # DEPENDENCYPART_GRANDPAR
(28,30),(30,6),-1.10482 # DEPENDENCYPART_GRANDPAR
(28,30),(30,7),-0.955217 # DEPENDENCYPART_GRANDPAR
(28,30),(30,9),-1.24182 # DEPENDENCYPART_GRANDPAR
(28,30),(30,10),-0.993455 # DEPENDENCYPART_GRANDPAR
(28,30),(30,13),-0.86761 # DEPENDENCYPART_GRANDPAR
(28,30),(30,14),-1.46628 # DEPENDENCYPART_GRANDPAR
(28,30),(30,16),-0.735416 # DEPENDENCYPART_GRANDPAR
(28,30),(30,18),-1.49866 # DEPENDENCYPART_GRANDPAR
(28,30),(30,19),-1.10634 # DEPENDENCYPART_GRANDPAR
(28,30),(30,21),-1.06631 # DEPENDENCYPART_GRANDPAR
(28,30),(30,22),-0.905898 # DEPENDENCYPART_GRANDPAR
(28,30),(30,23),-1.06498 # DEPENDENCYPART_GRANDPAR
(28,30),(30,24),-0.736628 # DEPENDENCYPART_GRANDPAR
(28,30),(30,25),-1.43307 # DEPENDENCYPART_GRANDPAR
(28,30),(30,26),-0.723445 # DEPENDENCYPART_GRANDPAR
(28,30),(30,27),-0.255858 # DEPENDENCYPART_GRANDPAR
(28,30),(30,28),-0.424218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,30),(30,29),0.809055 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),0.739122 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),0.0458546 # DEPENDENCYPART_GRANDPAR
(28,31),(31,24),-0.73742 # DEPENDENCYPART_GRANDPAR
(28,31),(31,26),-0.745986 # DEPENDENCYPART_GRANDPAR
(28,31),(31,27),-0.263999 # DEPENDENCYPART_GRANDPAR
(28,31),(31,28),-0.459559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,31),(31,29),0.767198 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),0.334707 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-0.0323866 # DEPENDENCYPART_GRANDPAR
(29,24),(24,22),-0.391019 # DEPENDENCYPART_GRANDPAR
(29,24),(24,25),-0.997338 # DEPENDENCYPART_GRANDPAR
(29,26),(26,17),-0.456128 # DEPENDENCYPART_GRANDPAR
(29,26),(26,20),-0.430629 # DEPENDENCYPART_GRANDPAR
(29,26),(26,21),-0.323806 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),-0.347007 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-1.12104 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),0.0231607 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),0.244955 # DEPENDENCYPART_GRANDPAR
(29,26),(26,29),-1.20487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,30),-0.479023 # DEPENDENCYPART_GRANDPAR
(29,26),(26,31),-0.660518 # DEPENDENCYPART_GRANDPAR
(29,27),(27,22),-0.408156 # DEPENDENCYPART_GRANDPAR
(29,27),(27,23),-0.474955 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-0.288961 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),-0.19951 # DEPENDENCYPART_GRANDPAR
(29,27),(27,28),0.135331 # DEPENDENCYPART_GRANDPAR
(29,27),(27,29),-1.10501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,27),(27,30),-0.442956 # DEPENDENCYPART_GRANDPAR
(29,27),(27,31),-0.56066 # DEPENDENCYPART_GRANDPAR
(29,28),(28,20),-0.431901 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),-0.347167 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),-0.305812 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),-0.0503384 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-1.20487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,30),-0.479023 # DEPENDENCYPART_GRANDPAR
(29,28),(28,31),-0.660517 # DEPENDENCYPART_GRANDPAR
(29,30),(30,2),-1.40882 # DEPENDENCYPART_GRANDPAR
(29,30),(30,4),-1.00236 # DEPENDENCYPART_GRANDPAR
(29,30),(30,6),-1.11338 # DEPENDENCYPART_GRANDPAR
(29,30),(30,7),-0.869094 # DEPENDENCYPART_GRANDPAR
(29,30),(30,9),-1.03869 # DEPENDENCYPART_GRANDPAR
(29,30),(30,10),-0.946994 # DEPENDENCYPART_GRANDPAR
(29,30),(30,13),-0.794309 # DEPENDENCYPART_GRANDPAR
(29,30),(30,14),-1.69666 # DEPENDENCYPART_GRANDPAR
(29,30),(30,16),-0.595762 # DEPENDENCYPART_GRANDPAR
(29,30),(30,18),-1.72149 # DEPENDENCYPART_GRANDPAR
(29,30),(30,19),-1.01769 # DEPENDENCYPART_GRANDPAR
(29,30),(30,21),-0.89481 # DEPENDENCYPART_GRANDPAR
(29,30),(30,22),-0.825028 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-0.974447 # DEPENDENCYPART_GRANDPAR
(29,30),(30,24),-0.732986 # DEPENDENCYPART_GRANDPAR
(29,30),(30,25),-1.6232 # DEPENDENCYPART_GRANDPAR
(29,30),(30,26),-0.8586 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),-0.480115 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.38914 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.537393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),0.152988 # DEPENDENCYPART_GRANDPAR
(29,30),(30,32),-0.263042 # DEPENDENCYPART_GRANDPAR
(29,31),(31,24),-0.733867 # DEPENDENCYPART_GRANDPAR
(29,31),(31,26),-0.881241 # DEPENDENCYPART_GRANDPAR
(29,31),(31,27),-0.488345 # DEPENDENCYPART_GRANDPAR
(29,31),(31,28),-0.411781 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.547816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),0.104827 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),-0.323012 # DEPENDENCYPART_GRANDPAR
(30,2),(2,1),-0.336501 # DEPENDENCYPART_GRANDPAR
(30,2),(2,3),-0.219403 # DEPENDENCYPART_GRANDPAR
(30,2),(2,4),-0.454472 # DEPENDENCYPART_GRANDPAR
(30,2),(2,5),-0.221224 # DEPENDENCYPART_GRANDPAR
(30,2),(2,6),-0.334491 # DEPENDENCYPART_GRANDPAR
(30,4),(4,1),-0.461124 # DEPENDENCYPART_GRANDPAR
(30,4),(4,2),-0.65578 # DEPENDENCYPART_GRANDPAR
(30,4),(4,3),-0.407001 # DEPENDENCYPART_GRANDPAR
(30,4),(4,5),-0.24211 # DEPENDENCYPART_GRANDPAR
(30,4),(4,6),-0.445069 # DEPENDENCYPART_GRANDPAR
(30,4),(4,7),-0.063495 # DEPENDENCYPART_GRANDPAR
(30,4),(4,9),-0.414647 # DEPENDENCYPART_GRANDPAR
(30,4),(4,10),-0.205529 # DEPENDENCYPART_GRANDPAR
(30,4),(4,13),-0.155684 # DEPENDENCYPART_GRANDPAR
(30,4),(4,14),-0.00997365 # DEPENDENCYPART_GRANDPAR
(30,6),(6,1),-0.33276 # DEPENDENCYPART_GRANDPAR
(30,6),(6,2),-0.542847 # DEPENDENCYPART_GRANDPAR
(30,6),(6,3),-0.282882 # DEPENDENCYPART_GRANDPAR
(30,6),(6,4),-0.518122 # DEPENDENCYPART_GRANDPAR
(30,6),(6,5),-0.329097 # DEPENDENCYPART_GRANDPAR
(30,6),(6,7),-0.135682 # DEPENDENCYPART_GRANDPAR
(30,6),(6,8),-0.668773 # DEPENDENCYPART_GRANDPAR
(30,6),(6,9),-0.300404 # DEPENDENCYPART_GRANDPAR
(30,6),(6,10),-0.13378 # DEPENDENCYPART_GRANDPAR
(30,6),(6,12),-0.203885 # DEPENDENCYPART_GRANDPAR
(30,7),(7,2),-0.671126 # DEPENDENCYPART_GRANDPAR
(30,7),(7,3),-0.386501 # DEPENDENCYPART_GRANDPAR
(30,7),(7,4),-0.602137 # DEPENDENCYPART_GRANDPAR
(30,7),(7,5),-0.495094 # DEPENDENCYPART_GRANDPAR
(30,7),(7,6),-0.581154 # DEPENDENCYPART_GRANDPAR
(30,7),(7,9),-0.529628 # DEPENDENCYPART_GRANDPAR
(30,7),(7,10),-0.195779 # DEPENDENCYPART_GRANDPAR
(30,7),(7,12),-0.433975 # DEPENDENCYPART_GRANDPAR
(30,7),(7,13),-0.224613 # DEPENDENCYPART_GRANDPAR
(30,7),(7,14),-0.176687 # DEPENDENCYPART_GRANDPAR
(30,7),(7,16),-0.40115 # DEPENDENCYPART_GRANDPAR
(30,7),(7,21),-0.415888 # DEPENDENCYPART_GRANDPAR
(30,9),(9,1),-0.33276 # DEPENDENCYPART_GRANDPAR
(30,9),(9,6),-0.453025 # DEPENDENCYPART_GRANDPAR
(30,9),(9,7),-0.141094 # DEPENDENCYPART_GRANDPAR
(30,9),(9,8),-0.598178 # DEPENDENCYPART_GRANDPAR
(30,9),(9,11),-0.790404 # DEPENDENCYPART_GRANDPAR
(30,9),(9,12),-0.203885 # DEPENDENCYPART_GRANDPAR
(30,9),(9,14),0.0678632 # DEPENDENCYPART_GRANDPAR
(30,9),(9,15),-0.185999 # DEPENDENCYPART_GRANDPAR
(30,9),(9,23),-0.172646 # DEPENDENCYPART_GRANDPAR
(30,10),(10,2),-0.642919 # DEPENDENCYPART_GRANDPAR
(30,10),(10,3),-0.430652 # DEPENDENCYPART_GRANDPAR
(30,10),(10,4),-0.57231 # DEPENDENCYPART_GRANDPAR
(30,10),(10,5),-0.463284 # DEPENDENCYPART_GRANDPAR
(30,10),(10,6),-0.551162 # DEPENDENCYPART_GRANDPAR
(30,10),(10,7),-0.289427 # DEPENDENCYPART_GRANDPAR
(30,10),(10,8),-0.74233 # DEPENDENCYPART_GRANDPAR
(30,10),(10,9),-0.520739 # DEPENDENCYPART_GRANDPAR
(30,10),(10,11),-1.10899 # DEPENDENCYPART_GRANDPAR
(30,10),(10,12),-0.423794 # DEPENDENCYPART_GRANDPAR
(30,10),(10,13),-0.3615 # DEPENDENCYPART_GRANDPAR
(30,10),(10,14),-0.0102049 # DEPENDENCYPART_GRANDPAR
(30,10),(10,16),-0.311532 # DEPENDENCYPART_GRANDPAR
(30,10),(10,18),-0.339743 # DEPENDENCYPART_GRANDPAR
(30,10),(10,19),-0.318 # DEPENDENCYPART_GRANDPAR
(30,10),(10,22),-0.115994 # DEPENDENCYPART_GRANDPAR
(30,13),(13,3),-0.360808 # DEPENDENCYPART_GRANDPAR
(30,13),(13,5),-0.445883 # DEPENDENCYPART_GRANDPAR
(30,13),(13,9),-0.521863 # DEPENDENCYPART_GRANDPAR
(30,13),(13,12),-0.428149 # DEPENDENCYPART_GRANDPAR
(30,13),(13,14),-0.104226 # DEPENDENCYPART_GRANDPAR
(30,13),(13,16),-0.334086 # DEPENDENCYPART_GRANDPAR
(30,13),(13,19),-0.270248 # DEPENDENCYPART_GRANDPAR
(30,14),(14,2),-0.560386 # DEPENDENCYPART_GRANDPAR
(30,14),(14,3),-0.346476 # DEPENDENCYPART_GRANDPAR
(30,14),(14,4),-0.438429 # DEPENDENCYPART_GRANDPAR
(30,14),(14,5),-0.279818 # DEPENDENCYPART_GRANDPAR
(30,14),(14,6),-0.470936 # DEPENDENCYPART_GRANDPAR
(30,14),(14,7),-0.208639 # DEPENDENCYPART_GRANDPAR
(30,14),(14,9),-0.440513 # DEPENDENCYPART_GRANDPAR
(30,14),(14,10),-0.213422 # DEPENDENCYPART_GRANDPAR
(30,14),(14,11),-0.925408 # DEPENDENCYPART_GRANDPAR
(30,14),(14,12),-0.341562 # DEPENDENCYPART_GRANDPAR
(30,14),(14,13),-0.229625 # DEPENDENCYPART_GRANDPAR
(30,14),(14,15),-0.194266 # DEPENDENCYPART_GRANDPAR
(30,14),(14,16),-0.241468 # DEPENDENCYPART_GRANDPAR
(30,14),(14,18),-0.134827 # DEPENDENCYPART_GRANDPAR
(30,14),(14,19),-0.0964267 # DEPENDENCYPART_GRANDPAR
(30,14),(14,21),-0.191844 # DEPENDENCYPART_GRANDPAR
(30,14),(14,22),-0.0460201 # DEPENDENCYPART_GRANDPAR
(30,14),(14,23),-0.200555 # DEPENDENCYPART_GRANDPAR
(30,14),(14,25),0.0168567 # DEPENDENCYPART_GRANDPAR
(30,14),(14,26),-0.0961419 # DEPENDENCYPART_GRANDPAR
(30,14),(14,27),-0.0926409 # DEPENDENCYPART_GRANDPAR
(30,14),(14,28),-0.0567782 # DEPENDENCYPART_GRANDPAR
(30,14),(14,29),-0.00696802 # DEPENDENCYPART_GRANDPAR
(30,14),(14,30),-1.04148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,14),(14,31),-0.215306 # DEPENDENCYPART_GRANDPAR
(30,14),(14,32),-0.445159 # DEPENDENCYPART_GRANDPAR
(30,16),(16,13),-0.207949 # DEPENDENCYPART_GRANDPAR
(30,16),(16,15),-0.311696 # DEPENDENCYPART_GRANDPAR
(30,16),(16,17),-0.378082 # DEPENDENCYPART_GRANDPAR
(30,16),(16,18),-0.167458 # DEPENDENCYPART_GRANDPAR
(30,16),(16,19),-0.171423 # DEPENDENCYPART_GRANDPAR
(30,16),(16,21),-0.26681 # DEPENDENCYPART_GRANDPAR
(30,16),(16,22),-0.0270676 # DEPENDENCYPART_GRANDPAR
(30,16),(16,30),-0.968404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,18),(18,16),-0.22397 # DEPENDENCYPART_GRANDPAR
(30,18),(18,17),-0.229646 # DEPENDENCYPART_GRANDPAR
(30,18),(18,19),-0.147068 # DEPENDENCYPART_GRANDPAR
(30,18),(18,21),-0.242485 # DEPENDENCYPART_GRANDPAR
(30,18),(18,23),-0.210938 # DEPENDENCYPART_GRANDPAR
(30,19),(19,11),-0.891407 # DEPENDENCYPART_GRANDPAR
