# _root_ In fact , Lever Bros. confirms that its Sunlight brand does contain chlorine bleach , even though it is n't listed on the label for the powder version .
#goldHeads=6,1,6,6,4,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,24,28,28,25,6,
#predictedHeads=6,1,6,5,6,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,21,28,28,25,6,
(14,9),(28,8),0.0952325 # DEPENDENCYPART_HEADBIGRAM
(14,10),(6,9),-0.212602 # DEPENDENCYPART_HEADBIGRAM
(14,10),(7,9),-0.226751 # DEPENDENCYPART_HEADBIGRAM
(14,10),(8,9),-0.217267 # DEPENDENCYPART_HEADBIGRAM
(14,10),(10,9),-0.0741143 # DEPENDENCYPART_HEADBIGRAM
(14,10),(11,9),-0.0873763 # DEPENDENCYPART_HEADBIGRAM
(14,10),(12,9),-0.0850484 # DEPENDENCYPART_HEADBIGRAM
(14,10),(13,9),-0.0864369 # DEPENDENCYPART_HEADBIGRAM
(14,10),(14,9),0.113837 # DEPENDENCYPART_HEADBIGRAM
(14,10),(19,9),0.0961808 # DEPENDENCYPART_HEADBIGRAM
(14,12),(0,11),-0.203443 # DEPENDENCYPART_HEADBIGRAM
(14,12),(1,11),-0.199216 # DEPENDENCYPART_HEADBIGRAM
(14,12),(2,11),-0.199221 # DEPENDENCYPART_HEADBIGRAM
(14,12),(4,11),-0.203332 # DEPENDENCYPART_HEADBIGRAM
(14,12),(5,11),-0.203332 # DEPENDENCYPART_HEADBIGRAM
(14,12),(6,11),-0.201379 # DEPENDENCYPART_HEADBIGRAM
(14,12),(7,11),-0.200103 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),-0.200992 # DEPENDENCYPART_HEADBIGRAM
(14,12),(12,11),-0.0860202 # DEPENDENCYPART_HEADBIGRAM
(14,12),(19,11),0.0964256 # DEPENDENCYPART_HEADBIGRAM
(14,13),(6,12),-0.19889 # DEPENDENCYPART_HEADBIGRAM
(14,13),(7,12),-0.19315 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.191592 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.197259 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.200797 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.20205 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.0501973 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.0818618 # DEPENDENCYPART_HEADBIGRAM
(14,13),(17,12),0.0943582 # DEPENDENCYPART_HEADBIGRAM
(14,13),(19,12),0.0967197 # DEPENDENCYPART_HEADBIGRAM
(14,15),(2,14),-0.0124318 # DEPENDENCYPART_HEADBIGRAM
(14,15),(6,14),-0.0137277 # DEPENDENCYPART_HEADBIGRAM
(14,15),(9,14),0.00388818 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),0.0845393 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),0.02311 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),-0.012799 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),0.0512507 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.022738 # DEPENDENCYPART_HEADBIGRAM
(14,15),(17,14),0.0884481 # DEPENDENCYPART_HEADBIGRAM
(14,15),(19,14),0.136146 # DEPENDENCYPART_HEADBIGRAM
(14,16),(2,15),-0.0731532 # DEPENDENCYPART_HEADBIGRAM
(14,16),(6,15),-0.04622 # DEPENDENCYPART_HEADBIGRAM
(14,16),(7,15),-0.0856114 # DEPENDENCYPART_HEADBIGRAM
(14,16),(10,15),-0.0733865 # DEPENDENCYPART_HEADBIGRAM
(14,16),(11,15),-0.0509299 # DEPENDENCYPART_HEADBIGRAM
(14,16),(12,15),-0.0859013 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.064574 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.211146 # DEPENDENCYPART_HEADBIGRAM
(14,16),(17,15),0.153286 # DEPENDENCYPART_HEADBIGRAM
(14,16),(19,15),0.192464 # DEPENDENCYPART_HEADBIGRAM
(14,17),(6,16),-0.0610563 # DEPENDENCYPART_HEADBIGRAM
(14,17),(7,16),-0.0456674 # DEPENDENCYPART_HEADBIGRAM
(14,17),(10,16),-0.0614707 # DEPENDENCYPART_HEADBIGRAM
(14,17),(11,16),-0.0672209 # DEPENDENCYPART_HEADBIGRAM
(14,17),(12,16),-0.0570892 # DEPENDENCYPART_HEADBIGRAM
(14,17),(13,16),-0.0676261 # DEPENDENCYPART_HEADBIGRAM
(14,17),(14,16),0.0791924 # DEPENDENCYPART_HEADBIGRAM
(14,17),(17,16),0.0880909 # DEPENDENCYPART_HEADBIGRAM
(14,17),(19,16),0.153419 # DEPENDENCYPART_HEADBIGRAM
(14,17),(21,16),0.149399 # DEPENDENCYPART_HEADBIGRAM
(14,18),(6,17),-0.0532239 # DEPENDENCYPART_HEADBIGRAM
(14,18),(7,17),-0.0613451 # DEPENDENCYPART_HEADBIGRAM
(14,18),(10,17),-0.0621996 # DEPENDENCYPART_HEADBIGRAM
(14,18),(11,17),-0.0534296 # DEPENDENCYPART_HEADBIGRAM
(14,18),(12,17),-0.0618982 # DEPENDENCYPART_HEADBIGRAM
(14,18),(13,17),-0.062009 # DEPENDENCYPART_HEADBIGRAM
(14,18),(14,17),0.0662662 # DEPENDENCYPART_HEADBIGRAM
(14,18),(16,17),0.0720513 # DEPENDENCYPART_HEADBIGRAM
(14,18),(19,17),0.195603 # DEPENDENCYPART_HEADBIGRAM
(14,18),(21,17),0.170717 # DEPENDENCYPART_HEADBIGRAM
(14,19),(6,18),-0.0657296 # DEPENDENCYPART_HEADBIGRAM
(14,19),(11,18),-0.0667946 # DEPENDENCYPART_HEADBIGRAM
(14,19),(12,18),-0.0649764 # DEPENDENCYPART_HEADBIGRAM
(14,19),(14,18),0.0869679 # DEPENDENCYPART_HEADBIGRAM
(14,19),(16,18),0.0460532 # DEPENDENCYPART_HEADBIGRAM
(14,19),(17,18),0.0512016 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.250528 # DEPENDENCYPART_HEADBIGRAM
(14,19),(20,18),0.171338 # DEPENDENCYPART_HEADBIGRAM
(14,19),(21,18),0.1643 # DEPENDENCYPART_HEADBIGRAM
(14,20),(0,19),-0.0981663 # DEPENDENCYPART_HEADBIGRAM
(14,20),(6,19),-0.0691983 # DEPENDENCYPART_HEADBIGRAM
(14,20),(7,19),-0.0729216 # DEPENDENCYPART_HEADBIGRAM
(14,20),(10,19),-0.0550241 # DEPENDENCYPART_HEADBIGRAM
(14,20),(11,19),-0.06978 # DEPENDENCYPART_HEADBIGRAM
(14,20),(12,19),-0.0635471 # DEPENDENCYPART_HEADBIGRAM
(14,20),(13,19),-0.0550244 # DEPENDENCYPART_HEADBIGRAM
(14,20),(14,19),0.0652327 # DEPENDENCYPART_HEADBIGRAM
(14,20),(16,19),0.0689527 # DEPENDENCYPART_HEADBIGRAM
(14,20),(17,19),0.0631192 # DEPENDENCYPART_HEADBIGRAM
(14,21),(6,20),-0.0778379 # DEPENDENCYPART_HEADBIGRAM
(14,21),(11,20),-0.0780552 # DEPENDENCYPART_HEADBIGRAM
(14,21),(12,20),-0.0646669 # DEPENDENCYPART_HEADBIGRAM
(14,21),(14,20),0.0328548 # DEPENDENCYPART_HEADBIGRAM
(14,21),(16,20),0.059861 # DEPENDENCYPART_HEADBIGRAM
(14,21),(17,20),0.0649796 # DEPENDENCYPART_HEADBIGRAM
(14,21),(19,20),0.02204 # DEPENDENCYPART_HEADBIGRAM
(14,21),(21,20),0.216499 # DEPENDENCYPART_HEADBIGRAM
(14,21),(22,20),0.170493 # DEPENDENCYPART_HEADBIGRAM
(14,21),(24,20),0.172075 # DEPENDENCYPART_HEADBIGRAM
(14,22),(2,21),-0.0671823 # DEPENDENCYPART_HEADBIGRAM
(14,22),(6,21),-0.040988 # DEPENDENCYPART_HEADBIGRAM
(14,22),(11,21),-0.0420752 # DEPENDENCYPART_HEADBIGRAM
(14,22),(12,21),-0.0642042 # DEPENDENCYPART_HEADBIGRAM
(14,22),(13,21),-0.0682559 # DEPENDENCYPART_HEADBIGRAM
(14,22),(14,21),0.0556182 # DEPENDENCYPART_HEADBIGRAM
(14,22),(16,21),0.0581913 # DEPENDENCYPART_HEADBIGRAM
(14,22),(17,21),0.05766 # DEPENDENCYPART_HEADBIGRAM
(14,22),(19,21),0.131972 # DEPENDENCYPART_HEADBIGRAM
(14,22),(20,21),0.0441943 # DEPENDENCYPART_HEADBIGRAM
(14,24),(22,23),0.0512003 # DEPENDENCYPART_HEADBIGRAM
(14,24),(24,23),0.148206 # DEPENDENCYPART_HEADBIGRAM
(14,24),(28,23),0.170474 # DEPENDENCYPART_HEADBIGRAM
(14,25),(14,24),0.0123927 # DEPENDENCYPART_HEADBIGRAM
(14,25),(16,24),0.0389298 # DEPENDENCYPART_HEADBIGRAM
(14,25),(17,24),0.0486808 # DEPENDENCYPART_HEADBIGRAM
(14,25),(19,24),-0.00192253 # DEPENDENCYPART_HEADBIGRAM
(14,25),(20,24),0.0146735 # DEPENDENCYPART_HEADBIGRAM
(14,25),(21,24),0.0277522 # DEPENDENCYPART_HEADBIGRAM
(14,25),(22,24),-0.0215705 # DEPENDENCYPART_HEADBIGRAM
(14,25),(25,24),0.130704 # DEPENDENCYPART_HEADBIGRAM
(14,25),(28,24),0.142457 # DEPENDENCYPART_HEADBIGRAM
(14,28),(22,27),0.0622513 # DEPENDENCYPART_HEADBIGRAM
(14,28),(24,27),0.0728548 # DEPENDENCYPART_HEADBIGRAM
(14,28),(25,27),0.0660886 # DEPENDENCYPART_HEADBIGRAM
(14,28),(28,27),0.164905 # DEPENDENCYPART_HEADBIGRAM
(14,29),(14,28),0.0927232 # DEPENDENCYPART_HEADBIGRAM
(14,29),(19,28),0.123624 # DEPENDENCYPART_HEADBIGRAM
(14,29),(21,28),0.133591 # DEPENDENCYPART_HEADBIGRAM
(14,29),(22,28),0.121572 # DEPENDENCYPART_HEADBIGRAM
(14,29),(24,28),0.0172196 # DEPENDENCYPART_HEADBIGRAM
(14,29),(25,28),-0.0222831 # DEPENDENCYPART_HEADBIGRAM
(16,14),(11,13),-0.272344 # DEPENDENCYPART_HEADBIGRAM
(16,14),(12,13),-0.273077 # DEPENDENCYPART_HEADBIGRAM
(16,14),(14,13),-0.148491 # DEPENDENCYPART_HEADBIGRAM
(16,14),(19,13),0.0935886 # DEPENDENCYPART_HEADBIGRAM
(16,15),(2,14),-0.198316 # DEPENDENCYPART_HEADBIGRAM
(16,15),(6,14),-0.174577 # DEPENDENCYPART_HEADBIGRAM
(16,15),(9,14),-0.160421 # DEPENDENCYPART_HEADBIGRAM
(16,15),(10,14),-0.162756 # DEPENDENCYPART_HEADBIGRAM
(16,15),(11,14),-0.158674 # DEPENDENCYPART_HEADBIGRAM
(16,15),(12,14),-0.129356 # DEPENDENCYPART_HEADBIGRAM
(16,15),(13,14),-0.136147 # DEPENDENCYPART_HEADBIGRAM
(16,15),(16,14),-0.0230078 # DEPENDENCYPART_HEADBIGRAM
(16,15),(17,14),0.111307 # DEPENDENCYPART_HEADBIGRAM
(16,15),(19,14),0.10152 # DEPENDENCYPART_HEADBIGRAM
(16,17),(6,16),0.00822247 # DEPENDENCYPART_HEADBIGRAM
(16,17),(7,16),0.0353145 # DEPENDENCYPART_HEADBIGRAM
(16,17),(10,16),0.011545 # DEPENDENCYPART_HEADBIGRAM
(16,17),(11,16),-0.0403491 # DEPENDENCYPART_HEADBIGRAM
(16,17),(12,16),-0.0480865 # DEPENDENCYPART_HEADBIGRAM
(16,17),(13,16),-0.0336038 # DEPENDENCYPART_HEADBIGRAM
(16,17),(14,16),-0.0675359 # DEPENDENCYPART_HEADBIGRAM
(16,17),(17,16),-0.0762229 # DEPENDENCYPART_HEADBIGRAM
(16,17),(19,16),0.191871 # DEPENDENCYPART_HEADBIGRAM
(16,17),(21,16),0.148465 # DEPENDENCYPART_HEADBIGRAM
(16,18),(6,17),-0.0640254 # DEPENDENCYPART_HEADBIGRAM
(16,18),(7,17),-0.0614089 # DEPENDENCYPART_HEADBIGRAM
(16,18),(10,17),-0.0614264 # DEPENDENCYPART_HEADBIGRAM
(16,18),(11,17),-0.0640059 # DEPENDENCYPART_HEADBIGRAM
(16,18),(12,17),-0.0625781 # DEPENDENCYPART_HEADBIGRAM
(16,18),(13,17),-0.0622801 # DEPENDENCYPART_HEADBIGRAM
(16,18),(14,17),-0.0622801 # DEPENDENCYPART_HEADBIGRAM
(16,18),(16,17),0.0439787 # DEPENDENCYPART_HEADBIGRAM
(16,18),(19,17),0.171338 # DEPENDENCYPART_HEADBIGRAM
(16,18),(21,17),0.173833 # DEPENDENCYPART_HEADBIGRAM
(16,19),(6,18),-0.0617002 # DEPENDENCYPART_HEADBIGRAM
(16,19),(11,18),-0.0624448 # DEPENDENCYPART_HEADBIGRAM
(16,19),(12,18),-0.0619404 # DEPENDENCYPART_HEADBIGRAM
(16,19),(14,18),-0.0614351 # DEPENDENCYPART_HEADBIGRAM
(16,19),(16,18),0.0651644 # DEPENDENCYPART_HEADBIGRAM
(16,19),(17,18),0.0454471 # DEPENDENCYPART_HEADBIGRAM
(16,19),(19,18),0.0744282 # DEPENDENCYPART_HEADBIGRAM
(16,19),(20,18),0.171371 # DEPENDENCYPART_HEADBIGRAM
(16,19),(21,18),0.164313 # DEPENDENCYPART_HEADBIGRAM
(16,20),(0,19),-0.0403165 # DEPENDENCYPART_HEADBIGRAM
(16,20),(6,19),-0.0710348 # DEPENDENCYPART_HEADBIGRAM
(16,20),(7,19),-0.0739491 # DEPENDENCYPART_HEADBIGRAM
(16,20),(10,19),-0.0615369 # DEPENDENCYPART_HEADBIGRAM
(16,20),(11,19),-0.0681908 # DEPENDENCYPART_HEADBIGRAM
(16,20),(12,19),-0.06196 # DEPENDENCYPART_HEADBIGRAM
(16,20),(13,19),-0.0615371 # DEPENDENCYPART_HEADBIGRAM
(16,20),(14,19),-0.062206 # DEPENDENCYPART_HEADBIGRAM
(16,20),(16,19),0.0641385 # DEPENDENCYPART_HEADBIGRAM
(16,20),(17,19),0.0536203 # DEPENDENCYPART_HEADBIGRAM
(16,21),(6,20),-0.0616968 # DEPENDENCYPART_HEADBIGRAM
(16,21),(11,20),-0.0617384 # DEPENDENCYPART_HEADBIGRAM
(16,21),(12,20),-0.0615517 # DEPENDENCYPART_HEADBIGRAM
(16,21),(14,20),-0.0615899 # DEPENDENCYPART_HEADBIGRAM
(16,21),(16,20),0.0580314 # DEPENDENCYPART_HEADBIGRAM
(16,21),(17,20),0.0702532 # DEPENDENCYPART_HEADBIGRAM
(16,21),(19,20),0.0759664 # DEPENDENCYPART_HEADBIGRAM
(16,21),(21,20),0.163829 # DEPENDENCYPART_HEADBIGRAM
(16,21),(22,20),0.166546 # DEPENDENCYPART_HEADBIGRAM
(16,21),(24,20),0.17107 # DEPENDENCYPART_HEADBIGRAM
(16,22),(2,21),-0.0619089 # DEPENDENCYPART_HEADBIGRAM
(16,22),(6,21),-0.0517201 # DEPENDENCYPART_HEADBIGRAM
(16,22),(11,21),-0.0527936 # DEPENDENCYPART_HEADBIGRAM
(16,22),(12,21),-0.0652186 # DEPENDENCYPART_HEADBIGRAM
(16,22),(13,21),-0.0629824 # DEPENDENCYPART_HEADBIGRAM
(16,22),(14,21),-0.0629824 # DEPENDENCYPART_HEADBIGRAM
(16,22),(16,21),0.0969668 # DEPENDENCYPART_HEADBIGRAM
(16,22),(17,21),0.0605899 # DEPENDENCYPART_HEADBIGRAM
(16,22),(19,21),0.0689115 # DEPENDENCYPART_HEADBIGRAM
(16,22),(20,21),0.0466888 # DEPENDENCYPART_HEADBIGRAM
(16,24),(22,23),0.0581626 # DEPENDENCYPART_HEADBIGRAM
(16,24),(24,23),0.100743 # DEPENDENCYPART_HEADBIGRAM
(16,24),(28,23),0.160878 # DEPENDENCYPART_HEADBIGRAM
(16,25),(14,24),-0.0725293 # DEPENDENCYPART_HEADBIGRAM
(16,25),(16,24),0.0482034 # DEPENDENCYPART_HEADBIGRAM
(16,25),(17,24),0.0506848 # DEPENDENCYPART_HEADBIGRAM
(16,25),(19,24),0.0785125 # DEPENDENCYPART_HEADBIGRAM
(16,25),(20,24),0.0595446 # DEPENDENCYPART_HEADBIGRAM
(16,25),(21,24),0.0702361 # DEPENDENCYPART_HEADBIGRAM
(16,25),(22,24),0.0675646 # DEPENDENCYPART_HEADBIGRAM
(16,25),(25,24),0.14656 # DEPENDENCYPART_HEADBIGRAM
(16,25),(28,24),0.163395 # DEPENDENCYPART_HEADBIGRAM
(17,12),(0,11),-0.199161 # DEPENDENCYPART_HEADBIGRAM
(17,12),(1,11),-0.199856 # DEPENDENCYPART_HEADBIGRAM
(17,12),(2,11),-0.199188 # DEPENDENCYPART_HEADBIGRAM
(17,12),(4,11),-0.199075 # DEPENDENCYPART_HEADBIGRAM
(17,12),(5,11),-0.199075 # DEPENDENCYPART_HEADBIGRAM
(17,12),(6,11),-0.20003 # DEPENDENCYPART_HEADBIGRAM
(17,12),(7,11),-0.200812 # DEPENDENCYPART_HEADBIGRAM
(17,12),(10,11),-0.199187 # DEPENDENCYPART_HEADBIGRAM
(17,12),(12,11),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(17,12),(19,11),0.0990108 # DEPENDENCYPART_HEADBIGRAM
(17,14),(11,13),-0.216908 # DEPENDENCYPART_HEADBIGRAM
(17,14),(12,13),-0.231124 # DEPENDENCYPART_HEADBIGRAM
(17,14),(14,13),-0.0380676 # DEPENDENCYPART_HEADBIGRAM
(17,14),(19,13),0.0960873 # DEPENDENCYPART_HEADBIGRAM
(17,15),(2,14),-0.209522 # DEPENDENCYPART_HEADBIGRAM
(17,15),(6,14),-0.144047 # DEPENDENCYPART_HEADBIGRAM
(17,15),(9,14),-0.168087 # DEPENDENCYPART_HEADBIGRAM
(17,15),(10,14),-0.180652 # DEPENDENCYPART_HEADBIGRAM
(17,15),(11,14),-0.13858 # DEPENDENCYPART_HEADBIGRAM
(17,15),(12,14),-0.110169 # DEPENDENCYPART_HEADBIGRAM
(17,15),(13,14),-0.14468 # DEPENDENCYPART_HEADBIGRAM
(17,15),(16,14),-0.108073 # DEPENDENCYPART_HEADBIGRAM
(17,15),(17,14),0.0267168 # DEPENDENCYPART_HEADBIGRAM
(17,15),(19,14),0.184315 # DEPENDENCYPART_HEADBIGRAM
(17,16),(2,15),-0.138688 # DEPENDENCYPART_HEADBIGRAM
(17,16),(6,15),-0.137648 # DEPENDENCYPART_HEADBIGRAM
(17,16),(7,15),-0.163782 # DEPENDENCYPART_HEADBIGRAM
(17,16),(10,15),-0.171488 # DEPENDENCYPART_HEADBIGRAM
(17,16),(11,15),-0.133616 # DEPENDENCYPART_HEADBIGRAM
(17,16),(12,15),-0.09251 # DEPENDENCYPART_HEADBIGRAM
(17,16),(14,15),-0.208887 # DEPENDENCYPART_HEADBIGRAM
(17,16),(16,15),-0.102105 # DEPENDENCYPART_HEADBIGRAM
(17,16),(17,15),0.0653697 # DEPENDENCYPART_HEADBIGRAM
(17,16),(19,15),0.132114 # DEPENDENCYPART_HEADBIGRAM
(17,18),(6,17),-0.0691863 # DEPENDENCYPART_HEADBIGRAM
(17,18),(7,17),-0.0966473 # DEPENDENCYPART_HEADBIGRAM
(17,18),(10,17),-0.0933785 # DEPENDENCYPART_HEADBIGRAM
(17,18),(11,17),-0.101887 # DEPENDENCYPART_HEADBIGRAM
(17,18),(12,17),-0.0500436 # DEPENDENCYPART_HEADBIGRAM
(17,18),(13,17),-0.0720397 # DEPENDENCYPART_HEADBIGRAM
(17,18),(14,17),-0.0716462 # DEPENDENCYPART_HEADBIGRAM
(17,18),(16,17),-0.0213834 # DEPENDENCYPART_HEADBIGRAM
(17,18),(19,17),0.13221 # DEPENDENCYPART_HEADBIGRAM
(17,18),(21,17),0.174606 # DEPENDENCYPART_HEADBIGRAM
(17,19),(6,18),-0.071051 # DEPENDENCYPART_HEADBIGRAM
(17,19),(11,18),-0.072045 # DEPENDENCYPART_HEADBIGRAM
(17,19),(12,18),-0.0651318 # DEPENDENCYPART_HEADBIGRAM
(17,19),(14,18),-0.0527992 # DEPENDENCYPART_HEADBIGRAM
(17,19),(16,18),-0.0611055 # DEPENDENCYPART_HEADBIGRAM
(17,19),(17,18),0.0706257 # DEPENDENCYPART_HEADBIGRAM
(17,19),(19,18),0.44383 # DEPENDENCYPART_HEADBIGRAM
(17,19),(20,18),0.172994 # DEPENDENCYPART_HEADBIGRAM
(17,19),(21,18),0.170936 # DEPENDENCYPART_HEADBIGRAM
(17,20),(0,19),-0.0771851 # DEPENDENCYPART_HEADBIGRAM
(17,20),(6,19),-0.0635925 # DEPENDENCYPART_HEADBIGRAM
(17,20),(7,19),-0.0539533 # DEPENDENCYPART_HEADBIGRAM
(17,20),(10,19),-0.0529752 # DEPENDENCYPART_HEADBIGRAM
(17,20),(11,19),-0.0604172 # DEPENDENCYPART_HEADBIGRAM
(17,20),(12,19),-0.0637044 # DEPENDENCYPART_HEADBIGRAM
(17,20),(13,19),-0.0529757 # DEPENDENCYPART_HEADBIGRAM
(17,20),(14,19),-0.0536399 # DEPENDENCYPART_HEADBIGRAM
(17,20),(16,19),-0.063582 # DEPENDENCYPART_HEADBIGRAM
(17,20),(17,19),0.0637913 # DEPENDENCYPART_HEADBIGRAM
(17,21),(6,20),-0.0621068 # DEPENDENCYPART_HEADBIGRAM
(17,21),(11,20),-0.0621803 # DEPENDENCYPART_HEADBIGRAM
(17,21),(12,20),-0.0618947 # DEPENDENCYPART_HEADBIGRAM
(17,21),(14,20),-0.0633164 # DEPENDENCYPART_HEADBIGRAM
(17,21),(16,20),-0.0624685 # DEPENDENCYPART_HEADBIGRAM
(17,21),(17,20),0.0537966 # DEPENDENCYPART_HEADBIGRAM
(17,21),(19,20),0.0751274 # DEPENDENCYPART_HEADBIGRAM
(17,21),(21,20),0.147566 # DEPENDENCYPART_HEADBIGRAM
(17,21),(22,20),0.166886 # DEPENDENCYPART_HEADBIGRAM
(17,21),(24,20),0.169383 # DEPENDENCYPART_HEADBIGRAM
(17,22),(2,21),-0.0555321 # DEPENDENCYPART_HEADBIGRAM
(17,22),(6,21),-0.0593385 # DEPENDENCYPART_HEADBIGRAM
(17,22),(11,21),-0.0607311 # DEPENDENCYPART_HEADBIGRAM
(17,22),(12,21),-0.0495015 # DEPENDENCYPART_HEADBIGRAM
(17,22),(13,21),-0.0569246 # DEPENDENCYPART_HEADBIGRAM
(17,22),(14,21),-0.0569246 # DEPENDENCYPART_HEADBIGRAM
(17,22),(16,21),-0.0638 # DEPENDENCYPART_HEADBIGRAM
(17,22),(17,21),0.093365 # DEPENDENCYPART_HEADBIGRAM
(17,22),(19,21),0.170417 # DEPENDENCYPART_HEADBIGRAM
(17,22),(20,21),0.167234 # DEPENDENCYPART_HEADBIGRAM
(17,24),(22,23),0.0503741 # DEPENDENCYPART_HEADBIGRAM
(17,24),(24,23),0.215774 # DEPENDENCYPART_HEADBIGRAM
(17,24),(28,23),0.127221 # DEPENDENCYPART_HEADBIGRAM
(17,25),(14,24),-0.0784884 # DEPENDENCYPART_HEADBIGRAM
(17,25),(16,24),-0.0587228 # DEPENDENCYPART_HEADBIGRAM
(17,25),(17,24),0.029381 # DEPENDENCYPART_HEADBIGRAM
(17,25),(19,24),0.0730561 # DEPENDENCYPART_HEADBIGRAM
(17,25),(20,24),0.0939806 # DEPENDENCYPART_HEADBIGRAM
(17,25),(21,24),0.0612731 # DEPENDENCYPART_HEADBIGRAM
(17,25),(22,24),0.0353359 # DEPENDENCYPART_HEADBIGRAM
(17,25),(25,24),0.155252 # DEPENDENCYPART_HEADBIGRAM
(17,25),(28,24),0.156366 # DEPENDENCYPART_HEADBIGRAM
(17,29),(14,28),-0.0710764 # DEPENDENCYPART_HEADBIGRAM
(17,29),(19,28),0.123685 # DEPENDENCYPART_HEADBIGRAM
(17,29),(21,28),0.13019 # DEPENDENCYPART_HEADBIGRAM
(17,29),(22,28),0.123244 # DEPENDENCYPART_HEADBIGRAM
(17,29),(24,28),0.0115963 # DEPENDENCYPART_HEADBIGRAM
(17,29),(25,28),-0.0177717 # DEPENDENCYPART_HEADBIGRAM
(19,2),(2,1),-0.143063 # DEPENDENCYPART_HEADBIGRAM
(19,2),(5,1),-0.0868067 # DEPENDENCYPART_HEADBIGRAM
(19,2),(6,1),-0.0686769 # DEPENDENCYPART_HEADBIGRAM
(19,2),(7,1),-0.0791059 # DEPENDENCYPART_HEADBIGRAM
(19,2),(10,1),-0.0966245 # DEPENDENCYPART_HEADBIGRAM
(19,2),(11,1),-0.0692968 # DEPENDENCYPART_HEADBIGRAM
(19,2),(12,1),-0.0630851 # DEPENDENCYPART_HEADBIGRAM
(19,2),(17,1),-0.0780931 # DEPENDENCYPART_HEADBIGRAM
(19,2),(19,1),0.0163603 # DEPENDENCYPART_HEADBIGRAM
(19,2),(21,1),0.0650081 # DEPENDENCYPART_HEADBIGRAM
(19,3),(1,2),-0.100688 # DEPENDENCYPART_HEADBIGRAM
(19,3),(5,2),-0.103305 # DEPENDENCYPART_HEADBIGRAM
(19,3),(6,2),-0.108559 # DEPENDENCYPART_HEADBIGRAM
(19,3),(11,2),-0.0839946 # DEPENDENCYPART_HEADBIGRAM
(19,3),(19,2),0.136692 # DEPENDENCYPART_HEADBIGRAM
(19,5),(1,4),-0.302353 # DEPENDENCYPART_HEADBIGRAM
(19,5),(2,4),-0.20717 # DEPENDENCYPART_HEADBIGRAM
(19,5),(5,4),0.0952597 # DEPENDENCYPART_HEADBIGRAM
(19,5),(6,4),-0.0910519 # DEPENDENCYPART_HEADBIGRAM
(19,5),(10,4),-0.0865099 # DEPENDENCYPART_HEADBIGRAM
(19,5),(11,4),-0.0909117 # DEPENDENCYPART_HEADBIGRAM
(19,5),(14,4),-0.0865099 # DEPENDENCYPART_HEADBIGRAM
(19,6),(1,5),-0.193395 # DEPENDENCYPART_HEADBIGRAM
(19,6),(2,5),-0.204252 # DEPENDENCYPART_HEADBIGRAM
(19,6),(4,5),-0.210475 # DEPENDENCYPART_HEADBIGRAM
(19,6),(6,5),-0.0259544 # DEPENDENCYPART_HEADBIGRAM
(19,6),(8,5),-0.0861979 # DEPENDENCYPART_HEADBIGRAM
(19,6),(9,5),-0.0908219 # DEPENDENCYPART_HEADBIGRAM
(19,6),(10,5),-0.0919154 # DEPENDENCYPART_HEADBIGRAM
(19,6),(11,5),-0.0897 # DEPENDENCYPART_HEADBIGRAM
(19,6),(14,5),-0.0918166 # DEPENDENCYPART_HEADBIGRAM
(19,6),(19,5),0.0433226 # DEPENDENCYPART_HEADBIGRAM
(19,7),(0,6),-0.189705 # DEPENDENCYPART_HEADBIGRAM
(19,7),(1,6),-0.213996 # DEPENDENCYPART_HEADBIGRAM
(19,7),(2,6),-0.21573 # DEPENDENCYPART_HEADBIGRAM
(19,7),(4,6),-0.205337 # DEPENDENCYPART_HEADBIGRAM
(19,7),(5,6),-0.205348 # DEPENDENCYPART_HEADBIGRAM
(19,7),(7,6),-0.086283 # DEPENDENCYPART_HEADBIGRAM
(19,7),(8,6),-0.0887561 # DEPENDENCYPART_HEADBIGRAM
(19,7),(10,6),-0.0915568 # DEPENDENCYPART_HEADBIGRAM
(19,7),(11,6),-0.0881706 # DEPENDENCYPART_HEADBIGRAM
(19,7),(19,6),0.0752918 # DEPENDENCYPART_HEADBIGRAM
(19,8),(2,7),-0.199194 # DEPENDENCYPART_HEADBIGRAM
(19,8),(4,7),-0.198736 # DEPENDENCYPART_HEADBIGRAM
