# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(2,6),(2,14),(2,28),-0.0843738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,15),(2,16),0.0310986 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,17),-0.0946218 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,18),-0.109052 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,28),-0.0537657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,16),(2,17),-0.112089 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,18),-0.103523 # DEPENDENCYPART_TRISIBL
(2,6),(2,16),(2,28),-0.0466276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,17),(2,18),-0.105311 # DEPENDENCYPART_TRISIBL
(2,6),(2,17),(2,28),-0.128823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,18),(2,28),-0.0537657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,9),-0.0971163 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,10),-0.0943533 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,13),-0.0926355 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,14),-0.107959 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,15),-0.0779526 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,16),-0.079309 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,17),-0.079145 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,18),-0.0779526 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,28),-0.142773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,10),-0.0968487 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,13),-0.0917716 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,14),-0.108165 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,15),-0.0611721 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,16),-0.0848368 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,17),-0.070155 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,18),-0.0611721 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,28),-0.159514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,13),-0.0917623 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,14),-0.106635 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,15),-0.077444 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,16),-0.0772618 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,17),-0.0787493 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,18),-0.077444 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,28),-0.134529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,13),(2,14),-0.107996 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,15),-0.0724863 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,16),-0.0787259 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,17),-0.0801772 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,18),-0.0724863 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,28),-0.154405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,14),(2,15),-0.0930387 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,16),-0.073939 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,17),-0.0779874 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,18),-0.0930387 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,28),-0.118592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,15),(2,16),-0.0911689 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,17),-0.0676909 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,18),-0.074364 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,28),-0.177999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,16),(2,17),-0.0787711 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,18),-0.065142 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,28),-0.167644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,17),(2,18),-0.0779524 # DEPENDENCYPART_TRISIBL
(2,7),(2,17),(2,28),-0.141465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,18),(2,28),-0.177999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,10),-0.092581 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,13),-0.0918368 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,14),-0.0891148 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,15),-0.101803 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,16),-0.0347206 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,17),-0.112862 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,18),-0.101803 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,28),-0.131637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,10),(2,13),-0.0911251 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,14),-0.0890799 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,15),-0.0998305 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,16),-0.0334785 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,17),-0.113184 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,18),-0.0998305 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,28),-0.114798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,13),(2,14),-0.0890504 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,15),-0.0995111 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,16),-0.0334119 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,17),-0.112811 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,18),-0.0995111 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,28),-0.114786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,14),(2,15),-0.100869 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,16),-0.0335998 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,17),-0.115509 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,18),-0.100869 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,28),-0.122322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,15),(2,16),0.0518392 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,17),-0.0984255 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,18),-0.105696 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,28),-0.126317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,16),(2,17),-0.114694 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,18),-0.0959081 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,28),-0.0865125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,17),(2,18),-0.100839 # DEPENDENCYPART_TRISIBL
(2,8),(2,17),(2,28),-0.157632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,18),(2,28),-0.126317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,10),(2,13),-0.0957891 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,14),-0.0953988 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,15),-0.0270345 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,16),-0.0191833 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,17),-0.108462 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,18),-0.0270345 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,28),-0.115861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,13),(2,14),-0.0865468 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,15),0.0150003 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,16),-0.0530625 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,17),-0.10765 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,18),0.0150003 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,28),-0.0450392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,14),(2,15),0.0989399 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,16),-0.0704229 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,17),-0.106344 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,18),0.0989399 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,28),-0.0602066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,15),(2,16),-0.0706616 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,17),-0.118935 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,18),0.020213 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,28),-0.310485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,16),(2,17),-0.107765 # DEPENDENCYPART_TRISIBL
(2,9),(2,16),(2,18),0.0332691 # DEPENDENCYPART_TRISIBL
(2,9),(2,16),(2,28),-0.12072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,17),(2,18),0.0127911 # DEPENDENCYPART_TRISIBL
(2,9),(2,17),(2,28),-0.103787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,18),(2,28),-0.310485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,13),(2,14),-0.126836 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,15),-0.110865 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,16),-0.0507437 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,17),-0.0742672 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,18),-0.110865 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,28),-0.158939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,14),(2,15),-0.122374 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,16),-0.0542574 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,17),-0.0763599 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,18),-0.122374 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,28),-0.201884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,15),(2,16),0.0246531 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,17),-0.0799981 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,18),-0.119819 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,28),-0.211725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,16),(2,17),-0.0715078 # DEPENDENCYPART_TRISIBL
(2,10),(2,16),(2,18),-0.104626 # DEPENDENCYPART_TRISIBL
(2,10),(2,16),(2,28),-0.160168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,17),(2,18),-0.0991342 # DEPENDENCYPART_TRISIBL
(2,10),(2,17),(2,28),-0.175314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,18),(2,28),-0.211725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,14),(2,15),-0.152057 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,16),-0.0738844 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,17),-0.0883596 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,18),-0.152057 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,28),-0.259586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,15),(2,16),-0.0704941 # DEPENDENCYPART_TRISIBL
(2,13),(2,15),(2,17),-0.0796893 # DEPENDENCYPART_TRISIBL
(2,13),(2,15),(2,18),-0.123522 # DEPENDENCYPART_TRISIBL
(2,13),(2,15),(2,28),-0.310452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,16),(2,17),-0.0879191 # DEPENDENCYPART_TRISIBL
(2,13),(2,16),(2,18),-0.12481 # DEPENDENCYPART_TRISIBL
(2,13),(2,16),(2,28),-0.154234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,17),(2,18),-0.124366 # DEPENDENCYPART_TRISIBL
(2,13),(2,17),(2,28),-0.215632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,18),(2,28),-0.310452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,15),(2,16),-0.0759346 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,17),-0.0715647 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,18),-0.0708581 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,28),-0.076244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,16),(2,17),-0.0988339 # DEPENDENCYPART_TRISIBL
(2,14),(2,16),(2,18),-0.057455 # DEPENDENCYPART_TRISIBL
(2,14),(2,16),(2,28),-0.108924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,17),(2,18),-0.0487054 # DEPENDENCYPART_TRISIBL
(2,14),(2,17),(2,28),-0.0739183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,18),(2,28),-0.076244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,16),(2,17),-0.080013 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,18),0.425094 # DEPENDENCYPART_TRISIBL
(2,15),(2,16),(2,28),-0.0591403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,17),(2,18),0.535217 # DEPENDENCYPART_TRISIBL
(2,15),(2,17),(2,28),-0.166292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,18),(2,28),-0.397578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,17),(2,18),-0.155643 # DEPENDENCYPART_TRISIBL
(2,16),(2,17),(2,28),-0.119046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,18),(2,28),-0.218798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,18),(2,28),-0.126589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.210865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.158539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.130861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.131873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0774382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0850901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.117142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.207611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),0.0324836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,16),0.0291208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,28),0.361684 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.130861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.131873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.0774382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.0850899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.117142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.207335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),0.0309213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,16),0.0290941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,28),0.36084 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.128208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.133592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.130663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.122133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.149461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),0.222945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,16),0.0678774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,28),0.154073 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.084651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.11902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.0879143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.161087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),-0.0580957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,16),-0.0948899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,28),0.169116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.130269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,10),-0.121608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.150703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,15),0.179756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,16),0.075291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,28),0.13966 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.132509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.0864287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.133134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,16),-0.123386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,28),0.0188312 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,14),-0.177831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,15),0.0579676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,16),-0.0233073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,28),0.138004 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,15),0.161944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,16),0.05283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,28),0.302108 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,16),-0.27752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,28),-0.448618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,16),(3,28),-0.298994 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0901279 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0926556 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.119487 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0727521 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.104784 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.168009 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.0908352 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,16),-0.0578399 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,28),-0.181319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0926514 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.114959 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0725098 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.104563 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.160045 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.0828523 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,16),-0.049266 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,28),-0.108268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.112409 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0718448 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.104489 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.156984 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.0803256 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,16),-0.0544717 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,28),-0.107491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.0727601 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.104546 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.159842 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,15),-0.0825247 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,16),-0.0495621 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,28),-0.0985134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.105768 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.165126 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.093787 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,16),-0.0541891 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,28),-0.0771015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,14),-0.156758 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,15),-0.0781788 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,16),-0.0559687 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,28),-0.0943346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,15),-0.0598441 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,16),-0.0423016 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,28),-0.154891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,16),-0.0147135 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,28),-0.0695218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,28),-0.0120318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0926514 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.115413 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0728799 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.104563 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.160601 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.0768119 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,16),-0.0492797 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,28),-0.0987253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.112862 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0722149 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.104489 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.15754 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.0742852 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,16),-0.0544854 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,28),-0.0979479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0731301 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.104546 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.160397 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.0764843 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,16),-0.0495758 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,28),-0.0889706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.105768 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.165681 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.0877467 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,16),-0.0542026 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,28),-0.0675587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,14),-0.157314 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,15),-0.0721385 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,16),-0.0559824 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,28),-0.0847918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),-0.0538058 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,16),-0.0423154 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,28),-0.14536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,16),-0.014728 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,28),-0.0572997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,16),(3,28),-0.00251575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
