# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(22,23),(23,22),(23,-1),-0.0648958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,21),(23,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,-1),-0.0641636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,20),(23,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,20),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,20),(23,-1),-0.0643479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,19),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,19),(23,-1),-0.054391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,18),(23,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,19),0.109384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,20),0.101272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,21),0.0755566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,22),0.118153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,23),-0.0677353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,18),(18,24),-0.0655117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,25),-0.0677353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,27),0.127628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,19),(18,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,21),0.103037 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,22),0.109481 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,23),-0.0641851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,19),(18,24),-0.0645726 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,25),-0.0641851 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,27),-0.060682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,20),(18,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,20),(18,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,20),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,20),(18,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,20),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,20),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,20),(18,27),-0.0659528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,21),(18,22),0.102962 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,21),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,21),(18,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,21),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,21),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,21),(18,27),-0.0942922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,22),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,22),(18,24),-0.064167 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,22),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,22),(18,26),-0.064167 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,22),(18,27),-0.053931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,23),(18,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,23),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,23),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,23),(18,27),-0.0679462 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,24),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,24),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,24),(18,27),-0.0501838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,25),(18,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,25),(18,27),-0.0679462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,26),(18,27),-0.064167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,17),-0.0482186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,16),-0.0593441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,15),-0.0343175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,14),0.0495843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,13),0.0495688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,11),-0.048218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,8),0.0648692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,7),-0.0391648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,6),-0.0320133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,5),-0.0711091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,1),0.0364828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,-1),-0.0715634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,17),(18,16),-0.0430284 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,15),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,14),-0.0425098 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,13),-0.0425098 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,11),-0.0423581 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,8),-0.0504078 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,7),-0.0420616 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,6),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,5),-0.0429979 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,1),-0.0472329 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,-1),-0.0322879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,16),(18,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,14),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,13),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,11),-0.0422098 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,8),-0.0482825 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,5),-0.0424886 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,1),-0.0462236 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,-1),-0.0531593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,15),(18,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,8),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,5),-0.0420178 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,1),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,-1),-0.0302817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,14),(18,13),-0.042557 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,14),(18,11),-0.042012 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,14),(18,8),-0.0451571 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,14),(18,7),-0.0420605 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,14),(18,6),-0.0422951 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,14),(18,5),-0.0433936 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,14),(18,1),-0.0459527 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,14),(18,-1),0.0571406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,13),(18,11),-0.042012 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,13),(18,8),-0.0451571 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,13),(18,7),-0.0420605 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,13),(18,6),-0.0422951 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,13),(18,5),-0.0433936 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,13),(18,1),-0.0459527 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,13),(18,-1),0.0571246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,11),(18,8),-0.0504078 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,11),(18,7),-0.0420616 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,11),(18,6),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,11),(18,5),-0.0429979 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,11),(18,1),-0.0472329 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,11),(18,-1),-0.0322874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,8),(18,7),-0.0423382 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,8),(18,6),-0.0423308 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,8),(18,5),-0.028906 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,8),(18,1),-0.0359422 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,8),(18,-1),0.0339244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,7),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,7),(18,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,7),(18,1),-0.0423272 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,7),(18,-1),-0.0446804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,6),(18,5),-0.0420178 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,6),(18,1),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,6),(18,-1),-0.0220347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,5),(18,1),-0.0334465 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,5),(18,-1),-0.0385096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,1),(18,-1),0.0155188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,20),0.101556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,21),0.134125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,22),0.186256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,23),-0.0792052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,19),(19,24),-0.064436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,25),-0.0792052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,27),0.0391275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,20),(19,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,20),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,27),-0.0660808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,22),0.101132 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,27),-0.0466719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,23),-0.0642065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,25),-0.0642065 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,27),0.00816855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,23),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,27),-0.106162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,24),(19,25),-0.0641658 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,27),-0.0608024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,25),(19,27),-0.106162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,18),-0.0438573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,17),-0.0123643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,-1),-0.209891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,18),(19,17),-0.0420323 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,-1),-0.048387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,17),(19,-1),-0.010666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,20),(20,27),0.0961654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,23),(20,27),-0.064509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,20),(20,-1),0.148013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,22),0.0777971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.0675727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,24),-0.0693386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,25),-0.0675727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,27),-0.041802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.067523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,22),(21,24),-0.0654199 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,25),-0.067523 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,27),-0.0562611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,24),-0.0641625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,25),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,27),-0.0760009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,24),(21,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,27),-0.118372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,25),(21,27),-0.0760009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,20),-0.037466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,19),-0.0379011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,18),-0.0402121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,17),-0.0729106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,16),-0.0593077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,9),-0.039919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),0.0363926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,20),(21,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,9),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,-1),-0.0316933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,19),(21,18),-0.0416806 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,17),-0.0436294 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,16),-0.0427038 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,9),-0.0423058 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,-1),-0.104616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,18),(21,17),-0.0420378 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,16),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,-1),-0.062011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,17),(21,16),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,-1),-0.0278875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,16),(21,9),-0.0394378 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,-1),-0.0925263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,9),(21,-1),-0.0722255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,23),-0.0652046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,27),-0.0465364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,27),-0.0713584 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,-1),-0.0299055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,25),0.226545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,27),-0.308477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,27),0.380365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,26),(24,27),-0.0446791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,-1),0.105318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,27),0.065823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,23),0.125038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,21),-0.0658579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,-1),0.0533471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,23),(25,21),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,-1),-0.0571644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,21),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,-1),-0.0711846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,20),(25,-1),-0.0820421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.0279277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,26),(26,-1),-0.0459567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,27),0.171597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,23),-0.0672784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,21),-0.066015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,-1),-0.0659964 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,23),(25,21),-0.06457 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,23),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,23),(25,-1),-0.0453827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,21),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,21),(25,-1),0.0190602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,20),(25,-1),-0.0594313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,26),(26,27),-0.066686 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,26),(26,-1),-0.0756788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,20),(20,23),0.102678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,27),0.09699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,23),(20,27),-0.064509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,20),(20,-1),0.148837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,21),(21,22),0.0777971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,23),0.127551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,24),0.0634828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,25),-0.0675727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,21),(21,27),-0.0429407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,22),(21,23),0.0966227 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,24),0.103973 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,25),-0.067523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,22),(21,27),-0.0562611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,23),(21,24),0.101038 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,23),(21,25),-0.0641531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,23),(21,27),-0.0760013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,24),(21,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,24),(21,27),-0.118372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,25),(21,27),-0.0760013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,21),(21,20),-0.037466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,19),-0.0379021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,18),-0.0402121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,17),-0.0729106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,16),-0.0593077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,9),-0.039919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,-1),0.0345063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,20),(21,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,9),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,-1),-0.0316933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,19),(21,18),-0.0416806 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,19),(21,17),-0.0436294 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,19),(21,16),-0.0427038 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,19),(21,9),-0.0423058 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,19),(21,-1),-0.104616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
