# _root_ That 50 % is now held by Clifford Parker , Regatta 's president and chief executive officer , who will continue to manage Regatta 's operations under Gitano .
#goldHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,9,20,21,22,26,24,23,23,27,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,17,20,21,22,26,24,23,23,27,4,
(4,5),(4,15),(4,17),-0.0943207 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,18),0.0227997 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,20),-0.0703135 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,21),-0.0391185 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,27),-0.0910594 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,29),-0.0123557 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,30),0.0105264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,17),(4,18),0.0189156 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,20),-0.0992516 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,21),-0.00497955 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,27),-0.0770276 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,29),-0.0733928 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,30),-0.0276253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,18),(4,20),-0.0869711 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,21),-0.0366965 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,27),-0.0837067 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,29),-0.0537661 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,30),-0.186839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,20),(4,21),-0.0364085 # DEPENDENCYPART_TRISIBL
(4,5),(4,20),(4,27),-0.0574845 # DEPENDENCYPART_TRISIBL
(4,5),(4,20),(4,29),-0.0544206 # DEPENDENCYPART_TRISIBL
(4,5),(4,20),(4,30),-0.134516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,21),(4,27),-0.116663 # DEPENDENCYPART_TRISIBL
(4,5),(4,21),(4,29),-0.0228889 # DEPENDENCYPART_TRISIBL
(4,5),(4,21),(4,30),-0.00209068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,27),(4,29),-0.0509934 # DEPENDENCYPART_TRISIBL
(4,5),(4,27),(4,30),-0.0850122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,29),(4,30),-0.126463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.0991764 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.0991764 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),-0.161323 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.0991764 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,12),-0.0888524 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,13),-0.127108 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,14),-0.0385376 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,15),-0.105755 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,17),-0.12711 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,18),-0.161323 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,20),-0.0988681 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,21),-0.0967291 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,27),-0.11555 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,29),-0.130283 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,30),-0.127525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.098997 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.135993 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.098997 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,12),-0.0883725 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,13),-0.11898 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,14),-0.0268368 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.0972953 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,17),-0.118982 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,18),-0.135993 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,20),-0.0981053 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,21),-0.0953784 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,27),-0.143284 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,29),-0.119068 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,30),-0.127138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),-0.135993 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.098997 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,12),-0.0883725 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,13),-0.11898 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,14),-0.0268368 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,15),-0.0972953 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,17),-0.118982 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,18),-0.135993 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,20),-0.0981053 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,21),-0.0953784 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,27),-0.143284 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,29),-0.119068 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,30),-0.127138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.109056 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,12),-0.086932 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,13),-0.0929831 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,14),0.185819 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,15),-0.105217 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,17),-0.0929854 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,18),-0.161602 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,20),-0.118027 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,21),-0.0949996 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,27),-0.285729 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,29),-0.0782461 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,30),-0.167322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,12),-0.0883725 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,13),-0.11898 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,14),-0.0268368 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,15),-0.0972953 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,17),-0.118982 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,18),-0.135993 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,20),-0.0981053 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,21),-0.0953784 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,27),-0.143284 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,29),-0.119068 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,30),-0.127138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,12),(4,13),-0.118921 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,14),-0.0235192 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,15),-0.0972957 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,17),-0.118923 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,18),-0.141805 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,20),-0.0980796 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,21),-0.0953783 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,27),-0.13937 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,29),-0.118818 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,30),-0.119632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,13),(4,14),-0.0351263 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,15),-0.0972941 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,17),-0.120506 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,18),-0.155964 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,20),-0.0990335 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,21),-0.0953784 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,27),-0.155542 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,29),-0.0625369 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,30),-0.177885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,14),(4,15),-0.103006 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,17),-0.134288 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,18),-0.140561 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,20),-0.10037 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,21),-0.0972143 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,27),-0.0825977 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,29),-0.0239934 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,30),-0.0477839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,17),-0.11945 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,18),-0.142546 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,20),-0.0982264 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,21),-0.096562 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,27),-0.144229 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,29),-0.124225 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,30),-0.121711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,17),(4,18),-0.155964 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,20),-0.0990126 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,21),-0.0953784 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,27),-0.155505 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,29),-0.0625453 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,30),-0.177884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,18),(4,20),-0.118027 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,21),-0.0949996 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,27),-0.285729 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,29),-0.0782461 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,30),-0.167322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,20),(4,21),-0.0954311 # DEPENDENCYPART_TRISIBL
(4,6),(4,20),(4,27),-0.139616 # DEPENDENCYPART_TRISIBL
(4,6),(4,20),(4,29),-0.140702 # DEPENDENCYPART_TRISIBL
(4,6),(4,20),(4,30),-0.124613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,21),(4,27),-0.139373 # DEPENDENCYPART_TRISIBL
(4,6),(4,21),(4,29),-0.126477 # DEPENDENCYPART_TRISIBL
(4,6),(4,21),(4,30),-0.13193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,27),(4,29),-0.129466 # DEPENDENCYPART_TRISIBL
(4,6),(4,27),(4,30),-0.119567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,29),(4,30),0.0101453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,9),-0.0822747 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,10),-0.0758562 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,11),-0.0822744 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,12),-0.107582 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,13),-0.0584524 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,14),-0.0860406 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,15),-0.0686243 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,17),-0.0582375 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,18),-0.0758562 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,20),-0.154515 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,21),-0.0896266 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,27),-0.0620344 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,29),-0.111303 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,30),-0.145168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,10),-0.0758562 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,11),-0.0822744 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,12),-0.107582 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,13),-0.0584524 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,14),-0.0860406 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,15),-0.0686243 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,17),-0.0582375 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,18),-0.0758562 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,20),-0.154515 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,21),-0.0896266 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,27),-0.0620349 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,29),-0.111303 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,30),-0.145168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,11),-0.0804508 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,12),-0.114709 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,13),0.150487 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,14),-0.0779121 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,15),-0.01432 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,17),0.150056 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,18),-0.123495 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,20),-0.217936 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,21),-0.0853058 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,27),0.0282647 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,29),-0.0887897 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,30),-0.258166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,12),-0.107582 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,13),-0.0584524 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,14),-0.0860406 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,15),-0.0686243 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,17),-0.0582375 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,18),-0.0758562 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,20),-0.154515 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,21),-0.0896266 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,27),-0.0620344 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,29),-0.111303 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,30),-0.145168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,12),(4,13),-0.0531935 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,14),-0.0945711 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,15),-0.0678502 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,17),-0.0530014 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,18),-0.0811856 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,20),-0.158694 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,21),-0.0889544 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,27),-0.0692141 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,29),-0.0928664 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,30),-0.129387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,13),(4,14),-0.110197 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,15),-0.0780641 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,17),-0.0674808 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,18),-0.0843853 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,20),-0.166348 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,21),-0.0936984 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,27),-0.1036 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,29),-0.0462957 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,30),-0.0756917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,14),(4,15),-0.071606 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,17),-0.0626922 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,18),-0.0300277 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,20),-0.164373 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,21),-0.0902077 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,27),-0.136592 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,29),-0.0486095 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,30),-0.0997358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,15),(4,17),-0.0613153 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,18),-0.0581601 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,20),-0.159892 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,21),-0.0896784 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,27),-0.0642375 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,29),-0.0877258 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,30),-0.144762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,17),(4,18),-0.0836252 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,20),-0.166348 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,21),-0.0936984 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,27),-0.10344 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,29),-0.0438564 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,30),-0.0738728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,18),(4,20),-0.217936 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,21),-0.0853058 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,27),0.0282647 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,29),-0.0887897 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,30),-0.258166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,20),(4,21),-0.0901668 # DEPENDENCYPART_TRISIBL
(4,7),(4,20),(4,27),-0.065812 # DEPENDENCYPART_TRISIBL
(4,7),(4,20),(4,29),-0.12133 # DEPENDENCYPART_TRISIBL
(4,7),(4,20),(4,30),-0.15761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,21),(4,27),-0.06959 # DEPENDENCYPART_TRISIBL
(4,7),(4,21),(4,29),-0.0993377 # DEPENDENCYPART_TRISIBL
(4,7),(4,21),(4,30),-0.123752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,27),(4,29),-0.103659 # DEPENDENCYPART_TRISIBL
(4,7),(4,27),(4,30),-0.0635815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,29),(4,30),-0.0929563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,10),-0.0539829 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,11),-0.129285 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,12),-0.0758997 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,13),-0.185552 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,14),-0.0259527 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,15),-0.105275 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,17),-0.169445 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,18),-0.0539829 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,20),-0.103626 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,21),-0.0668723 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,27),-0.0943123 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,29),-0.111557 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,30),-0.120039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,11),-0.157886 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,12),-0.0736044 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,13),-0.264696 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,14),0.00589558 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,15),-0.12002 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,17),-0.237646 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,18),-0.0530144 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,20),-0.0946826 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,21),-0.0261196 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,27),-0.106484 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,29),-0.137484 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,30),-0.0257703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,12),-0.0758997 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,13),-0.185552 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,14),-0.0259527 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,15),-0.105275 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,17),-0.169445 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,18),-0.0539788 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,20),-0.103626 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,21),-0.0668723 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,27),-0.0943102 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,29),-0.111557 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,30),-0.120039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,12),(4,13),-0.182496 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,14),-0.0217448 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,15),-0.104918 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,17),-0.166464 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,18),-0.0431426 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,20),-0.101209 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,21),-0.0655049 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,27),-0.0903411 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,29),-0.10673 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,30),-0.0968783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,13),(4,14),0.0607893 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,15),-0.108697 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,17),-0.174456 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,18),-0.0337762 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,20),-0.102533 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,21),-0.0660157 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,27),-0.10192 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,29),-0.0594993 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,30),-0.099562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,14),(4,15),-0.105316 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,17),-0.172523 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,18),-0.0616 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,20),-0.10137 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,21),-0.0656433 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,27),-0.0452981 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,29),-0.128618 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,30),-0.0471286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,15),(4,17),-0.169842 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,18),-0.0226858 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,20),-0.105331 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,21),-0.0655093 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,27),-0.0814758 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,29),-0.0861377 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,30),-0.0478675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,17),(4,18),-0.0317384 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,20),-0.102529 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,21),-0.0660157 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,27),-0.10116 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,29),-0.067602 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,30),-0.0909488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,18),(4,20),-0.0946826 # DEPENDENCYPART_TRISIBL
(4,8),(4,18),(4,21),-0.0261196 # DEPENDENCYPART_TRISIBL
