# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(4,2),(15,1),0.0892246 # DEPENDENCYPART_HEADBIGRAM
(4,2),(19,1),0.0911141 # DEPENDENCYPART_HEADBIGRAM
(4,2),(23,1),0.114746 # DEPENDENCYPART_HEADBIGRAM
(4,2),(26,1),0.114746 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.204447 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.0851825 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.087015 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.0968526 # DEPENDENCYPART_HEADBIGRAM
(4,3),(8,2),0.0963574 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0264821 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.0355209 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.201291 # DEPENDENCYPART_HEADBIGRAM
(4,5),(11,4),0.175295 # DEPENDENCYPART_HEADBIGRAM
(4,5),(15,4),0.168422 # DEPENDENCYPART_HEADBIGRAM
(4,5),(19,4),0.177042 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.060041 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.0682308 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0219675 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.170886 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.173572 # DEPENDENCYPART_HEADBIGRAM
(4,6),(8,5),0.154929 # DEPENDENCYPART_HEADBIGRAM
(4,6),(10,5),0.160513 # DEPENDENCYPART_HEADBIGRAM
(4,6),(11,5),0.172626 # DEPENDENCYPART_HEADBIGRAM
(4,6),(15,5),0.166277 # DEPENDENCYPART_HEADBIGRAM
(4,6),(19,5),0.173018 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0624228 # DEPENDENCYPART_HEADBIGRAM
(4,7),(3,6),-0.0625337 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0106832 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0596308 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.16971 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.173657 # DEPENDENCYPART_HEADBIGRAM
(4,7),(11,6),0.171828 # DEPENDENCYPART_HEADBIGRAM
(4,8),(3,7),-0.0620407 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.0657008 # DEPENDENCYPART_HEADBIGRAM
(4,8),(5,7),0.0645052 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.160209 # DEPENDENCYPART_HEADBIGRAM
(4,8),(10,7),0.173684 # DEPENDENCYPART_HEADBIGRAM
(4,8),(11,7),0.173684 # DEPENDENCYPART_HEADBIGRAM
(4,8),(15,7),0.173624 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.0860561 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.095143 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.0860197 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.0842423 # DEPENDENCYPART_HEADBIGRAM
(5,2),(8,1),0.0929676 # DEPENDENCYPART_HEADBIGRAM
(5,2),(11,1),0.101915 # DEPENDENCYPART_HEADBIGRAM
(5,2),(15,1),0.096573 # DEPENDENCYPART_HEADBIGRAM
(5,2),(19,1),0.0965686 # DEPENDENCYPART_HEADBIGRAM
(5,2),(23,1),0.0974547 # DEPENDENCYPART_HEADBIGRAM
(5,2),(26,1),0.0974547 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.204519 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.0446914 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.0860398 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.148333 # DEPENDENCYPART_HEADBIGRAM
(5,3),(8,2),0.0938456 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.120478 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.186906 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.194164 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.0960647 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.103821 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.0957844 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.0957846 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0942143 # DEPENDENCYPART_HEADBIGRAM
(5,4),(11,3),0.117063 # DEPENDENCYPART_HEADBIGRAM
(5,4),(19,3),0.123935 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),0.0312753 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),0.026576 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0122015 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),0.121122 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.0273481 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.130189 # DEPENDENCYPART_HEADBIGRAM
(5,6),(10,5),0.0664776 # DEPENDENCYPART_HEADBIGRAM
(5,6),(11,5),0.237833 # DEPENDENCYPART_HEADBIGRAM
(5,6),(15,5),0.273258 # DEPENDENCYPART_HEADBIGRAM
(5,6),(19,5),0.265056 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0626842 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0670984 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0619122 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.114187 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.173297 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.16383 # DEPENDENCYPART_HEADBIGRAM
(5,7),(11,6),0.167304 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0666023 # DEPENDENCYPART_HEADBIGRAM
(5,8),(4,7),-0.0551267 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0537827 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.151249 # DEPENDENCYPART_HEADBIGRAM
(5,8),(10,7),0.172651 # DEPENDENCYPART_HEADBIGRAM
(5,8),(11,7),0.172651 # DEPENDENCYPART_HEADBIGRAM
(5,8),(15,7),0.175207 # DEPENDENCYPART_HEADBIGRAM
(5,9),(0,8),-0.068129 # DEPENDENCYPART_HEADBIGRAM
(5,9),(2,8),-0.061807 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0644402 # DEPENDENCYPART_HEADBIGRAM
(5,9),(4,8),-0.0606033 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.0681951 # DEPENDENCYPART_HEADBIGRAM
(5,9),(11,8),0.171897 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.124881 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.0786582 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.304017 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.159435 # DEPENDENCYPART_HEADBIGRAM
(5,10),(15,9),0.169677 # DEPENDENCYPART_HEADBIGRAM
(5,10),(19,9),0.160786 # DEPENDENCYPART_HEADBIGRAM
(5,10),(26,9),0.161362 # DEPENDENCYPART_HEADBIGRAM
(5,11),(3,10),-0.0650928 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.114489 # DEPENDENCYPART_HEADBIGRAM
(5,11),(8,10),0.0314512 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.0314073 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.227363 # DEPENDENCYPART_HEADBIGRAM
(5,11),(15,10),0.168387 # DEPENDENCYPART_HEADBIGRAM
(5,11),(19,10),0.161137 # DEPENDENCYPART_HEADBIGRAM
(5,11),(26,10),0.161524 # DEPENDENCYPART_HEADBIGRAM
(5,12),(2,11),-0.0681055 # DEPENDENCYPART_HEADBIGRAM
(5,12),(3,11),-0.0686261 # DEPENDENCYPART_HEADBIGRAM
(5,12),(5,11),0.126363 # DEPENDENCYPART_HEADBIGRAM
(5,12),(7,11),0.0853439 # DEPENDENCYPART_HEADBIGRAM
(5,12),(8,11),0.0890109 # DEPENDENCYPART_HEADBIGRAM
(5,12),(9,11),0.194304 # DEPENDENCYPART_HEADBIGRAM
(5,12),(10,11),0.188908 # DEPENDENCYPART_HEADBIGRAM
(5,12),(15,11),0.147435 # DEPENDENCYPART_HEADBIGRAM
(5,12),(19,11),0.168894 # DEPENDENCYPART_HEADBIGRAM
(5,12),(26,11),0.177065 # DEPENDENCYPART_HEADBIGRAM
(5,15),(10,14),0.0767537 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.0767537 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.0151703 # DEPENDENCYPART_HEADBIGRAM
(5,15),(15,14),0.215581 # DEPENDENCYPART_HEADBIGRAM
(5,15),(19,14),0.168851 # DEPENDENCYPART_HEADBIGRAM
(5,16),(3,15),-0.0369373 # DEPENDENCYPART_HEADBIGRAM
(5,16),(5,15),0.011894 # DEPENDENCYPART_HEADBIGRAM
(5,16),(8,15),0.0306229 # DEPENDENCYPART_HEADBIGRAM
(5,16),(9,15),0.032842 # DEPENDENCYPART_HEADBIGRAM
(5,16),(10,15),0.0082319 # DEPENDENCYPART_HEADBIGRAM
(5,16),(11,15),0.0082319 # DEPENDENCYPART_HEADBIGRAM
(5,16),(14,15),-0.0312745 # DEPENDENCYPART_HEADBIGRAM
(5,16),(16,15),0.130702 # DEPENDENCYPART_HEADBIGRAM
(5,16),(19,15),0.158396 # DEPENDENCYPART_HEADBIGRAM
(5,16),(26,15),0.162449 # DEPENDENCYPART_HEADBIGRAM
(5,19),(11,18),0.0579525 # DEPENDENCYPART_HEADBIGRAM
(5,19),(15,18),0.068488 # DEPENDENCYPART_HEADBIGRAM
(5,19),(16,18),0.0697677 # DEPENDENCYPART_HEADBIGRAM
(5,19),(17,18),0.0513631 # DEPENDENCYPART_HEADBIGRAM
(5,19),(19,18),0.222657 # DEPENDENCYPART_HEADBIGRAM
(5,19),(21,18),0.160894 # DEPENDENCYPART_HEADBIGRAM
(5,19),(23,18),0.160893 # DEPENDENCYPART_HEADBIGRAM
(5,19),(26,18),0.161464 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.199858 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.0710147 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.0860196 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.0860195 # DEPENDENCYPART_HEADBIGRAM
(6,3),(8,2),0.0979406 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.269796 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.174966 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.0689493 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.0925182 # DEPENDENCYPART_HEADBIGRAM
(6,5),(15,4),0.0953377 # DEPENDENCYPART_HEADBIGRAM
(6,5),(19,4),0.0964372 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.199858 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),-0.0689539 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.0860207 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.0860195 # DEPENDENCYPART_HEADBIGRAM
(7,3),(8,2),0.0979406 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.269801 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.171212 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.0760324 # DEPENDENCYPART_HEADBIGRAM
(7,5),(11,4),0.0927078 # DEPENDENCYPART_HEADBIGRAM
(7,5),(15,4),0.0964591 # DEPENDENCYPART_HEADBIGRAM
(7,5),(19,4),0.0966268 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.160256 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.104456 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.133624 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.0848027 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),-0.0247604 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.109148 # DEPENDENCYPART_HEADBIGRAM
(7,6),(10,5),0.109398 # DEPENDENCYPART_HEADBIGRAM
(7,6),(11,5),0.170029 # DEPENDENCYPART_HEADBIGRAM
(7,6),(15,5),0.169884 # DEPENDENCYPART_HEADBIGRAM
(7,6),(19,5),0.111565 # DEPENDENCYPART_HEADBIGRAM
(7,11),(3,10),-0.0617365 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.0617562 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.0923376 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.0898966 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.249816 # DEPENDENCYPART_HEADBIGRAM
(7,11),(15,10),0.170076 # DEPENDENCYPART_HEADBIGRAM
(7,11),(19,10),0.171036 # DEPENDENCYPART_HEADBIGRAM
(7,11),(26,10),0.17161 # DEPENDENCYPART_HEADBIGRAM
(8,2),(2,1),-0.0864704 # DEPENDENCYPART_HEADBIGRAM
(8,2),(3,1),-0.0424899 # DEPENDENCYPART_HEADBIGRAM
(8,2),(4,1),-0.0860748 # DEPENDENCYPART_HEADBIGRAM
(8,2),(5,1),-0.0800798 # DEPENDENCYPART_HEADBIGRAM
(8,2),(8,1),0.0392687 # DEPENDENCYPART_HEADBIGRAM
(8,2),(11,1),0.092304 # DEPENDENCYPART_HEADBIGRAM
(8,2),(15,1),0.101762 # DEPENDENCYPART_HEADBIGRAM
(8,2),(19,1),0.090793 # DEPENDENCYPART_HEADBIGRAM
(8,2),(23,1),0.0920528 # DEPENDENCYPART_HEADBIGRAM
(8,2),(26,1),0.0920528 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.202366 # DEPENDENCYPART_HEADBIGRAM
(8,3),(3,2),-0.0819835 # DEPENDENCYPART_HEADBIGRAM
(8,3),(4,2),-0.0860475 # DEPENDENCYPART_HEADBIGRAM
(8,3),(5,2),-0.0878325 # DEPENDENCYPART_HEADBIGRAM
(8,3),(8,2),0.126693 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.200157 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.198638 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.198958 # DEPENDENCYPART_HEADBIGRAM
(8,4),(4,3),-0.0905938 # DEPENDENCYPART_HEADBIGRAM
(8,4),(5,3),-0.0849898 # DEPENDENCYPART_HEADBIGRAM
(8,4),(6,3),-0.0865161 # DEPENDENCYPART_HEADBIGRAM
(8,4),(7,3),-0.0865141 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.0916926 # DEPENDENCYPART_HEADBIGRAM
(8,4),(11,3),0.0930712 # DEPENDENCYPART_HEADBIGRAM
(8,4),(19,3),0.0945036 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.206981 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0405773 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),-0.0167326 # DEPENDENCYPART_HEADBIGRAM
(8,5),(11,4),0.0895181 # DEPENDENCYPART_HEADBIGRAM
(8,5),(15,4),0.0895466 # DEPENDENCYPART_HEADBIGRAM
(8,5),(19,4),0.09384 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.164803 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.0707789 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.114836 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.0798127 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.103403 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),-0.0822035 # DEPENDENCYPART_HEADBIGRAM
(8,6),(10,5),0.0570463 # DEPENDENCYPART_HEADBIGRAM
(8,6),(11,5),0.117677 # DEPENDENCYPART_HEADBIGRAM
(8,6),(15,5),0.0966134 # DEPENDENCYPART_HEADBIGRAM
(8,6),(19,5),0.055362 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.193944 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.198183 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.197439 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.221017 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.0869391 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.294626 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.0814611 # DEPENDENCYPART_HEADBIGRAM
(8,9),(0,8),-0.114128 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0658302 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.105036 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.0873044 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0625307 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.174865 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.0643647 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),-0.019606 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.310592 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.162328 # DEPENDENCYPART_HEADBIGRAM
(8,10),(15,9),0.172837 # DEPENDENCYPART_HEADBIGRAM
(8,10),(19,9),0.163929 # DEPENDENCYPART_HEADBIGRAM
(8,10),(26,9),0.163647 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0647994 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.062455 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0146031 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.0816892 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.259587 # DEPENDENCYPART_HEADBIGRAM
(8,11),(15,10),0.169374 # DEPENDENCYPART_HEADBIGRAM
(8,11),(19,10),0.163458 # DEPENDENCYPART_HEADBIGRAM
(8,11),(26,10),0.164031 # DEPENDENCYPART_HEADBIGRAM
(8,12),(2,11),-0.0675826 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.061005 # DEPENDENCYPART_HEADBIGRAM
(8,12),(5,11),-0.0466743 # DEPENDENCYPART_HEADBIGRAM
(8,12),(7,11),-0.0554532 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.0197773 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.0238213 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.0191606 # DEPENDENCYPART_HEADBIGRAM
(8,12),(15,11),0.147125 # DEPENDENCYPART_HEADBIGRAM
(8,12),(19,11),0.094729 # DEPENDENCYPART_HEADBIGRAM
(8,12),(26,11),0.103746 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.0762095 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0762095 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.0151714 # DEPENDENCYPART_HEADBIGRAM
(8,15),(15,14),0.155298 # DEPENDENCYPART_HEADBIGRAM
(8,15),(19,14),0.168895 # DEPENDENCYPART_HEADBIGRAM
(8,16),(3,15),-0.0782426 # DEPENDENCYPART_HEADBIGRAM
(8,16),(5,15),-0.0923741 # DEPENDENCYPART_HEADBIGRAM
(8,16),(8,15),0.0696889 # DEPENDENCYPART_HEADBIGRAM
(8,16),(9,15),0.0455935 # DEPENDENCYPART_HEADBIGRAM
(8,16),(10,15),0.0219782 # DEPENDENCYPART_HEADBIGRAM
(8,16),(11,15),0.0219782 # DEPENDENCYPART_HEADBIGRAM
(8,16),(14,15),0.0676324 # DEPENDENCYPART_HEADBIGRAM
(8,16),(16,15),0.188546 # DEPENDENCYPART_HEADBIGRAM
(8,16),(19,15),0.133719 # DEPENDENCYPART_HEADBIGRAM
(8,16),(26,15),0.1441 # DEPENDENCYPART_HEADBIGRAM
(8,19),(11,18),0.0609854 # DEPENDENCYPART_HEADBIGRAM
(8,19),(15,18),0.0711987 # DEPENDENCYPART_HEADBIGRAM
(8,19),(16,18),0.0784488 # DEPENDENCYPART_HEADBIGRAM
(8,19),(17,18),0.0543974 # DEPENDENCYPART_HEADBIGRAM
(8,19),(19,18),0.178564 # DEPENDENCYPART_HEADBIGRAM
(8,19),(21,18),0.163556 # DEPENDENCYPART_HEADBIGRAM
(8,19),(23,18),0.163556 # DEPENDENCYPART_HEADBIGRAM
(8,19),(26,18),0.164126 # DEPENDENCYPART_HEADBIGRAM
(8,20),(5,19),-0.0612504 # DEPENDENCYPART_HEADBIGRAM
(8,20),(8,19),0.0712414 # DEPENDENCYPART_HEADBIGRAM
(8,20),(10,19),0.0695428 # DEPENDENCYPART_HEADBIGRAM
(8,20),(11,19),0.0695428 # DEPENDENCYPART_HEADBIGRAM
(8,20),(15,19),0.0722957 # DEPENDENCYPART_HEADBIGRAM
(8,20),(16,19),0.0712681 # DEPENDENCYPART_HEADBIGRAM
(8,20),(18,19),0.0739902 # DEPENDENCYPART_HEADBIGRAM
(8,20),(21,19),0.17141 # DEPENDENCYPART_HEADBIGRAM
(8,20),(23,19),0.171383 # DEPENDENCYPART_HEADBIGRAM
(8,20),(26,19),0.171382 # DEPENDENCYPART_HEADBIGRAM
(8,22),(11,21),0.0757233 # DEPENDENCYPART_HEADBIGRAM
(8,22),(15,21),0.0711648 # DEPENDENCYPART_HEADBIGRAM
(8,22),(16,21),0.0671344 # DEPENDENCYPART_HEADBIGRAM
(8,22),(17,21),0.0748437 # DEPENDENCYPART_HEADBIGRAM
(8,22),(18,21),0.0748437 # DEPENDENCYPART_HEADBIGRAM
(8,22),(19,21),0.0840252 # DEPENDENCYPART_HEADBIGRAM
(8,22),(20,21),0.0795867 # DEPENDENCYPART_HEADBIGRAM
(8,22),(22,21),0.174258 # DEPENDENCYPART_HEADBIGRAM
(8,22),(23,21),0.176255 # DEPENDENCYPART_HEADBIGRAM
(8,22),(26,21),0.17607 # DEPENDENCYPART_HEADBIGRAM
(8,23),(3,22),-0.0610809 # DEPENDENCYPART_HEADBIGRAM
(8,23),(8,22),0.0716684 # DEPENDENCYPART_HEADBIGRAM
(8,23),(11,22),0.0701807 # DEPENDENCYPART_HEADBIGRAM
(8,23),(15,22),0.0717272 # DEPENDENCYPART_HEADBIGRAM
(8,23),(16,22),0.072367 # DEPENDENCYPART_HEADBIGRAM
(8,23),(19,22),0.0700679 # DEPENDENCYPART_HEADBIGRAM
(8,23),(20,22),0.0718621 # DEPENDENCYPART_HEADBIGRAM
(8,23),(21,22),0.069598 # DEPENDENCYPART_HEADBIGRAM
(8,23),(23,22),0.176681 # DEPENDENCYPART_HEADBIGRAM
(8,23),(26,22),0.172001 # DEPENDENCYPART_HEADBIGRAM
(8,24),(8,23),0.176015 # DEPENDENCYPART_HEADBIGRAM
(8,24),(11,23),0.0631611 # DEPENDENCYPART_HEADBIGRAM
(8,24),(16,23),0.162259 # DEPENDENCYPART_HEADBIGRAM
(8,24),(18,23),0.0578592 # DEPENDENCYPART_HEADBIGRAM
(8,24),(19,23),0.0476391 # DEPENDENCYPART_HEADBIGRAM
(8,24),(21,23),0.0565887 # DEPENDENCYPART_HEADBIGRAM
(8,24),(22,23),0.0653323 # DEPENDENCYPART_HEADBIGRAM
(8,24),(24,23),0.152918 # DEPENDENCYPART_HEADBIGRAM
(8,24),(25,23),0.156671 # DEPENDENCYPART_HEADBIGRAM
(8,24),(26,23),0.150806 # DEPENDENCYPART_HEADBIGRAM
(8,26),(16,25),0.0848251 # DEPENDENCYPART_HEADBIGRAM
(8,26),(19,25),0.0608539 # DEPENDENCYPART_HEADBIGRAM
(8,26),(21,25),0.0617405 # DEPENDENCYPART_HEADBIGRAM
(8,26),(22,25),0.0725353 # DEPENDENCYPART_HEADBIGRAM
(8,26),(23,25),0.0542666 # DEPENDENCYPART_HEADBIGRAM
(8,26),(24,25),0.118239 # DEPENDENCYPART_HEADBIGRAM
(8,26),(26,25),0.179483 # DEPENDENCYPART_HEADBIGRAM
(8,27),(8,26),0.156766 # DEPENDENCYPART_HEADBIGRAM
(8,27),(11,26),0.0444893 # DEPENDENCYPART_HEADBIGRAM
(8,27),(16,26),0.0261679 # DEPENDENCYPART_HEADBIGRAM
(8,27),(18,26),0.120873 # DEPENDENCYPART_HEADBIGRAM
(8,27),(19,26),0.135394 # DEPENDENCYPART_HEADBIGRAM
(8,27),(21,26),0.0430042 # DEPENDENCYPART_HEADBIGRAM
(8,27),(22,26),0.0590432 # DEPENDENCYPART_HEADBIGRAM
(8,27),(23,26),0.0558713 # DEPENDENCYPART_HEADBIGRAM
(8,27),(24,26),-0.115166 # DEPENDENCYPART_HEADBIGRAM
(8,27),(25,26),0.0657932 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),0.0754846 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.103344 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.0948966 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.268366 # DEPENDENCYPART_HEADBIGRAM
(9,10),(15,9),0.161533 # DEPENDENCYPART_HEADBIGRAM
(9,10),(19,9),0.131422 # DEPENDENCYPART_HEADBIGRAM
(9,10),(26,9),0.144063 # DEPENDENCYPART_HEADBIGRAM
(9,11),(3,10),-0.0452561 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.0771145 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0983222 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),-0.0320635 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.426401 # DEPENDENCYPART_HEADBIGRAM
(9,11),(15,10),0.156247 # DEPENDENCYPART_HEADBIGRAM
(9,11),(19,10),0.191497 # DEPENDENCYPART_HEADBIGRAM
(9,11),(26,10),0.191221 # DEPENDENCYPART_HEADBIGRAM
(9,12),(2,11),-0.0696916 # DEPENDENCYPART_HEADBIGRAM
(9,12),(3,11),-0.0736517 # DEPENDENCYPART_HEADBIGRAM
(9,12),(5,11),-0.093278 # DEPENDENCYPART_HEADBIGRAM
(9,12),(7,11),-0.064079 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.0689449 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.124706 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.148265 # DEPENDENCYPART_HEADBIGRAM
(9,12),(15,11),0.103038 # DEPENDENCYPART_HEADBIGRAM
(9,12),(19,11),0.140753 # DEPENDENCYPART_HEADBIGRAM
