# _root_ In 1988 the Cincinnati company earned $ 3.1 million , or 32 cents a share , on revenue of $ 148.5 million .
#goldHeads=6,1,5,5,6,0,6,7,7,7,7,13,11,15,13,7,6,17,18,19,20,20,6,
#predictedHeads=6,1,5,5,6,0,6,7,7,7,7,13,11,15,13,6,6,17,18,19,20,20,6,
(1,16),(19,15),0.147298 # DEPENDENCYPART_HEADBIGRAM
(1,16),(20,15),0.212011 # DEPENDENCYPART_HEADBIGRAM
(1,17),(1,16),0.283659 # DEPENDENCYPART_HEADBIGRAM
(1,17),(2,16),0.12876 # DEPENDENCYPART_HEADBIGRAM
(1,17),(5,16),0.11468 # DEPENDENCYPART_HEADBIGRAM
(1,17),(6,16),0.176486 # DEPENDENCYPART_HEADBIGRAM
(1,17),(7,16),0.152026 # DEPENDENCYPART_HEADBIGRAM
(1,17),(11,16),0.133147 # DEPENDENCYPART_HEADBIGRAM
(1,17),(13,16),0.122041 # DEPENDENCYPART_HEADBIGRAM
(1,17),(15,16),0.0538709 # DEPENDENCYPART_HEADBIGRAM
(1,17),(17,16),0.200258 # DEPENDENCYPART_HEADBIGRAM
(1,17),(18,16),0.156234 # DEPENDENCYPART_HEADBIGRAM
(1,23),(7,22),0.0807075 # DEPENDENCYPART_HEADBIGRAM
(1,23),(17,22),0.0569025 # DEPENDENCYPART_HEADBIGRAM
(1,23),(18,22),0.0611108 # DEPENDENCYPART_HEADBIGRAM
(1,23),(19,22),0.0568028 # DEPENDENCYPART_HEADBIGRAM
(1,23),(20,22),0.0866125 # DEPENDENCYPART_HEADBIGRAM
(1,23),(21,22),0.073914 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.0468724 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),0.169009 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.172581 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.172743 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.173564 # DEPENDENCYPART_HEADBIGRAM
(2,3),(7,2),0.161109 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.173547 # DEPENDENCYPART_HEADBIGRAM
(2,3),(9,2),0.173547 # DEPENDENCYPART_HEADBIGRAM
(2,3),(12,2),0.173547 # DEPENDENCYPART_HEADBIGRAM
(2,3),(13,2),0.172832 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0429198 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.234278 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.185468 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.16863 # DEPENDENCYPART_HEADBIGRAM
(2,4),(13,3),0.171329 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0620863 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0814848 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.205179 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.174279 # DEPENDENCYPART_HEADBIGRAM
(2,6),(0,5),-0.0618847 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0629627 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0552786 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.302052 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.172794 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.175225 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.175225 # DEPENDENCYPART_HEADBIGRAM
(2,6),(13,5),0.172642 # DEPENDENCYPART_HEADBIGRAM
(2,7),(0,6),-0.061623 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0620779 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0716074 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.0723811 # DEPENDENCYPART_HEADBIGRAM
(2,10),(1,9),-0.0831329 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.0587085 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.148238 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.134767 # DEPENDENCYPART_HEADBIGRAM
(2,10),(12,9),0.165362 # DEPENDENCYPART_HEADBIGRAM
(2,10),(13,9),0.165394 # DEPENDENCYPART_HEADBIGRAM
(2,11),(1,10),-0.0800603 # DEPENDENCYPART_HEADBIGRAM
(2,11),(2,10),0.176171 # DEPENDENCYPART_HEADBIGRAM
(2,11),(5,10),0.0898144 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.0809812 # DEPENDENCYPART_HEADBIGRAM
(2,11),(7,10),0.0933213 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),0.0778685 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.0768417 # DEPENDENCYPART_HEADBIGRAM
(2,11),(11,10),0.172841 # DEPENDENCYPART_HEADBIGRAM
(2,11),(12,10),0.171432 # DEPENDENCYPART_HEADBIGRAM
(2,11),(13,10),0.158622 # DEPENDENCYPART_HEADBIGRAM
(2,16),(6,15),0.0783766 # DEPENDENCYPART_HEADBIGRAM
(2,16),(7,15),0.110076 # DEPENDENCYPART_HEADBIGRAM
(2,16),(9,15),0.084238 # DEPENDENCYPART_HEADBIGRAM
(2,16),(11,15),0.219597 # DEPENDENCYPART_HEADBIGRAM
(2,16),(12,15),0.0950214 # DEPENDENCYPART_HEADBIGRAM
(2,16),(13,15),0.109938 # DEPENDENCYPART_HEADBIGRAM
(2,16),(17,15),0.150589 # DEPENDENCYPART_HEADBIGRAM
(2,16),(18,15),0.163498 # DEPENDENCYPART_HEADBIGRAM
(2,16),(19,15),0.15656 # DEPENDENCYPART_HEADBIGRAM
(2,16),(20,15),0.186517 # DEPENDENCYPART_HEADBIGRAM
(3,2),(0,1),-0.188736 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.0392192 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.121692 # DEPENDENCYPART_HEADBIGRAM
(3,2),(4,1),0.0736533 # DEPENDENCYPART_HEADBIGRAM
(3,2),(5,1),0.0710745 # DEPENDENCYPART_HEADBIGRAM
(3,2),(6,1),0.0736097 # DEPENDENCYPART_HEADBIGRAM
(3,2),(7,1),0.123846 # DEPENDENCYPART_HEADBIGRAM
(3,2),(9,1),0.123846 # DEPENDENCYPART_HEADBIGRAM
(3,2),(12,1),0.105998 # DEPENDENCYPART_HEADBIGRAM
(3,2),(13,1),0.105944 # DEPENDENCYPART_HEADBIGRAM
(3,7),(0,6),-0.0611601 # DEPENDENCYPART_HEADBIGRAM
(3,7),(1,6),-0.0620708 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0620708 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.0723936 # DEPENDENCYPART_HEADBIGRAM
(4,2),(0,1),-0.189097 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.0345632 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.0860507 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.114663 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.0672362 # DEPENDENCYPART_HEADBIGRAM
(4,2),(6,1),0.0588809 # DEPENDENCYPART_HEADBIGRAM
(4,2),(7,1),0.123061 # DEPENDENCYPART_HEADBIGRAM
(4,2),(9,1),0.120966 # DEPENDENCYPART_HEADBIGRAM
(4,2),(12,1),0.103118 # DEPENDENCYPART_HEADBIGRAM
(4,2),(13,1),0.104239 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.176796 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.0882057 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0773243 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.0978967 # DEPENDENCYPART_HEADBIGRAM
(4,3),(6,2),0.0979078 # DEPENDENCYPART_HEADBIGRAM
(4,3),(7,2),0.0955693 # DEPENDENCYPART_HEADBIGRAM
(4,3),(8,2),0.0988167 # DEPENDENCYPART_HEADBIGRAM
(4,3),(9,2),0.0988167 # DEPENDENCYPART_HEADBIGRAM
(4,3),(12,2),0.0988167 # DEPENDENCYPART_HEADBIGRAM
(4,3),(13,2),0.0989701 # DEPENDENCYPART_HEADBIGRAM
(4,7),(0,6),-0.0500636 # DEPENDENCYPART_HEADBIGRAM
(4,7),(1,6),-0.062071 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0620725 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0723641 # DEPENDENCYPART_HEADBIGRAM
(4,23),(7,22),0.0208972 # DEPENDENCYPART_HEADBIGRAM
(4,23),(17,22),0.0730141 # DEPENDENCYPART_HEADBIGRAM
(4,23),(18,22),0.0805523 # DEPENDENCYPART_HEADBIGRAM
(4,23),(19,22),0.0729548 # DEPENDENCYPART_HEADBIGRAM
(4,23),(20,22),0.0477997 # DEPENDENCYPART_HEADBIGRAM
(4,23),(21,22),0.0948384 # DEPENDENCYPART_HEADBIGRAM
(5,2),(0,1),-0.213599 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.0836564 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.0929569 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.0817958 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.0462175 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.0690337 # DEPENDENCYPART_HEADBIGRAM
(5,2),(7,1),0.122299 # DEPENDENCYPART_HEADBIGRAM
(5,2),(9,1),0.0904228 # DEPENDENCYPART_HEADBIGRAM
(5,2),(12,1),0.0825022 # DEPENDENCYPART_HEADBIGRAM
(5,2),(13,1),0.0838592 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.125758 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.0950212 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.0875376 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.0764855 # DEPENDENCYPART_HEADBIGRAM
(5,3),(6,2),0.0969215 # DEPENDENCYPART_HEADBIGRAM
(5,3),(7,2),0.104101 # DEPENDENCYPART_HEADBIGRAM
(5,3),(8,2),0.0946506 # DEPENDENCYPART_HEADBIGRAM
(5,3),(9,2),0.0942671 # DEPENDENCYPART_HEADBIGRAM
(5,3),(12,2),0.0946506 # DEPENDENCYPART_HEADBIGRAM
(5,3),(13,2),0.097631 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.18001 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.00862981 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.175044 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.0834857 # DEPENDENCYPART_HEADBIGRAM
(5,4),(13,3),0.11856 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),0.0498446 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.0262834 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0469038 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.00377845 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.187637 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.163126 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.163074 # DEPENDENCYPART_HEADBIGRAM
(5,6),(13,5),0.148777 # DEPENDENCYPART_HEADBIGRAM
(5,7),(0,6),-0.0784277 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.061742 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0612966 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0671748 # DEPENDENCYPART_HEADBIGRAM
(5,10),(1,9),-0.0196578 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.0626074 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.0372587 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.0458993 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.151807 # DEPENDENCYPART_HEADBIGRAM
(5,10),(13,9),0.162091 # DEPENDENCYPART_HEADBIGRAM
(5,11),(1,10),-0.062564 # DEPENDENCYPART_HEADBIGRAM
(5,11),(2,10),-0.0800289 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.17174 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.0897322 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.0903517 # DEPENDENCYPART_HEADBIGRAM
(5,11),(8,10),0.078928 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.0788409 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.172508 # DEPENDENCYPART_HEADBIGRAM
(5,11),(12,10),0.17244 # DEPENDENCYPART_HEADBIGRAM
(5,11),(13,10),0.157593 # DEPENDENCYPART_HEADBIGRAM
(5,16),(6,15),0.103329 # DEPENDENCYPART_HEADBIGRAM
(5,16),(7,15),0.0495577 # DEPENDENCYPART_HEADBIGRAM
(5,16),(9,15),0.0934682 # DEPENDENCYPART_HEADBIGRAM
(5,16),(11,15),0.208925 # DEPENDENCYPART_HEADBIGRAM
(5,16),(12,15),0.104371 # DEPENDENCYPART_HEADBIGRAM
(5,16),(13,15),0.243597 # DEPENDENCYPART_HEADBIGRAM
(5,16),(17,15),0.176903 # DEPENDENCYPART_HEADBIGRAM
(5,16),(18,15),0.138355 # DEPENDENCYPART_HEADBIGRAM
(5,16),(19,15),0.207112 # DEPENDENCYPART_HEADBIGRAM
(5,16),(20,15),0.145641 # DEPENDENCYPART_HEADBIGRAM
(6,2),(0,1),-0.208404 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.09643 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.0868799 # DEPENDENCYPART_HEADBIGRAM
(6,2),(4,1),-0.0888936 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.0904946 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.0651451 # DEPENDENCYPART_HEADBIGRAM
(6,2),(7,1),0.0958755 # DEPENDENCYPART_HEADBIGRAM
(6,2),(9,1),0.0947496 # DEPENDENCYPART_HEADBIGRAM
(6,2),(12,1),0.0832222 # DEPENDENCYPART_HEADBIGRAM
(6,2),(13,1),0.0795994 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.19872 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.0872503 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.0871059 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.0978206 # DEPENDENCYPART_HEADBIGRAM
(6,3),(7,2),0.105404 # DEPENDENCYPART_HEADBIGRAM
(6,3),(8,2),0.0989952 # DEPENDENCYPART_HEADBIGRAM
(6,3),(9,2),0.0989952 # DEPENDENCYPART_HEADBIGRAM
(6,3),(12,2),0.0989952 # DEPENDENCYPART_HEADBIGRAM
(6,3),(13,2),0.0988758 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.180312 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.108707 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.113775 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.0842652 # DEPENDENCYPART_HEADBIGRAM
(6,4),(13,3),0.0914231 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.249271 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.255491 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.040944 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.121626 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),0.0356718 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0905345 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0767047 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0587482 # DEPENDENCYPART_HEADBIGRAM
(6,8),(0,7),-0.0611549 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0611582 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0615368 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0615388 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0615488 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0634005 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0627904 # DEPENDENCYPART_HEADBIGRAM
(6,8),(13,7),0.174031 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0659169 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.0439723 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.237774 # DEPENDENCYPART_HEADBIGRAM
(6,9),(13,8),0.174197 # DEPENDENCYPART_HEADBIGRAM
(6,10),(1,9),-0.0318803 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0475661 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),-0.0522448 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0499665 # DEPENDENCYPART_HEADBIGRAM
(6,10),(12,9),0.150098 # DEPENDENCYPART_HEADBIGRAM
(6,10),(13,9),0.140664 # DEPENDENCYPART_HEADBIGRAM
(6,11),(1,10),-0.0814979 # DEPENDENCYPART_HEADBIGRAM
(6,11),(2,10),-0.0890826 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0783991 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.201491 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.0897075 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.0166181 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.016605 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.173709 # DEPENDENCYPART_HEADBIGRAM
(6,11),(12,10),0.168333 # DEPENDENCYPART_HEADBIGRAM
(6,11),(13,10),0.143524 # DEPENDENCYPART_HEADBIGRAM
(6,12),(1,11),-0.0613322 # DEPENDENCYPART_HEADBIGRAM
(6,12),(2,11),-0.061466 # DEPENDENCYPART_HEADBIGRAM
(6,12),(5,11),-0.0611214 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.06804 # DEPENDENCYPART_HEADBIGRAM
(6,12),(7,11),0.0719527 # DEPENDENCYPART_HEADBIGRAM
(6,12),(8,11),0.0715653 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.0711008 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.070912 # DEPENDENCYPART_HEADBIGRAM
(6,12),(12,11),0.180497 # DEPENDENCYPART_HEADBIGRAM
(6,12),(13,11),0.174274 # DEPENDENCYPART_HEADBIGRAM
(6,13),(6,12),0.0640752 # DEPENDENCYPART_HEADBIGRAM
(6,13),(7,12),0.0574405 # DEPENDENCYPART_HEADBIGRAM
(6,13),(11,12),0.0760899 # DEPENDENCYPART_HEADBIGRAM
(6,13),(13,12),0.091723 # DEPENDENCYPART_HEADBIGRAM
(6,13),(15,12),0.169355 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.0526401 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.0712917 # DEPENDENCYPART_HEADBIGRAM
(6,15),(18,14),0.13415 # DEPENDENCYPART_HEADBIGRAM
(6,16),(6,15),0.178253 # DEPENDENCYPART_HEADBIGRAM
(6,16),(7,15),-0.0954868 # DEPENDENCYPART_HEADBIGRAM
(6,16),(9,15),0.0678708 # DEPENDENCYPART_HEADBIGRAM
(6,16),(11,15),0.0189059 # DEPENDENCYPART_HEADBIGRAM
(6,16),(12,15),0.11752 # DEPENDENCYPART_HEADBIGRAM
(6,16),(13,15),0.0714297 # DEPENDENCYPART_HEADBIGRAM
(6,16),(17,15),0.134803 # DEPENDENCYPART_HEADBIGRAM
(6,16),(18,15),0.101398 # DEPENDENCYPART_HEADBIGRAM
(6,16),(19,15),0.135107 # DEPENDENCYPART_HEADBIGRAM
(6,16),(20,15),0.0503999 # DEPENDENCYPART_HEADBIGRAM
(6,17),(1,16),-0.0393914 # DEPENDENCYPART_HEADBIGRAM
(6,17),(2,16),-0.0617133 # DEPENDENCYPART_HEADBIGRAM
(6,17),(5,16),-0.068519 # DEPENDENCYPART_HEADBIGRAM
(6,17),(6,16),0.277083 # DEPENDENCYPART_HEADBIGRAM
(6,17),(7,16),0.184063 # DEPENDENCYPART_HEADBIGRAM
(6,17),(11,16),0.145399 # DEPENDENCYPART_HEADBIGRAM
(6,17),(13,16),0.13133 # DEPENDENCYPART_HEADBIGRAM
(6,17),(15,16),0.0816821 # DEPENDENCYPART_HEADBIGRAM
(6,17),(17,16),0.182021 # DEPENDENCYPART_HEADBIGRAM
(6,17),(18,16),0.188347 # DEPENDENCYPART_HEADBIGRAM
(6,18),(1,17),-0.0537222 # DEPENDENCYPART_HEADBIGRAM
(6,18),(6,17),0.0373556 # DEPENDENCYPART_HEADBIGRAM
(6,18),(7,17),0.0704543 # DEPENDENCYPART_HEADBIGRAM
(6,18),(11,17),0.0714837 # DEPENDENCYPART_HEADBIGRAM
(6,18),(13,17),0.0633731 # DEPENDENCYPART_HEADBIGRAM
(6,18),(14,17),0.0705815 # DEPENDENCYPART_HEADBIGRAM
(6,18),(15,17),0.0676869 # DEPENDENCYPART_HEADBIGRAM
(6,18),(16,17),0.0755414 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.188479 # DEPENDENCYPART_HEADBIGRAM
(6,18),(20,17),0.172582 # DEPENDENCYPART_HEADBIGRAM
(6,19),(6,18),0.1115 # DEPENDENCYPART_HEADBIGRAM
(6,19),(7,18),0.0843201 # DEPENDENCYPART_HEADBIGRAM
(6,19),(11,18),0.0362474 # DEPENDENCYPART_HEADBIGRAM
(6,19),(13,18),0.00473625 # DEPENDENCYPART_HEADBIGRAM
(6,19),(15,18),-0.00425915 # DEPENDENCYPART_HEADBIGRAM
(6,19),(17,18),0.0995654 # DEPENDENCYPART_HEADBIGRAM
(6,20),(6,19),0.0658839 # DEPENDENCYPART_HEADBIGRAM
(6,20),(7,19),0.0715715 # DEPENDENCYPART_HEADBIGRAM
(6,20),(11,19),0.0721799 # DEPENDENCYPART_HEADBIGRAM
(6,20),(13,19),0.071253 # DEPENDENCYPART_HEADBIGRAM
(6,20),(15,19),0.0704475 # DEPENDENCYPART_HEADBIGRAM
(6,20),(17,19),0.0719738 # DEPENDENCYPART_HEADBIGRAM
(6,20),(18,19),0.0704116 # DEPENDENCYPART_HEADBIGRAM
(6,20),(20,19),0.212981 # DEPENDENCYPART_HEADBIGRAM
(6,23),(7,22),0.0799077 # DEPENDENCYPART_HEADBIGRAM
(6,23),(17,22),0.102564 # DEPENDENCYPART_HEADBIGRAM
(6,23),(18,22),0.0612968 # DEPENDENCYPART_HEADBIGRAM
(6,23),(19,22),0.179866 # DEPENDENCYPART_HEADBIGRAM
(6,23),(20,22),0.10681 # DEPENDENCYPART_HEADBIGRAM
(6,23),(21,22),0.0984684 # DEPENDENCYPART_HEADBIGRAM
(7,2),(0,1),-0.204898 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.101972 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.0888052 # DEPENDENCYPART_HEADBIGRAM
(7,2),(4,1),-0.086244 # DEPENDENCYPART_HEADBIGRAM
(7,2),(5,1),-0.0939431 # DEPENDENCYPART_HEADBIGRAM
(7,2),(6,1),-0.0870588 # DEPENDENCYPART_HEADBIGRAM
(7,2),(7,1),0.0318905 # DEPENDENCYPART_HEADBIGRAM
(7,2),(9,1),0.0949652 # DEPENDENCYPART_HEADBIGRAM
(7,2),(12,1),0.0835228 # DEPENDENCYPART_HEADBIGRAM
(7,2),(13,1),0.0823624 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.218331 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.25547 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.0877533 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.08676 # DEPENDENCYPART_HEADBIGRAM
(7,8),(0,7),-0.136356 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),-0.0800342 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0280884 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.086996 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0418294 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.00178377 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),0.00234852 # DEPENDENCYPART_HEADBIGRAM
(7,8),(13,7),0.183982 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0618102 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.298598 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.37073 # DEPENDENCYPART_HEADBIGRAM
(7,9),(13,8),0.166905 # DEPENDENCYPART_HEADBIGRAM
(7,10),(1,9),-0.0950076 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0625264 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.22517 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.105191 # DEPENDENCYPART_HEADBIGRAM
(7,10),(12,9),0.180379 # DEPENDENCYPART_HEADBIGRAM
(7,10),(13,9),0.1602 # DEPENDENCYPART_HEADBIGRAM
(7,11),(1,10),-0.0947007 # DEPENDENCYPART_HEADBIGRAM
(7,11),(2,10),-0.084486 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.0791964 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0894807 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.245237 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.0256697 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.0245912 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.173967 # DEPENDENCYPART_HEADBIGRAM
(7,11),(12,10),0.172943 # DEPENDENCYPART_HEADBIGRAM
(7,11),(13,10),0.171575 # DEPENDENCYPART_HEADBIGRAM
(7,12),(1,11),-0.0661607 # DEPENDENCYPART_HEADBIGRAM
(7,12),(2,11),-0.0659436 # DEPENDENCYPART_HEADBIGRAM
(7,12),(5,11),-0.065946 # DEPENDENCYPART_HEADBIGRAM
(7,12),(6,11),-0.0696324 # DEPENDENCYPART_HEADBIGRAM
(7,12),(7,11),0.0702353 # DEPENDENCYPART_HEADBIGRAM
(7,12),(8,11),0.0702727 # DEPENDENCYPART_HEADBIGRAM
(7,12),(9,11),0.0659727 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.0681219 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.18133 # DEPENDENCYPART_HEADBIGRAM
(7,12),(13,11),0.174202 # DEPENDENCYPART_HEADBIGRAM
(7,13),(6,12),-0.0611974 # DEPENDENCYPART_HEADBIGRAM
(7,13),(7,12),0.0700305 # DEPENDENCYPART_HEADBIGRAM
