# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(13,30),(13,32),(13,36),-0.0789836 # DEPENDENCYPART_TRISIBL
(13,30),(13,32),(13,38),-0.126025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,30),(13,33),(13,34),-0.253379 # DEPENDENCYPART_TRISIBL
(13,30),(13,33),(13,36),-0.108246 # DEPENDENCYPART_TRISIBL
(13,30),(13,33),(13,38),-0.142972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,30),(13,34),(13,36),-0.13535 # DEPENDENCYPART_TRISIBL
(13,30),(13,34),(13,38),-0.0529797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,30),(13,36),(13,38),0.000840959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,31),(13,32),(13,33),-0.0946386 # DEPENDENCYPART_TRISIBL
(13,31),(13,32),(13,34),-0.0910431 # DEPENDENCYPART_TRISIBL
(13,31),(13,32),(13,36),-0.201186 # DEPENDENCYPART_TRISIBL
(13,31),(13,32),(13,38),0.0791061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,31),(13,33),(13,34),-0.130273 # DEPENDENCYPART_TRISIBL
(13,31),(13,33),(13,36),-0.0968642 # DEPENDENCYPART_TRISIBL
(13,31),(13,33),(13,38),0.0475364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,31),(13,34),(13,36),-0.0892539 # DEPENDENCYPART_TRISIBL
(13,31),(13,34),(13,38),-0.107224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,31),(13,36),(13,38),-0.0325575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,32),(13,33),(13,34),-0.137711 # DEPENDENCYPART_TRISIBL
(13,32),(13,33),(13,36),-0.0875123 # DEPENDENCYPART_TRISIBL
(13,32),(13,33),(13,38),-0.108301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,32),(13,34),(13,36),-0.0869901 # DEPENDENCYPART_TRISIBL
(13,32),(13,34),(13,38),-0.0802421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,32),(13,36),(13,38),-0.112596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,33),(13,34),(13,36),0.0196956 # DEPENDENCYPART_TRISIBL
(13,33),(13,34),(13,38),-0.226571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,33),(13,36),(13,38),-0.145338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,34),(13,36),(13,38),-0.0118559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.0230689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.109801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),-0.142848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.18902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.249117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.115566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,9),-0.130437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.0919427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.216618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.1788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,8),-0.131753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),-0.314858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.159867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.208305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,-1),-0.275173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.0648956 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),-0.0454746 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),-0.112175 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.157647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.0319687 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),-0.0848556 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.132566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,8),-0.101604 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.141166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,-1),-0.189583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,9),-0.0410086 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,8),-0.0810606 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),-0.0997505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,9),(13,8),-0.0876957 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,-1),-0.109393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,-1),-0.0954854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,8),-0.0660228 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),-0.0587646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,-1),-0.114734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,-1),-0.176017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,16),(14,17),-0.145232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,38),-0.206777 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,38),-0.65321 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,16),(14,17),(14,38),-0.132876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,10),-0.00847571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.266973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,-1),-0.145049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,10),(14,-1),0.0220038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.109974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.210072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.269022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.349531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,25),-0.0636359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,38),-0.818639 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.206083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.199415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.200451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,25),-0.165338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,38),-0.490891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.21598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.093321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,25),-0.172906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,38),-0.223858 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.0667897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,25),-0.193586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,38),-0.140431 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,25),-0.174082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,38),-0.230772 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,25),(16,38),-0.214048 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0490822 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0744592 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.168742 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,25),0.0198697 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,38),-0.316997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0646807 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.165345 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,25),0.110892 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,38),-0.25526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.149191 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,25),-0.0139475 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,38),-0.159155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,25),-0.00868975 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,38),-0.20281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,25),(16,38),-0.0263029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0829183 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.125276 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,25),-0.105491 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,38),-0.190907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.11293 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,25),-0.105919 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,38),-0.166238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,25),-0.104364 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,38),-0.137837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,25),(16,38),-0.116934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.074682 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,25),-0.0992854 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,38),-0.180238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,25),-0.0945128 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,38),-0.143591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,25),(16,38),-0.110645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,25),-0.122353 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,38),-0.1474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,25),(16,38),-0.127555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,25),(16,38),-0.134081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.263062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.141929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,9),-0.0845854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.195016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.199331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,9),-0.0753245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.150775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,9),0.00416664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.25238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,9),(16,-1),-0.131891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.100014 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,9),-0.301173 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.270386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,9),-0.329415 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.158901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,9),(16,-1),-0.276893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,9),0.0234706 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.0854372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,9),(16,-1),0.00721189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,9),(16,-1),0.0454527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,-1),-0.363078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.149724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.19589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.130168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.19853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,27),-0.150156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.155039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,30),-0.144483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,32),-0.144424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,38),-0.0863018 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.182073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.145941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.0685195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,27),-0.140715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.171788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,30),-0.0188755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,32),-0.0565095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,38),-0.260101 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.155224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.187896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,27),-0.0923665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),-0.140311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,30),-0.131095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,32),-0.138486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,38),-0.228493 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.19852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,27),-0.151003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.155039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,30),-0.144473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,32),-0.144414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,38),-0.100894 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,27),-0.0768439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.134737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,30),-0.0257418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,32),-0.119898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,38),0.00438883 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,27),(19,28),-0.184284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,30),-0.121358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,32),-0.165079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,38),-0.137087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,28),(19,30),-0.152618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,28),(19,32),-0.103078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,28),(19,38),-0.136237 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,30),(19,32),-0.122349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,30),(19,38),-0.0181074 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,32),(19,38),-0.118667 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0793306 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.113792 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.105618 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),0.00611279 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.0952238 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,30),-0.101554 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,32),-0.107957 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,38),-0.143467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.112662 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.104117 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.0534821 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.0931305 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,30),-0.100049 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,32),-0.0830113 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,38),-0.177466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.104157 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,27),-0.0426269 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.0931998 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,30),-0.100088 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,32),-0.0790015 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,38),-0.180543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,27),-0.0544116 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.0931305 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,30),-0.100076 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,32),-0.0822716 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,38),-0.16737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,27),(19,28),-0.0965441 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,30),-0.127419 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,32),-0.0637347 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,38),-0.0703217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,28),(19,30),-0.101246 # DEPENDENCYPART_TRISIBL
(19,20),(19,28),(19,32),-0.0826857 # DEPENDENCYPART_TRISIBL
(19,20),(19,28),(19,38),-0.171306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,30),(19,32),-0.0822716 # DEPENDENCYPART_TRISIBL
(19,20),(19,30),(19,38),-0.167388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,32),(19,38),-0.162999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.0770406 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),-0.0244573 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,27),-0.0656782 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,28),-0.0930668 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,30),-0.0156056 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,32),-0.114688 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,38),-0.176971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.0244727 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,27),-0.0698772 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.0938174 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,30),-0.0156301 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,32),-0.118638 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,38),-0.175858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,27),-0.0665747 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.0930673 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,30),0.0171946 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,32),-0.115686 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,38),-0.0906164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,27),(19,28),-0.0940196 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,30),-0.0215186 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,32),-0.11371 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,38),-0.250485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,28),(19,30),0.0760355 # DEPENDENCYPART_TRISIBL
(19,21),(19,28),(19,32),-0.118046 # DEPENDENCYPART_TRISIBL
(19,21),(19,28),(19,38),-0.197517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,30),(19,32),-0.115686 # DEPENDENCYPART_TRISIBL
(19,21),(19,30),(19,38),-0.0939053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,32),(19,38),-0.136253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),-0.0937729 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,27),-0.115191 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,28),-0.0953342 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,30),-0.0939073 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,32),-0.0878199 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,38),-0.121941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,27),-0.100993 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,28),-0.0949722 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,30),-0.0930552 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,32),-0.092093 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,38),-0.0608091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,27),(19,28),-0.0956765 # DEPENDENCYPART_TRISIBL
(19,22),(19,27),(19,30),-0.093839 # DEPENDENCYPART_TRISIBL
(19,22),(19,27),(19,32),-0.0946269 # DEPENDENCYPART_TRISIBL
(19,22),(19,27),(19,38),-0.0545968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,28),(19,30),-0.0939271 # DEPENDENCYPART_TRISIBL
(19,22),(19,28),(19,32),-0.0925163 # DEPENDENCYPART_TRISIBL
(19,22),(19,28),(19,38),-0.12658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,30),(19,32),-0.092093 # DEPENDENCYPART_TRISIBL
(19,22),(19,30),(19,38),-0.0510884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,32),(19,38),-0.150627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,27),-0.0527791 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,28),-0.0931173 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,30),-0.100073 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,32),-0.0828948 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,38),-0.169039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,27),(19,28),-0.0965309 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,30),-0.127416 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,32),-0.0643579 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,38),-0.0703039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,28),(19,30),-0.101243 # DEPENDENCYPART_TRISIBL
(19,23),(19,28),(19,32),-0.0833089 # DEPENDENCYPART_TRISIBL
(19,23),(19,28),(19,38),-0.172941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,30),(19,32),-0.0828948 # DEPENDENCYPART_TRISIBL
(19,23),(19,30),(19,38),-0.169057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,32),(19,38),-0.16463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,27),(19,28),-0.0986116 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,30),-0.0447754 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,32),-0.0560452 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,38),-0.171313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,28),(19,30),-0.0930145 # DEPENDENCYPART_TRISIBL
(19,24),(19,28),(19,32),-0.05163 # DEPENDENCYPART_TRISIBL
