# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,15,22,7,
(7,22),(7,21),0.181902 # DEPENDENCYPART_HEADBIGRAM
(7,22),(10,21),0.0474299 # DEPENDENCYPART_HEADBIGRAM
(7,22),(12,21),0.0203175 # DEPENDENCYPART_HEADBIGRAM
(7,22),(14,21),0.0893367 # DEPENDENCYPART_HEADBIGRAM
(7,22),(15,21),0.0748104 # DEPENDENCYPART_HEADBIGRAM
(7,22),(16,21),0.0101922 # DEPENDENCYPART_HEADBIGRAM
(7,22),(17,21),0.0334704 # DEPENDENCYPART_HEADBIGRAM
(7,22),(18,21),0.111765 # DEPENDENCYPART_HEADBIGRAM
(7,22),(22,21),0.167 # DEPENDENCYPART_HEADBIGRAM
(7,22),(23,21),0.141627 # DEPENDENCYPART_HEADBIGRAM
(7,24),(15,23),0.163283 # DEPENDENCYPART_HEADBIGRAM
(7,24),(17,23),0.165318 # DEPENDENCYPART_HEADBIGRAM
(7,24),(18,23),0.0553389 # DEPENDENCYPART_HEADBIGRAM
(7,24),(21,23),0.0920751 # DEPENDENCYPART_HEADBIGRAM
(7,24),(22,23),0.126697 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.197248 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.186233 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0313403 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.078492 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.162059 # DEPENDENCYPART_HEADBIGRAM
(8,5),(10,4),0.127795 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.205089 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.213265 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.0634241 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.0891268 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.0877639 # DEPENDENCYPART_HEADBIGRAM
(8,6),(10,5),0.0807308 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),0.0826601 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0457536 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0026369 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.151506 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.46007 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.613096 # DEPENDENCYPART_HEADBIGRAM
(8,10),(1,9),-0.0610858 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.057277 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.0612289 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.0573302 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0611002 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0478912 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.151664 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.174288 # DEPENDENCYPART_HEADBIGRAM
(8,11),(1,10),-0.0738008 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0741035 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.042565 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.083657 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.093641 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0815774 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.125999 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.221 # DEPENDENCYPART_HEADBIGRAM
(8,11),(12,10),0.175628 # DEPENDENCYPART_HEADBIGRAM
(8,11),(15,10),0.167194 # DEPENDENCYPART_HEADBIGRAM
(8,12),(1,11),-0.0690668 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.0438788 # DEPENDENCYPART_HEADBIGRAM
(8,12),(5,11),-0.0367788 # DEPENDENCYPART_HEADBIGRAM
(8,12),(6,11),-0.0237085 # DEPENDENCYPART_HEADBIGRAM
(8,12),(7,11),-0.0865606 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.0296202 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.0986727 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.169255 # DEPENDENCYPART_HEADBIGRAM
(8,12),(15,11),0.171082 # DEPENDENCYPART_HEADBIGRAM
(8,12),(17,11),0.20362 # DEPENDENCYPART_HEADBIGRAM
(8,13),(3,12),-0.0914743 # DEPENDENCYPART_HEADBIGRAM
(8,13),(7,12),-0.0806465 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.0996419 # DEPENDENCYPART_HEADBIGRAM
(8,13),(10,12),0.150384 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.123084 # DEPENDENCYPART_HEADBIGRAM
(8,13),(14,12),0.132647 # DEPENDENCYPART_HEADBIGRAM
(8,13),(15,12),0.128399 # DEPENDENCYPART_HEADBIGRAM
(8,13),(17,12),0.143067 # DEPENDENCYPART_HEADBIGRAM
(8,14),(1,13),-0.0998303 # DEPENDENCYPART_HEADBIGRAM
(8,14),(3,13),-0.0786854 # DEPENDENCYPART_HEADBIGRAM
(8,14),(6,13),-0.0767199 # DEPENDENCYPART_HEADBIGRAM
(8,14),(7,13),-0.100787 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.0937072 # DEPENDENCYPART_HEADBIGRAM
(8,14),(10,13),0.149587 # DEPENDENCYPART_HEADBIGRAM
(8,14),(11,13),0.116862 # DEPENDENCYPART_HEADBIGRAM
(8,14),(12,13),0.107836 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.197138 # DEPENDENCYPART_HEADBIGRAM
(8,14),(17,13),0.159739 # DEPENDENCYPART_HEADBIGRAM
(8,15),(5,14),-0.0579376 # DEPENDENCYPART_HEADBIGRAM
(8,15),(6,14),-0.0482089 # DEPENDENCYPART_HEADBIGRAM
(8,15),(7,14),-0.0576565 # DEPENDENCYPART_HEADBIGRAM
(8,15),(8,14),0.0226896 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.0816786 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0697283 # DEPENDENCYPART_HEADBIGRAM
(8,15),(12,14),0.0777223 # DEPENDENCYPART_HEADBIGRAM
(8,15),(15,14),0.180177 # DEPENDENCYPART_HEADBIGRAM
(8,15),(16,14),0.167919 # DEPENDENCYPART_HEADBIGRAM
(8,15),(17,14),0.177478 # DEPENDENCYPART_HEADBIGRAM
(8,16),(3,15),-0.0537869 # DEPENDENCYPART_HEADBIGRAM
(8,16),(6,15),-0.0574013 # DEPENDENCYPART_HEADBIGRAM
(8,16),(7,15),-0.0608164 # DEPENDENCYPART_HEADBIGRAM
(8,16),(8,15),0.0708436 # DEPENDENCYPART_HEADBIGRAM
(8,16),(10,15),0.0780588 # DEPENDENCYPART_HEADBIGRAM
(8,16),(11,15),0.073661 # DEPENDENCYPART_HEADBIGRAM
(8,16),(12,15),0.0792528 # DEPENDENCYPART_HEADBIGRAM
(8,16),(14,15),0.0721263 # DEPENDENCYPART_HEADBIGRAM
(8,16),(16,15),0.174293 # DEPENDENCYPART_HEADBIGRAM
(8,16),(17,15),0.172419 # DEPENDENCYPART_HEADBIGRAM
(8,17),(7,16),-0.073831 # DEPENDENCYPART_HEADBIGRAM
(8,17),(8,16),0.0496749 # DEPENDENCYPART_HEADBIGRAM
(8,17),(10,16),0.0735151 # DEPENDENCYPART_HEADBIGRAM
(8,17),(11,16),0.074575 # DEPENDENCYPART_HEADBIGRAM
(8,17),(12,16),0.0808306 # DEPENDENCYPART_HEADBIGRAM
(8,17),(14,16),0.0551694 # DEPENDENCYPART_HEADBIGRAM
(8,17),(15,16),0.0427951 # DEPENDENCYPART_HEADBIGRAM
(8,17),(17,16),0.16708 # DEPENDENCYPART_HEADBIGRAM
(8,17),(18,16),0.171444 # DEPENDENCYPART_HEADBIGRAM
(8,17),(21,16),0.184313 # DEPENDENCYPART_HEADBIGRAM
(8,18),(7,17),-0.0470401 # DEPENDENCYPART_HEADBIGRAM
(8,18),(8,17),0.0405979 # DEPENDENCYPART_HEADBIGRAM
(8,18),(10,17),0.0637534 # DEPENDENCYPART_HEADBIGRAM
(8,18),(11,17),0.11531 # DEPENDENCYPART_HEADBIGRAM
(8,18),(12,17),0.0538414 # DEPENDENCYPART_HEADBIGRAM
(8,18),(14,17),0.0936362 # DEPENDENCYPART_HEADBIGRAM
(8,18),(15,17),0.0633439 # DEPENDENCYPART_HEADBIGRAM
(8,18),(16,17),0.057656 # DEPENDENCYPART_HEADBIGRAM
(8,18),(18,17),0.215463 # DEPENDENCYPART_HEADBIGRAM
(8,18),(21,17),0.156311 # DEPENDENCYPART_HEADBIGRAM
(8,24),(15,23),0.137426 # DEPENDENCYPART_HEADBIGRAM
(8,24),(17,23),0.141151 # DEPENDENCYPART_HEADBIGRAM
(8,24),(18,23),-0.0218814 # DEPENDENCYPART_HEADBIGRAM
(8,24),(21,23),0.0944064 # DEPENDENCYPART_HEADBIGRAM
(8,24),(22,23),0.0520588 # DEPENDENCYPART_HEADBIGRAM
(9,6),(1,5),-0.199996 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.193104 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.0668573 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.086175 # DEPENDENCYPART_HEADBIGRAM
(9,6),(8,5),-0.0870501 # DEPENDENCYPART_HEADBIGRAM
(9,6),(10,5),0.0981613 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),-0.0610831 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0736174 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0612845 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0680967 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0670877 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0796024 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),0.163824 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.174295 # DEPENDENCYPART_HEADBIGRAM
(10,2),(0,1),-0.190124 # DEPENDENCYPART_HEADBIGRAM
(10,2),(2,1),-0.0713183 # DEPENDENCYPART_HEADBIGRAM
(10,2),(3,1),-0.117179 # DEPENDENCYPART_HEADBIGRAM
(10,2),(5,1),-0.0816152 # DEPENDENCYPART_HEADBIGRAM
(10,2),(6,1),-0.062527 # DEPENDENCYPART_HEADBIGRAM
(10,2),(7,1),-0.0506904 # DEPENDENCYPART_HEADBIGRAM
(10,2),(9,1),-0.0762452 # DEPENDENCYPART_HEADBIGRAM
(10,2),(10,1),0.0540138 # DEPENDENCYPART_HEADBIGRAM
(10,2),(11,1),0.124579 # DEPENDENCYPART_HEADBIGRAM
(10,2),(17,1),0.0602307 # DEPENDENCYPART_HEADBIGRAM
(10,3),(1,2),-0.205321 # DEPENDENCYPART_HEADBIGRAM
(10,3),(3,2),0.0200454 # DEPENDENCYPART_HEADBIGRAM
(10,3),(6,2),-0.0927342 # DEPENDENCYPART_HEADBIGRAM
(10,3),(7,2),-0.095 # DEPENDENCYPART_HEADBIGRAM
(10,3),(10,2),0.0625313 # DEPENDENCYPART_HEADBIGRAM
(10,4),(0,3),-0.227134 # DEPENDENCYPART_HEADBIGRAM
(10,4),(1,3),-0.256745 # DEPENDENCYPART_HEADBIGRAM
(10,4),(5,3),-0.0878879 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.108738 # DEPENDENCYPART_HEADBIGRAM
(10,4),(7,3),-0.0914064 # DEPENDENCYPART_HEADBIGRAM
(10,4),(10,3),0.114008 # DEPENDENCYPART_HEADBIGRAM
(10,5),(1,4),-0.250156 # DEPENDENCYPART_HEADBIGRAM
(10,5),(3,4),-0.17315 # DEPENDENCYPART_HEADBIGRAM
(10,5),(5,4),-0.116993 # DEPENDENCYPART_HEADBIGRAM
(10,5),(6,4),-0.0786201 # DEPENDENCYPART_HEADBIGRAM
(10,5),(7,4),-0.0710367 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.0611232 # DEPENDENCYPART_HEADBIGRAM
(10,6),(1,5),-0.204417 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.194969 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.0789967 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.0883563 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.0885452 # DEPENDENCYPART_HEADBIGRAM
(10,6),(10,5),0.0530314 # DEPENDENCYPART_HEADBIGRAM
(10,7),(0,6),-0.199082 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.206882 # DEPENDENCYPART_HEADBIGRAM
(10,7),(3,6),-0.198667 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.196805 # DEPENDENCYPART_HEADBIGRAM
(10,7),(7,6),-0.0574757 # DEPENDENCYPART_HEADBIGRAM
(10,7),(8,6),-0.0860786 # DEPENDENCYPART_HEADBIGRAM
(10,7),(9,6),-0.086021 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.0987864 # DEPENDENCYPART_HEADBIGRAM
(10,8),(0,7),-0.174505 # DEPENDENCYPART_HEADBIGRAM
(10,8),(1,7),-0.183628 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.193762 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.176498 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.0897116 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.215354 # DEPENDENCYPART_HEADBIGRAM
(10,9),(5,8),-0.217517 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.242806 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.247503 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.125336 # DEPENDENCYPART_HEADBIGRAM
(10,9),(12,8),0.096391 # DEPENDENCYPART_HEADBIGRAM
(10,11),(1,10),-0.0342454 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),-0.019892 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.0625165 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0232692 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.019059 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.080952 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0877115 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.0333181 # DEPENDENCYPART_HEADBIGRAM
(10,11),(12,10),0.114216 # DEPENDENCYPART_HEADBIGRAM
(10,11),(15,10),0.260295 # DEPENDENCYPART_HEADBIGRAM
(10,12),(1,11),-0.0523157 # DEPENDENCYPART_HEADBIGRAM
(10,12),(3,11),-0.0238016 # DEPENDENCYPART_HEADBIGRAM
(10,12),(5,11),-0.0359771 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.00709628 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.0817634 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.023672 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.027813 # DEPENDENCYPART_HEADBIGRAM
(10,12),(14,11),0.184143 # DEPENDENCYPART_HEADBIGRAM
(10,12),(15,11),0.135477 # DEPENDENCYPART_HEADBIGRAM
(10,12),(17,11),0.20306 # DEPENDENCYPART_HEADBIGRAM
(10,13),(3,12),-0.0889618 # DEPENDENCYPART_HEADBIGRAM
(10,13),(7,12),-0.062465 # DEPENDENCYPART_HEADBIGRAM
(10,13),(8,12),-0.0845775 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),-0.0133435 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.0687993 # DEPENDENCYPART_HEADBIGRAM
(10,13),(14,12),0.115792 # DEPENDENCYPART_HEADBIGRAM
(10,13),(15,12),0.15278 # DEPENDENCYPART_HEADBIGRAM
(10,13),(17,12),0.142853 # DEPENDENCYPART_HEADBIGRAM
(10,14),(1,13),-0.117921 # DEPENDENCYPART_HEADBIGRAM
(10,14),(3,13),-0.139297 # DEPENDENCYPART_HEADBIGRAM
(10,14),(6,13),-0.140537 # DEPENDENCYPART_HEADBIGRAM
(10,14),(7,13),-0.107607 # DEPENDENCYPART_HEADBIGRAM
(10,14),(8,13),-0.0851452 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.0106716 # DEPENDENCYPART_HEADBIGRAM
(10,14),(11,13),0.00242777 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.0240211 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.167902 # DEPENDENCYPART_HEADBIGRAM
(10,14),(17,13),0.162995 # DEPENDENCYPART_HEADBIGRAM
(10,15),(5,14),-0.0665728 # DEPENDENCYPART_HEADBIGRAM
(10,15),(6,14),-0.0579292 # DEPENDENCYPART_HEADBIGRAM
(10,15),(7,14),-0.0605586 # DEPENDENCYPART_HEADBIGRAM
(10,15),(8,14),-0.0710672 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.0350435 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0792738 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.0323272 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.163352 # DEPENDENCYPART_HEADBIGRAM
(10,15),(16,14),0.168773 # DEPENDENCYPART_HEADBIGRAM
(10,15),(17,14),0.169834 # DEPENDENCYPART_HEADBIGRAM
(10,16),(3,15),-0.061449 # DEPENDENCYPART_HEADBIGRAM
(10,16),(6,15),-0.0607079 # DEPENDENCYPART_HEADBIGRAM
(10,16),(7,15),-0.0589265 # DEPENDENCYPART_HEADBIGRAM
(10,16),(8,15),-0.061449 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.0701353 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.0712272 # DEPENDENCYPART_HEADBIGRAM
(10,16),(12,15),0.0716596 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.0690475 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.174264 # DEPENDENCYPART_HEADBIGRAM
(10,16),(17,15),0.174253 # DEPENDENCYPART_HEADBIGRAM
(10,17),(7,16),-0.065044 # DEPENDENCYPART_HEADBIGRAM
(10,17),(8,16),-0.0643668 # DEPENDENCYPART_HEADBIGRAM
(10,17),(10,16),0.10127 # DEPENDENCYPART_HEADBIGRAM
(10,17),(11,16),0.0637543 # DEPENDENCYPART_HEADBIGRAM
(10,17),(12,16),0.0678023 # DEPENDENCYPART_HEADBIGRAM
(10,17),(14,16),0.0492425 # DEPENDENCYPART_HEADBIGRAM
(10,17),(15,16),0.0486442 # DEPENDENCYPART_HEADBIGRAM
(10,17),(17,16),0.184051 # DEPENDENCYPART_HEADBIGRAM
(10,17),(18,16),0.16842 # DEPENDENCYPART_HEADBIGRAM
(10,17),(21,16),0.171001 # DEPENDENCYPART_HEADBIGRAM
(10,18),(7,17),-0.0651661 # DEPENDENCYPART_HEADBIGRAM
(10,18),(8,17),-0.062645 # DEPENDENCYPART_HEADBIGRAM
(10,18),(10,17),0.0440721 # DEPENDENCYPART_HEADBIGRAM
(10,18),(11,17),0.0822357 # DEPENDENCYPART_HEADBIGRAM
(10,18),(12,17),0.0640443 # DEPENDENCYPART_HEADBIGRAM
(10,18),(14,17),0.0773614 # DEPENDENCYPART_HEADBIGRAM
(10,18),(15,17),0.0643374 # DEPENDENCYPART_HEADBIGRAM
(10,18),(16,17),0.0595871 # DEPENDENCYPART_HEADBIGRAM
(10,18),(18,17),0.225529 # DEPENDENCYPART_HEADBIGRAM
(10,18),(21,17),0.161716 # DEPENDENCYPART_HEADBIGRAM
(10,21),(15,20),0.0557672 # DEPENDENCYPART_HEADBIGRAM
(10,21),(17,20),0.0567815 # DEPENDENCYPART_HEADBIGRAM
(10,21),(18,20),0.0186564 # DEPENDENCYPART_HEADBIGRAM
(10,21),(21,20),0.095897 # DEPENDENCYPART_HEADBIGRAM
(10,21),(23,20),0.168101 # DEPENDENCYPART_HEADBIGRAM
(10,22),(7,21),-0.0442398 # DEPENDENCYPART_HEADBIGRAM
(10,22),(10,21),0.0089306 # DEPENDENCYPART_HEADBIGRAM
(10,22),(12,21),0.0533818 # DEPENDENCYPART_HEADBIGRAM
(10,22),(14,21),0.0583986 # DEPENDENCYPART_HEADBIGRAM
(10,22),(15,21),0.0398674 # DEPENDENCYPART_HEADBIGRAM
(10,22),(16,21),0.0277458 # DEPENDENCYPART_HEADBIGRAM
(10,22),(17,21),0.0236254 # DEPENDENCYPART_HEADBIGRAM
(10,22),(18,21),0.0709562 # DEPENDENCYPART_HEADBIGRAM
(10,22),(22,21),0.143326 # DEPENDENCYPART_HEADBIGRAM
(10,22),(23,21),0.170682 # DEPENDENCYPART_HEADBIGRAM
(10,24),(15,23),0.162415 # DEPENDENCYPART_HEADBIGRAM
(10,24),(17,23),0.14917 # DEPENDENCYPART_HEADBIGRAM
(10,24),(18,23),0.0148208 # DEPENDENCYPART_HEADBIGRAM
(10,24),(21,23),0.0959863 # DEPENDENCYPART_HEADBIGRAM
(10,24),(22,23),0.0694283 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.215344 # DEPENDENCYPART_HEADBIGRAM
(11,9),(5,8),-0.215366 # DEPENDENCYPART_HEADBIGRAM
(11,9),(6,8),-0.242627 # DEPENDENCYPART_HEADBIGRAM
(11,9),(7,8),-0.242627 # DEPENDENCYPART_HEADBIGRAM
(11,9),(10,8),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(11,9),(12,8),0.0963971 # DEPENDENCYPART_HEADBIGRAM
(11,10),(1,9),-0.201267 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.156486 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.207561 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.202819 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.210508 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.165112 # DEPENDENCYPART_HEADBIGRAM
(11,10),(10,9),-0.0687784 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.0969711 # DEPENDENCYPART_HEADBIGRAM
(11,12),(1,11),-0.0652819 # DEPENDENCYPART_HEADBIGRAM
(11,12),(3,11),-0.0984063 # DEPENDENCYPART_HEADBIGRAM
(11,12),(5,11),-0.040844 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),-0.1807 # DEPENDENCYPART_HEADBIGRAM
(11,12),(7,11),-0.0821424 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),-0.114312 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.152212 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.252191 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.197112 # DEPENDENCYPART_HEADBIGRAM
(11,12),(17,11),0.187268 # DEPENDENCYPART_HEADBIGRAM
(11,13),(3,12),-0.0807897 # DEPENDENCYPART_HEADBIGRAM
(11,13),(7,12),-0.0559702 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.0806715 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0582244 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0359337 # DEPENDENCYPART_HEADBIGRAM
(11,13),(14,12),0.145725 # DEPENDENCYPART_HEADBIGRAM
(11,13),(15,12),0.154394 # DEPENDENCYPART_HEADBIGRAM
(11,13),(17,12),0.160188 # DEPENDENCYPART_HEADBIGRAM
(11,14),(1,13),-0.101736 # DEPENDENCYPART_HEADBIGRAM
(11,14),(3,13),-0.14598 # DEPENDENCYPART_HEADBIGRAM
(11,14),(6,13),-0.137607 # DEPENDENCYPART_HEADBIGRAM
(11,14),(7,13),-0.126733 # DEPENDENCYPART_HEADBIGRAM
(11,14),(8,13),-0.0922232 # DEPENDENCYPART_HEADBIGRAM
(11,14),(10,13),-0.0834366 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.0331902 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),-0.0117666 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.204196 # DEPENDENCYPART_HEADBIGRAM
(11,14),(17,13),0.153851 # DEPENDENCYPART_HEADBIGRAM
(11,15),(5,14),-0.0623667 # DEPENDENCYPART_HEADBIGRAM
(11,15),(6,14),-0.0641654 # DEPENDENCYPART_HEADBIGRAM
(11,15),(7,14),-0.0622378 # DEPENDENCYPART_HEADBIGRAM
(11,15),(8,14),-0.0689269 # DEPENDENCYPART_HEADBIGRAM
(11,15),(10,14),-0.0645384 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.063547 # DEPENDENCYPART_HEADBIGRAM
(11,15),(12,14),0.0306229 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.164205 # DEPENDENCYPART_HEADBIGRAM
(11,15),(16,14),0.180811 # DEPENDENCYPART_HEADBIGRAM
(11,15),(17,14),0.17404 # DEPENDENCYPART_HEADBIGRAM
(11,16),(3,15),-0.0673296 # DEPENDENCYPART_HEADBIGRAM
(11,16),(6,15),-0.0692652 # DEPENDENCYPART_HEADBIGRAM
(11,16),(7,15),-0.0564979 # DEPENDENCYPART_HEADBIGRAM
(11,16),(8,15),-0.0676287 # DEPENDENCYPART_HEADBIGRAM
(11,16),(10,15),-0.0688216 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.0683469 # DEPENDENCYPART_HEADBIGRAM
(11,16),(12,15),0.0663377 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.0633314 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.173886 # DEPENDENCYPART_HEADBIGRAM
(11,16),(17,15),0.174173 # DEPENDENCYPART_HEADBIGRAM
(11,17),(7,16),-0.0653707 # DEPENDENCYPART_HEADBIGRAM
(11,17),(8,16),-0.0623642 # DEPENDENCYPART_HEADBIGRAM
(11,17),(10,16),-0.0618361 # DEPENDENCYPART_HEADBIGRAM
(11,17),(11,16),0.0664863 # DEPENDENCYPART_HEADBIGRAM
(11,17),(12,16),0.0697532 # DEPENDENCYPART_HEADBIGRAM
(11,17),(14,16),0.0497146 # DEPENDENCYPART_HEADBIGRAM
(11,17),(15,16),0.0488074 # DEPENDENCYPART_HEADBIGRAM
(11,17),(17,16),0.118363 # DEPENDENCYPART_HEADBIGRAM
(11,17),(18,16),0.173601 # DEPENDENCYPART_HEADBIGRAM
(11,17),(21,16),0.172967 # DEPENDENCYPART_HEADBIGRAM
(12,8),(0,7),-0.170219 # DEPENDENCYPART_HEADBIGRAM
(12,8),(1,7),-0.171554 # DEPENDENCYPART_HEADBIGRAM
(12,8),(3,7),-0.202049 # DEPENDENCYPART_HEADBIGRAM
(12,8),(6,7),-0.207959 # DEPENDENCYPART_HEADBIGRAM
