# _root_ Applied , then a closely held company , was stagnating under the management of its controlling family .
#goldHeads=9,7,7,7,6,7,1,7,0,9,10,13,11,13,17,17,14,9,
#predictedHeads=9,1,7,7,6,7,1,1,0,9,10,13,11,13,17,17,14,9,
(7,10),(7,18),(7,19),-0.0732743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.226848 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,16),-0.0767427 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,17),-0.098675 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.115146 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,19),-0.13781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,16),-0.0596183 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,17),-0.0570507 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),-0.103061 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,19),-0.153991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,16),(7,17),-0.0833519 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,18),-0.105314 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,19),-0.133972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,17),(7,18),-0.115144 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,19),-0.1372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,19),-0.098165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,16),-0.0656228 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,17),-0.152282 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,18),-0.041508 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,19),-0.0882914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,16),(7,17),-0.159795 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,18),-0.0750869 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,19),-0.119659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,17),(7,18),-0.078669 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,19),-0.166472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,18),(7,19),-0.0129551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,16),(7,17),-0.0878716 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,18),-0.102565 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,19),-0.0797036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,17),(7,18),-0.110997 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,19),-0.0773595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,18),(7,19),-0.0747282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,17),(7,18),-0.102537 # DEPENDENCYPART_TRISIBL
(7,16),(7,17),(7,19),-0.120933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,18),(7,19),-0.0749458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,18),(7,19),-0.0073636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.202607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),0.0031132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.182355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.181584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.103987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.112345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.00107693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.131987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.237298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.0992138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.0918534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.182207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),-0.0972474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),-0.18443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),-0.142737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.25184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.10355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.174281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.174506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),-0.351184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.113754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),0.0185613 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),-0.079923 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.0850613 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,1),-0.0599057 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.113761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),-0.0424948 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),-0.085295 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,1),-0.0615375 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),0.0109086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.0850606 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,1),-0.0599057 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.112006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),-0.0332464 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.181567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.0220395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),-0.0608291 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),-0.0483969 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,1),-0.0725142 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),-0.0257043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),-0.0788712 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,1),-0.0770529 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.0576265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),-0.0224688 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.112821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),-0.154014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),-0.0469737 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,1),-0.0987826 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.119107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,1),-0.103421 # DEPENDENCYPART_TRISIBL
(7,4),(7,2),(7,-1),-0.228148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),-0.263208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),-0.0255131 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.14503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.180979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.197795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,-1),-0.672816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.126017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.138504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.108564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.0918156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.130741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.0795738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),0.00143904 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,13),-0.109066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.172825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0961156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.101122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.119944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),-0.0881355 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.078051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.0098763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.0633563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),0.039896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),0.0509868 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,16),-0.0959031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.0452127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),-0.126705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),0.00554362 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.130783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),-0.079283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,19),1.63287e-05 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),0.0478017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,19),0.0391661 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,19),-0.157499 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,13),-0.12051 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.0873031 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0958947 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.120511 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),-0.122943 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),-0.0576713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.0909829 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.0956516 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.120232 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),-0.136557 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,19),-0.0796286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,16),-0.0965157 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.120755 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,18),-0.12299 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,19),-0.0489237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.113795 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,18),-0.131342 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,19),-0.119916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,18),-0.136557 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,19),-0.0796398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,19),0.00526663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.162563 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.0569646 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.115347 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.121409 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,19),-0.116344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,16),-0.0523695 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.078176 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,18),-0.149757 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,19),-0.18767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0901385 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,18),-0.139949 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,19),-0.146951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,18),-0.121408 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,19),-0.116211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,19),-0.108338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,16),-0.0358547 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.132897 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,18),-0.0390476 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,19),-0.0583726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.160364 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,18),-0.0531254 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,19),-0.0628143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,18),-0.10565 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,19),-0.100168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,18),(9,19),-0.0444227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.0793112 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,18),-0.129771 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,19),-0.0853685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,18),-0.107871 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,19),-0.0387496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,18),(9,19),-0.0500764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,18),-0.136557 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,19),-0.0814065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,18),(9,19),0.00233546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,18),(9,19),-0.0280632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.0770303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),0.0295268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.226438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.217028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.188941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.142401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.132343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.193544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.0420156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),0.0196509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.191085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),0.0743213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),0.22137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),0.0198838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),0.261974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.0865824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.112248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.0466907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.0517515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),-0.0436534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.0659283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.0811585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,3),-0.0872066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.152112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),0.143376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.112503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,3),-0.0774378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,2),-0.0168571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,1),0.0345055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),-0.00208782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.176861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,1),0.137676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.191153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.132343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.193544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),0.196477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.108119 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0340294 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.00113848 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.0337455 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.0311091 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.176133 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),0.0304572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0257903 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,4),-0.0304175 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.0235133 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),0.302671 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,1),-0.149759 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),0.0437507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,4),-0.0396807 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,3),-0.0119922 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),0.426192 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,1),-0.171873 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),0.0675716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,3),-0.0288657 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,2),0.121813 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,1),-0.145637 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,-1),-0.0245469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),0.420384 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,1),-0.171873 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),0.0805662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,1),-0.171269 # DEPENDENCYPART_TRISIBL
(9,8),(9,2),(9,-1),-0.122521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),-0.0205506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),-0.0528844 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,4),-0.0428444 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,3),-0.0511101 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.014422 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,1),-0.0844805 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.0367143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,4),-0.0446963 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,3),-0.0370193 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,2),-0.0103099 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,1),-0.122659 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),0.00925602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,3),-0.0351944 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,2),-0.0219613 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,1),-0.102869 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,-1),-0.0127855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,3),(9,2),-0.00718405 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,1),-0.123563 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,-1),0.00989771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.131553 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),-0.142173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.0839952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),-0.0354424 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,3),-0.0812201 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),-0.0578031 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),-0.0469188 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.135697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,3),-0.0720321 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,2),-0.0576885 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,1),-0.0468679 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,-1),-0.101334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),-0.0578024 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,1),-0.0469188 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.133966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),0.0434785 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),-0.246214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.157315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,3),-0.0720199 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,2),-0.037594 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,1),-0.069671 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,-1),-0.0284501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,3),(9,2),-0.115786 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,1),-0.0646612 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,-1),-0.112536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),0.01733 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.122466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.0536854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,3),(9,2),-0.0252503 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,1),-0.0819602 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,-1),-0.132477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,2),(9,1),-0.0972152 # DEPENDENCYPART_TRISIBL
(9,4),(9,2),(9,-1),-0.14525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,1),(9,-1),-0.102195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,2),(9,1),0.011509 # DEPENDENCYPART_TRISIBL
(9,3),(9,2),(9,-1),-0.142144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,1),(9,-1),-0.0643863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.0205506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.160196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.083411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.114578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.157161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.140358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
