# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,6,6,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(6,10),(18,9),0.170981 # DEPENDENCYPART_HEADBIGRAM
(6,10),(24,9),0.171511 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0507157 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.207525 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.205966 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.243914 # DEPENDENCYPART_HEADBIGRAM
(6,11),(17,10),0.161822 # DEPENDENCYPART_HEADBIGRAM
(6,11),(24,10),0.180878 # DEPENDENCYPART_HEADBIGRAM
(6,12),(1,11),-0.061091 # DEPENDENCYPART_HEADBIGRAM
(6,12),(5,11),-0.0610825 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.0678484 # DEPENDENCYPART_HEADBIGRAM
(6,12),(7,11),0.0713778 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.068139 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.0678549 # DEPENDENCYPART_HEADBIGRAM
(6,12),(12,11),0.231712 # DEPENDENCYPART_HEADBIGRAM
(6,12),(14,11),0.174203 # DEPENDENCYPART_HEADBIGRAM
(6,12),(17,11),0.174291 # DEPENDENCYPART_HEADBIGRAM
(6,12),(18,11),0.174169 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.0762475 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.072336 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.0762475 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.0759078 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.07609 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.172206 # DEPENDENCYPART_HEADBIGRAM
(6,15),(16,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(6,15),(18,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(6,15),(24,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(6,16),(5,15),-0.064681 # DEPENDENCYPART_HEADBIGRAM
(6,16),(6,15),0.107992 # DEPENDENCYPART_HEADBIGRAM
(6,16),(7,15),0.0704479 # DEPENDENCYPART_HEADBIGRAM
(6,16),(10,15),0.0978268 # DEPENDENCYPART_HEADBIGRAM
(6,16),(11,15),0.0803759 # DEPENDENCYPART_HEADBIGRAM
(6,16),(12,15),0.0834267 # DEPENDENCYPART_HEADBIGRAM
(6,16),(14,15),0.0737723 # DEPENDENCYPART_HEADBIGRAM
(6,16),(16,15),0.170695 # DEPENDENCYPART_HEADBIGRAM
(6,16),(17,15),0.172548 # DEPENDENCYPART_HEADBIGRAM
(6,16),(24,15),0.172152 # DEPENDENCYPART_HEADBIGRAM
(6,17),(5,16),-0.0557841 # DEPENDENCYPART_HEADBIGRAM
(6,17),(6,16),0.0688457 # DEPENDENCYPART_HEADBIGRAM
(6,17),(7,16),0.0706413 # DEPENDENCYPART_HEADBIGRAM
(6,17),(9,16),0.0710688 # DEPENDENCYPART_HEADBIGRAM
(6,17),(10,16),0.0606419 # DEPENDENCYPART_HEADBIGRAM
(6,17),(11,16),0.0720416 # DEPENDENCYPART_HEADBIGRAM
(6,17),(12,16),0.0720622 # DEPENDENCYPART_HEADBIGRAM
(6,17),(14,16),0.0676823 # DEPENDENCYPART_HEADBIGRAM
(6,17),(15,16),0.0676823 # DEPENDENCYPART_HEADBIGRAM
(6,17),(24,16),0.174295 # DEPENDENCYPART_HEADBIGRAM
(6,18),(5,17),-0.0611866 # DEPENDENCYPART_HEADBIGRAM
(6,18),(6,17),0.0609969 # DEPENDENCYPART_HEADBIGRAM
(6,18),(7,17),0.0694717 # DEPENDENCYPART_HEADBIGRAM
(6,18),(9,17),0.0691104 # DEPENDENCYPART_HEADBIGRAM
(6,18),(10,17),0.069333 # DEPENDENCYPART_HEADBIGRAM
(6,18),(11,17),0.0691029 # DEPENDENCYPART_HEADBIGRAM
(6,18),(12,17),0.0699683 # DEPENDENCYPART_HEADBIGRAM
(6,18),(15,17),0.0713055 # DEPENDENCYPART_HEADBIGRAM
(6,18),(16,17),0.0711341 # DEPENDENCYPART_HEADBIGRAM
(6,18),(24,17),0.17185 # DEPENDENCYPART_HEADBIGRAM
(6,20),(18,19),0.0618881 # DEPENDENCYPART_HEADBIGRAM
(6,20),(20,19),0.199873 # DEPENDENCYPART_HEADBIGRAM
(6,20),(23,19),0.173414 # DEPENDENCYPART_HEADBIGRAM
(6,21),(6,20),-0.000470747 # DEPENDENCYPART_HEADBIGRAM
(6,21),(7,20),0.0286555 # DEPENDENCYPART_HEADBIGRAM
(6,21),(10,20),0.0990724 # DEPENDENCYPART_HEADBIGRAM
(6,21),(11,20),0.131746 # DEPENDENCYPART_HEADBIGRAM
(6,21),(12,20),0.0646049 # DEPENDENCYPART_HEADBIGRAM
(6,21),(16,20),0.101868 # DEPENDENCYPART_HEADBIGRAM
(6,21),(17,20),0.0960195 # DEPENDENCYPART_HEADBIGRAM
(6,21),(18,20),0.112031 # DEPENDENCYPART_HEADBIGRAM
(6,21),(23,20),0.153608 # DEPENDENCYPART_HEADBIGRAM
(6,21),(24,20),0.14865 # DEPENDENCYPART_HEADBIGRAM
(6,23),(18,22),0.0695656 # DEPENDENCYPART_HEADBIGRAM
(6,23),(20,22),0.0646441 # DEPENDENCYPART_HEADBIGRAM
(6,23),(23,22),0.191444 # DEPENDENCYPART_HEADBIGRAM
(6,23),(24,22),0.174007 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.0103931 # DEPENDENCYPART_HEADBIGRAM
(7,2),(4,1),-0.0836588 # DEPENDENCYPART_HEADBIGRAM
(7,2),(5,1),-0.0745568 # DEPENDENCYPART_HEADBIGRAM
(7,2),(6,1),-0.0589827 # DEPENDENCYPART_HEADBIGRAM
(7,2),(8,1),0.0960537 # DEPENDENCYPART_HEADBIGRAM
(7,2),(12,1),0.0675756 # DEPENDENCYPART_HEADBIGRAM
(7,2),(14,1),0.0651767 # DEPENDENCYPART_HEADBIGRAM
(7,2),(17,1),0.110701 # DEPENDENCYPART_HEADBIGRAM
(7,2),(18,1),0.107354 # DEPENDENCYPART_HEADBIGRAM
(7,2),(24,1),0.0924097 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.196346 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.0917994 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.0938796 # DEPENDENCYPART_HEADBIGRAM
(7,3),(6,2),-0.0937641 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.134044 # DEPENDENCYPART_HEADBIGRAM
(7,3),(14,2),0.0902125 # DEPENDENCYPART_HEADBIGRAM
(7,3),(24,2),0.0979278 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.133857 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.17867 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),0.0830401 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.0893849 # DEPENDENCYPART_HEADBIGRAM
(7,4),(6,3),-0.102336 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.0480033 # DEPENDENCYPART_HEADBIGRAM
(7,4),(8,3),0.108858 # DEPENDENCYPART_HEADBIGRAM
(7,4),(17,3),0.0792705 # DEPENDENCYPART_HEADBIGRAM
(7,4),(24,3),0.149117 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.204315 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.199878 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.199878 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.0688026 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.0860205 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.0973346 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.0987378 # DEPENDENCYPART_HEADBIGRAM
(7,5),(10,4),0.0988975 # DEPENDENCYPART_HEADBIGRAM
(7,5),(17,4),0.0989114 # DEPENDENCYPART_HEADBIGRAM
(7,5),(24,4),0.0989549 # DEPENDENCYPART_HEADBIGRAM
(7,6),(0,5),-0.171921 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.195942 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.194636 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.202443 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0887657 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.098182 # DEPENDENCYPART_HEADBIGRAM
(7,6),(15,5),0.0965785 # DEPENDENCYPART_HEADBIGRAM
(7,6),(17,5),0.0965014 # DEPENDENCYPART_HEADBIGRAM
(7,6),(23,5),0.0952152 # DEPENDENCYPART_HEADBIGRAM
(7,6),(24,5),0.0968426 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),-0.0617743 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0660555 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0704824 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0670591 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0668375 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),0.148403 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.173079 # DEPENDENCYPART_HEADBIGRAM
(7,8),(10,7),0.174023 # DEPENDENCYPART_HEADBIGRAM
(7,8),(17,7),0.177383 # DEPENDENCYPART_HEADBIGRAM
(7,8),(24,7),0.164564 # DEPENDENCYPART_HEADBIGRAM
(7,9),(1,8),-0.0616186 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0614803 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0611455 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0429652 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.155601 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.172989 # DEPENDENCYPART_HEADBIGRAM
(7,9),(12,8),0.172176 # DEPENDENCYPART_HEADBIGRAM
(7,9),(14,8),0.173076 # DEPENDENCYPART_HEADBIGRAM
(7,9),(17,8),0.172964 # DEPENDENCYPART_HEADBIGRAM
(7,9),(24,8),0.172671 # DEPENDENCYPART_HEADBIGRAM
(7,10),(1,9),-0.0563954 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0640737 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0783638 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.0688915 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.0542983 # DEPENDENCYPART_HEADBIGRAM
(7,10),(12,9),0.208999 # DEPENDENCYPART_HEADBIGRAM
(7,10),(14,9),0.174644 # DEPENDENCYPART_HEADBIGRAM
(7,10),(17,9),0.17746 # DEPENDENCYPART_HEADBIGRAM
(7,10),(18,9),0.173521 # DEPENDENCYPART_HEADBIGRAM
(7,10),(24,9),0.151561 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.0470087 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0432654 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.0684636 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.136709 # DEPENDENCYPART_HEADBIGRAM
(7,11),(17,10),0.166142 # DEPENDENCYPART_HEADBIGRAM
(7,11),(24,10),0.180199 # DEPENDENCYPART_HEADBIGRAM
(7,12),(1,11),-0.0614981 # DEPENDENCYPART_HEADBIGRAM
(7,12),(5,11),-0.0614895 # DEPENDENCYPART_HEADBIGRAM
(7,12),(6,11),-0.0625213 # DEPENDENCYPART_HEADBIGRAM
(7,12),(7,11),0.0611668 # DEPENDENCYPART_HEADBIGRAM
(7,12),(9,11),0.0612258 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.0603264 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.172738 # DEPENDENCYPART_HEADBIGRAM
(7,12),(14,11),0.172913 # DEPENDENCYPART_HEADBIGRAM
(7,12),(17,11),0.174279 # DEPENDENCYPART_HEADBIGRAM
(7,12),(18,11),0.173989 # DEPENDENCYPART_HEADBIGRAM
(7,15),(9,14),0.0724112 # DEPENDENCYPART_HEADBIGRAM
(7,15),(10,14),0.0723645 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.0724112 # DEPENDENCYPART_HEADBIGRAM
(7,15),(12,14),0.07609 # DEPENDENCYPART_HEADBIGRAM
(7,15),(13,14),0.0760848 # DEPENDENCYPART_HEADBIGRAM
(7,15),(15,14),0.172098 # DEPENDENCYPART_HEADBIGRAM
(7,15),(16,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(7,15),(17,14),0.174293 # DEPENDENCYPART_HEADBIGRAM
(7,15),(18,14),0.174295 # DEPENDENCYPART_HEADBIGRAM
(7,15),(24,14),0.174291 # DEPENDENCYPART_HEADBIGRAM
(7,16),(5,15),-0.0633254 # DEPENDENCYPART_HEADBIGRAM
(7,16),(6,15),-0.0628711 # DEPENDENCYPART_HEADBIGRAM
(7,16),(7,15),0.0795038 # DEPENDENCYPART_HEADBIGRAM
(7,16),(10,15),0.0813605 # DEPENDENCYPART_HEADBIGRAM
(7,16),(11,15),0.0774755 # DEPENDENCYPART_HEADBIGRAM
(7,16),(12,15),0.0834267 # DEPENDENCYPART_HEADBIGRAM
(7,16),(14,15),0.0703616 # DEPENDENCYPART_HEADBIGRAM
(7,16),(16,15),0.172517 # DEPENDENCYPART_HEADBIGRAM
(7,16),(17,15),0.172312 # DEPENDENCYPART_HEADBIGRAM
(7,16),(24,15),0.171469 # DEPENDENCYPART_HEADBIGRAM
(7,17),(5,16),-0.0610828 # DEPENDENCYPART_HEADBIGRAM
(7,17),(6,16),-0.0612776 # DEPENDENCYPART_HEADBIGRAM
(7,17),(7,16),0.0710321 # DEPENDENCYPART_HEADBIGRAM
(7,17),(9,16),0.0724647 # DEPENDENCYPART_HEADBIGRAM
(7,17),(10,16),0.0694214 # DEPENDENCYPART_HEADBIGRAM
(7,17),(11,16),0.0706467 # DEPENDENCYPART_HEADBIGRAM
(7,17),(12,16),0.0706477 # DEPENDENCYPART_HEADBIGRAM
(7,17),(14,16),0.0615476 # DEPENDENCYPART_HEADBIGRAM
(7,17),(15,16),0.0615476 # DEPENDENCYPART_HEADBIGRAM
(7,17),(24,16),0.174295 # DEPENDENCYPART_HEADBIGRAM
(7,20),(18,19),0.0628763 # DEPENDENCYPART_HEADBIGRAM
(7,20),(20,19),0.384346 # DEPENDENCYPART_HEADBIGRAM
(7,20),(23,19),0.173093 # DEPENDENCYPART_HEADBIGRAM
(7,21),(6,20),-0.0651732 # DEPENDENCYPART_HEADBIGRAM
(7,21),(7,20),0.0431193 # DEPENDENCYPART_HEADBIGRAM
(7,21),(10,20),0.0764201 # DEPENDENCYPART_HEADBIGRAM
(7,21),(11,20),0.106927 # DEPENDENCYPART_HEADBIGRAM
(7,21),(12,20),0.14983 # DEPENDENCYPART_HEADBIGRAM
(7,21),(16,20),0.166801 # DEPENDENCYPART_HEADBIGRAM
(7,21),(17,20),0.0959517 # DEPENDENCYPART_HEADBIGRAM
(7,21),(18,20),0.104816 # DEPENDENCYPART_HEADBIGRAM
(7,21),(23,20),0.160649 # DEPENDENCYPART_HEADBIGRAM
(7,21),(24,20),0.167562 # DEPENDENCYPART_HEADBIGRAM
(7,23),(18,22),0.0679209 # DEPENDENCYPART_HEADBIGRAM
(7,23),(20,22),0.0627507 # DEPENDENCYPART_HEADBIGRAM
(7,23),(23,22),0.204191 # DEPENDENCYPART_HEADBIGRAM
(7,23),(24,22),0.168279 # DEPENDENCYPART_HEADBIGRAM
(7,24),(6,23),-0.0571329 # DEPENDENCYPART_HEADBIGRAM
(7,24),(7,23),0.0621575 # DEPENDENCYPART_HEADBIGRAM
(7,24),(11,23),0.0792563 # DEPENDENCYPART_HEADBIGRAM
(7,24),(12,23),0.0829032 # DEPENDENCYPART_HEADBIGRAM
(7,24),(16,23),0.0723451 # DEPENDENCYPART_HEADBIGRAM
(7,24),(17,23),0.0862368 # DEPENDENCYPART_HEADBIGRAM
(7,24),(18,23),0.0497206 # DEPENDENCYPART_HEADBIGRAM
(7,24),(20,23),0.0404505 # DEPENDENCYPART_HEADBIGRAM
(7,24),(22,23),0.0370861 # DEPENDENCYPART_HEADBIGRAM
(7,24),(24,23),0.203988 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.235545 # DEPENDENCYPART_HEADBIGRAM
(8,3),(4,2),-0.0869192 # DEPENDENCYPART_HEADBIGRAM
(8,3),(5,2),-0.0935339 # DEPENDENCYPART_HEADBIGRAM
(8,3),(6,2),-0.0935339 # DEPENDENCYPART_HEADBIGRAM
(8,3),(7,2),-0.0935339 # DEPENDENCYPART_HEADBIGRAM
(8,3),(14,2),0.0988782 # DEPENDENCYPART_HEADBIGRAM
(8,3),(24,2),0.0989997 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.175503 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.175503 # DEPENDENCYPART_HEADBIGRAM
(8,4),(4,3),-0.0234695 # DEPENDENCYPART_HEADBIGRAM
(8,4),(5,3),-0.0869805 # DEPENDENCYPART_HEADBIGRAM
(8,4),(6,3),-0.0877715 # DEPENDENCYPART_HEADBIGRAM
(8,4),(7,3),-0.0877715 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.079177 # DEPENDENCYPART_HEADBIGRAM
(8,4),(17,3),0.0907034 # DEPENDENCYPART_HEADBIGRAM
(8,4),(24,3),0.0852013 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.199143 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.195909 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.195909 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0927285 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.0860764 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.0860188 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.0982503 # DEPENDENCYPART_HEADBIGRAM
(8,5),(10,4),0.0989876 # DEPENDENCYPART_HEADBIGRAM
(8,5),(17,4),0.0989837 # DEPENDENCYPART_HEADBIGRAM
(8,5),(24,4),0.0989837 # DEPENDENCYPART_HEADBIGRAM
(8,6),(0,5),-0.194636 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.194636 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.194636 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.201479 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.0860179 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.0984814 # DEPENDENCYPART_HEADBIGRAM
(8,6),(15,5),0.0965787 # DEPENDENCYPART_HEADBIGRAM
(8,6),(17,5),0.0970853 # DEPENDENCYPART_HEADBIGRAM
(8,6),(23,5),0.0970853 # DEPENDENCYPART_HEADBIGRAM
(8,6),(24,5),0.0970853 # DEPENDENCYPART_HEADBIGRAM
(8,7),(1,6),-0.199729 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.192318 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.192318 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.074281 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0923125 # DEPENDENCYPART_HEADBIGRAM
(8,7),(24,6),0.0984442 # DEPENDENCYPART_HEADBIGRAM
(8,9),(1,8),-0.0665725 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0611711 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0659853 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0658486 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.166937 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.172082 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.172298 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.170673 # DEPENDENCYPART_HEADBIGRAM
(8,9),(17,8),0.170508 # DEPENDENCYPART_HEADBIGRAM
(8,9),(24,8),0.132107 # DEPENDENCYPART_HEADBIGRAM
(9,7),(1,6),-0.200366 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.19232 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.204938 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.0709391 # DEPENDENCYPART_HEADBIGRAM
(9,7),(8,6),-0.0860184 # DEPENDENCYPART_HEADBIGRAM
(9,7),(24,6),0.0984239 # DEPENDENCYPART_HEADBIGRAM
(9,8),(1,7),-0.218603 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.187372 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.187377 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.183837 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.182618 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.0866639 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.128292 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.0986155 # DEPENDENCYPART_HEADBIGRAM
(9,8),(17,7),0.0957016 # DEPENDENCYPART_HEADBIGRAM
(9,8),(24,7),0.0973641 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),-0.0717511 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),0.0200044 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),0.117387 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.154051 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0221213 # DEPENDENCYPART_HEADBIGRAM
(9,10),(12,9),0.271807 # DEPENDENCYPART_HEADBIGRAM
(9,10),(14,9),0.184872 # DEPENDENCYPART_HEADBIGRAM
(9,10),(17,9),0.245017 # DEPENDENCYPART_HEADBIGRAM
(9,10),(18,9),0.24166 # DEPENDENCYPART_HEADBIGRAM
(9,10),(24,9),0.190581 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.0723853 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0826992 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.0723325 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),-0.011152 # DEPENDENCYPART_HEADBIGRAM
(9,11),(17,10),0.176902 # DEPENDENCYPART_HEADBIGRAM
(9,11),(24,10),0.168628 # DEPENDENCYPART_HEADBIGRAM
(9,12),(1,11),-0.0620501 # DEPENDENCYPART_HEADBIGRAM
(9,12),(5,11),-0.0614854 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.0621343 # DEPENDENCYPART_HEADBIGRAM
(9,12),(7,11),-0.0625816 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0781421 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.0576429 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.346799 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.172113 # DEPENDENCYPART_HEADBIGRAM
(9,12),(17,11),0.174272 # DEPENDENCYPART_HEADBIGRAM
(9,12),(18,11),0.174049 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.0440391 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.0437111 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.17854 # DEPENDENCYPART_HEADBIGRAM
(9,16),(5,15),-0.0627937 # DEPENDENCYPART_HEADBIGRAM
(9,16),(6,15),-0.0651048 # DEPENDENCYPART_HEADBIGRAM
(9,16),(7,15),-0.0721263 # DEPENDENCYPART_HEADBIGRAM
(9,16),(10,15),0.0764587 # DEPENDENCYPART_HEADBIGRAM
(9,16),(11,15),0.0805882 # DEPENDENCYPART_HEADBIGRAM
(9,16),(12,15),0.0824554 # DEPENDENCYPART_HEADBIGRAM
(9,16),(14,15),0.0703616 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.172494 # DEPENDENCYPART_HEADBIGRAM
(9,16),(17,15),0.173591 # DEPENDENCYPART_HEADBIGRAM
(9,16),(24,15),0.173563 # DEPENDENCYPART_HEADBIGRAM
(9,17),(5,16),-0.0610828 # DEPENDENCYPART_HEADBIGRAM
(9,17),(6,16),-0.0616763 # DEPENDENCYPART_HEADBIGRAM
(9,17),(7,16),-0.0615796 # DEPENDENCYPART_HEADBIGRAM
(9,17),(9,16),0.0701131 # DEPENDENCYPART_HEADBIGRAM
(9,17),(10,16),0.0693505 # DEPENDENCYPART_HEADBIGRAM
(9,17),(11,16),0.0704329 # DEPENDENCYPART_HEADBIGRAM
(9,17),(12,16),0.0706477 # DEPENDENCYPART_HEADBIGRAM
(9,17),(14,16),0.0615476 # DEPENDENCYPART_HEADBIGRAM
(9,17),(15,16),0.0615476 # DEPENDENCYPART_HEADBIGRAM
(9,17),(24,16),0.174063 # DEPENDENCYPART_HEADBIGRAM
(9,18),(5,17),-0.0625111 # DEPENDENCYPART_HEADBIGRAM
(9,18),(6,17),-0.0625325 # DEPENDENCYPART_HEADBIGRAM
(9,18),(7,17),-0.0617866 # DEPENDENCYPART_HEADBIGRAM
(9,18),(9,17),0.0500152 # DEPENDENCYPART_HEADBIGRAM
(9,18),(10,17),0.0682884 # DEPENDENCYPART_HEADBIGRAM
(9,18),(11,17),0.0686633 # DEPENDENCYPART_HEADBIGRAM
(9,18),(12,17),0.0673649 # DEPENDENCYPART_HEADBIGRAM
(9,18),(15,17),0.0637353 # DEPENDENCYPART_HEADBIGRAM
(9,18),(16,17),0.0627329 # DEPENDENCYPART_HEADBIGRAM
(9,18),(24,17),0.173489 # DEPENDENCYPART_HEADBIGRAM
(10,4),(1,3),-0.232074 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.19626 # DEPENDENCYPART_HEADBIGRAM
(10,4),(4,3),0.247329 # DEPENDENCYPART_HEADBIGRAM
(10,4),(5,3),-0.096699 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.0902845 # DEPENDENCYPART_HEADBIGRAM
(10,4),(7,3),-0.0755176 # DEPENDENCYPART_HEADBIGRAM
(10,4),(8,3),-0.0861049 # DEPENDENCYPART_HEADBIGRAM
(10,4),(17,3),0.0877997 # DEPENDENCYPART_HEADBIGRAM
(10,4),(24,3),0.113798 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.199489 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.205016 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.184632 # DEPENDENCYPART_HEADBIGRAM
(10,7),(7,6),-0.0881172 # DEPENDENCYPART_HEADBIGRAM
