# _root_ `` Futures were pulling the stock market higher , '' said Donald Selkin , head of stock-index futures research at Prudential-Bache Securities Inc .
#goldHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,19,22,20,22,11,
#predictedHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,15,22,20,22,11,
(13,13),(13,17),(13,24),-0.209614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,25),-0.178481 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),-0.193948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,20),-0.0505071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,22),-0.161873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,23),-0.13931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,24),-0.213503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,25),-0.249887 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),-0.0951019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,22),-0.115342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,23),-0.0887423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,24),-0.200979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,25),-0.169665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,22),-0.212337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,23),-0.18561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,24),-0.310192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,25),-0.210028 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,22),(13,23),-0.171922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,24),-0.207741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,25),-0.252218 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,24),-0.229067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,25),-0.137282 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,24),(13,25),-0.231204 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0306993 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.071339 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0774739 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0898572 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.0494987 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,22),-0.0781847 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.0763462 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,24),-0.0582222 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,25),-0.0857959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0717542 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,18),-0.0775499 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),0.0294372 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),-0.0558926 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,22),-0.0349203 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,23),-0.0331212 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,24),0.0428892 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,25),-0.258935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.0735439 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,19),0.0137203 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0879998 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,22),-0.0420342 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),-0.0400741 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,24),-0.0461542 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,25),-0.221775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.00328181 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,20),-0.0786595 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,22),-0.0426703 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,23),-0.0408297 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,24),-0.102495 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,25),-0.1434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,20),-0.0492976 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,22),-0.0781847 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,23),-0.0763462 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,24),-0.0577602 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,25),-0.0871492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,22),-0.034751 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,23),-0.032952 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,24),0.0110739 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,25),-0.278514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,22),(13,23),-0.0592941 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,24),-0.148984 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,25),-0.0875653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,24),-0.148676 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,25),-0.108921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,24),(13,25),-0.414061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.107582 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,18),-0.145757 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),-0.201476 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),-0.0440655 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,22),-0.103064 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,23),-0.102368 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,24),-0.0722013 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,25),-0.184418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.134199 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,19),-0.208943 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.0508361 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,22),-0.105246 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),-0.104641 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,24),-0.0612809 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,25),-0.16604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),-0.211431 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,20),-0.065243 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,22),-0.105183 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,23),-0.104627 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,24),-0.0597531 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,25),-0.160235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,20),-0.0659041 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,22),-0.113254 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,23),-0.112698 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,24),-0.094792 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,25),-0.264666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,22),-0.105276 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,23),-0.10458 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,24),-0.047828 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,25),-0.209527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,22),(13,23),-0.10812 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,24),-0.071339 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,25),-0.196887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,23),(13,24),-0.0713074 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,25),-0.186938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,24),(13,25),-0.0671552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,18),-0.0924054 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,19),-0.0188098 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,20),-0.126158 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,22),-0.0557923 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,23),-0.0598051 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,24),-0.122813 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,25),-0.128746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,18),(13,19),-0.0172977 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,20),-0.139394 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,22),-0.0557432 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,23),-0.0597624 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,24),-0.103975 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,25),-0.086511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,20),-0.166042 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,22),-0.0577592 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,23),-0.0617422 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,24),-0.108173 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,25),-0.11718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,20),(13,22),-0.0590969 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,23),-0.0673769 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,24),-0.0921733 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,25),-0.0793617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,22),(13,23),-0.0677971 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,24),-0.128983 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,25),-0.159143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,23),(13,24),-0.133223 # DEPENDENCYPART_TRISIBL
(13,16),(13,23),(13,25),-0.149411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,24),(13,25),-0.115201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,18),(13,19),-0.107373 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,20),-0.0701931 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,22),-0.0937123 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,23),-0.092759 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,24),-0.0869927 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,25),-0.121506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,20),-0.0744647 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,22),-0.0946939 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,23),-0.0938368 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,24),-0.0600158 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,25),-0.142807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,20),(13,22),-0.0872732 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,23),-0.086318 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,24),-0.0275377 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,25),-0.118158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,22),(13,23),-0.0940659 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,24),-0.0671231 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,25),-0.171544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,23),(13,24),-0.0670227 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,25),-0.171158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,24),(13,25),-0.105948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,19),(13,20),-0.0464296 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,22),-0.0909102 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,23),-0.0893379 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,24),-0.0682753 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,25),-0.123468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,20),(13,22),-0.0887287 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,23),-0.0859294 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,24),-0.0857813 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,25),-0.11171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,22),(13,23),-0.0933011 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,24),-0.0696925 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,25),-0.110689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,23),(13,24),-0.0696925 # DEPENDENCYPART_TRISIBL
(13,18),(13,23),(13,25),-0.109605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,24),(13,25),0.0127075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,20),(13,22),-0.105229 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,23),-0.104533 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,24),-0.0413148 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,25),-0.225573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,22),(13,23),-0.108076 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,24),-0.0694908 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,25),-0.202821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,23),(13,24),-0.0694592 # DEPENDENCYPART_TRISIBL
(13,19),(13,23),(13,25),-0.192872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,24),(13,25),-0.0672795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,22),(13,23),-0.0736342 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,24),-0.120131 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,25),-0.213131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,23),(13,24),-0.124371 # DEPENDENCYPART_TRISIBL
(13,20),(13,23),(13,25),-0.2034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,24),(13,25),-0.148461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,23),(13,24),-0.0743559 # DEPENDENCYPART_TRISIBL
(13,22),(13,23),(13,25),-0.225316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,24),(13,25),-0.1467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,23),(13,24),(13,25),-0.195736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.110066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.125234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),-0.157861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.115768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,7),-0.112953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,6),-0.106285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,5),-0.0919638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,4),-0.118647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,3),-0.10756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,2),-0.0704124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,1),-0.0888071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.20808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.121357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,9),-0.193768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.109533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,7),-0.0957581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,6),-0.0898527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,5),-0.151945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,4),-0.102018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,3),-0.148673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,2),-0.0719645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,1),-0.123717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.283778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.278881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,8),-0.11233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,7),-0.0791403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,6),-0.0753128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,5),-0.12863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,4),-0.130178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,3),-0.143173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,2),-0.0487467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,1),-0.122388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),-0.423253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.143519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,7),-0.232991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,6),-0.227456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,5),-0.17979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,4),-0.0543607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,3),-0.241868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,2),-0.129675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,1),-0.128497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.291962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,7),-0.0750842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,6),-0.0691489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,5),-0.119358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,4),-0.105342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,3),-0.141794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,2),-0.0658458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,1),-0.102142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),-0.260825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,7),(13,6),-0.0678114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,5),-0.135925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,4),-0.0686434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,3),-0.133341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,2),-0.0505417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,1),0.00607383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,-1),-0.265608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,6),(13,5),-0.139361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,4),-0.0609296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,3),-0.133065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,2),-0.0516215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,1),0.0042308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,-1),-0.256625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,5),(13,4),-0.130427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,3),-0.151687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,2),-0.0583523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,1),-0.0702283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,-1),-0.172059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,4),(13,3),-0.145094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,2),-0.0688479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,1),-0.0881469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,-1),-0.348737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,3),(13,2),-0.0718637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,1),-0.127718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,-1),-0.298379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,2),(13,1),-0.0368179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,2),(13,-1),-0.15555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,1),(13,-1),-0.301819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.0853533 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),-0.065995 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),-0.0775124 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,7),-0.0453741 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,6),-0.0564317 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,5),0.0179707 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,4),-0.0427699 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,3),-0.0472236 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,2),-0.0957531 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,1),-0.0952197 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.127932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.00300302 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),-0.0775119 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,7),-0.0546268 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,6),-0.0656847 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,5),0.017268 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,4),-0.0454301 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,3),-0.0380247 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,2),-0.0968627 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,1),-0.0930087 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.208376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,8),-0.0707212 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,7),-0.109592 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,6),-0.119801 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,5),0.0132322 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,4),-0.0382314 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,3),0.000435765 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,2),-0.144141 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,1),-0.092863 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.177956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,7),-0.044345 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,6),-0.0554029 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,5),0.0166493 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,4),-0.042717 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,3),-0.046954 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,2),-0.0952974 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,1),-0.090436 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,-1),-0.167405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,7),(13,6),0.0359913 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,5),-0.0481612 # DEPENDENCYPART_TRISIBL
