# _root_ 9.83 % , standard conventional fixedrate mortgages ; 7.875 % , 2 % rate capped one-year adjustable rate mortgages .
#goldHeads=2,0,2,7,7,7,2,2,10,2,10,13,14,19,14,19,19,19,10,2,
#predictedHeads=2,0,2,7,7,7,2,2,10,2,10,13,19,19,14,19,19,19,10,2,
(15,15),(15,11),(15,9),-0.228452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,8),-0.118743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,7),-0.083158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,6),-0.164617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,5),-0.158143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,4),-0.157281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,3),-0.154401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,2),-0.16108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,1),-0.228412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,-1),-0.273357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,10),(15,9),-0.217992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,8),-0.0489121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,7),-0.0576894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,6),-0.095054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,5),-0.0882586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,4),-0.079503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,3),0.204381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,2),-0.0845654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,1),-0.217972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,-1),0.087005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,9),(15,8),-0.103631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,7),-0.0524938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,6),-0.133812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,5),-0.125875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,4),-0.122589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,3),0.0948117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,2),-0.125161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,1),-0.140957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,-1),-0.0387546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,8),(15,7),-0.069429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,6),-0.126065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,5),-0.119651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,4),-0.117764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,3),-0.0602863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,2),-0.0874621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,1),-0.132218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,-1),-0.226774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,7),(15,6),-0.0891627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,7),(15,5),-0.0826836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,7),(15,4),-0.0814555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,7),(15,3),0.18373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,7),(15,2),-0.136485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,7),(15,1),-0.109447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,7),(15,-1),0.130573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,6),(15,5),-0.135366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,6),(15,4),-0.141299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,6),(15,3),-0.00698631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,6),(15,2),-0.126021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,6),(15,1),-0.105661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,6),(15,-1),-0.0751429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,5),(15,4),-0.141866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,5),(15,3),-0.007021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,5),(15,2),-0.126394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,5),(15,1),-0.105722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,5),(15,-1),-0.0762163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,4),(15,3),-0.0118697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,4),(15,2),-0.126289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,4),(15,1),-0.105565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,4),(15,-1),-0.0595819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,3),(15,2),-0.16108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,3),(15,1),-0.228412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,3),(15,-1),-0.273357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,2),(15,1),-0.217972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,2),(15,-1),0.087005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,1),(15,-1),-0.039743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,12),-0.0914113 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,11),0.00583444 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,10),-0.163793 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,9),-0.0907106 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,8),-0.0883353 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,7),-0.147092 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,6),-0.0186546 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,5),-0.0200921 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,4),-0.0107128 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,3),0.00583444 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,2),-0.163793 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,1),-0.0905476 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,-1),-0.0357146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,12),(15,11),0.0208367 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,10),-0.135765 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,9),-0.0450424 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,8),-0.0818846 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,7),-0.137831 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,6),-0.0448553 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,5),-0.0456164 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,4),-0.038252 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,3),0.0208367 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,2),-0.135765 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,1),-0.0448805 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,-1),-0.0295646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,11),(15,10),-0.14664 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,9),-0.0853114 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,8),-0.093272 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,7),-0.228395 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,6),-0.0612989 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,5),-0.0620588 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,4),-0.0554636 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,3),-0.014576 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,2),-0.14664 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,1),-0.0851925 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,-1),-0.11691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,10),(15,9),-0.0907106 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,8),-0.0883353 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,7),-0.147092 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,6),-0.0186546 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,5),-0.0200921 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,4),-0.0107128 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,3),0.00583444 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,2),-0.163793 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,1),-0.0905476 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,-1),-0.0357146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,9),(15,8),-0.0818846 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,7),-0.137831 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,6),-0.0441897 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,5),-0.0449508 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,4),-0.0375864 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,3),0.0214305 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,2),-0.139026 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,1),-0.0448248 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,-1),-0.0329087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,8),(15,7),-0.137638 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,6),-0.0351885 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,5),-0.0359484 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,4),-0.0293448 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,3),0.00671113 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,2),-0.151432 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,1),-0.0643205 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,-1),0.0542459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,7),(15,6),-0.0207888 # DEPENDENCYPART_TRISIBL
(15,14),(15,7),(15,5),-0.0215662 # DEPENDENCYPART_TRISIBL
(15,14),(15,7),(15,4),-0.0150246 # DEPENDENCYPART_TRISIBL
(15,14),(15,7),(15,3),-0.0225749 # DEPENDENCYPART_TRISIBL
(15,14),(15,7),(15,2),-0.151464 # DEPENDENCYPART_TRISIBL
(15,14),(15,7),(15,1),-0.0703973 # DEPENDENCYPART_TRISIBL
(15,14),(15,7),(15,-1),-0.0334525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,6),(15,5),-0.0240798 # DEPENDENCYPART_TRISIBL
(15,14),(15,6),(15,4),-0.0142944 # DEPENDENCYPART_TRISIBL
(15,14),(15,6),(15,3),0.019648 # DEPENDENCYPART_TRISIBL
(15,14),(15,6),(15,2),-0.115621 # DEPENDENCYPART_TRISIBL
(15,14),(15,6),(15,1),-0.0597587 # DEPENDENCYPART_TRISIBL
(15,14),(15,6),(15,-1),-0.0552648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,5),(15,4),-0.0145639 # DEPENDENCYPART_TRISIBL
(15,14),(15,5),(15,3),0.0195752 # DEPENDENCYPART_TRISIBL
(15,14),(15,5),(15,2),-0.115634 # DEPENDENCYPART_TRISIBL
(15,14),(15,5),(15,1),-0.05976 # DEPENDENCYPART_TRISIBL
(15,14),(15,5),(15,-1),-0.0553984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,4),(15,3),0.0186163 # DEPENDENCYPART_TRISIBL
(15,14),(15,4),(15,2),-0.115699 # DEPENDENCYPART_TRISIBL
(15,14),(15,4),(15,1),-0.0597589 # DEPENDENCYPART_TRISIBL
(15,14),(15,4),(15,-1),-0.048395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,3),(15,2),-0.14664 # DEPENDENCYPART_TRISIBL
(15,14),(15,3),(15,1),-0.0851925 # DEPENDENCYPART_TRISIBL
(15,14),(15,3),(15,-1),-0.11691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,2),(15,1),-0.0905476 # DEPENDENCYPART_TRISIBL
(15,14),(15,2),(15,-1),-0.0357146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,1),(15,-1),-0.0328378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,12),(15,11),0.0178442 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,10),-0.132853 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,9),-0.0113759 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,8),-0.0818612 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,7),-0.143652 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,6),-0.0687297 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,5),-0.0694908 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,4),-0.0621264 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,3),0.0178442 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,2),-0.132853 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,1),-0.011214 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,-1),-0.125399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,11),(15,10),-0.137017 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,9),-0.0703697 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,8),-0.0917296 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,7),-0.23759 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,6),-0.0665118 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,5),-0.0672717 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,4),-0.0606765 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,3),-0.0161467 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,2),-0.137017 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,1),-0.0702508 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,-1),-0.160639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,10),(15,9),-0.0773642 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,8),-0.0881972 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,7),-0.152526 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,6),-0.033817 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,5),-0.0352545 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,4),-0.0258752 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,3),0.00400125 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,2),-0.158283 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,1),-0.0772012 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,-1),-0.0854851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,9),(15,8),-0.0818612 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,7),-0.143651 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,6),-0.0680641 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,5),-0.0688252 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,4),-0.0614608 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,3),0.0184379 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,2),-0.136114 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,1),-0.0111583 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,-1),-0.128743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,8),(15,7),-0.143138 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,6),-0.0462317 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,5),-0.0469916 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,4),-0.0403879 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,3),0.00473566 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,2),-0.146803 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,1),-0.0490309 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,-1),0.0134389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,7),(15,6),-0.0324644 # DEPENDENCYPART_TRISIBL
(15,13),(15,7),(15,5),-0.0332418 # DEPENDENCYPART_TRISIBL
(15,13),(15,7),(15,4),-0.0267002 # DEPENDENCYPART_TRISIBL
(15,13),(15,7),(15,3),-0.0245515 # DEPENDENCYPART_TRISIBL
(15,13),(15,7),(15,2),-0.14662 # DEPENDENCYPART_TRISIBL
(15,13),(15,7),(15,1),-0.0551536 # DEPENDENCYPART_TRISIBL
(15,13),(15,7),(15,-1),-0.0762396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,6),(15,5),-0.0391899 # DEPENDENCYPART_TRISIBL
(15,13),(15,6),(15,4),-0.0294044 # DEPENDENCYPART_TRISIBL
(15,13),(15,6),(15,3),0.0176067 # DEPENDENCYPART_TRISIBL
(15,13),(15,6),(15,2),-0.11128 # DEPENDENCYPART_TRISIBL
(15,13),(15,6),(15,1),-0.0444226 # DEPENDENCYPART_TRISIBL
(15,13),(15,6),(15,-1),-0.0947193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,5),(15,4),-0.0296739 # DEPENDENCYPART_TRISIBL
(15,13),(15,5),(15,3),0.0175339 # DEPENDENCYPART_TRISIBL
(15,13),(15,5),(15,2),-0.111293 # DEPENDENCYPART_TRISIBL
(15,13),(15,5),(15,1),-0.0444238 # DEPENDENCYPART_TRISIBL
(15,13),(15,5),(15,-1),-0.0948529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,4),(15,3),0.0165749 # DEPENDENCYPART_TRISIBL
(15,13),(15,4),(15,2),-0.111358 # DEPENDENCYPART_TRISIBL
(15,13),(15,4),(15,1),-0.0444228 # DEPENDENCYPART_TRISIBL
(15,13),(15,4),(15,-1),-0.0878495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,3),(15,2),-0.137017 # DEPENDENCYPART_TRISIBL
(15,13),(15,3),(15,1),-0.0702508 # DEPENDENCYPART_TRISIBL
(15,13),(15,3),(15,-1),-0.160639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,2),(15,1),-0.0772012 # DEPENDENCYPART_TRISIBL
(15,13),(15,2),(15,-1),-0.0854851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,1),(15,-1),-0.128672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,11),(15,10),-0.0935852 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,9),-0.0151455 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,8),-0.0741239 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,7),-0.119413 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,6),-0.0883207 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,5),-0.0883207 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,4),-0.0888168 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,3),-0.0384503 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,2),-0.0935852 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,1),-0.0151261 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,-1),-0.0559453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,10),(15,9),-0.0881833 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,8),-0.074878 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,7),-0.0906633 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,6),-0.0871807 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,5),-0.0871807 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,4),-0.0876766 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,3),-0.0696845 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,2),-0.0704026 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,1),-0.0881711 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,-1),-0.159826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,9),(15,8),-0.0751273 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,7),-0.089334 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,6),-0.0799999 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,5),-0.08 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,4),-0.0804959 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,3),-0.0744106 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,2),-0.0704355 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,1),-0.0816247 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,-1),-0.138406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,8),(15,7),-0.0902717 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,6),-0.0760884 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,5),-0.0760884 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,4),-0.0765843 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,3),-0.067504 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,2),-0.067052 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,1),-0.0792195 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,-1),-0.131014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,7),(15,6),-0.0799735 # DEPENDENCYPART_TRISIBL
(15,12),(15,7),(15,5),-0.0799735 # DEPENDENCYPART_TRISIBL
(15,12),(15,7),(15,4),-0.0804695 # DEPENDENCYPART_TRISIBL
(15,12),(15,7),(15,3),-0.0675134 # DEPENDENCYPART_TRISIBL
(15,12),(15,7),(15,2),-0.0648383 # DEPENDENCYPART_TRISIBL
(15,12),(15,7),(15,1),-0.0775865 # DEPENDENCYPART_TRISIBL
(15,12),(15,7),(15,-1),-0.144061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,6),(15,5),-0.0792583 # DEPENDENCYPART_TRISIBL
(15,12),(15,6),(15,4),-0.0797974 # DEPENDENCYPART_TRISIBL
(15,12),(15,6),(15,3),-0.0649776 # DEPENDENCYPART_TRISIBL
(15,12),(15,6),(15,2),-0.0631631 # DEPENDENCYPART_TRISIBL
(15,12),(15,6),(15,1),-0.0773933 # DEPENDENCYPART_TRISIBL
(15,12),(15,6),(15,-1),-0.168916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,5),(15,4),-0.0801137 # DEPENDENCYPART_TRISIBL
(15,12),(15,5),(15,3),-0.0649776 # DEPENDENCYPART_TRISIBL
(15,12),(15,5),(15,2),-0.0632764 # DEPENDENCYPART_TRISIBL
(15,12),(15,5),(15,1),-0.0773935 # DEPENDENCYPART_TRISIBL
(15,12),(15,5),(15,-1),-0.167075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,4),(15,3),-0.0649776 # DEPENDENCYPART_TRISIBL
(15,12),(15,4),(15,2),-0.0634422 # DEPENDENCYPART_TRISIBL
(15,12),(15,4),(15,1),-0.0773943 # DEPENDENCYPART_TRISIBL
(15,12),(15,4),(15,-1),-0.1589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,3),(15,2),-0.0935852 # DEPENDENCYPART_TRISIBL
(15,12),(15,3),(15,1),-0.0151261 # DEPENDENCYPART_TRISIBL
(15,12),(15,3),(15,-1),-0.0559453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,2),(15,1),-0.0881711 # DEPENDENCYPART_TRISIBL
(15,12),(15,2),(15,-1),-0.159826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,1),(15,-1),-0.138367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,10),(15,9),-0.105442 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,8),-0.0190348 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,7),-0.209181 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,6),-0.0612786 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,5),-0.0612789 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,4),-0.061293 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,3),-0.0280831 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,2),-0.130659 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,1),-0.105326 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,-1),0.0373595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,9),(15,8),-0.0262068 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,7),-0.200566 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,6),-0.0821161 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,5),-0.0821162 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,4),-0.0821264 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,3),0.0813465 # DEPENDENCYPART_TRISIBL
