# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(10,25),(10,29),(10,30),-0.189289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),-0.0964329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),-0.0921843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),-0.134997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.081109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.214363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.090105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),-0.0909299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,4),-0.0895218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.147061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,5),-0.137858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,4),-0.0482118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.275313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),0.0341503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.196471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,-1),-0.127767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.0705727 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,5),-0.103233 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,4),-0.061383 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.182974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,5),-0.103354 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,4),-0.0551151 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.149262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,4),-0.0588267 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),-0.161274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,4),(10,-1),-0.181967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,5),-0.079053 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,4),-0.111707 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.135285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,5),(10,4),-0.138244 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,-1),-0.120958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,4),(10,-1),-0.135348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,5),(10,4),-0.0754707 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,-1),-0.0536621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,4),(10,-1),-0.0252643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,4),(10,-1),-0.00470094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,14),(11,30),-0.13388 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.201847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,30),-0.091838 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,30),-0.268476 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,14),(12,15),(12,30),-0.164427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,-1),-0.260411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.146525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.16937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.0175788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),0.0476166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.176634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,21),-0.221201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.173755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,24),-0.0175788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,25),-0.046105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,28),-0.181145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,29),-0.185066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,30),-0.0838483 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,17),-0.095757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.0431472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.0337449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.106324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,21),-0.203696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),-0.181372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,24),-0.0431472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,25),-0.164965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,28),-0.200015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,29),-0.189502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,30),-0.148206 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.0950158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,19),-0.0329271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.151094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,21),-0.253292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),-0.230728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,24),-0.0950158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,25),-0.0693668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,28),-0.259244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,29),-0.192152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,30),-0.196559 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),0.0444816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,20),-0.182634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,21),-0.0564592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,23),-0.0804836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,24),-0.156753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,25),-0.416259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,28),-0.0808366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,29),-0.23712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,30),-0.780565 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),-0.191343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,21),-0.126585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,23),-0.171043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,24),-0.246402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,25),-0.136164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,28),-0.191798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,29),-0.485869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,30),-0.164447 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,21),-0.251706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,23),-0.228224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,24),-0.101086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,25),-0.0757814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,28),-0.25674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,29),-0.19317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,30),-0.179102 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,21),(13,23),-0.20997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,24),-0.0856847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,25),0.0195709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,28),-0.226601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,29),-0.129505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,30),-0.151004 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,24),-0.108681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,25),-0.0802281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,28),-0.248645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,29),-0.133037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,30),-0.147615 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,24),(13,25),-0.416259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,24),(13,28),-0.0808366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,24),(13,29),-0.23712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,24),(13,30),-0.780565 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,25),(13,28),-0.191551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,25),(13,29),-0.156173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,25),(13,30),-0.19672 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,28),(13,29),-0.139377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,28),(13,30),-0.170755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,29),(13,30),-0.307639 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,17),-0.0192648 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0981122 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0485763 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.0411228 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,21),-0.0719428 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.097133 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,24),-0.0981122 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,25),-0.114594 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,28),-0.0989929 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,29),-0.0996905 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,30),-0.118414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.0948247 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,19),-0.0686642 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0309082 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,21),-0.0719046 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),-0.0922471 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,24),-0.0948247 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,25),-0.093239 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,28),-0.0950501 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,29),-0.108167 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,30),-0.060712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.0403899 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,20),-0.0730878 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,21),0.0530994 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,23),0.133825 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,24),-0.128866 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,25),-0.012668 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,28),0.127457 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,29),-0.114922 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,30),-0.412944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,20),-0.0437734 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,21),-0.0755709 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,23),-0.0966029 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,24),-0.0295418 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,25),-0.20931 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,28),-0.0996828 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,29),-0.0712676 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,30),-0.0675033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,21),-0.07187 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,23),-0.09208 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,24),-0.0942299 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,25),-0.0929074 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,28),-0.0948831 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,29),-0.108164 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,30),-0.0543481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,21),(13,23),-0.0887961 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,24),-0.0691589 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,25),-0.108542 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,28),-0.0917931 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,29),-0.106994 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,30),-0.0503567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,24),-0.065484 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,25),-0.156146 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,28),-0.104995 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,29),-0.111765 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,30),-0.0819948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,24),(13,25),-0.012668 # DEPENDENCYPART_TRISIBL
(13,14),(13,24),(13,28),0.127457 # DEPENDENCYPART_TRISIBL
(13,14),(13,24),(13,29),-0.114922 # DEPENDENCYPART_TRISIBL
(13,14),(13,24),(13,30),-0.412944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,25),(13,28),-0.0418644 # DEPENDENCYPART_TRISIBL
(13,14),(13,25),(13,29),-0.0874033 # DEPENDENCYPART_TRISIBL
(13,14),(13,25),(13,30),-0.0917901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,28),(13,29),-0.112101 # DEPENDENCYPART_TRISIBL
(13,14),(13,28),(13,30),-0.0727244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,29),(13,30),-0.0715295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),0.0440805 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,19),-0.0242414 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.0230174 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,21),-0.113341 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),0.0509362 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,24),0.0440805 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,25),-0.0511773 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,28),0.00377971 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,29),-0.074216 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,30),-0.11483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),0.0508631 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,20),-0.0653705 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,21),-0.124348 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,23),-0.0567782 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,24),0.00467144 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,25),-0.0167761 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,28),-0.083182 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,29),-0.0598419 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,30),-0.141964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,20),-0.0579878 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,21),-0.111081 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,23),-0.0381366 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,24),0.0209352 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,25),-0.0456125 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,28),-0.0653861 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,29),-0.0455653 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,30),-0.0778479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,21),-0.113322 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,23),0.0526403 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,24),0.045076 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,25),-0.0512322 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,28),0.00548381 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,29),-0.0742152 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,30),-0.112666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,21),(13,23),-0.0411888 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,24),0.0157333 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,25),-0.0482849 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,28),-0.0685503 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,29),-0.0786603 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,30),-0.121543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,23),(13,24),0.080572 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,25),-0.0722037 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,28),-0.0691777 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,29),-0.089998 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,30),-0.0942102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,24),(13,25),-0.0167761 # DEPENDENCYPART_TRISIBL
(13,15),(13,24),(13,28),-0.083182 # DEPENDENCYPART_TRISIBL
(13,15),(13,24),(13,29),-0.0598419 # DEPENDENCYPART_TRISIBL
(13,15),(13,24),(13,30),-0.141964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,25),(13,28),-0.0679904 # DEPENDENCYPART_TRISIBL
(13,15),(13,25),(13,29),-0.101385 # DEPENDENCYPART_TRISIBL
(13,15),(13,25),(13,30),0.000199496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,28),(13,29),-0.0897687 # DEPENDENCYPART_TRISIBL
(13,15),(13,28),(13,30),-0.106061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,29),(13,30),-0.137264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,18),(13,19),0.0198091 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,20),-0.0578299 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,21),-0.107372 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,23),-0.0757259 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,24),-0.102594 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,25),-0.0101141 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,28),-0.063774 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,29),-0.110529 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,30),-0.268096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,20),-0.111962 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,21),-0.117617 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,23),-0.0898359 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,24),-0.102186 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,25),-0.0532623 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,28),-0.079384 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,29),-0.0942638 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,30),-0.13782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,20),(13,21),-0.111765 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,23),-0.0852829 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,24),-0.112346 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,25),-0.0181013 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,28),-0.0692511 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,29),-0.113229 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,30),-0.157189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,21),(13,23),-0.106539 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,24),-0.107942 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,25),-0.0404442 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,28),-0.0969842 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,29),-0.119747 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,30),-0.172778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,23),(13,24),-0.0944638 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,25),0.0264273 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,28),-0.0954717 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,29),-0.118449 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,30),-0.0604416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,24),(13,25),-0.0101141 # DEPENDENCYPART_TRISIBL
(13,17),(13,24),(13,28),-0.063774 # DEPENDENCYPART_TRISIBL
(13,17),(13,24),(13,29),-0.110529 # DEPENDENCYPART_TRISIBL
(13,17),(13,24),(13,30),-0.268096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,25),(13,28),-0.0848013 # DEPENDENCYPART_TRISIBL
(13,17),(13,25),(13,29),-0.0930208 # DEPENDENCYPART_TRISIBL
(13,17),(13,25),(13,30),-0.128028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,28),(13,29),-0.118044 # DEPENDENCYPART_TRISIBL
(13,17),(13,28),(13,30),-0.0923818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,29),(13,30),-0.151555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,19),(13,20),-0.0572572 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,21),-0.0199983 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,23),-0.0392643 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,24),0.481049 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,25),0.0113267 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,28),-0.02087 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,29),-0.0689856 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,30),0.0398062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,20),(13,21),-0.0111401 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,23),0.0171142 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,24),0.40934 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,25),-0.12971 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,28),0.0278403 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,29),-0.14383 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,30),-0.132363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,21),(13,23),-0.00657189 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,24),0.219356 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,25),-0.124707 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,28),0.00434617 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,29),-0.128602 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,30),0.00660528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
