# _root_ Ilford , for example , recently introduced a black-and-white film that can be processed quickly by color labs .
#goldHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
#predictedHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
(6,5),(6,4),(6,-1),-0.0458874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),0.421971 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),-0.102728 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),-0.0917431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.110607 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.164795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.0969433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,2),-0.0371693 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,1),-0.072488 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,-1),-0.136473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.110787 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.213951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.152068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),0.0433988 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.265556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),-0.116858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.0969433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.127216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.189686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.116549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,12),-0.129409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.0493856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,14),-0.0194463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,15),-0.0856459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,16),-0.0956898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,18),-0.116628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,19),-0.169246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,20),-0.128338 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.058975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.0944858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,12),-0.101573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.0765375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.0472676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,15),-0.0350743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,16),-0.0613183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,18),-0.161867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,19),-0.0571586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,20),-0.0782712 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.185034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,12),-0.127036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.0636569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,14),-0.0211719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,15),-0.0448021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,16),0.0419076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,18),-0.158623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,19),-0.0566447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,20),-0.0413754 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,12),-0.11256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,13),-0.0753555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,14),-0.0962121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,15),-0.123041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,16),-0.134445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,18),-0.180216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,19),0.0842259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,20),-0.0748535 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,13),-0.0740335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,14),-0.0988098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,15),-0.0609829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,16),-0.0670639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,18),-0.117975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,19),0.0325072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,20),0.0637851 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,14),-0.0969781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,15),-0.108838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,16),-0.0669473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,18),-0.10922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,19),-0.0234205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,20),-0.0517492 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,15),-0.155493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,16),-0.11418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,18),-0.145759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,19),0.0314058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,20),0.0189987 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,15),(7,16),-0.0199825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,18),-0.148498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,19),-0.160483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,20),-0.103562 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,16),(7,18),-0.152681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,19),-0.196473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,20),-0.160796 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,18),(7,19),-0.0443272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,20),-0.0526348 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,19),(7,20),-0.214749 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.113708 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0919407 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0978186 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0923752 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,14),-0.0908803 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,15),-0.0860737 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,16),-0.0875277 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,18),-0.115689 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,19),-0.0699001 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,20),-0.119009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.0924162 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,12),-0.0993928 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.0928767 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,14),-0.0905895 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,15),-0.0860041 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,16),-0.103118 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,18),-0.11692 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,19),-0.0819725 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,20),-0.112123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.0977092 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,13),-0.0923746 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,14),-0.0905553 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,15),-0.0853053 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,16),-0.100629 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,18),-0.11324 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,19),-0.0701574 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,20),-0.115082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.0924361 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,14),-0.0905555 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,15),-0.0852863 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,16),-0.100823 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,18),-0.113285 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,19),-0.0756488 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,20),-0.118683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.0908063 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,15),-0.0853559 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,16),-0.100693 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,18),-0.113263 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,19),-0.0578818 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,20),-0.103625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,15),-0.0854601 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,16),-0.094623 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,18),-0.113747 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,19),-0.0727528 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,20),-0.0559627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,16),-0.102262 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,18),-0.115019 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,19),-0.095464 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,20),-0.0950926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,16),(7,18),-0.119102 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,19),-0.00889084 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,20),-0.112586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,19),-0.0755396 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,20),-0.119425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,19),(7,20),-0.104578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0890046 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.0848151 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0853068 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.0691304 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,15),-0.103115 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,16),-0.109237 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,18),-0.131744 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,19),-0.00659778 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,20),-0.057805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.0822721 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.0850822 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.0663078 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,15),-0.10228 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,16),-0.0816928 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.126967 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,19),-0.0794498 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,20),-0.0966384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0851978 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,14),-0.0663122 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,15),-0.102245 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,16),-0.0816706 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,18),-0.126894 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,19),-0.0649267 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,20),-0.100698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.0663025 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,15),-0.102963 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,16),-0.0846963 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,18),-0.126992 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,19),-0.0616369 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,20),-0.0956039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,15),-0.102248 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,16),-0.0853176 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,18),-0.12765 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,19),-0.0715567 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,20),-0.0902179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,16),-0.0601847 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,18),-0.128065 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,19),-0.0641635 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,20),-0.0621766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,18),-0.137091 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,19),-0.0583808 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,20),-0.0535242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,19),-0.102691 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,20),-0.0657827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,19),(7,20),-0.0624761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.123366 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,13),-0.0882244 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.0650261 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,15),-0.0655911 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,16),-0.0331263 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,18),-0.155215 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,19),-0.0846253 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,20),-0.12019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0883912 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,14),-0.0650464 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,15),-0.0650367 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,16),-0.0384977 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,18),-0.156602 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,19),-0.057519 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,20),-0.118799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),-0.0651203 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,15),-0.0612055 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,16),-0.0446005 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,18),-0.155796 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,19),-0.0890226 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,20),-0.0848058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,15),-0.06481 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,16),-0.0387383 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,18),-0.155445 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,19),-0.10811 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,20),-0.0260224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,16),-0.0218434 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,18),-0.159711 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,19),-0.0887007 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,20),-0.0726604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,16),(7,18),-0.185085 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,19),-0.0271974 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,20),-0.0642313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,18),(7,19),-0.0507328 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,20),-0.0898299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,19),(7,20),-0.0401814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0935376 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,14),-0.0978202 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,15),-0.0969877 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,16),-0.145488 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,18),-0.100018 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,19),-0.104041 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,20),-0.155644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.0979093 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,15),-0.0970647 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,16),-0.145104 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.100413 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,19),-0.104523 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,20),-0.168761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,15),-0.0969673 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,16),-0.144939 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),-0.10007 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,19),-0.101332 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,20),-0.175496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,16),-0.145525 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,18),-0.101762 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,19),-0.0928551 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,20),-0.190854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,16),(7,18),-0.100087 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,19),-0.116837 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,20),-0.175435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,19),-0.0934263 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,20),-0.198791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,19),(7,20),-0.103628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,14),-0.0800237 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,15),-0.0895744 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,16),-0.0836913 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,18),-0.0931586 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,19),-0.0987521 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,20),-0.101877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,15),-0.0895343 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,16),-0.0838189 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,18),-0.0929375 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,19),-0.098153 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,20),-0.106307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,15),(7,16),-0.0843413 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,18),-0.0929549 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,19),-0.0641237 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,20),-0.111888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,16),(7,18),-0.092983 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,19),-0.0578155 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,20),-0.0992299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,18),(7,19),-0.0938879 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,20),-0.108136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,19),(7,20),-0.0516448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,15),-0.106746 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,16),-0.0867172 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,18),-0.0888423 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,19),-0.0692004 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,20),-0.136847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,15),(7,16),-0.088481 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,18),-0.0889903 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,19),-0.0717685 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,20),-0.119642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,16),(7,18),-0.0902845 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,19),-0.0680119 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,20),-0.127466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,18),(7,19),-0.0344377 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,20),-0.111524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,19),(7,20),-0.0467098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,15),(7,16),-0.138181 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,18),-0.0705776 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,19),-0.104929 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,20),-0.119001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,16),(7,18),-0.0734513 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,19),-0.05972 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,20),-0.0859061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,18),(7,19),-0.0758259 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,20),-0.115958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,19),(7,20),-0.0462906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,16),(7,18),-0.0950286 # DEPENDENCYPART_TRISIBL
(7,15),(7,16),(7,19),-0.0741534 # DEPENDENCYPART_TRISIBL
(7,15),(7,16),(7,20),-0.0102986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,18),(7,19),-0.0790537 # DEPENDENCYPART_TRISIBL
(7,15),(7,18),(7,20),-0.0442587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,19),(7,20),-0.0652353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,18),(7,19),-0.0972344 # DEPENDENCYPART_TRISIBL
(7,16),(7,18),(7,20),-0.0473666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,19),(7,20),-0.0692234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,19),(7,20),-0.0592946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.15844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),0.0430799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.143726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.15844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),0.119722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.205717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
