# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,10,10,
(13,13),(13,19),(13,28),-0.181339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,29),-0.146365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,30),-0.205702 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,21),-0.0898035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,22),-0.100082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,23),-0.0845518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,27),-0.234846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,28),-0.171011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,29),-0.232602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,30),-0.0783494 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,21),(13,22),-0.124704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,23),-0.0884048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,27),-0.247601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,28),-0.149601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,29),-0.178313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,30),-0.151384 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,22),(13,23),-0.123432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,27),-0.153496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,28),-0.124007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,29),-0.16598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,30),-0.133917 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,27),-0.214398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,28),-0.158188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,29),-0.168707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,30),-0.187479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,27),(13,28),-0.179241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,27),(13,29),-0.134296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,27),(13,30),-0.179069 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,28),(13,29),-0.232185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,28),(13,30),-0.378959 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,29),(13,30),-0.300224 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0747735 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0651647 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),0.0754974 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.0502106 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,21),-0.0815281 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,22),-0.103302 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.0948753 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,27),0.0761629 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,28),0.0296725 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,29),-0.119019 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,30),-0.298169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0673685 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),0.0223844 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),-0.0382314 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,21),-0.0533358 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,22),-0.0954102 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,23),-0.0641957 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,27),0.0228547 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,28),0.0558496 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,29),-0.112638 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,30),-0.184849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,19),0.0302763 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0358339 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,21),-0.057244 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,22),-0.088481 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),-0.0629422 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,27),0.0307466 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,28),0.0478775 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,29),-0.110168 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,30),-0.178897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,20),-0.0537298 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,21),0.0449838 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,22),-0.0885907 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,23),0.0320495 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,27),-0.0480367 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,28),0.125538 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,29),-0.138675 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,30),-0.0461688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,21),-0.0989991 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,22),-0.0952402 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,23),-0.102264 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,27),0.240605 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,28),0.0921227 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,29),-0.0805189 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,30),-0.234823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,21),(13,22),-0.113989 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,23),-0.110444 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,27),0.00375481 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,28),0.162782 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,29),-0.0420438 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,30),-0.0908634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,22),(13,23),-0.0730091 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,27),0.0173984 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,28),0.0589909 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,29),0.00275162 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,30),-0.151996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,27),0.0062882 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,28),0.162284 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,29),-0.0518994 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,30),-0.106026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,27),(13,28),0.125545 # DEPENDENCYPART_TRISIBL
(13,14),(13,27),(13,29),-0.138671 # DEPENDENCYPART_TRISIBL
(13,14),(13,27),(13,30),-0.0378356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,28),(13,29),-0.12234 # DEPENDENCYPART_TRISIBL
(13,14),(13,28),(13,30),-0.262615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,29),(13,30),-0.331445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.0990695 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),-0.117985 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),-0.0807366 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,21),-0.128382 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,22),-0.092463 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,23),-0.129086 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,27),-0.117301 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,28),-0.0527884 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,29),0.0550638 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,30),-0.118908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,19),-0.118196 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.080752 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,21),-0.128389 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,22),-0.0924928 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),-0.129093 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,27),-0.117512 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,28),-0.0429357 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,29),0.118957 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,30),-0.0855292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,20),-0.0780552 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,21),-0.123954 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,22),-0.0946707 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,23),-0.124659 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,27),-0.122806 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,28),-0.0556636 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,29),0.0353736 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,30),0.0027769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,21),-0.132423 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,22),-0.0924946 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,23),-0.133076 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,27),-0.122165 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,28),-0.0544034 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,29),0.0422191 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,30),-0.188025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,21),(13,22),-0.0928102 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,23),-0.128677 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,27),-0.124292 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,28),-0.0424377 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,29),0.00606911 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,30),-0.135524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,22),(13,23),-0.132641 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,27),-0.117834 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,28),-0.0534953 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,29),0.0164718 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,30),-0.0483459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,23),(13,27),-0.123895 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,28),-0.0415411 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,29),0.00714657 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,30),-0.126478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,27),(13,28),-0.0556636 # DEPENDENCYPART_TRISIBL
(13,15),(13,27),(13,29),0.0375816 # DEPENDENCYPART_TRISIBL
(13,15),(13,27),(13,30),0.00312363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,28),(13,29),0.0285451 # DEPENDENCYPART_TRISIBL
(13,15),(13,28),(13,30),-0.132832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,29),(13,30),-0.157194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,19),-0.107477 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,20),-0.0970169 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,21),-0.0821059 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,22),-0.0877854 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,23),-0.0828584 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,27),-0.10747 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,28),-0.0978364 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,29),-0.0527004 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,30),-0.117253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,20),-0.100606 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,21),-0.0822253 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,22),-0.0878962 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,23),-0.0885364 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,27),-0.108504 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,28),-0.0982711 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,29),-0.0377684 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,30),-0.0924767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,20),(13,21),-0.083054 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,22),-0.0879292 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,23),-0.0818988 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,27),-0.108237 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,28),-0.103862 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,29),-0.0717103 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,30),-0.13241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,21),(13,22),-0.0895672 # DEPENDENCYPART_TRISIBL
(13,16),(13,21),(13,23),-0.0807879 # DEPENDENCYPART_TRISIBL
(13,16),(13,21),(13,27),-0.107771 # DEPENDENCYPART_TRISIBL
(13,16),(13,21),(13,28),-0.101286 # DEPENDENCYPART_TRISIBL
(13,16),(13,21),(13,29),-0.0991665 # DEPENDENCYPART_TRISIBL
(13,16),(13,21),(13,30),-0.11183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,22),(13,23),-0.0836 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,27),-0.107157 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,28),-0.097718 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,29),-0.0549458 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,30),-0.116692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,23),(13,27),-0.106481 # DEPENDENCYPART_TRISIBL
(13,16),(13,23),(13,28),-0.101127 # DEPENDENCYPART_TRISIBL
(13,16),(13,23),(13,29),-0.0901671 # DEPENDENCYPART_TRISIBL
(13,16),(13,23),(13,30),-0.110963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,27),(13,28),-0.0982711 # DEPENDENCYPART_TRISIBL
(13,16),(13,27),(13,29),-0.0376822 # DEPENDENCYPART_TRISIBL
(13,16),(13,27),(13,30),-0.0921205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,28),(13,29),-0.0610622 # DEPENDENCYPART_TRISIBL
(13,16),(13,28),(13,30),-0.117583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,29),(13,30),-0.125749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,20),-0.0807431 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,21),-0.049285 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,22),-0.0866344 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,23),-0.0556026 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,27),-0.0771817 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,28),-0.0909753 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,29),-0.0901105 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,30),-0.1283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,20),(13,21),-0.0488116 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,22),-0.0866385 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,23),-0.0550075 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,27),-0.0769815 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,28),-0.0909572 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,29),-0.0903078 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,30),-0.110736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,21),(13,22),-0.0867272 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,23),-0.0584401 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,27),-0.076739 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,28),-0.0910168 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,29),-0.103205 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,30),-0.106752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,22),(13,23),-0.0563236 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,27),-0.0764201 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,28),-0.0909556 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,29),-0.0920939 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,30),-0.0936023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,23),(13,27),-0.0767386 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,28),-0.0910168 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,29),-0.103192 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,30),-0.106565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,27),(13,28),-0.0909753 # DEPENDENCYPART_TRISIBL
(13,17),(13,27),(13,29),-0.090109 # DEPENDENCYPART_TRISIBL
(13,17),(13,27),(13,30),-0.128275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,28),(13,29),-0.0907258 # DEPENDENCYPART_TRISIBL
(13,17),(13,28),(13,30),-0.130911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,29),(13,30),0.012291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,20),(13,21),-0.00724471 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,22),-0.0452258 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,23),-0.0270614 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,27),-0.169 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,28),-0.0935456 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,29),-0.0666642 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,30),-0.130184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,21),(13,22),-0.0545032 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,23),-0.0168437 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,27),-0.164909 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,28),-0.0788655 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,29),-0.0274468 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,30),-0.114797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,22),(13,23),-0.0413024 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,27),-0.162675 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,28),-0.0894506 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,29),-0.0765784 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,30),-0.107196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,23),(13,27),-0.159633 # DEPENDENCYPART_TRISIBL
(13,19),(13,23),(13,28),-0.0832004 # DEPENDENCYPART_TRISIBL
(13,19),(13,23),(13,29),-0.0496164 # DEPENDENCYPART_TRISIBL
(13,19),(13,23),(13,30),-0.108108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,27),(13,28),-0.11589 # DEPENDENCYPART_TRISIBL
(13,19),(13,27),(13,29),-0.0735618 # DEPENDENCYPART_TRISIBL
(13,19),(13,27),(13,30),-0.166117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,28),(13,29),-0.0846188 # DEPENDENCYPART_TRISIBL
(13,19),(13,28),(13,30),-0.0922449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,29),(13,30),-0.0143929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,21),(13,22),-0.0664739 # DEPENDENCYPART_TRISIBL
(13,20),(13,21),(13,23),-0.0810498 # DEPENDENCYPART_TRISIBL
(13,20),(13,21),(13,27),0.0253332 # DEPENDENCYPART_TRISIBL
(13,20),(13,21),(13,28),-0.0926486 # DEPENDENCYPART_TRISIBL
(13,20),(13,21),(13,29),-0.100069 # DEPENDENCYPART_TRISIBL
(13,20),(13,21),(13,30),-0.184587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,22),(13,23),-0.0819794 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,27),-0.08641 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,28),-0.0541914 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,29),-0.0956454 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,30),-0.129437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,23),(13,27),-0.0176007 # DEPENDENCYPART_TRISIBL
(13,20),(13,23),(13,28),-0.0824226 # DEPENDENCYPART_TRISIBL
(13,20),(13,23),(13,29),-0.0914555 # DEPENDENCYPART_TRISIBL
(13,20),(13,23),(13,30),-0.161336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,27),(13,28),-0.0620526 # DEPENDENCYPART_TRISIBL
(13,20),(13,27),(13,29),-0.0845061 # DEPENDENCYPART_TRISIBL
(13,20),(13,27),(13,30),-0.0738145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,28),(13,29),-0.0758354 # DEPENDENCYPART_TRISIBL
(13,20),(13,28),(13,30),-0.130995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,29),(13,30),-0.130086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,22),(13,23),-0.0823779 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,27),-0.0951531 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,28),-0.0655042 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,29),-0.10877 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,30),-0.0955654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,23),(13,27),-0.0669355 # DEPENDENCYPART_TRISIBL
(13,21),(13,23),(13,28),-0.0191899 # DEPENDENCYPART_TRISIBL
(13,21),(13,23),(13,29),-0.0957704 # DEPENDENCYPART_TRISIBL
(13,21),(13,23),(13,30),-0.103341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,27),(13,28),-0.086358 # DEPENDENCYPART_TRISIBL
(13,21),(13,27),(13,29),-0.120622 # DEPENDENCYPART_TRISIBL
(13,21),(13,27),(13,30),-0.0867727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,28),(13,29),-0.0860275 # DEPENDENCYPART_TRISIBL
(13,21),(13,28),(13,30),-0.185253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,29),(13,30),-0.0443181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,23),(13,27),-0.106389 # DEPENDENCYPART_TRISIBL
(13,22),(13,23),(13,28),-0.100966 # DEPENDENCYPART_TRISIBL
(13,22),(13,23),(13,29),-0.0964904 # DEPENDENCYPART_TRISIBL
(13,22),(13,23),(13,30),-0.0684769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,27),(13,28),-0.0951304 # DEPENDENCYPART_TRISIBL
(13,22),(13,27),(13,29),-0.103247 # DEPENDENCYPART_TRISIBL
(13,22),(13,27),(13,30),-0.12677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,28),(13,29),-0.0929383 # DEPENDENCYPART_TRISIBL
(13,22),(13,28),(13,30),-0.177234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,29),(13,30),-0.0808405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,23),(13,27),(13,28),-0.0907732 # DEPENDENCYPART_TRISIBL
(13,23),(13,27),(13,29),-0.0908829 # DEPENDENCYPART_TRISIBL
(13,23),(13,27),(13,30),-0.121517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,23),(13,28),(13,29),-0.0629443 # DEPENDENCYPART_TRISIBL
(13,23),(13,28),(13,30),-0.221204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,23),(13,29),(13,30),-0.0985129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,27),(13,28),(13,29),-0.0839843 # DEPENDENCYPART_TRISIBL
(13,27),(13,28),(13,30),-0.0948279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,27),(13,29),(13,30),-0.00690999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,28),(13,29),(13,30),-0.116244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.198344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
