# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(8,7),(4,6),-0.220581 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.157155 # DEPENDENCYPART_HEADBIGRAM
(8,7),(10,6),0.0983051 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.106874 # DEPENDENCYPART_HEADBIGRAM
(8,7),(13,6),0.0977162 # DEPENDENCYPART_HEADBIGRAM
(8,7),(14,6),0.0979989 # DEPENDENCYPART_HEADBIGRAM
(8,7),(15,6),0.0973851 # DEPENDENCYPART_HEADBIGRAM
(8,7),(19,6),0.0977983 # DEPENDENCYPART_HEADBIGRAM
(8,9),(1,8),-0.0274196 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.0980299 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),0.00398182 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.160277 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.26335 # DEPENDENCYPART_HEADBIGRAM
(8,9),(13,8),0.303588 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.242455 # DEPENDENCYPART_HEADBIGRAM
(8,9),(15,8),0.246819 # DEPENDENCYPART_HEADBIGRAM
(8,9),(16,8),0.261606 # DEPENDENCYPART_HEADBIGRAM
(8,9),(19,8),0.158056 # DEPENDENCYPART_HEADBIGRAM
(8,10),(1,9),0.0510571 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.0396085 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),0.0807809 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0632304 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),-0.0448177 # DEPENDENCYPART_HEADBIGRAM
(8,10),(13,9),0.182695 # DEPENDENCYPART_HEADBIGRAM
(8,11),(4,10),-0.0755911 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0407433 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.0614913 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),-0.00909317 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.0134213 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.290451 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.189526 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.162331 # DEPENDENCYPART_HEADBIGRAM
(8,11),(15,10),0.162331 # DEPENDENCYPART_HEADBIGRAM
(8,11),(19,10),0.169869 # DEPENDENCYPART_HEADBIGRAM
(8,12),(1,11),-0.0191635 # DEPENDENCYPART_HEADBIGRAM
(8,12),(4,11),-0.0942625 # DEPENDENCYPART_HEADBIGRAM
(8,12),(6,11),-0.000571595 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.182802 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.150525 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.200749 # DEPENDENCYPART_HEADBIGRAM
(8,12),(13,11),0.122958 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.144439 # DEPENDENCYPART_HEADBIGRAM
(8,12),(15,11),0.145972 # DEPENDENCYPART_HEADBIGRAM
(8,13),(1,12),-0.081683 # DEPENDENCYPART_HEADBIGRAM
(8,13),(3,12),-0.076706 # DEPENDENCYPART_HEADBIGRAM
(8,13),(4,12),-0.0767072 # DEPENDENCYPART_HEADBIGRAM
(8,13),(6,12),-0.0827529 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.00441753 # DEPENDENCYPART_HEADBIGRAM
(8,13),(9,12),0.0694964 # DEPENDENCYPART_HEADBIGRAM
(8,13),(10,12),0.00515439 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.00478694 # DEPENDENCYPART_HEADBIGRAM
(8,13),(13,12),0.109479 # DEPENDENCYPART_HEADBIGRAM
(8,13),(15,12),0.169603 # DEPENDENCYPART_HEADBIGRAM
(8,14),(0,13),-0.0664426 # DEPENDENCYPART_HEADBIGRAM
(8,14),(4,13),-0.0617998 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.0661513 # DEPENDENCYPART_HEADBIGRAM
(8,14),(9,13),0.0660514 # DEPENDENCYPART_HEADBIGRAM
(8,14),(10,13),0.0659986 # DEPENDENCYPART_HEADBIGRAM
(8,14),(11,13),0.069554 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.170273 # DEPENDENCYPART_HEADBIGRAM
(8,14),(15,13),0.174294 # DEPENDENCYPART_HEADBIGRAM
(8,15),(0,14),-0.0610809 # DEPENDENCYPART_HEADBIGRAM
(8,15),(4,14),-0.0610809 # DEPENDENCYPART_HEADBIGRAM
(8,15),(8,14),0.0723261 # DEPENDENCYPART_HEADBIGRAM
(8,15),(9,14),0.0721214 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.0721214 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0721214 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.0702737 # DEPENDENCYPART_HEADBIGRAM
(8,15),(15,14),0.174259 # DEPENDENCYPART_HEADBIGRAM
(8,15),(19,14),0.174293 # DEPENDENCYPART_HEADBIGRAM
(8,16),(0,15),-0.0617718 # DEPENDENCYPART_HEADBIGRAM
(8,16),(4,15),-0.061333 # DEPENDENCYPART_HEADBIGRAM
(8,16),(8,15),0.068724 # DEPENDENCYPART_HEADBIGRAM
(8,16),(9,15),0.0705096 # DEPENDENCYPART_HEADBIGRAM
(8,16),(10,15),0.0653136 # DEPENDENCYPART_HEADBIGRAM
(8,16),(13,15),0.0661587 # DEPENDENCYPART_HEADBIGRAM
(8,16),(14,15),0.0661598 # DEPENDENCYPART_HEADBIGRAM
(8,16),(16,15),0.174131 # DEPENDENCYPART_HEADBIGRAM
(8,16),(19,15),0.173764 # DEPENDENCYPART_HEADBIGRAM
(8,19),(14,18),0.069752 # DEPENDENCYPART_HEADBIGRAM
(8,19),(15,18),0.069752 # DEPENDENCYPART_HEADBIGRAM
(8,19),(16,18),0.0553652 # DEPENDENCYPART_HEADBIGRAM
(8,19),(17,18),0.0551096 # DEPENDENCYPART_HEADBIGRAM
(8,19),(19,18),0.170582 # DEPENDENCYPART_HEADBIGRAM
(8,19),(22,18),0.17347 # DEPENDENCYPART_HEADBIGRAM
(8,20),(8,19),0.0536128 # DEPENDENCYPART_HEADBIGRAM
(8,20),(9,19),0.0779713 # DEPENDENCYPART_HEADBIGRAM
(8,20),(10,19),0.0758615 # DEPENDENCYPART_HEADBIGRAM
(8,20),(13,19),0.0795681 # DEPENDENCYPART_HEADBIGRAM
(8,20),(14,19),0.0796608 # DEPENDENCYPART_HEADBIGRAM
(8,20),(15,19),0.0796616 # DEPENDENCYPART_HEADBIGRAM
(8,20),(16,19),0.0955111 # DEPENDENCYPART_HEADBIGRAM
(8,20),(17,19),-0.00146594 # DEPENDENCYPART_HEADBIGRAM
(8,20),(20,19),0.177891 # DEPENDENCYPART_HEADBIGRAM
(8,20),(22,19),0.17767 # DEPENDENCYPART_HEADBIGRAM
(8,22),(20,21),0.06653 # DEPENDENCYPART_HEADBIGRAM
(8,22),(22,21),0.214831 # DEPENDENCYPART_HEADBIGRAM
(8,23),(4,22),-0.0591985 # DEPENDENCYPART_HEADBIGRAM
(8,23),(8,22),0.0805079 # DEPENDENCYPART_HEADBIGRAM
(8,23),(14,22),0.138592 # DEPENDENCYPART_HEADBIGRAM
(8,23),(15,22),0.138606 # DEPENDENCYPART_HEADBIGRAM
(8,23),(17,22),0.0262367 # DEPENDENCYPART_HEADBIGRAM
(8,23),(19,22),0.0313108 # DEPENDENCYPART_HEADBIGRAM
(8,23),(20,22),0.0824701 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),0.0656052 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.114346 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),0.015076 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),0.0355895 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),0.0979891 # DEPENDENCYPART_HEADBIGRAM
(9,10),(13,9),0.146188 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0617828 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0657804 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.0632421 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0649566 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),-0.0129366 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.379228 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.169394 # DEPENDENCYPART_HEADBIGRAM
(9,11),(14,10),0.170503 # DEPENDENCYPART_HEADBIGRAM
(9,11),(15,10),0.170503 # DEPENDENCYPART_HEADBIGRAM
(9,11),(19,10),0.17367 # DEPENDENCYPART_HEADBIGRAM
(9,12),(1,11),-0.0463492 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.0693317 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.0357923 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.0358508 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),-0.0581783 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.128429 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),0.141362 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.145704 # DEPENDENCYPART_HEADBIGRAM
(9,12),(15,11),0.145705 # DEPENDENCYPART_HEADBIGRAM
(9,13),(1,12),-0.0570506 # DEPENDENCYPART_HEADBIGRAM
(9,13),(3,12),-0.0683813 # DEPENDENCYPART_HEADBIGRAM
(9,13),(4,12),-0.0706673 # DEPENDENCYPART_HEADBIGRAM
(9,13),(6,12),-0.0636 # DEPENDENCYPART_HEADBIGRAM
(9,13),(8,12),-0.0548174 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.0785593 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.0631317 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.0638945 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.0592725 # DEPENDENCYPART_HEADBIGRAM
(9,13),(15,12),0.169777 # DEPENDENCYPART_HEADBIGRAM
(9,14),(0,13),-0.0703246 # DEPENDENCYPART_HEADBIGRAM
(9,14),(4,13),-0.0627491 # DEPENDENCYPART_HEADBIGRAM
(9,14),(8,13),-0.0624697 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.0592633 # DEPENDENCYPART_HEADBIGRAM
(9,14),(10,13),0.0716756 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.0751792 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.184531 # DEPENDENCYPART_HEADBIGRAM
(9,14),(15,13),0.174295 # DEPENDENCYPART_HEADBIGRAM
(9,15),(0,14),-0.0610943 # DEPENDENCYPART_HEADBIGRAM
(9,15),(4,14),-0.0610821 # DEPENDENCYPART_HEADBIGRAM
(9,15),(8,14),-0.0610809 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.0719694 # DEPENDENCYPART_HEADBIGRAM
(9,15),(10,14),0.0721214 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.0721214 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.0702273 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.174259 # DEPENDENCYPART_HEADBIGRAM
(9,15),(19,14),0.174285 # DEPENDENCYPART_HEADBIGRAM
(9,16),(0,15),-0.0612924 # DEPENDENCYPART_HEADBIGRAM
(9,16),(4,15),-0.0617037 # DEPENDENCYPART_HEADBIGRAM
(9,16),(8,15),-0.0610864 # DEPENDENCYPART_HEADBIGRAM
(9,16),(9,15),0.0652423 # DEPENDENCYPART_HEADBIGRAM
(9,16),(10,15),0.065321 # DEPENDENCYPART_HEADBIGRAM
(9,16),(13,15),0.0661291 # DEPENDENCYPART_HEADBIGRAM
(9,16),(14,15),0.0661595 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.171957 # DEPENDENCYPART_HEADBIGRAM
(9,16),(19,15),0.173763 # DEPENDENCYPART_HEADBIGRAM
(9,19),(14,18),0.0922191 # DEPENDENCYPART_HEADBIGRAM
(9,19),(15,18),0.0922191 # DEPENDENCYPART_HEADBIGRAM
(9,19),(16,18),0.100304 # DEPENDENCYPART_HEADBIGRAM
(9,19),(17,18),0.100584 # DEPENDENCYPART_HEADBIGRAM
(9,19),(19,18),0.192708 # DEPENDENCYPART_HEADBIGRAM
(9,19),(22,18),0.161552 # DEPENDENCYPART_HEADBIGRAM
(10,6),(1,5),-0.15969 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.215398 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.00440891 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.0046567 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.00868994 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.0897303 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.0533817 # DEPENDENCYPART_HEADBIGRAM
(10,6),(13,5),0.190019 # DEPENDENCYPART_HEADBIGRAM
(10,6),(14,5),0.103955 # DEPENDENCYPART_HEADBIGRAM
(10,6),(15,5),0.104836 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.190814 # DEPENDENCYPART_HEADBIGRAM
(10,7),(3,6),-0.202517 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.206558 # DEPENDENCYPART_HEADBIGRAM
(10,7),(8,6),-0.0680493 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.113846 # DEPENDENCYPART_HEADBIGRAM
(10,7),(11,6),0.115205 # DEPENDENCYPART_HEADBIGRAM
(10,7),(13,6),0.0978392 # DEPENDENCYPART_HEADBIGRAM
(10,7),(14,6),0.0981219 # DEPENDENCYPART_HEADBIGRAM
(10,7),(15,6),0.0975081 # DEPENDENCYPART_HEADBIGRAM
(10,7),(19,6),0.0981246 # DEPENDENCYPART_HEADBIGRAM
(10,8),(0,7),-0.204107 # DEPENDENCYPART_HEADBIGRAM
(10,8),(1,7),-0.182403 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.201583 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.175304 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.111861 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.145716 # DEPENDENCYPART_HEADBIGRAM
(10,8),(11,7),0.107917 # DEPENDENCYPART_HEADBIGRAM
(10,8),(13,7),0.0879947 # DEPENDENCYPART_HEADBIGRAM
(10,8),(14,7),0.0983224 # DEPENDENCYPART_HEADBIGRAM
(10,8),(15,7),0.0983224 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),-0.0244578 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),0.00150904 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),0.0285269 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.134699 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),0.0515928 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.113807 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.184478 # DEPENDENCYPART_HEADBIGRAM
(10,11),(14,10),0.11827 # DEPENDENCYPART_HEADBIGRAM
(10,11),(15,10),0.11664 # DEPENDENCYPART_HEADBIGRAM
(10,11),(19,10),0.168434 # DEPENDENCYPART_HEADBIGRAM
(10,12),(1,11),-0.0176453 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.0953256 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.0115253 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0211789 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0412876 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.089169 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.148108 # DEPENDENCYPART_HEADBIGRAM
(10,12),(14,11),0.150465 # DEPENDENCYPART_HEADBIGRAM
(10,12),(15,11),0.151999 # DEPENDENCYPART_HEADBIGRAM
(10,13),(1,12),-0.081683 # DEPENDENCYPART_HEADBIGRAM
(10,13),(3,12),-0.076706 # DEPENDENCYPART_HEADBIGRAM
(10,13),(4,12),-0.0767072 # DEPENDENCYPART_HEADBIGRAM
(10,13),(6,12),-0.0827529 # DEPENDENCYPART_HEADBIGRAM
(10,13),(8,12),-0.0742925 # DEPENDENCYPART_HEADBIGRAM
(10,13),(9,12),-0.0626779 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),-0.0197865 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.00478694 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.109479 # DEPENDENCYPART_HEADBIGRAM
(10,13),(15,12),0.169603 # DEPENDENCYPART_HEADBIGRAM
(10,14),(0,13),-0.0678421 # DEPENDENCYPART_HEADBIGRAM
(10,14),(4,13),-0.0617684 # DEPENDENCYPART_HEADBIGRAM
(10,14),(8,13),-0.062521 # DEPENDENCYPART_HEADBIGRAM
(10,14),(9,13),-0.0624973 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.062525 # DEPENDENCYPART_HEADBIGRAM
(10,14),(11,13),0.0750806 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.182906 # DEPENDENCYPART_HEADBIGRAM
(10,14),(15,13),0.174294 # DEPENDENCYPART_HEADBIGRAM
(10,15),(0,14),-0.0610891 # DEPENDENCYPART_HEADBIGRAM
(10,15),(4,14),-0.0617726 # DEPENDENCYPART_HEADBIGRAM
(10,15),(8,14),-0.0617726 # DEPENDENCYPART_HEADBIGRAM
(10,15),(9,14),-0.0611225 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.070707 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0724621 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.06749 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.17212 # DEPENDENCYPART_HEADBIGRAM
(10,15),(19,14),0.174293 # DEPENDENCYPART_HEADBIGRAM
(10,16),(0,15),-0.0617718 # DEPENDENCYPART_HEADBIGRAM
(10,16),(4,15),-0.061333 # DEPENDENCYPART_HEADBIGRAM
(10,16),(8,15),-0.0610917 # DEPENDENCYPART_HEADBIGRAM
(10,16),(9,15),-0.0610864 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.0709604 # DEPENDENCYPART_HEADBIGRAM
(10,16),(13,15),0.0661587 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.0661598 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.174131 # DEPENDENCYPART_HEADBIGRAM
(10,16),(19,15),0.173764 # DEPENDENCYPART_HEADBIGRAM
(10,19),(14,18),0.0929632 # DEPENDENCYPART_HEADBIGRAM
(10,19),(15,18),0.0929632 # DEPENDENCYPART_HEADBIGRAM
(10,19),(16,18),0.101349 # DEPENDENCYPART_HEADBIGRAM
(10,19),(17,18),0.101094 # DEPENDENCYPART_HEADBIGRAM
(10,19),(19,18),0.171458 # DEPENDENCYPART_HEADBIGRAM
(10,19),(22,18),0.163975 # DEPENDENCYPART_HEADBIGRAM
(10,23),(4,22),-0.0591985 # DEPENDENCYPART_HEADBIGRAM
(10,23),(8,22),-0.0644775 # DEPENDENCYPART_HEADBIGRAM
(10,23),(14,22),0.138592 # DEPENDENCYPART_HEADBIGRAM
(10,23),(15,22),0.138606 # DEPENDENCYPART_HEADBIGRAM
(10,23),(17,22),0.0262367 # DEPENDENCYPART_HEADBIGRAM
(10,23),(19,22),0.0313108 # DEPENDENCYPART_HEADBIGRAM
(10,23),(20,22),0.0824699 # DEPENDENCYPART_HEADBIGRAM
(11,4),(1,3),-0.222787 # DEPENDENCYPART_HEADBIGRAM
(11,4),(4,3),-0.0130675 # DEPENDENCYPART_HEADBIGRAM
(11,4),(6,3),-0.0880556 # DEPENDENCYPART_HEADBIGRAM
(11,4),(8,3),-0.0880556 # DEPENDENCYPART_HEADBIGRAM
(11,4),(13,3),0.0849688 # DEPENDENCYPART_HEADBIGRAM
(11,6),(1,5),-0.171225 # DEPENDENCYPART_HEADBIGRAM
(11,6),(2,5),-0.215399 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.0134298 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.0136776 # DEPENDENCYPART_HEADBIGRAM
(11,6),(6,5),-0.00902434 # DEPENDENCYPART_HEADBIGRAM
(11,6),(7,5),-0.0897303 # DEPENDENCYPART_HEADBIGRAM
(11,6),(8,5),-0.0592186 # DEPENDENCYPART_HEADBIGRAM
(11,6),(13,5),0.187711 # DEPENDENCYPART_HEADBIGRAM
(11,6),(14,5),0.117858 # DEPENDENCYPART_HEADBIGRAM
(11,6),(15,5),0.11874 # DEPENDENCYPART_HEADBIGRAM
(11,7),(1,6),-0.192401 # DEPENDENCYPART_HEADBIGRAM
(11,7),(3,6),-0.202517 # DEPENDENCYPART_HEADBIGRAM
(11,7),(4,6),-0.206558 # DEPENDENCYPART_HEADBIGRAM
(11,7),(8,6),-0.0696355 # DEPENDENCYPART_HEADBIGRAM
(11,7),(10,6),-0.0812415 # DEPENDENCYPART_HEADBIGRAM
(11,7),(11,6),0.113004 # DEPENDENCYPART_HEADBIGRAM
(11,7),(13,6),0.0978392 # DEPENDENCYPART_HEADBIGRAM
(11,7),(14,6),0.0981219 # DEPENDENCYPART_HEADBIGRAM
(11,7),(15,6),0.0975081 # DEPENDENCYPART_HEADBIGRAM
(11,7),(19,6),0.0981246 # DEPENDENCYPART_HEADBIGRAM
(11,8),(0,7),-0.199492 # DEPENDENCYPART_HEADBIGRAM
(11,8),(1,7),-0.177721 # DEPENDENCYPART_HEADBIGRAM
(11,8),(4,7),-0.200296 # DEPENDENCYPART_HEADBIGRAM
(11,8),(6,7),-0.178344 # DEPENDENCYPART_HEADBIGRAM
(11,8),(8,7),-0.108622 # DEPENDENCYPART_HEADBIGRAM
(11,8),(10,7),-0.0754877 # DEPENDENCYPART_HEADBIGRAM
(11,8),(11,7),0.145008 # DEPENDENCYPART_HEADBIGRAM
(11,8),(13,7),0.0879729 # DEPENDENCYPART_HEADBIGRAM
(11,8),(14,7),0.0983006 # DEPENDENCYPART_HEADBIGRAM
(11,8),(15,7),0.0983006 # DEPENDENCYPART_HEADBIGRAM
(11,10),(1,9),-0.0858391 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.232193 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.133994 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.16945 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.0327905 # DEPENDENCYPART_HEADBIGRAM
(11,10),(13,9),0.122988 # DEPENDENCYPART_HEADBIGRAM
(11,12),(1,11),-0.179603 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.144123 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),-0.0755552 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),-0.0646736 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),0.0609334 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.0572289 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.0248579 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.0654038 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.0563233 # DEPENDENCYPART_HEADBIGRAM
(11,13),(1,12),-0.0752023 # DEPENDENCYPART_HEADBIGRAM
(11,13),(3,12),-0.069809 # DEPENDENCYPART_HEADBIGRAM
(11,13),(4,12),-0.0698102 # DEPENDENCYPART_HEADBIGRAM
(11,13),(6,12),-0.0758616 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.0730807 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0614603 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0657828 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0100977 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.137832 # DEPENDENCYPART_HEADBIGRAM
(11,13),(15,12),0.172656 # DEPENDENCYPART_HEADBIGRAM
(11,14),(0,13),-0.0678421 # DEPENDENCYPART_HEADBIGRAM
(11,14),(4,13),-0.0617684 # DEPENDENCYPART_HEADBIGRAM
(11,14),(8,13),-0.062521 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),-0.0624973 # DEPENDENCYPART_HEADBIGRAM
(11,14),(10,13),-0.062521 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.0577497 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.182906 # DEPENDENCYPART_HEADBIGRAM
(11,14),(15,13),0.174294 # DEPENDENCYPART_HEADBIGRAM
(13,3),(1,2),-0.111375 # DEPENDENCYPART_HEADBIGRAM
(13,3),(4,2),-0.0682882 # DEPENDENCYPART_HEADBIGRAM
(13,4),(1,3),-0.222141 # DEPENDENCYPART_HEADBIGRAM
(13,4),(4,3),0.0786339 # DEPENDENCYPART_HEADBIGRAM
(13,4),(6,3),-0.0872639 # DEPENDENCYPART_HEADBIGRAM
(13,4),(8,3),-0.0871441 # DEPENDENCYPART_HEADBIGRAM
(13,4),(13,3),-0.00969184 # DEPENDENCYPART_HEADBIGRAM
(13,5),(0,4),-0.207284 # DEPENDENCYPART_HEADBIGRAM
(13,5),(1,4),-0.204987 # DEPENDENCYPART_HEADBIGRAM
(13,5),(3,4),-0.25872 # DEPENDENCYPART_HEADBIGRAM
(13,5),(6,4),-0.108495 # DEPENDENCYPART_HEADBIGRAM
(13,5),(8,4),-0.115119 # DEPENDENCYPART_HEADBIGRAM
(13,5),(11,4),-0.0993905 # DEPENDENCYPART_HEADBIGRAM
(13,5),(13,4),0.116732 # DEPENDENCYPART_HEADBIGRAM
(13,5),(14,4),0.0990587 # DEPENDENCYPART_HEADBIGRAM
(13,5),(15,4),0.0891159 # DEPENDENCYPART_HEADBIGRAM
(13,5),(17,4),0.0823377 # DEPENDENCYPART_HEADBIGRAM
(13,6),(1,5),-0.248412 # DEPENDENCYPART_HEADBIGRAM
(13,6),(2,5),-0.201685 # DEPENDENCYPART_HEADBIGRAM
(13,6),(3,5),-0.21655 # DEPENDENCYPART_HEADBIGRAM
(13,6),(4,5),-0.216556 # DEPENDENCYPART_HEADBIGRAM
(13,6),(6,5),-0.127428 # DEPENDENCYPART_HEADBIGRAM
(13,6),(7,5),-0.0860594 # DEPENDENCYPART_HEADBIGRAM
(13,6),(8,5),-0.110728 # DEPENDENCYPART_HEADBIGRAM
(13,6),(13,5),0.245621 # DEPENDENCYPART_HEADBIGRAM
(13,6),(14,5),0.0982578 # DEPENDENCYPART_HEADBIGRAM
(13,6),(15,5),0.0982603 # DEPENDENCYPART_HEADBIGRAM
