# _root_ UAL , the takeover stock at the center of Friday 's 190.58-point market plunge , fell 56 7\/8 to 222 7\/8 on nearly 2.3 million shares .
#goldHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
#predictedHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
(1,8),(1,18),(1,28),-0.171101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,26),(1,27),-0.0517273 # DEPENDENCYPART_TRISIBL
(1,8),(1,26),(1,28),-0.154136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,27),(1,28),-0.0567363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,11),(1,14),-0.018106 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,15),-0.0571439 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,16),-0.0787312 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,18),-0.0547269 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,26),-0.0846031 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,27),-0.113383 # DEPENDENCYPART_TRISIBL
(1,9),(1,11),(1,28),-0.0293894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,14),(1,15),-0.0113335 # DEPENDENCYPART_TRISIBL
(1,9),(1,14),(1,16),-0.0595524 # DEPENDENCYPART_TRISIBL
(1,9),(1,14),(1,18),-0.0572603 # DEPENDENCYPART_TRISIBL
(1,9),(1,14),(1,26),-0.0855804 # DEPENDENCYPART_TRISIBL
(1,9),(1,14),(1,27),-0.108254 # DEPENDENCYPART_TRISIBL
(1,9),(1,14),(1,28),-0.116345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,15),(1,16),0.0501617 # DEPENDENCYPART_TRISIBL
(1,9),(1,15),(1,18),-0.0798342 # DEPENDENCYPART_TRISIBL
(1,9),(1,15),(1,26),-0.0140882 # DEPENDENCYPART_TRISIBL
(1,9),(1,15),(1,27),-0.115325 # DEPENDENCYPART_TRISIBL
(1,9),(1,15),(1,28),-0.415777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,16),(1,18),-0.054727 # DEPENDENCYPART_TRISIBL
(1,9),(1,16),(1,26),-0.0844234 # DEPENDENCYPART_TRISIBL
(1,9),(1,16),(1,27),-0.141554 # DEPENDENCYPART_TRISIBL
(1,9),(1,16),(1,28),-0.198716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,18),(1,26),-0.0862271 # DEPENDENCYPART_TRISIBL
(1,9),(1,18),(1,27),-0.108163 # DEPENDENCYPART_TRISIBL
(1,9),(1,18),(1,28),-0.134936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,26),(1,27),-0.104686 # DEPENDENCYPART_TRISIBL
(1,9),(1,26),(1,28),-0.0935746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,27),(1,28),-0.115235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,14),(1,15),-0.164874 # DEPENDENCYPART_TRISIBL
(1,11),(1,14),(1,16),-0.0814723 # DEPENDENCYPART_TRISIBL
(1,11),(1,14),(1,18),-0.0713256 # DEPENDENCYPART_TRISIBL
(1,11),(1,14),(1,26),-0.0911301 # DEPENDENCYPART_TRISIBL
(1,11),(1,14),(1,27),-0.122341 # DEPENDENCYPART_TRISIBL
(1,11),(1,14),(1,28),-0.283507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,15),(1,16),-0.0536581 # DEPENDENCYPART_TRISIBL
(1,11),(1,15),(1,18),-0.0766164 # DEPENDENCYPART_TRISIBL
(1,11),(1,15),(1,26),-0.080645 # DEPENDENCYPART_TRISIBL
(1,11),(1,15),(1,27),-0.117513 # DEPENDENCYPART_TRISIBL
(1,11),(1,15),(1,28),-0.38994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,16),(1,18),-0.0712367 # DEPENDENCYPART_TRISIBL
(1,11),(1,16),(1,26),-0.0910639 # DEPENDENCYPART_TRISIBL
(1,11),(1,16),(1,27),-0.118783 # DEPENDENCYPART_TRISIBL
(1,11),(1,16),(1,28),-0.204055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,18),(1,26),-0.0921801 # DEPENDENCYPART_TRISIBL
(1,11),(1,18),(1,27),-0.117488 # DEPENDENCYPART_TRISIBL
(1,11),(1,18),(1,28),-0.241029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,26),(1,27),-0.124239 # DEPENDENCYPART_TRISIBL
(1,11),(1,26),(1,28),-0.255003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,27),(1,28),-0.249397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,14),(1,15),(1,16),-0.0589022 # DEPENDENCYPART_TRISIBL
(1,14),(1,15),(1,18),-0.114065 # DEPENDENCYPART_TRISIBL
(1,14),(1,15),(1,26),-0.119728 # DEPENDENCYPART_TRISIBL
(1,14),(1,15),(1,27),-0.0860897 # DEPENDENCYPART_TRISIBL
(1,14),(1,15),(1,28),-0.0837441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,14),(1,16),(1,18),-0.103761 # DEPENDENCYPART_TRISIBL
(1,14),(1,16),(1,26),-0.138921 # DEPENDENCYPART_TRISIBL
(1,14),(1,16),(1,27),-0.0900602 # DEPENDENCYPART_TRISIBL
(1,14),(1,16),(1,28),-0.136127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,14),(1,18),(1,26),-0.138771 # DEPENDENCYPART_TRISIBL
(1,14),(1,18),(1,27),-0.0696248 # DEPENDENCYPART_TRISIBL
(1,14),(1,18),(1,28),-0.169146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,14),(1,26),(1,27),-0.0586696 # DEPENDENCYPART_TRISIBL
(1,14),(1,26),(1,28),-0.151933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,14),(1,27),(1,28),-0.0449229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,15),(1,16),(1,18),-0.0783845 # DEPENDENCYPART_TRISIBL
(1,15),(1,16),(1,26),-0.0712552 # DEPENDENCYPART_TRISIBL
(1,15),(1,16),(1,27),-0.0946631 # DEPENDENCYPART_TRISIBL
(1,15),(1,16),(1,28),-0.149543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,15),(1,18),(1,26),-0.0801838 # DEPENDENCYPART_TRISIBL
(1,15),(1,18),(1,27),-0.121429 # DEPENDENCYPART_TRISIBL
(1,15),(1,18),(1,28),-0.141096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,15),(1,26),(1,27),-0.103498 # DEPENDENCYPART_TRISIBL
(1,15),(1,26),(1,28),-0.148684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,15),(1,27),(1,28),-0.415609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,16),(1,18),(1,26),-0.0855076 # DEPENDENCYPART_TRISIBL
(1,16),(1,18),(1,27),-0.0705513 # DEPENDENCYPART_TRISIBL
(1,16),(1,18),(1,28),-0.128499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,16),(1,26),(1,27),-0.0683939 # DEPENDENCYPART_TRISIBL
(1,16),(1,26),(1,28),-0.132187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,16),(1,27),(1,28),-0.133127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,18),(1,26),(1,27),-0.113625 # DEPENDENCYPART_TRISIBL
(1,18),(1,26),(1,28),-0.209766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,18),(1,27),(1,28),-0.190017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,26),(1,27),(1,28),0.0265091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,5),(2,28),-0.626389 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,1),(2,-1),-0.654178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.140543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.46146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.351533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.100852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0959873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.235024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0791099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.127141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,28),-0.213784 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,8),-0.227439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.102469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.0428175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,28),-0.171074 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.0887043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),-0.132005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,28),-0.175514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,15),-0.0338498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,28),-0.0808115 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,28),-0.779956 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,8),-0.141691 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0175449 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),6.03389e-05 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,28),-0.168082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.0925967 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.0701518 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,28),-0.176301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,15),-0.0389942 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,28),-0.108764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,15),(4,28),-0.0971462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.231652 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.0276986 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,28),-0.136882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,15),0.0350096 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,28),-0.166655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,28),-0.36783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,15),-0.0517405 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,28),-0.0875851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,15),(4,28),-0.0939357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,15),(4,28),-0.392694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,-1),-0.155824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,8),-0.237693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.13175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.0917099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.228706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,15),-0.0485462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,19),-0.12683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,22),-0.137406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,27),-0.178234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,28),-0.17116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.105209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.0679291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.241655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,15),-0.13622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,19),-0.0561315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,22),-0.100964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,27),-0.13729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,28),-0.190196 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,11),-0.0718035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.174827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),-0.0395785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,19),-0.129204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,22),-0.105002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,27),-0.187425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,28),-0.0808974 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,14),-0.284017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,15),-0.185748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,19),-0.119686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,22),-0.143448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,27),-0.222563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,28),0.0210987 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,15),-0.135273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,19),-0.0590181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,22),-0.0984264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,27),-0.12888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,28),-0.184819 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,19),-0.349609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,22),-0.508498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,27),-0.238125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,28),-0.790349 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,19),(5,22),-0.126379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,27),-0.189906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,28),-0.2007 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,22),(5,27),-0.166685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,22),(5,28),-0.162933 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,27),(5,28),-0.317446 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,8),(5,9),-0.234151 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.103572 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.101202 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,15),-0.0277866 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,19),-0.0667878 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,22),-0.140283 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,27),-0.0941198 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,28),-0.153648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,11),-0.104377 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.0596855 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,15),0.0349263 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,19),-0.155619 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,22),-0.0509146 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,27),-0.0781634 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,28),-0.191051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,14),-0.0846489 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,15),-0.0510487 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,19),-0.0979287 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,22),-0.0831373 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,27),-0.0941018 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,28),-0.180988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,15),-0.0277881 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,19),-0.0667905 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,22),-0.138621 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,27),-0.0941989 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,28),-0.15367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,15),(5,19),-0.0547642 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,22),-0.0424055 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,27),-0.0938621 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,28),-0.381776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,19),(5,22),-0.0219666 # DEPENDENCYPART_TRISIBL
(5,6),(5,19),(5,27),-0.00467136 # DEPENDENCYPART_TRISIBL
(5,6),(5,19),(5,28),-0.193266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,22),(5,27),-0.0649203 # DEPENDENCYPART_TRISIBL
(5,6),(5,22),(5,28),-0.144228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,27),(5,28),-0.116052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,11),-0.079476 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.149948 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,15),-0.0517917 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,19),-0.0376429 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,22),-0.0194578 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,27),-0.0357888 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,28),-0.08471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,14),-0.15386 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,15),-0.0528306 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,19),-0.081985 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,22),-0.0537457 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,27),-0.0579195 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,28),-0.116093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,15),-0.0770137 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,19),-0.0832202 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,22),-0.0709688 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,27),-0.0760645 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,28),-0.177558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,15),(5,19),-0.0560963 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,22),-0.00320455 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,27),-0.0631966 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,28),-0.0878471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,19),(5,22),-0.0594552 # DEPENDENCYPART_TRISIBL
(5,8),(5,19),(5,27),-0.0484112 # DEPENDENCYPART_TRISIBL
(5,8),(5,19),(5,28),-0.154806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,22),(5,27),-0.0191893 # DEPENDENCYPART_TRISIBL
(5,8),(5,22),(5,28),-0.124292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,27),(5,28),-0.013254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,14),-0.0902005 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,15),-0.0821237 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,19),-0.121378 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,22),-0.0825016 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,27),-0.113833 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,28),-0.093717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,15),-0.0646548 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,19),-0.0924979 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,22),-0.153613 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,27),-0.111033 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,28),-0.070972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,19),-0.0674422 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,22),-0.0085934 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,27),-0.114129 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,28),-0.40664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,19),(5,22),-0.0111536 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,27),-0.0545614 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,28),-0.124513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,22),(5,27),-0.0733239 # DEPENDENCYPART_TRISIBL
(5,9),(5,22),(5,28),-0.0621589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,27),(5,28),-0.0672148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,14),(5,15),-0.152057 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,19),-0.0850317 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,22),0.0184269 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,27),-0.122895 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,28),-0.259588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,15),(5,19),-0.0848053 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,22),0.0153405 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,27),-0.118049 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,28),-0.310453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,19),(5,22),0.0244444 # DEPENDENCYPART_TRISIBL
(5,11),(5,19),(5,27),-0.118244 # DEPENDENCYPART_TRISIBL
(5,11),(5,19),(5,28),-0.238052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,22),(5,27),-0.120845 # DEPENDENCYPART_TRISIBL
(5,11),(5,22),(5,28),-0.246506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,27),(5,28),-0.225075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,15),(5,19),-0.05664 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,22),0.00249141 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,27),-0.070259 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,28),-0.0822842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,19),(5,22),-0.053725 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,27),-0.0585772 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,28),-0.147902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,22),(5,27),-0.0304406 # DEPENDENCYPART_TRISIBL
(5,14),(5,22),(5,28),-0.115319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,27),(5,28),0.00338954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,19),(5,22),-0.0522611 # DEPENDENCYPART_TRISIBL
(5,15),(5,19),(5,27),-0.0732913 # DEPENDENCYPART_TRISIBL
(5,15),(5,19),(5,28),-0.195987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,22),(5,27),-0.0563482 # DEPENDENCYPART_TRISIBL
(5,15),(5,22),(5,28),-0.108938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,27),(5,28),-0.343619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,19),(5,22),(5,27),-0.0106976 # DEPENDENCYPART_TRISIBL
(5,19),(5,22),(5,28),-0.114685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,19),(5,27),(5,28),-0.1389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,22),(5,27),(5,28),-0.0676318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.0180111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.176033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.0511015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.100499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.0896937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.191994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.12409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.187752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.36743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.0591295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
