# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(11,3),(11,2),(11,1),-0.173646 # DEPENDENCYPART_TRISIBL
(11,3),(11,2),(11,-1),-0.102022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,1),(11,-1),-0.0957714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,2),(11,1),(11,-1),-0.0821384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.0955524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.165769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.110694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),-0.207808 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.15728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.110244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.247362 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.17071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,21),-0.240775 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,21),-0.197525 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0743997 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0807135 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,21),-0.114687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0797812 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,21),-0.162557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,21),-0.168959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.0868079 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,21),-0.24474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,21),-0.191321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,21),-0.164126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.152146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,7),-0.260422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,4),-0.157116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.332396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,7),-0.134415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,4),-0.103281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),-0.274018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,4),-0.0858132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,-1),-0.223221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,4),(12,-1),-0.194203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,7),-0.0115797 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,4),-0.117637 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.0577839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,7),(12,4),-0.113124 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,-1),-0.0929242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,4),(12,-1),-0.0910493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,7),(12,4),-0.072372 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,-1),-0.131731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,4),(12,-1),-0.162615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,4),(12,-1),-0.115355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),0.0309931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.134225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.177736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.131907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.219328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,21),0.119813 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.157065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.200647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.183047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.209361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,21),-0.238363 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.19083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,18),-0.167312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.150267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,21),-0.196715 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.132219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,19),-0.219772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,21),0.116611 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),-0.220917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,21),0.0957851 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,21),0.228174 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0956766 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0931203 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0959171 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.106376 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,21),-0.0723745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0909032 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,18),-0.0937715 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),-0.10977 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,21),-0.11488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.110472 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,19),-0.114437 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,21),-0.127646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.115497 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,21),-0.0827521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,21),-0.150548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.0707656 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,18),-0.0522321 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),-0.0735182 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,21),-0.130079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.0185257 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,19),-0.0699054 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,21),-0.138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),-0.0699378 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,21),-0.141977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,21),-0.128809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,18),-0.0888799 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,19),-0.100209 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,21),-0.096434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,18),(13,19),-0.100209 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,21),-0.094017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,21),-0.073835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,18),(13,19),-0.115501 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,21),-0.101626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,21),-0.160654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,19),(13,21),-0.131765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,10),-0.102014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),-0.114991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,7),-0.170391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,4),-0.179932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.161211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.193406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,7),-0.174874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,4),-0.179984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),-0.247702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,7),-0.092048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,4),-0.112675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.0724333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,7),(13,4),-0.115135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,-1),-0.150929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,4),(13,-1),-0.152236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.103202 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,7),-0.0815498 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,4),-0.0869056 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.118851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,7),-0.0906486 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,4),-0.0601307 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.152556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,7),(13,4),-0.0674605 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,-1),-0.123871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,4),(13,-1),-0.159443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,7),-0.022827 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,4),-0.117512 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),-0.101322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,7),(13,4),-0.112999 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,-1),-0.0844927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,4),(13,-1),-0.105351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,7),(13,4),-0.0723958 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,-1),-0.163608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,4),(13,-1),-0.204833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,4),(13,-1),-0.140646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.170373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.159724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.141108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.195119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),-0.240839 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.144674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.120141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.12995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),-0.199701 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.0808673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,19),-0.211464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,21),-0.255761 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.213994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,21),-0.251007 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,21),-0.29877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.067199 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,18),-0.048681 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.0665529 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,21),-0.163789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,18),-0.0150419 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,19),-0.0629931 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,21),-0.16056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),-0.0630254 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,21),-0.164615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,21),-0.150387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),-0.0825537 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,19),-0.0999072 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,21),-0.127192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0999072 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,21),-0.124459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,21),-0.108813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,19),-0.113608 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,21),-0.176983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,21),-0.243753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,21),-0.234981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,12),0.0187782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,9),-0.0648346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.190999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,4),-0.14463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.460863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,9),-0.0922196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),-0.265596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,4),-0.183409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.158019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,9),(14,7),-0.134415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,4),-0.103281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,-1),-0.285133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,4),-0.0858132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,-1),-0.238689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,4),(14,-1),-0.214511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,12),(14,9),-0.0953071 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,7),-0.0336514 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,4),-0.102352 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,-1),-0.0415218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,9),(14,7),-0.0696964 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,4),-0.106769 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,-1),-0.127216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,4),-0.10076 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,-1),-0.0833033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,4),(14,-1),-0.08201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,9),(14,7),-0.0912426 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,4),-0.0601392 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,-1),-0.154839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,4),-0.0674691 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,-1),-0.107262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,4),(14,-1),-0.16974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,7),(14,4),-0.072372 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,-1),-0.131727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,4),(14,-1),-0.162612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,4),(14,-1),-0.115352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.206483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.189843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.0432912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),-0.0816789 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.185108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,19),-0.134317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,21),0.0907526 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),-0.13566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,21),0.0576614 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,21),0.262868 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.0888255 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.101232 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.135911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.101232 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),-0.133177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,21),-0.133987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.119959 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,21),-0.0978448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,21),-0.136336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,21),-0.0952963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),-0.149396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.280424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,-1),-0.324532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,-1),-0.174572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.00591267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.250705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.190435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0797917 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.251406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.189417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.0922498 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.148909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.230657 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.313318 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.119213 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.108467 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0420839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.109326 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.186964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.158039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.110477 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.15489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.12962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.123269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,-1),-0.15276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.214052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.252916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,21),-0.300024 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,21),-0.235121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.114931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.12018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),-0.15218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,12),-0.124167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.185408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.0520119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,13),-0.159615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,12),-0.054897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.268469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.120715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,12),-0.179827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.14172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,12),0.0188496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.461185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,12),(17,-1),-0.158349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.0839927 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,13),-0.0702233 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,12),-0.0839997 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.0789223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),-0.0689898 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,12),-0.0879074 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.0962396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,12),-0.0878635 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),-0.0751659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,12),(17,-1),-0.0964325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,13),-0.0970184 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,12),-0.0682161 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),-0.058835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,12),-0.0655769 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),-0.108467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,12),(17,-1),-0.0568386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,13),(17,12),-0.0416851 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,-1),-0.225775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,12),(17,-1),-0.176985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,12),(17,-1),-0.0414021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,21),-0.306823 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,16),-0.235187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
