# _root_ The multibillion-dollar prospects , where the bidder must line up a consortium of banks and / or issue billions in high-yield debt , were where the damage was concentrated .
#goldHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,9,15,15,15,18,19,22,20,3,0,29,27,28,24,28,24,
#predictedHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,8,15,16,19,15,12,22,20,3,0,29,27,28,24,28,24,
(16,16),(16,20),(16,31),-0.161758 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,22),-0.127624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,24),-0.0561145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,28),-0.0704138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,29),-0.0262662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,31),0.0785158 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,24),-0.0248425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,28),-0.0471318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,29),-0.0285423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,31),0.0894202 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,28),-0.107786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,24),(16,29),-0.0609119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,24),(16,31),0.184767 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,28),(16,29),-0.0604126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,28),(16,31),0.201618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,29),(16,31),0.0769054 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.065899 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0099129 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0908146 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.0830068 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.0803694 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,28),-0.0785423 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,29),-0.0721782 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,31),-0.0375141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0142921 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0893874 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),-0.0844045 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.0806177 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,28),-0.0787222 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,29),-0.0810873 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,31),-0.0541284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.0921678 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,22),-0.0702632 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.0809322 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,28),-0.0752406 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,29),-0.0758724 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,31),-0.0262495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),-0.080497 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,24),-0.0782307 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,28),-0.0764348 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,29),-0.0797356 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,31),-0.0589021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,24),-0.0803694 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,28),-0.0785423 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,29),-0.0721782 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,31),-0.0403959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,28),-0.0768398 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,29),-0.0804659 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,31),-0.0836346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,28),(16,29),-0.0802811 # DEPENDENCYPART_TRISIBL
(16,17),(16,28),(16,31),-0.086367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,29),(16,31),-0.0960601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0801616 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.105003 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,22),-0.16515 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.0894463 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,28),-0.0720779 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,29),-0.0825393 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,31),-0.08005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.098712 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,22),-0.163283 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.0832839 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,28),-0.0587725 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,29),-0.0878275 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,31),-0.0142595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.161255 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,24),-0.088142 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,28),-0.071247 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,29),-0.0801974 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,31),-0.0962348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,24),-0.0961149 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,28),-0.0804551 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,29),-0.0727418 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,31),-0.119483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,28),-0.0745917 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,29),-0.0802616 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,31),-0.0776811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,28),(16,29),-0.0802696 # DEPENDENCYPART_TRISIBL
(16,18),(16,28),(16,31),-0.0852123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,29),(16,31),-0.0659508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.111484 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,22),-0.146632 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.122916 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,28),-0.121026 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,29),-0.0770844 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,31),-0.0384231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.128998 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.109475 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,28),-0.107674 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,29),-0.0743048 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,31),-0.0861084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,24),-0.117873 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,28),-0.116111 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,29),-0.0748992 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,31),-0.0917747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,28),-0.107885 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,29),-0.0745784 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,31),-0.103323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,28),(16,29),-0.0745775 # DEPENDENCYPART_TRISIBL
(16,19),(16,28),(16,31),-0.108341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,29),(16,31),-0.0165492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.102591 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.113854 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,28),-0.100542 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,29),-0.0801077 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,31),-0.155889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,24),-0.105052 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,28),-0.0914986 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,29),-0.0824049 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,31),-0.136259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,28),-0.106061 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,29),-0.0795856 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,31),-0.14364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,28),(16,29),-0.0798313 # DEPENDENCYPART_TRISIBL
(16,20),(16,28),(16,31),-0.155852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,29),(16,31),-0.162241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,24),-0.116202 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,28),-0.122351 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,29),-0.0741119 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,31),-0.114306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,28),-0.115433 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,29),-0.0707862 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,31),-0.0997176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,28),(16,29),-0.0707862 # DEPENDENCYPART_TRISIBL
(16,21),(16,28),(16,31),-0.104996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,29),(16,31),-0.123285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,28),-0.0771522 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,29),-0.0806777 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,31),-0.0966816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,28),(16,29),-0.0806857 # DEPENDENCYPART_TRISIBL
(16,22),(16,28),(16,31),-0.104213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,29),(16,31),-0.0860492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,28),(16,29),-0.0933349 # DEPENDENCYPART_TRISIBL
(16,24),(16,28),(16,31),-0.185641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,29),(16,31),-0.144915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,28),(16,29),(16,31),-0.153485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.106235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0420716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0282356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.108094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.0153419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,27),-0.111771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,31),0.17336 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0127935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),0.0178945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),-0.078456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.0680301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,27),-0.0825795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,31),0.149516 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.072729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,22),-0.0869707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.0425895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,27),-0.08473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,31),-0.0863436 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,22),-0.127601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.0499276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,27),-0.133758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,31),0.11017 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,24),-0.0143618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,27),-0.115055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,31),0.193615 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,27),-0.101153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,31),0.252871 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,27),(17,31),0.204276 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.080455 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.105404 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.16515 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.0894511 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,27),-0.163668 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,31),-0.077408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.0995151 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,22),-0.163283 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.0832886 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,27),-0.162008 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,31),-0.0105994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,21),(17,22),-0.161256 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,24),-0.0881468 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,27),-0.159774 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,31),-0.0935928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,24),-0.0961197 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,27),-0.163132 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,31),-0.119008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,27),-0.159265 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,31),-0.0707453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,27),(17,31),-0.11897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.111772 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,22),-0.146271 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),-0.122916 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,27),-0.143463 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,31),-0.0440199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,22),-0.128638 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,24),-0.109475 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,27),-0.126202 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,31),-0.0912562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,22),(17,24),-0.117873 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,27),-0.129019 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,31),-0.098071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,27),-0.125079 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,31),-0.108437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,27),(17,31),-0.098018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,22),-0.103814 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.113854 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,27),-0.102651 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,31),-0.156332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,24),-0.105052 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,27),-0.110673 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,31),-0.1363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,27),-0.0965074 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,31),-0.143681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,27),(17,31),-0.129383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,22),(17,24),-0.116202 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,27),-0.121116 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,31),-0.115128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,27),-0.112437 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,31),-0.10054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,27),(17,31),-0.116447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,24),(17,27),-0.158748 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,31),-0.0897459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,27),(17,31),-0.145293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,27),(17,31),-0.141714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.0759456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.181518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.0595171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.0361024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),-0.179168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,27),-0.178652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.0815238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,29),-0.0354564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,30),-0.227117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,31),-0.147813 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.218969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.130518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.0988379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.174948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,27),-0.224501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.141466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,29),-0.0307993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,30),-0.137022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,31),-0.130529 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.11147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.0619757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.184112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,27),-0.203534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),-0.112594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,29),-0.0778441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,30),-0.155149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,31),-0.191461 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.0760708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,25),-0.205147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,27),-0.116808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.125311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,29),-0.150126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,30),-0.240547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,31),-0.863159 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,25),-0.172797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,27),-0.190884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.173015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,29),-0.104729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,30),-0.153572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,31),-0.0866805 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,27),-0.196794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,28),-0.152006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,29),-0.0963369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,30),-0.186076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,31),-0.267317 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,27),(19,28),-0.111262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,29),-0.0819724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,30),-0.14017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,31),-0.190128 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,28),(19,29),-0.103806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,28),(19,30),-0.144737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,28),(19,31),-0.0909131 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,29),(19,30),-0.187871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,29),(19,31),-0.0955807 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,30),(19,31),-0.315567 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.102906 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),0.0333547 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.112492 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.0950938 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.101822 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.0939373 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,29),-0.0739133 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,30),-0.0878158 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,31),-0.168909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.0518427 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.0907065 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.0962293 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.108259 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.0719104 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,29),-0.0747726 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,30),-0.0681134 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,31),-0.142068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0472987 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,25),-0.0998987 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,27),-0.0265101 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.0219985 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,29),0.0886875 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,30),-0.0680305 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,31),-0.374068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.0947702 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,27),-0.0903003 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.0995982 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,29),-0.0722634 # DEPENDENCYPART_TRISIBL
