# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,28,31,25,31,32,16,
(11,9),(24,8),0.0938441 # DEPENDENCYPART_HEADBIGRAM
(11,10),(0,9),-0.203066 # DEPENDENCYPART_HEADBIGRAM
(11,10),(2,9),-0.177889 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.175776 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.130782 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.188587 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.203088 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.0923538 # DEPENDENCYPART_HEADBIGRAM
(11,10),(16,9),0.102681 # DEPENDENCYPART_HEADBIGRAM
(11,10),(18,9),0.100178 # DEPENDENCYPART_HEADBIGRAM
(11,10),(24,9),0.0990637 # DEPENDENCYPART_HEADBIGRAM
(11,12),(2,11),-0.0565462 # DEPENDENCYPART_HEADBIGRAM
(11,12),(3,11),-0.00841368 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.107195 # DEPENDENCYPART_HEADBIGRAM
(11,12),(5,11),-0.0175798 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.0189232 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),-0.00392597 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.286376 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.390653 # DEPENDENCYPART_HEADBIGRAM
(11,12),(18,11),0.305168 # DEPENDENCYPART_HEADBIGRAM
(11,12),(24,11),0.332305 # DEPENDENCYPART_HEADBIGRAM
(11,13),(2,12),-0.0441317 # DEPENDENCYPART_HEADBIGRAM
(11,13),(3,12),-0.0864908 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.0447835 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0730637 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0150389 # DEPENDENCYPART_HEADBIGRAM
(11,13),(14,12),0.150524 # DEPENDENCYPART_HEADBIGRAM
(11,13),(16,12),0.15712 # DEPENDENCYPART_HEADBIGRAM
(11,13),(18,12),0.175361 # DEPENDENCYPART_HEADBIGRAM
(11,13),(21,12),0.168543 # DEPENDENCYPART_HEADBIGRAM
(11,13),(24,12),0.167605 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),-0.0699634 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.0979301 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.0925876 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.303121 # DEPENDENCYPART_HEADBIGRAM
(11,14),(16,13),0.157454 # DEPENDENCYPART_HEADBIGRAM
(11,14),(18,13),0.166066 # DEPENDENCYPART_HEADBIGRAM
(11,15),(4,14),-0.0662268 # DEPENDENCYPART_HEADBIGRAM
(11,15),(5,14),-0.0516795 # DEPENDENCYPART_HEADBIGRAM
(11,15),(9,14),-0.0461678 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.159931 # DEPENDENCYPART_HEADBIGRAM
(11,15),(12,14),0.0591118 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.143359 # DEPENDENCYPART_HEADBIGRAM
(11,15),(16,14),0.131388 # DEPENDENCYPART_HEADBIGRAM
(11,15),(18,14),0.135212 # DEPENDENCYPART_HEADBIGRAM
(11,15),(21,14),0.169775 # DEPENDENCYPART_HEADBIGRAM
(11,15),(24,14),0.172028 # DEPENDENCYPART_HEADBIGRAM
(11,16),(2,15),-0.0705291 # DEPENDENCYPART_HEADBIGRAM
(11,16),(3,15),-0.0783515 # DEPENDENCYPART_HEADBIGRAM
(11,16),(5,15),-0.0754758 # DEPENDENCYPART_HEADBIGRAM
(11,16),(9,15),-0.0763594 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.0834445 # DEPENDENCYPART_HEADBIGRAM
(11,16),(12,15),0.0870025 # DEPENDENCYPART_HEADBIGRAM
(11,16),(13,15),0.0181919 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.0181919 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.120102 # DEPENDENCYPART_HEADBIGRAM
(11,16),(18,15),0.164719 # DEPENDENCYPART_HEADBIGRAM
(11,18),(9,17),-0.063125 # DEPENDENCYPART_HEADBIGRAM
(11,18),(12,17),0.071483 # DEPENDENCYPART_HEADBIGRAM
(11,18),(13,17),0.0635299 # DEPENDENCYPART_HEADBIGRAM
(11,18),(14,17),0.0635299 # DEPENDENCYPART_HEADBIGRAM
(11,18),(16,17),0.0737788 # DEPENDENCYPART_HEADBIGRAM
(11,18),(18,17),0.274311 # DEPENDENCYPART_HEADBIGRAM
(11,18),(19,17),0.170886 # DEPENDENCYPART_HEADBIGRAM
(11,18),(20,17),0.164666 # DEPENDENCYPART_HEADBIGRAM
(11,18),(21,17),0.164664 # DEPENDENCYPART_HEADBIGRAM
(11,18),(24,17),0.170362 # DEPENDENCYPART_HEADBIGRAM
(11,20),(9,19),-0.0622215 # DEPENDENCYPART_HEADBIGRAM
(11,20),(13,19),0.0669309 # DEPENDENCYPART_HEADBIGRAM
(11,20),(14,19),0.0632277 # DEPENDENCYPART_HEADBIGRAM
(11,20),(16,19),0.0645946 # DEPENDENCYPART_HEADBIGRAM
(11,20),(17,19),0.07432 # DEPENDENCYPART_HEADBIGRAM
(11,20),(18,19),0.0743064 # DEPENDENCYPART_HEADBIGRAM
(11,20),(20,19),0.170544 # DEPENDENCYPART_HEADBIGRAM
(11,20),(21,19),0.172289 # DEPENDENCYPART_HEADBIGRAM
(11,20),(24,19),0.171597 # DEPENDENCYPART_HEADBIGRAM
(11,22),(3,21),-0.0657013 # DEPENDENCYPART_HEADBIGRAM
(11,22),(9,21),-0.0621303 # DEPENDENCYPART_HEADBIGRAM
(11,22),(13,21),0.0628585 # DEPENDENCYPART_HEADBIGRAM
(11,22),(14,21),0.0628543 # DEPENDENCYPART_HEADBIGRAM
(11,22),(16,21),0.068439 # DEPENDENCYPART_HEADBIGRAM
(11,22),(18,21),0.0769373 # DEPENDENCYPART_HEADBIGRAM
(11,22),(20,21),0.059243 # DEPENDENCYPART_HEADBIGRAM
(11,22),(22,21),0.172165 # DEPENDENCYPART_HEADBIGRAM
(11,22),(24,21),0.171771 # DEPENDENCYPART_HEADBIGRAM
(11,22),(31,21),0.169284 # DEPENDENCYPART_HEADBIGRAM
(11,25),(0,24),-0.0459625 # DEPENDENCYPART_HEADBIGRAM
(11,25),(3,24),-0.0601903 # DEPENDENCYPART_HEADBIGRAM
(11,25),(5,24),-0.0607518 # DEPENDENCYPART_HEADBIGRAM
(11,25),(9,24),-0.0654609 # DEPENDENCYPART_HEADBIGRAM
(11,25),(14,24),0.0686161 # DEPENDENCYPART_HEADBIGRAM
(11,25),(16,24),0.0661924 # DEPENDENCYPART_HEADBIGRAM
(11,25),(18,24),0.0636917 # DEPENDENCYPART_HEADBIGRAM
(11,25),(20,24),0.0627238 # DEPENDENCYPART_HEADBIGRAM
(11,25),(21,24),0.0672599 # DEPENDENCYPART_HEADBIGRAM
(11,25),(22,24),0.0679785 # DEPENDENCYPART_HEADBIGRAM
(12,10),(0,9),-0.175317 # DEPENDENCYPART_HEADBIGRAM
(12,10),(2,9),-0.174346 # DEPENDENCYPART_HEADBIGRAM
(12,10),(3,9),-0.174346 # DEPENDENCYPART_HEADBIGRAM
(12,10),(4,9),-0.187157 # DEPENDENCYPART_HEADBIGRAM
(12,10),(5,9),-0.187157 # DEPENDENCYPART_HEADBIGRAM
(12,10),(8,9),-0.200789 # DEPENDENCYPART_HEADBIGRAM
(12,10),(11,9),-0.0860209 # DEPENDENCYPART_HEADBIGRAM
(12,10),(16,9),0.102887 # DEPENDENCYPART_HEADBIGRAM
(12,10),(18,9),0.102887 # DEPENDENCYPART_HEADBIGRAM
(12,10),(24,9),0.101386 # DEPENDENCYPART_HEADBIGRAM
(12,11),(9,10),-0.201975 # DEPENDENCYPART_HEADBIGRAM
(12,11),(11,10),-0.0670956 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.129014 # DEPENDENCYPART_HEADBIGRAM
(12,11),(14,10),0.0906286 # DEPENDENCYPART_HEADBIGRAM
(12,11),(16,10),0.0947274 # DEPENDENCYPART_HEADBIGRAM
(12,11),(18,10),0.0934463 # DEPENDENCYPART_HEADBIGRAM
(12,11),(20,10),0.0934748 # DEPENDENCYPART_HEADBIGRAM
(12,13),(2,12),0.0204473 # DEPENDENCYPART_HEADBIGRAM
(12,13),(3,12),-0.0526809 # DEPENDENCYPART_HEADBIGRAM
(12,13),(8,12),-0.0354768 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),-0.0208634 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),0.120759 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.208596 # DEPENDENCYPART_HEADBIGRAM
(12,13),(16,12),0.173623 # DEPENDENCYPART_HEADBIGRAM
(12,13),(18,12),0.165887 # DEPENDENCYPART_HEADBIGRAM
(12,13),(21,12),0.145931 # DEPENDENCYPART_HEADBIGRAM
(12,13),(24,12),0.251511 # DEPENDENCYPART_HEADBIGRAM
(12,14),(9,13),-0.0684909 # DEPENDENCYPART_HEADBIGRAM
(12,14),(11,13),-0.0654387 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),-0.0333451 # DEPENDENCYPART_HEADBIGRAM
(12,14),(14,13),0.465252 # DEPENDENCYPART_HEADBIGRAM
(12,14),(16,13),0.159895 # DEPENDENCYPART_HEADBIGRAM
(12,14),(18,13),0.167965 # DEPENDENCYPART_HEADBIGRAM
(12,15),(4,14),-0.0657728 # DEPENDENCYPART_HEADBIGRAM
(12,15),(5,14),-0.0827763 # DEPENDENCYPART_HEADBIGRAM
(12,15),(9,14),-0.0647522 # DEPENDENCYPART_HEADBIGRAM
(12,15),(11,14),-0.0585263 # DEPENDENCYPART_HEADBIGRAM
(12,15),(12,14),0.0387557 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.0727821 # DEPENDENCYPART_HEADBIGRAM
(12,15),(16,14),0.121262 # DEPENDENCYPART_HEADBIGRAM
(12,15),(18,14),0.157887 # DEPENDENCYPART_HEADBIGRAM
(12,15),(21,14),0.167717 # DEPENDENCYPART_HEADBIGRAM
(12,15),(24,14),0.158749 # DEPENDENCYPART_HEADBIGRAM
(12,16),(2,15),-0.0635184 # DEPENDENCYPART_HEADBIGRAM
(12,16),(3,15),-0.0770377 # DEPENDENCYPART_HEADBIGRAM
(12,16),(5,15),-0.0738033 # DEPENDENCYPART_HEADBIGRAM
(12,16),(9,15),-0.0932087 # DEPENDENCYPART_HEADBIGRAM
(12,16),(11,15),-0.0467953 # DEPENDENCYPART_HEADBIGRAM
(12,16),(12,15),0.0141333 # DEPENDENCYPART_HEADBIGRAM
(12,16),(13,15),0.0643356 # DEPENDENCYPART_HEADBIGRAM
(12,16),(14,15),0.0643526 # DEPENDENCYPART_HEADBIGRAM
(12,16),(16,15),0.126231 # DEPENDENCYPART_HEADBIGRAM
(12,16),(18,15),0.158258 # DEPENDENCYPART_HEADBIGRAM
(12,17),(0,16),-0.0655164 # DEPENDENCYPART_HEADBIGRAM
(12,17),(2,16),-0.0640223 # DEPENDENCYPART_HEADBIGRAM
(12,17),(3,16),-0.0614663 # DEPENDENCYPART_HEADBIGRAM
(12,17),(5,16),-0.0614663 # DEPENDENCYPART_HEADBIGRAM
(12,17),(9,16),-0.0612418 # DEPENDENCYPART_HEADBIGRAM
(12,17),(11,16),-0.0637488 # DEPENDENCYPART_HEADBIGRAM
(12,17),(12,16),0.0680746 # DEPENDENCYPART_HEADBIGRAM
(12,17),(13,16),0.0723141 # DEPENDENCYPART_HEADBIGRAM
(12,17),(14,16),0.0714448 # DEPENDENCYPART_HEADBIGRAM
(12,17),(18,16),0.174289 # DEPENDENCYPART_HEADBIGRAM
(12,18),(9,17),-0.0671397 # DEPENDENCYPART_HEADBIGRAM
(12,18),(12,17),0.0602332 # DEPENDENCYPART_HEADBIGRAM
(12,18),(13,17),0.063677 # DEPENDENCYPART_HEADBIGRAM
(12,18),(14,17),0.063677 # DEPENDENCYPART_HEADBIGRAM
(12,18),(16,17),0.0682377 # DEPENDENCYPART_HEADBIGRAM
(12,18),(18,17),0.253487 # DEPENDENCYPART_HEADBIGRAM
(12,18),(19,17),0.17083 # DEPENDENCYPART_HEADBIGRAM
(12,18),(20,17),0.164693 # DEPENDENCYPART_HEADBIGRAM
(12,18),(21,17),0.164648 # DEPENDENCYPART_HEADBIGRAM
(12,18),(24,17),0.162319 # DEPENDENCYPART_HEADBIGRAM
(12,20),(9,19),-0.0635877 # DEPENDENCYPART_HEADBIGRAM
(12,20),(13,19),0.0536538 # DEPENDENCYPART_HEADBIGRAM
(12,20),(14,19),0.0506187 # DEPENDENCYPART_HEADBIGRAM
(12,20),(16,19),0.0618416 # DEPENDENCYPART_HEADBIGRAM
(12,20),(17,19),0.0742203 # DEPENDENCYPART_HEADBIGRAM
(12,20),(18,19),0.0712474 # DEPENDENCYPART_HEADBIGRAM
(12,20),(20,19),0.0869422 # DEPENDENCYPART_HEADBIGRAM
(12,20),(21,19),0.19576 # DEPENDENCYPART_HEADBIGRAM
(12,20),(24,19),0.169629 # DEPENDENCYPART_HEADBIGRAM
(12,22),(3,21),-0.0613719 # DEPENDENCYPART_HEADBIGRAM
(12,22),(9,21),-0.0610079 # DEPENDENCYPART_HEADBIGRAM
(12,22),(13,21),0.0706925 # DEPENDENCYPART_HEADBIGRAM
(12,22),(14,21),0.0706928 # DEPENDENCYPART_HEADBIGRAM
(12,22),(16,21),0.0716213 # DEPENDENCYPART_HEADBIGRAM
(12,22),(18,21),0.0591831 # DEPENDENCYPART_HEADBIGRAM
(12,22),(20,21),0.0837997 # DEPENDENCYPART_HEADBIGRAM
(12,22),(22,21),0.162747 # DEPENDENCYPART_HEADBIGRAM
(12,22),(24,21),0.169664 # DEPENDENCYPART_HEADBIGRAM
(12,22),(31,21),0.172395 # DEPENDENCYPART_HEADBIGRAM
(12,31),(22,30),0.0583504 # DEPENDENCYPART_HEADBIGRAM
(12,31),(24,30),0.0631945 # DEPENDENCYPART_HEADBIGRAM
(12,31),(25,30),0.0351267 # DEPENDENCYPART_HEADBIGRAM
(12,31),(27,30),0.0612999 # DEPENDENCYPART_HEADBIGRAM
(12,31),(28,30),0.0454003 # DEPENDENCYPART_HEADBIGRAM
(12,31),(29,30),0.0538345 # DEPENDENCYPART_HEADBIGRAM
(12,31),(31,30),0.285154 # DEPENDENCYPART_HEADBIGRAM
(12,31),(33,30),0.166189 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),0.034211 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.0585344 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),0.0241497 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.0936422 # DEPENDENCYPART_HEADBIGRAM
(13,14),(16,13),0.248057 # DEPENDENCYPART_HEADBIGRAM
(13,14),(18,13),0.168895 # DEPENDENCYPART_HEADBIGRAM
(13,15),(4,14),-0.0492605 # DEPENDENCYPART_HEADBIGRAM
(13,15),(5,14),-0.0430666 # DEPENDENCYPART_HEADBIGRAM
(13,15),(9,14),-0.0733394 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.0966947 # DEPENDENCYPART_HEADBIGRAM
(13,15),(12,14),-0.0872408 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.0759284 # DEPENDENCYPART_HEADBIGRAM
(13,15),(16,14),0.129495 # DEPENDENCYPART_HEADBIGRAM
(13,15),(18,14),0.135163 # DEPENDENCYPART_HEADBIGRAM
(13,15),(21,14),0.166927 # DEPENDENCYPART_HEADBIGRAM
(13,15),(24,14),0.152632 # DEPENDENCYPART_HEADBIGRAM
(13,16),(2,15),-0.0838981 # DEPENDENCYPART_HEADBIGRAM
(13,16),(3,15),-0.0862359 # DEPENDENCYPART_HEADBIGRAM
(13,16),(5,15),-0.0833264 # DEPENDENCYPART_HEADBIGRAM
(13,16),(9,15),-0.0691085 # DEPENDENCYPART_HEADBIGRAM
(13,16),(11,15),-0.0671753 # DEPENDENCYPART_HEADBIGRAM
(13,16),(12,15),-0.0607011 # DEPENDENCYPART_HEADBIGRAM
(13,16),(13,15),-0.0154493 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.00110069 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.0793405 # DEPENDENCYPART_HEADBIGRAM
(13,16),(18,15),0.167588 # DEPENDENCYPART_HEADBIGRAM
(13,17),(0,16),-0.0672569 # DEPENDENCYPART_HEADBIGRAM
(13,17),(2,16),-0.0614152 # DEPENDENCYPART_HEADBIGRAM
(13,17),(3,16),-0.0614125 # DEPENDENCYPART_HEADBIGRAM
(13,17),(5,16),-0.0614125 # DEPENDENCYPART_HEADBIGRAM
(13,17),(9,16),-0.0611946 # DEPENDENCYPART_HEADBIGRAM
(13,17),(11,16),-0.0611416 # DEPENDENCYPART_HEADBIGRAM
(13,17),(12,16),-0.0613554 # DEPENDENCYPART_HEADBIGRAM
(13,17),(13,16),0.0700037 # DEPENDENCYPART_HEADBIGRAM
(13,17),(14,16),0.0714941 # DEPENDENCYPART_HEADBIGRAM
(13,17),(18,16),0.174294 # DEPENDENCYPART_HEADBIGRAM
(13,18),(9,17),-0.0624187 # DEPENDENCYPART_HEADBIGRAM
(13,18),(12,17),-0.0617975 # DEPENDENCYPART_HEADBIGRAM
(13,18),(13,17),0.067628 # DEPENDENCYPART_HEADBIGRAM
(13,18),(14,17),0.0677232 # DEPENDENCYPART_HEADBIGRAM
(13,18),(16,17),0.044422 # DEPENDENCYPART_HEADBIGRAM
(13,18),(18,17),0.131684 # DEPENDENCYPART_HEADBIGRAM
(13,18),(19,17),0.171419 # DEPENDENCYPART_HEADBIGRAM
(13,18),(20,17),0.164325 # DEPENDENCYPART_HEADBIGRAM
(13,18),(21,17),0.164434 # DEPENDENCYPART_HEADBIGRAM
(13,18),(24,17),0.170859 # DEPENDENCYPART_HEADBIGRAM
(13,19),(0,18),-0.0682719 # DEPENDENCYPART_HEADBIGRAM
(13,19),(2,18),-0.0612268 # DEPENDENCYPART_HEADBIGRAM
(13,19),(3,18),-0.0611231 # DEPENDENCYPART_HEADBIGRAM
(13,19),(9,18),-0.0613408 # DEPENDENCYPART_HEADBIGRAM
(13,19),(11,18),-0.0612287 # DEPENDENCYPART_HEADBIGRAM
(13,19),(12,18),-0.0611509 # DEPENDENCYPART_HEADBIGRAM
(13,19),(13,18),0.0820403 # DEPENDENCYPART_HEADBIGRAM
(13,19),(14,18),0.072305 # DEPENDENCYPART_HEADBIGRAM
(13,19),(16,18),0.0720943 # DEPENDENCYPART_HEADBIGRAM
(13,19),(20,18),0.174288 # DEPENDENCYPART_HEADBIGRAM
(13,20),(9,19),-0.0615555 # DEPENDENCYPART_HEADBIGRAM
(13,20),(13,19),0.0628787 # DEPENDENCYPART_HEADBIGRAM
(13,20),(14,19),0.0637742 # DEPENDENCYPART_HEADBIGRAM
(13,20),(16,19),0.06599 # DEPENDENCYPART_HEADBIGRAM
(13,20),(17,19),0.07432 # DEPENDENCYPART_HEADBIGRAM
(13,20),(18,19),0.0742871 # DEPENDENCYPART_HEADBIGRAM
(13,20),(20,19),0.131124 # DEPENDENCYPART_HEADBIGRAM
(13,20),(21,19),0.173975 # DEPENDENCYPART_HEADBIGRAM
(13,20),(24,19),0.172263 # DEPENDENCYPART_HEADBIGRAM
(13,21),(3,20),-0.0613676 # DEPENDENCYPART_HEADBIGRAM
(13,21),(9,20),-0.0599558 # DEPENDENCYPART_HEADBIGRAM
(13,21),(11,20),-0.0617686 # DEPENDENCYPART_HEADBIGRAM
(13,21),(12,20),-0.0629696 # DEPENDENCYPART_HEADBIGRAM
(13,21),(13,20),0.0674073 # DEPENDENCYPART_HEADBIGRAM
(13,21),(16,20),0.0958848 # DEPENDENCYPART_HEADBIGRAM
(13,21),(18,20),0.0783858 # DEPENDENCYPART_HEADBIGRAM
(13,21),(19,20),0.0760195 # DEPENDENCYPART_HEADBIGRAM
(13,21),(21,20),0.254129 # DEPENDENCYPART_HEADBIGRAM
(13,21),(24,20),0.175414 # DEPENDENCYPART_HEADBIGRAM
(13,28),(9,27),-0.0634508 # DEPENDENCYPART_HEADBIGRAM
(13,28),(16,27),0.0691713 # DEPENDENCYPART_HEADBIGRAM
(13,28),(18,27),0.075319 # DEPENDENCYPART_HEADBIGRAM
(13,28),(20,27),0.0746106 # DEPENDENCYPART_HEADBIGRAM
(13,28),(21,27),0.0766923 # DEPENDENCYPART_HEADBIGRAM
(13,28),(22,27),0.134688 # DEPENDENCYPART_HEADBIGRAM
(13,28),(24,27),0.0538159 # DEPENDENCYPART_HEADBIGRAM
(13,28),(25,27),-0.0057173 # DEPENDENCYPART_HEADBIGRAM
(13,28),(30,27),0.158385 # DEPENDENCYPART_HEADBIGRAM
(13,28),(31,27),0.158384 # DEPENDENCYPART_HEADBIGRAM
(14,2),(2,1),-0.142427 # DEPENDENCYPART_HEADBIGRAM
(14,2),(3,1),-0.0905913 # DEPENDENCYPART_HEADBIGRAM
(14,2),(5,1),-0.0932566 # DEPENDENCYPART_HEADBIGRAM
(14,2),(9,1),-0.0878658 # DEPENDENCYPART_HEADBIGRAM
(14,2),(11,1),-0.106367 # DEPENDENCYPART_HEADBIGRAM
(14,2),(14,1),0.0699054 # DEPENDENCYPART_HEADBIGRAM
(14,2),(31,1),0.0911278 # DEPENDENCYPART_HEADBIGRAM
(14,5),(2,4),-0.208279 # DEPENDENCYPART_HEADBIGRAM
(14,5),(3,4),-0.113486 # DEPENDENCYPART_HEADBIGRAM
(14,5),(9,4),-0.0815125 # DEPENDENCYPART_HEADBIGRAM
(14,5),(16,4),0.108935 # DEPENDENCYPART_HEADBIGRAM
(14,5),(18,4),0.0807427 # DEPENDENCYPART_HEADBIGRAM
(14,5),(24,4),0.11091 # DEPENDENCYPART_HEADBIGRAM
(14,7),(2,6),-0.203004 # DEPENDENCYPART_HEADBIGRAM
(14,7),(3,6),-0.207411 # DEPENDENCYPART_HEADBIGRAM
(14,7),(4,6),-0.196872 # DEPENDENCYPART_HEADBIGRAM
(14,7),(5,6),-0.208828 # DEPENDENCYPART_HEADBIGRAM
(14,7),(7,6),-0.0886431 # DEPENDENCYPART_HEADBIGRAM
(14,7),(9,6),-0.0983581 # DEPENDENCYPART_HEADBIGRAM
(14,7),(11,6),-0.0944434 # DEPENDENCYPART_HEADBIGRAM
(14,7),(16,6),0.079317 # DEPENDENCYPART_HEADBIGRAM
(14,7),(18,6),0.0871555 # DEPENDENCYPART_HEADBIGRAM
(14,7),(24,6),0.0830687 # DEPENDENCYPART_HEADBIGRAM
(14,10),(0,9),-0.197171 # DEPENDENCYPART_HEADBIGRAM
(14,10),(2,9),-0.214355 # DEPENDENCYPART_HEADBIGRAM
(14,10),(3,9),-0.214065 # DEPENDENCYPART_HEADBIGRAM
(14,10),(4,9),-0.187111 # DEPENDENCYPART_HEADBIGRAM
(14,10),(5,9),-0.18671 # DEPENDENCYPART_HEADBIGRAM
(14,10),(8,9),-0.199573 # DEPENDENCYPART_HEADBIGRAM
(14,10),(11,9),-0.0863195 # DEPENDENCYPART_HEADBIGRAM
(14,10),(16,9),0.101509 # DEPENDENCYPART_HEADBIGRAM
(14,10),(18,9),0.103322 # DEPENDENCYPART_HEADBIGRAM
(14,10),(24,9),0.101294 # DEPENDENCYPART_HEADBIGRAM
(14,11),(9,10),-0.20018 # DEPENDENCYPART_HEADBIGRAM
(14,11),(11,10),-0.0608507 # DEPENDENCYPART_HEADBIGRAM
(14,11),(12,10),-0.0861364 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),0.0701972 # DEPENDENCYPART_HEADBIGRAM
(14,11),(16,10),0.0976646 # DEPENDENCYPART_HEADBIGRAM
(14,11),(18,10),0.0976597 # DEPENDENCYPART_HEADBIGRAM
(14,11),(20,10),0.097942 # DEPENDENCYPART_HEADBIGRAM
(14,12),(2,11),-0.226549 # DEPENDENCYPART_HEADBIGRAM
(14,12),(3,11),-0.230855 # DEPENDENCYPART_HEADBIGRAM
(14,12),(4,11),-0.191316 # DEPENDENCYPART_HEADBIGRAM
(14,12),(5,11),-0.230855 # DEPENDENCYPART_HEADBIGRAM
(14,12),(9,11),-0.224661 # DEPENDENCYPART_HEADBIGRAM
(14,12),(12,11),-0.0791432 # DEPENDENCYPART_HEADBIGRAM
(14,12),(14,11),0.0980518 # DEPENDENCYPART_HEADBIGRAM
(14,12),(16,11),0.083375 # DEPENDENCYPART_HEADBIGRAM
(14,12),(18,11),0.0886616 # DEPENDENCYPART_HEADBIGRAM
(14,12),(24,11),0.0890217 # DEPENDENCYPART_HEADBIGRAM
(14,13),(2,12),-0.132251 # DEPENDENCYPART_HEADBIGRAM
(14,13),(3,12),-0.155245 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.164538 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.255801 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.0323929 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.0261801 # DEPENDENCYPART_HEADBIGRAM
(14,13),(16,12),0.0451612 # DEPENDENCYPART_HEADBIGRAM
(14,13),(18,12),0.0686442 # DEPENDENCYPART_HEADBIGRAM
(14,13),(21,12),0.141859 # DEPENDENCYPART_HEADBIGRAM
(14,13),(24,12),0.110137 # DEPENDENCYPART_HEADBIGRAM
(14,15),(4,14),-0.0759147 # DEPENDENCYPART_HEADBIGRAM
(14,15),(5,14),-0.0827234 # DEPENDENCYPART_HEADBIGRAM
(14,15),(9,14),0.058908 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),-0.0426225 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),0.00425716 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),0.0167273 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.11054 # DEPENDENCYPART_HEADBIGRAM
(14,15),(18,14),0.116867 # DEPENDENCYPART_HEADBIGRAM
(14,15),(21,14),0.294482 # DEPENDENCYPART_HEADBIGRAM
(14,15),(24,14),0.329773 # DEPENDENCYPART_HEADBIGRAM
(14,16),(2,15),-0.0751381 # DEPENDENCYPART_HEADBIGRAM
(14,16),(3,15),-0.0774715 # DEPENDENCYPART_HEADBIGRAM
(14,16),(5,15),-0.0753835 # DEPENDENCYPART_HEADBIGRAM
(14,16),(9,15),-0.0611699 # DEPENDENCYPART_HEADBIGRAM
(14,16),(11,15),-0.0740995 # DEPENDENCYPART_HEADBIGRAM
(14,16),(12,15),-0.0676253 # DEPENDENCYPART_HEADBIGRAM
(14,16),(13,15),-0.067272 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),-0.00101032 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.101461 # DEPENDENCYPART_HEADBIGRAM
(14,16),(18,15),0.169455 # DEPENDENCYPART_HEADBIGRAM
(14,17),(0,16),-0.0672569 # DEPENDENCYPART_HEADBIGRAM
